baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SPAC1002.01	495.399967088822	-0.139098150580539	0.382794161926005	-0.363375841158797	0.716324146142327	0.999548316626639
SPAC1002.02	343.395404962977	0.115115059974151	0.398389256234894	0.288951215858788	0.772618709914879	0.999548316626639
SPAC1002.03c	451.223648340885	-0.244290161153442	0.393702921762034	-0.620493645462705	0.534932836343662	0.999548316626639
SPAC1002.04c	203.776934492384	-0.415884739491131	0.427636568606144	-0.972519120258313	0.330792357489989	0.999548316626639
SPAC1002.05c	808.573105404125	-0.342416725499677	0.381437963243868	-0.897699648424236	0.369345696954144	0.999548316626639
SPAC1002.06c	164.907290485581	-0.0764127555831198	0.425058831153767	-0.17976983415615	0.857333266619832	0.999548316626639
SPAC1002.07c	333.800699035375	-0.796884986616814	0.402161193427788	-1.98150641991245	0.0475345101316639	0.999548316626639
SPAC1002.08c	353.730666924095	-0.555209004750796	0.410775681209858	-1.35161118378658	0.176499730718061	0.999548316626639
SPAC1002.09c	534.971333618695	0.087091485310531	0.418104443915974	0.208300788422219	0.834994116076065	0.999548316626639
SPAC1002.10c	846.936931187155	0.0169551062807765	0.354855878577589	0.0477802603939934	0.961891368509441	0.999548316626639
SPAC1002.11	355.010391562277	-0.151105471405758	0.404486508679669	-0.373573575788717	0.708721596291363	0.999548316626639
SPAC1002.12c	361.704840791003	0.106039357734513	0.399408918687618	0.26549071083074	0.790631464873657	0.999548316626639
SPAC1002.13c	3435.72847247745	-0.371425068784886	0.349925942761824	-1.06143907437493	0.288490407200764	0.999548316626639
SPAC1002.14	781.99187513837	-0.195959830007803	0.387264989652769	-0.506009671009779	0.612849860548591	0.999548316626639
SPAC1002.15c	88.5590170183492	0.166250046368252	0.430906743360562	0.385814445770095	0.699634095910997	0.999548316626639
SPAC1002.16c	80.8341781547743	0.485522400626937	0.42891019691613	1.13199080860714	0.257638298672328	0.999548316626639
SPAC1002.17c	2830.97389557774	3.90481712555117	0.367925957317599	10.6130514792151	2.59144734271087e-26	5.60961968118814e-23
SPAC1002.18	642.750569042998	2.49230831158049	0.396040176549315	6.29306938830269	3.11249120094451e-10	1.83750162353942e-07
SPAC1002.19	5354.39135824411	4.64148037053029	0.381818964033885	12.1562332093028	5.31535911683349e-34	3.45179421047167e-30
SPAC1002.20	359.147207673498	-0.206459758783437	0.400371987381735	-0.515669840274285	0.606085022538434	0.999548316626639
SPAC1006.01	1032.38257783929	-0.0421596336754495	0.361543121930547	-0.116610249561181	0.9071689151672	0.999548316626639
SPAC1006.02	235.740113596159	-0.244965706586573	0.430411185129403	-0.569143449450377	0.569258794099148	0.999548316626639
SPAC1006.03c	406.454921273056	-0.314717928086291	0.390432723117357	-0.806074669083748	0.420199796325106	0.999548316626639
SPAC1006.04c	315.643084374262	-0.502953090204612	0.407583685861751	-1.23398729549546	0.217207638359477	0.999548316626639
SPAC1006.05c	342.804710732039	0.237194690639253	0.408121260159477	0.581186803516599	0.561114560688526	0.999548316626639
SPAC1006.06	395.531313390712	0.241004449293316	0.402013335544874	0.599493668454226	0.548843731005063	0.999548316626639
SPAC1006.07	2853.18444585479	-0.720028803011775	0.333999151905	-2.15578033328831	0.0311008218580726	0.999548316626639
SPAC1006.08	954.925735240346	-0.675880227101735	0.373143671914701	-1.81131365201401	0.0700923136071204	0.999548316626639
SPAC1006.09	611.551806350696	0.392748655742802	0.38329511616617	1.02466386650367	0.305521818038529	0.999548316626639
SPAC1039.01	1908.23228819331	3.52973468264085	0.38192997568755	9.24183726686187	2.42300414218144e-20	3.93374722483157e-17
SPAC1039.02	2748.95069639711	2.21788098522586	0.354739076516993	6.25214737266088	4.04847086935191e-10	2.19089748546428e-07
SPAC1039.03	184.417577197904	0.0301166770481339	0.428086428899435	0.0703518612481146	0.943913605418757	0.999548316626639
SPAC1039.04	146.079209587335	-0.460507154240513	0.429352607710527	-1.07256168000496	0.283467825726826	0.999548316626639
SPAC1039.05c	303.722180927718	1.044198273853	0.406255893990394	2.57029692196341	0.0101611382339414	0.655841320586427
SPAC1039.06	473.038883317387	1.04659575450598	0.388309003204456	2.69526522915802	0.00703326217306509	0.529209448597911
SPAC1039.07c	333.369624729251	0.725213755133579	0.4015415292759	1.80607409759423	0.0709067661967793	0.999548316626639
SPAC1039.08	111.475738251537	0.680727661919711	0.431501041061994	1.5775805783558	0.114661997087723	0.999548316626639
SPAC1039.09	1959.64955747731	4.23525172429547	0.375652338474851	11.2743920122808	1.7558739587785e-29	5.70132274415379e-26
SPAC1039.10	432.031097134217	2.5286088758268	0.409704904889934	6.17178082480146	6.75250646028558e-10	3.37313668869958e-07
SPAC1039.11c	231.306222215968	-0.20247314028884	0.421740734179228	-0.480089125568778	0.631164020310445	0.999548316626639
SPAC105.01c	195.631522703342	-0.269527185192066	0.426871798890834	-0.631400776280827	0.527778508574066	0.999548316626639
SPAC105.02c	564.756389120859	-0.305196786913333	0.377018482642421	-0.809500862595093	0.418227106861687	0.999548316626639
SPAC105.03c	232.261405046982	0.73375975267166	0.416368114573443	1.76228612852206	0.0780209663614616	0.999548316626639
SPAC1071.01c	268.530854685973	-0.073653305171952	0.422451404035479	-0.174347402963694	0.861592447490098	0.999548316626639
SPAC1071.02	304.42207428545	0.295076985481873	0.409200157334689	0.721106725383115	0.470843853506639	0.999548316626639
SPAC1071.03c	355.452543849043	0.202389997022725	0.3992705075939	0.506899440788591	0.612225378072789	0.999548316626639
SPAC1071.04c	318.10619071744	-0.458205337614275	0.400676333033631	-1.14357974214518	0.252797966898767	0.999548316626639
SPAC1071.05	418.200537405278	-0.0691716387606267	0.391326496386224	-0.176761960663039	0.85969536948219	0.999548316626639
SPAC1071.06	229.01145368012	-0.183393232746947	0.422058243708726	-0.434521148397498	0.663910040859239	0.999548316626639
SPAC1071.07c	1211.36106938113	-0.699704435871062	0.367622967028559	-1.90332078957598	0.0569986997316557	0.999548316626639
SPAC1071.08	837.240261297156	-0.88590988574778	0.369176167283297	-2.39969414132834	0.0164087760007803	0.815199877111696
SPAC1071.09c	1659.7731484039	-0.501399933543812	0.359554631955076	-1.39450277922288	0.163165830831747	0.999548316626639
