baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SPAC1002.01	265.338178735707	-0.148451792952225	0.567746041863763	-0.261475698650222	0.793725687500263	0.999767200914451
SPAC1002.02	226.982409438924	0.490335925163057	0.546869757597709	0.896622858278004	0.369920196489522	0.999767200914451
SPAC1002.03c	108.162245977758	-0.773797085569646	0.684407447116592	-1.13060880449161	0.258219780095903	0.999767200914451
SPAC1002.04c	255.86169526845	-0.455136012284868	0.547222960299659	-0.831719509787446	0.405567285700051	0.999767200914451
SPAC1002.05c	149.215620614957	0.551001031857802	0.612377573573984	0.899773367992604	0.368240869861989	0.999767200914451
SPAC1002.06c	92.4468419842877	-2.10862395961929	0.702954872147123	-2.99965764968476	0.00270283211142398	0.130594981011672
SPAC1002.07c	196.826614958889	0.784645798639682	0.584684668205882	1.34199824504957	0.179596564682501	0.993872772984139
SPAC1002.08c	219.800243858095	-1.69450227481484	0.592253468286068	-2.86110992261233	0.00422160652741769	0.170865412242821
SPAC1002.09c	192.053822381839	-0.148499371887897	0.568968381187178	-0.260997582287519	0.794094371713442	0.999767200914451
SPAC1002.10c	80.3291382151336	0.131509549374433	0.686508109885175	0.191562994640267	0.848084531606036	0.999767200914451
SPAC1002.11	93.8450190927954	-0.574321085039939	0.676685796784533	-0.8487263775433	0.39603356506408	0.999767200914451
SPAC1002.12c	426.664106574662	-0.150779418234645	0.487704477062262	-0.309161439613761	0.757198724690552	0.999767200914451
SPAC1002.13c	1669.10348014593	-0.719902718825243	0.361764293405063	-1.9899772640612	0.0465934400981892	0.638649102214448
SPAC1002.14	94.9815063599817	0.394621737646654	0.662840573540869	0.59534939983924	0.551609941318256	0.999767200914451
SPAC1002.15c	28.4949357273728	-0.710529719170439	0.718903221287223	-0.988352393105444	0.322980094258223	0.999767200914451
SPAC1002.16c	49.5380582656671	0.581238053131422	0.722826664476787	0.804118167876592	0.421328733062477	0.999767200914451
SPAC1002.17c	16.0705953679313	0.521440339462469	0.645016364175981	0.808414124699949	0.418852223496675	0.999767200914451
SPAC1002.18	25.6412344264215	-0.568120477880274	0.709252571768997	-0.80101292613333	0.423124162697391	0.999767200914451
SPAC1002.19	75.5275032237461	0.119426289146955	0.689864313613214	0.173115621130554	0.86256054644852	0.999767200914451
SPAC1002.20	6.47792914187619	-0.398589952940371	0.515802090491371	-0.772757536830959	0.439665888193212	0.999767200914451
SPAC1006.01	748.582487773543	0.448143043903214	0.46106828997475	0.971966742557282	0.331067094013236	0.999767200914451
SPAC1006.02	376.565118422542	-1.02929192956182	0.517301784239941	-1.98973203054796	0.0466204622986642	0.638649102214448
SPAC1006.03c	317.026874140945	-0.137798895992029	0.499060441154394	-0.276116647661517	0.78245847454951	0.999767200914451
SPAC1006.04c	85.3318159160216	-2.70097802662913	0.719621091362446	-3.75333360715626	0.000174498376596926	0.0302124550369067
SPAC1006.05c	666.873022034453	0.319203165475699	0.427263591091493	0.747087212978431	0.455010918284931	0.999767200914451
SPAC1006.06	286.04902948094	0.475935345459006	0.56060873437671	0.848961702296978	0.395902603086269	0.999767200914451
SPAC1006.07	1884.07540412603	-0.241468097513212	0.368003230650903	-0.656157548090317	0.511722760045679	0.999767200914451
SPAC1006.08	50.3198426204543	-0.534713823513539	0.722848712013937	-0.739731308400297	0.459463046841063	0.999767200914451
SPAC1006.09	792.371753395222	-0.0362616436615396	0.427256473987602	-0.0848709051102449	0.932364022666571	0.999767200914451
SPAC1039.01	3.27782876622525	0.12480430165063	0.402599941356515	0.309995826701107	0.756564129954465	0.999767200914451
SPAC1039.02	12.4742181385111	0.0272653545550819	0.615506076565885	0.0442974579669538	0.964667297935891	0.999767200914451
SPAC1039.03	66.4663549220019	0.0206038629227754	0.703368801767386	0.0292931146092962	0.976630818293337	0.999767200914451
SPAC1039.04	102.9726379703	0.494638112740881	0.659133345888607	0.750437094142213	0.452991497091731	0.999767200914451
SPAC1039.05c	20.4653497488297	0.325500862538009	0.687802767875957	0.47324738681004	0.636036693668861	0.999767200914451
SPAC1039.06	56.1808905465476	-0.0784683602666739	0.712809007963585	-0.110083289338401	0.912343320781503	0.999767200914451
SPAC1039.07c	92.118847163237	-1.05181974833086	0.676034503360958	-1.5558669610821	0.119739731219336	0.899202102036292
SPAC1039.08	53.7601090106319	-0.434257135035956	0.719563472934637	-0.60350080482115	0.546175580278219	0.999767200914451
SPAC1039.09	0	NA	NA	NA	NA	NA
SPAC1039.10	3.38340776830424	0.127638076108263	0.406721603853204	0.313821726947977	0.753656441696183	0.999767200914451
SPAC1039.11c	6.66123653452949	0.420127482095138	0.518533750557687	0.810222057181983	0.41781256256634	0.999767200914451
SPAC105.01c	342.455793164344	-0.404462898857096	0.497402010257136	-0.813150913177866	0.416131538868157	0.999767200914451
