V4	Fisher_dis2_11_r1_pr_counts	Fisher_dis2_11_r1gb_counts	Fisher_dis2_11_r1term_counts	Fisher_dis2_11_r1pr_map	Fisher_dis2_11_r1gb_map	Fisher_dis2_11_r1term_map	Fisher_dis2_11_r1pr_density	Fisher_dis2_11_r1pr_densityRPKM	Fisher_dis2_11_r1gb_density	Fisher_dis2_11_r1gb_densityRPKM	Fisher_dis2_11_r1pause_index_CI_low	Fisher_dis2_11_r1pause_index_CI_high	Fisher_dis2_11_r1pause_index_scaled	Fisher_dis2_11_r1pause_index_CI_low_scaled	Fisher_dis2_11_r1pause_index_CI_high_scaled	Fisher_dis2_11_r1_ExpPR	Fisher_dis2_11_r1_ExpGB	Fisher_dis2_11_r1Fexact_Pval
SPAC30D11.02c	0	3	5	100	521	300	0	0	0.00575815738963532	1.4944704779126	0.0327971598819604	2.22593021867193	0	0.170873202985014	11.5970964392808	0	100	1
SPAC30D11.03	26	505	124	100	2242	300	0.26	67.4803236460138	0.225245316681534	58.4601033439185	0.0339762946335011	0.0774396763421224	1.15429702970297	0.761748525683094	1.73619754359038	23	103	1
SPAC30D11.04c	76	1253	121	100	3497	300	0.76	197.250176811425	0.358307120388905	92.9949248019789	0.0477725712249339	0.0768971723570907	2.12108539505188	1.67060681573594	2.68909411732746	46	130	0.011455958489416
SPAC30D11.05	27	160	49	100	1624	300	0.27	70.075720709322	0.0985221674876847	25.5704144168298	0.109779757734777	0.25772038521622	2.7405	1.78282326561277	4.18537905591141	11	116	0.300702877165579
SPAC30D11.06c	27	258	41	100	1955	300	0.27	70.075720709322	0.131969309462916	34.2512758226865	0.0689128880770495	0.157848148636788	2.04593023255814	1.34724696190632	3.0859313058492	14	113	1
SPAC30D11.07	5	81	39	100	1246	300	0.05	12.9769853165411	0.065008025682183	16.8721638947003	0.0220775639854989	0.158100632864788	0.769135802469136	0.275086447259317	1.96993388549526	6	99	1
SPAC30D11.08c	10	254	68	100	1641	300	0.1	25.9539706330822	0.15478366849482	40.172507865953	0.0197451251784916	0.0760676283389014	0.646062992125984	0.324017504179047	1.24826978104137	14	96	1
SPAC30D11.09	18	299	127	100	1922	300	0.18	46.717147139548	0.155567117585848	40.3758440129635	0.0362476806841032	0.0987050369215922	1.15705685618729	0.696680422748463	1.897110809633	15	103	1
SPAC30D11.10	53	406	184	100	1874	300	0.53	137.556044355336	0.216648879402348	56.2289865369871	0.0969821298874236	0.175291342688093	2.44635467980296	1.81744511409032	3.28495976197485	27	126	0.00840484685945381
SPAC30D11.11	66	937	734	100	1871	300	0.66	171.296206178343	0.500801710315339	129.977928825217	0.0544208790957932	0.0910040655076509	1.31788687299893	1.01821464788229	1.70268606564815	55	111	1
SPAC30D11.12	95	70	265	100	308	244	0.95	246.562721014281	0.227272727272727	58.9862968933687	0.985851658401683	1.86938511942002	4.18	3.03642310787718	5.75770616781367	36	159	6.21600803506309e-10
SPAC30D11.13	6	88	34	100	1008	300	0.06	15.5723823798493	0.0873015873015873	22.6582283304686	0.0269184339717189	0.161583291300711	0.687272727272727	0.271337814434926	1.62875957631116	8	98	1
SPAC30D11.14c	96	400	145	100	1769	300	0.96	249.158118077589	0.226116449971735	58.6861970222323	0.190839485345249	0.301552240406654	4.2456	3.37595049575746	5.33445913279372	36	160	3.09786464297359e-16
SPAC31A2.02	32	63	53	100	783	300	0.32	83.0527060258631	0.0804597701149425	20.8825051070777	0.324649957501535	0.792017817803787	3.97714285714286	2.54200916723702	6.20149951340366	9	123	0.000475153642355015
SPAC31A2.03	34	210	25	100	898	300	0.34	88.2435001524796	0.233853006681514	60.6941406787001	0.110744216626259	0.235612390512133	1.45390476190476	0.994483065303806	2.11579926679895	25	109	1
SPAC31A2.04c	36	227	145	100	593	300	0.36	93.434294279096	0.382799325463744	99.3516245144969	0.109756818952939	0.228182485933832	0.940440528634361	0.65085793639093	1.35312214158762	37	99	1
SPAC31A2.05c	3	578	32	100	5062	300	0.03	7.78619118992467	0.114184116949822	29.6353121808011	0.00133627316546916	0.0166008026805328	0.262733564013841	0.067642147636049	0.840332631688569	10	93	1
SPAC31A2.06	18	402	0	100	4811	257	0.18	46.717147139548	0.0835585117439202	21.6867515994576	0.0270616359652639	0.0731317517446275	2.15417910447761	1.30193530628885	3.51836857643403	9	109	1
SPAC31A2.07c	24	458	12	100	2587	300	0.24	62.2895295193974	0.177039041360649	45.9486608038332	0.0339594156479216	0.0801854091449074	1.35563318777293	0.878530082811733	2.07439653457876	18	106	1
SPAC31A2.08	7	92	27	100	777	300	0.07	18.1677794431576	0.118404118404118	30.7305701189648	0.0323505684441699	0.169788209052961	0.591195652173913	0.2513639168112	1.3192543843415	11	96	1
SPAC31A2.09c	21	366	28	100	2348	267	0.21	54.5033383294727	0.15587734241908	40.4563596750771	0.0359793171561704	0.0905711457294932	1.3472131147541	0.84479436682688	2.1266105017285	16	105	1
SPAC31A2.10	1	98	16	100	1783	300	0.01	2.59539706330822	0.0549635445877734	14.2652222212118	0.000527778249978962	0.0672557567881182	0.181938775510204	0.00941028619712489	1.19917014353215	5	96	1
SPAC31A2.11c	15	512	74	100	1949	300	0.15	38.9309559496233	0.262698819907645	68.1807745722837	0.0168847522148518	0.0499657712931444	0.57099609375	0.329083820667461	0.973832882503384	23	92	1
SPAC31A2.12	35	800	243	100	2450	300	0.35	90.8388972157878	0.326530612244898	84.7476592100644	0.0307012987687439	0.0620484253779564	1.071875	0.752181819834226	1.52018642175993	33	102	1
SPAC31A2.13c	9	30	24	100	383	300	0.09	23.358573569774	0.0783289817232376	20.3294809136414	0.132570454430512	0.658807087770908	1.149	0.50774484046886	2.52323114616258	7	102	1
SPAC31A2.14	19	558	78	100	3306	300	0.19	49.3125442028562	0.168784029038113	43.8061573298847	0.0209292268320603	0.0547346348155406	1.12569892473118	0.691920239067914	1.80952702700177	17	102	1
SPAC31A2.15c	3	216	46	100	1905	300	0.03	7.78619118992467	0.113385826771654	29.4281241823924	0.0035570979432509	0.0446963057708491	0.264583333333333	0.0677627158189296	0.851464624934676	10	93	1
SPAC31A2.16	4	299	13	100	3850	300	0.04	10.3815882532329	0.0776623376623377	20.1564603098483	0.00425530409942244	0.0370858363565996	0.51505016722408	0.163829207827764	1.42780469972908	7	97	1
SPAC31F12.01	21	1106	45	100	4530	300	0.21	54.5033383294727	0.244150110375276	63.366647947437	0.0120101183637213	0.0297065633902324	0.860126582278481	0.544058361876574	1.34570732157753	23	98	1
SPAC31G5.01	59	231	68	100	1250	300	0.59	153.128426735185	0.1848	47.962937729936	0.189875126131963	0.34293134671673	3.19264069264069	2.37343907664954	4.28664183395913	24	135	3.46453792370905e-06
SPAC31G5.02	31	206	46	100	1146	300	0.31	80.4573089625549	0.179755671902269	46.6537342968145	0.10121377484447	0.22255157512636	1.72456310679612	1.15990985971762	2.55044105094808	19	112	1
SPAC31G5.03	62	128	424	100	392	300	0.62	160.91461792511	0.326530612244898	84.7476592100644	0.353582735238193	0.662688228147585	1.89875	1.38604432213372	2.59773785433853	39	123	1
SPAC31G5.04	44	309	87	100	1288	300	0.44	114.197470785562	0.239906832298137	62.2653488014162	0.102463750780612	0.19726170781732	1.83404530744337	1.31973311005429	2.54073079668708	27	117	1
SPAC31G5.05c	5	170	42	100	834	300	0.05	12.9769853165411	0.203836930455636	52.9037770698319	0.0106785345136692	0.0740832750444678	0.245294117647059	0.0890589778440013	0.617854513870861	17	88	1
SPAC31G5.06	0	26	21	100	697	300	0	0	0.0373027259684362	9.68153854318706	0.00352600391483322	0.190799932857011	0	0.0245762472863875	1.32987553201337	3	97	1
SPAC31G5.07	12	67	36	100	504	300	0.12	31.1447647596987	0.132936507936508	34.5023022304863	0.0920632802069059	0.34092750821653	0.902686567164179	0.463998932242806	1.71827464141131	13	99	1
SPAC31G5.08	1	286	52	100	1905	300	0.01	2.59539706330822	0.150131233595801	38.9650162785382	0.000181941971811425	0.0228243665432415	0.0666083916083916	0.00346599456300765	0.434804182648751	13	88	1
SPAC31G5.09c	9	119	39	100	1772	300	0.09	23.358573569774	0.0671557562076749	17.4295852445643	0.0359476938640388	0.153477816135871	1.34016806722689	0.636993135270767	2.71962690192763	6	103	1
SPAC31G5.10	1	111	18	100	1358	300	0.01	2.59539706330822	0.0817378497790869	21.2142175277771	0.00046646650678153	0.0592769146199337	0.122342342342342	0.00633461516209317	0.8049805005387	7	94	1
SPAC31G5.11	140	1047	387	100	291	300	1.4	363.355588863151	3.5979381443299	933.807809375845	0.111635472785663	0.160073329968452	0.389111747851003	0.324859225806279	0.465813390208195	187	53	1
SPAC31G5.12c	0	150	8	100	1594	300	0	0	0.0941028858218319	24.4234353510811	0.000606834606982162	0.0321220572027316	0	0.00967294363529565	0.512025591811542	8	92	1
SPAC31G5.13	67	576	141	100	1462	300	0.67	173.891603241651	0.393980848153215	102.253673629654	0.0895527943464501	0.150828276946449	1.70059027777778	1.3092618533451	2.20510940895709	47	120	1
SPAC31G5.14	56	621	50	100	1565	300	0.56	145.34223554526	0.396805111821086	102.986682192614	0.067916137724178	0.119461950776257	1.41127214170692	1.06288755538339	1.86957952964842	44	112	1
SPAC31G5.15	4	315	23	100	3413	300	0.04	10.3815882532329	0.0922941693524758	23.9540016097888	0.00404060757795753	0.0351878935196461	0.433396825396825	0.137905936635691	1.20096280582552	8	96	1
SPAC31G5.16c	11	345	5	100	4211	300	0.11	28.5493676963905	0.0819282830681548	21.2636425276974	0.0166001890673229	0.0595847336226246	1.34263768115942	0.699033961624967	2.50911313284872	8	103	1
SPAC31G5.17c	44	381	362	100	789	300	0.44	114.197470785562	0.482889733840304	125.329059711081	0.0834312692757623	0.159340114940086	0.911181102362205	0.658272714585765	1.25719350687728	46	98	1
SPAC31G5.18c	59	284	107	100	931	300	0.59	153.128426735185	0.305048335123523	79.1721553146654	0.155337452492941	0.277301061762887	1.93411971830986	1.44619168270928	2.58167288501248	37	122	1
SPAC31G5.19	11	1209	68	100	5144	300	0.11	28.5493676963905	0.235031104199067	60.9999037624347	0.00477151260344794	0.0168745718113124	0.468023159636063	0.245446608321362	0.868027973973908	21	90	1
SPAC31G5.21	7	108	79	100	414	300	0.07	18.1677794431576	0.260869565217391	67.706010347171	0.0276790996254351	0.143948291733322	0.268333333333333	0.114591472449301	0.595945927775953	22	85	1
SPAC323.01c	13	147	20	100	1219	300	0.13	33.7401618230069	0.12059064807219	31.2980613868998	0.0479431075570201	0.159798446875921	1.07802721088435	0.584426481120075	1.94794306741748	12	101	1
SPAC323.02c	43	368	155	100	950	300	0.43	111.602073722254	0.387368421052632	100.537486241834	0.0840682203780573	0.161867581351713	1.11005434782609	0.798648093591545	1.53774202284128	39	104	1
SPAC323.03c	1	121	66	100	1911	300	0.01	2.59539706330822	0.0633176347462062	16.4334403275926	0.000428201888286966	0.0543197665647442	0.157933884297521	0.00818293808516392	1.03805073905226	6	95	1
SPAC323.04	3	110	38	100	1926	300	0.03	7.78619118992467	0.0571131879543094	14.8231400292785	0.00692922071982852	0.0885987387686702	0.525272727272727	0.133456791063897	1.70641170868459	5	98	1
SPAC323.05c	41	111	126	100	1825	300	0.41	106.411279595637	0.0608219178082192	15.7857026864226	0.2540051515498	0.535606314091351	6.74099099099099	4.63559401578385	9.77481523216716	8	133	1.59106183045843e-12
SPAC323.06c	114	172	76	100	1822	300	1.14	295.875265217137	0.0944017563117453	24.5010041102642	0.519478641638882	0.845336141026754	12.0760465116279	9.46490085066043	15.4020244895075	18	196	4.79807138828541e-49
SPAC323.07c	3	1023	261	100	2222	300	0.03	7.78619118992467	0.46039603960396	119.491052914686	0.000756031203035994	0.00936456811273128	0.0651612903225806	0.0167990133314598	0.208080703464889	32	71	1
SPAC323.08	7	22	28	100	505	300	0.07	18.1677794431576	0.0435643564356436	11.3066802757982	0.123821198770668	0.783327833367181	1.60681818181818	0.625297053791873	3.95580555850426	4	103	1
SPAC328.01c	63	1239	87	100	4294	300	0.63	163.510014988418	0.288542151839776	74.8881453525591	0.0391361072323474	0.0659343863908319	2.18338983050847	1.680504444557	2.83122255162232	36	127	0.0207410402651353
SPAC328.02	3	463	84	100	3781	300	0.03	7.78619118992467	0.122454377148902	31.7817730841499	0.00166687991736362	0.020743009683258	0.244989200863931	0.0630247296755183	0.784293196123986	11	92	1
SPAC328.03	25	538	80	100	1957	300	0.25	64.8849265827056	0.27491057741441	71.3502105293727	0.0304314468618578	0.0703983236452824	0.909386617100372	0.595543415086558	1.37769519373818	26	99	1
SPAC328.04	41	456	109	100	2897	300	0.41	106.411279595637	0.15740421125302	40.8526427638436	0.0644239437476059	0.125027485306997	2.60475877192982	1.86636165036814	3.6220462493437	19	122	0.015624498111327
SPAC328.05	28	429	109	100	2090	300	0.28	72.6711177726302	0.205263157894737	53.2739397205372	0.0436471513033454	0.0969583240800379	1.36410256410256	0.912225462239919	2.02642897327279	21	107	1
SPAC328.06	58	957	42	100	3718	300	0.58	150.533029671877	0.257396449704142	66.8045989668093	0.0460567078341831	0.0795761546637928	2.25333333333333	1.71238839727493	2.95864143039981	32	126	0.0189745523904159
SPAC328.07c	22	350	34	100	1338	300	0.22	57.0987353927809	0.261584454409567	67.8915524781673	0.0398191846716288	0.0982871293234904	0.841028571428572	0.532780690906393	1.3150817903483	25	97	1
SPAC328.08c	0	102	63	100	2000	300	0	0	0.051	13.2365250228719	0.000893028017049197	0.047373298583352	0	0.0178605603409839	0.947465971667039	4	96	1
SPAC328.09	11	539	12	100	1645	70	0.11	28.5493676963905	0.327659574468085	85.040669733929	0.0106641271878828	0.0379935159710263	0.335714285714286	0.175424892240672	0.624993337723382	27	84	1
SPAC328.10c	33	160	147	100	474	300	0.33	85.6481030891714	0.337552742616034	87.608339689729	0.139197500061874	0.304184431908705	0.977625	0.659796150293282	1.44183420724726	33	100	1
SPAC32A11.01	14	1206	58	100	2207	300	0.14	36.3355588863151	0.546443135478024	141.82369090846	0.00658494978461618	0.0200742024599784	0.25620232172471	0.145329841746479	0.443037648291723	40	74	1
SPAC32A11.02c	16	453	25	100	3039	300	0.16	41.5263530129316	0.149062191510365	38.687557409629	0.0207094274006673	0.0593081366352151	1.07337748344371	0.629359498706279	1.80237427234419	15	101	1
SPAC32A11.03c	11	1054	11	100	4525	300	0.11	28.5493676963905	0.23292817679558	60.4541106016987	0.00547086179415	0.0193647885683194	0.472248576850095	0.247556496185288	0.876256682716453	20	91	1
SPAC32A11.04c	53	444	101	100	945	300	0.53	137.556044355336	0.46984126984127	121.942465196704	0.0888149608630271	0.1600457212189	1.12804054054054	0.839301380155606	1.5124320655186	48	105	1
SPAC343.01c	0	489	29	100	2452	300	0	0	0.199429037520392	51.759753831881	0.000185954233642575	0.00981214710079409	0	0.00455959780891594	0.240593846911471	16	84	1
SPAC343.02	3	58	60	100	1045	300	0.03	7.78619118992467	0.0555023923444976	14.405074609749	0.0129533878347404	0.170938628828345	0.54051724137931	0.135362902873037	1.7863086712562	5	98	1
SPAC343.03	13	55	13	100	1178	300	0.13	33.7401618230069	0.0466893039049236	12.1177282242744	0.123065831078266	0.445686086145299	2.78436363636364	1.44971549010197	5.25018209479162	5	108	1
SPAC343.04c	7	200	87	100	1870	300	0.07	18.1677794431576	0.106951871657754	27.7582573615853	0.0151231678307289	0.076753760653633	0.6545	0.28280323843463	1.43529532422294	10	97	1
SPAC343.05	8	639	99	100	1993	300	0.08	20.7631765064658	0.320622177621676	83.2141858230785	0.00579392956345957	0.0258712472633676	0.249514866979656	0.115473016199749	0.515613957958916	26	82	1
SPAC343.06c	47	279	89	100	1156	300	0.47	121.983661975486	0.241349480968858	62.6397734137538	0.122122607153073	0.231723488117977	1.9473835125448	1.41173733868952	2.67872352264381	28	119	1
SPAC343.07	0	16	10	100	1786	300	0	0	0.00895856662933931	2.32510375212383	0.00576104614150375	0.317064970660191	0	0.102892284087257	5.66278037599101	0	100	1
SPAC343.08c	11	458	147	100	2737	300	0.11	28.5493676963905	0.167336499817318	43.4304660210145	0.0125357421073259	0.0447666252379873	0.65735807860262	0.343103261477511	1.22526253276371	15	96	1
SPAC343.09	3	331	65	100	1564	300	0.03	7.78619118992467	0.211636828644501	54.9281603551804	0.00232799023869985	0.0290681764594934	0.141752265861027	0.0364097673332656	0.454626279826477	17	86	1
SPAC343.10	26	328	46	100	2034	300	0.26	67.4803236460138	0.16125860373648	41.8530106570844	0.0520216530834505	0.119906641145786	1.61231707317073	1.05812042371738	2.43890108090528	17	109	1
SPAC343.11c	25	1301	74	100	4799	300	0.25	64.8849265827056	0.271098145446968	70.3607330561367	0.0126554399614746	0.0289445288196933	0.92217524980784	0.607334563751168	1.38904793805708	26	99	1
SPAC343.12	30	568	46	100	1728	300	0.3	77.8619118992467	0.328703703703704	85.3116627291129	0.0359138052968965	0.0772125269215616	0.912676056338028	0.620590555530372	1.33423246520458	32	98	1
SPAC343.13	1	55	40	100	1727	300	0.01	2.59539706330822	0.0318471337579618	8.26559574301982	0.000933722173271147	0.121222376687452	0.314	0.0161253819323927	2.0935104453923	3	98	1
SPAC343.14c	78	310	41	100	1279	300	0.78	202.440970938041	0.242376856919468	62.9064182662665	0.194729533316398	0.324716179026122	3.21812903225806	2.49059073111673	4.1531199297441	34	144	2.65349713541178e-08
SPAC343.15	11	394	98	100	1621	300	0.11	28.5493676963905	0.243059839605182	63.0836793919457	0.0145539695347042	0.0521058598254272	0.45256345177665	0.235919846157556	0.844635987770176	21	90	1
SPAC343.16	34	546	222	100	2117	300	0.34	88.2435001524796	0.257912139820501	66.9384410281667	0.0433218393478944	0.089069178083877	1.31827838827839	0.917123338994925	1.88559450003568	27	107	1
SPAC343.17c	3	502	191	100	6225	300	0.03	7.78619118992467	0.0806425702811245	20.9299490085257	0.00153784812486815	0.019124694039182	0.372011952191235	0.0957310457730422	1.19051220393908	7	96	1
SPAC343.18	9	95	40	100	1097	300	0.09	23.358573569774	0.0865998176845943	22.4760912501624	0.0447368223444667	0.193592021476069	1.03926315789474	0.4907629411188	2.12370447559247	8	101	1
SPAC343.19	118	375	82	100	2499	300	1.18	306.25685347037	0.150060024009604	38.9465345634487	0.254454996005497	0.38888746381099	7.86352	6.35883035017738	9.71829772063664	28	190	1.62315447856306e-38
SPAC343.20	45	854	285	100	1654	300	0.45	116.79286784887	0.516324062877872	134.00659565086	0.0385706846351439	0.0717535132207606	0.871545667447307	0.63795912386528	1.18680310867138	49	96	1
SPAC343.21	0	92	114	100	2391	300	0	0	0.0384776244249268	9.98647134355318	0.000990331644204421	0.0525735578030503	0	0.0236788296129277	1.25703376707093	3	97	1
SPAC3A11.02	42	407	107	100	2060	300	0.42	109.006676658945	0.197572815533981	51.277990522643	0.0740979224759694	0.143214865620385	2.12579852579853	1.52641720300497	2.95022623177994	23	119	0.82492556702093
SPAC3A11.03	1	88	5	100	3509	300	0.01	2.59539706330822	0.0250783699059561	6.50883276064758	0.000587142256131819	0.075023577202824	0.39875	0.0206028217676655	2.63257732404709	2	99	1
SPAC3A11.04	13	118	1	100	3476	300	0.13	33.7401618230069	0.0339470655926352	8.81061143470571	0.0593620062650957	0.200349009234486	3.82949152542373	2.06342333777473	6.96413156099073	3	110	0.912092431810939
SPAC3A11.05c	0	217	43	100	2945	300	0	0	0.0736842105263158	19.1239783612185	0.00041927873151721	0.0221627158522504	0	0.0123477586431818	0.652691981848774	6	94	1
SPAC3A11.06	2	145	10	100	2642	300	0.02	5.19079412661645	0.0548826646479939	14.2442306653934	0.00236564936265899	0.0563329958402726	0.364413793103448	0.0625004561614505	1.4883177501	5	97	1
SPAC3A11.07	67	1646	648	100	2299	300	0.67	173.891603241651	0.715963462374946	185.820946768392	0.0316269026492894	0.0522944076216543	0.935801944106926	0.727102491907164	1.20224843122183	69	98	1
SPAC3A11.08	39	457	64	100	2619	300	0.39	101.220485469021	0.174494081710577	45.2881427236295	0.0606549939293066	0.119595790157683	2.23503282275711	1.58855429100854	3.13221374422973	20	119	0.475483571738798
SPAC3A11.09	34	631	63	100	2714	300	0.34	88.2435001524796	0.232498157700811	60.3425035721256	0.0375409303681362	0.0769565185132583	1.46237717908082	1.01886085019122	2.08859991244983	25	109	1
SPAC3A11.10c	51	303	33	100	1327	300	0.51	132.365250228719	0.228334589299171	59.2618922518758	0.123664069720645	0.228524003735602	2.23356435643564	1.64102220519296	3.03251352957144	28	123	0.121421211740097
SPAC3A11.11c	33	81	46	100	1568	300	0.33	85.6481030891714	0.0516581632653061	13.4073445234672	0.266275302526817	0.621007056773859	6.38814814814815	4.17519674362049	9.73739065021411	6	127	3.33997891068039e-09
SPAC3A11.12c	69	668	367	100	1887	300	0.69	179.082397368267	0.354001059883413	91.8773311229408	0.0799610989452113	0.133213987111778	1.94914670658683	1.50886593709614	2.51374793679925	44	125	0.281912988750051
SPAC3A11.13	11	39	33	100	506	300	0.11	28.5493676963905	0.0770750988142292	20.0040485116642	0.136292367364591	0.570625573815614	1.42717948717949	0.689639378864833	2.88736540350701	7	104	1
SPAC3A11.14c	0	229	21	100	3037	300	0	0	0.0754033585775436	19.5701655415734	0.000397286442252844	0.0209967481635825	0	0.0120655892512189	0.637671241728001	7	93	1
SPAC3A12.02	2	25	6	100	889	300	0.02	5.19079412661645	0.0281214848143982	7.29864191031559	0.0131043842240231	0.346856126123875	0.7112	0.116497975751566	3.08355096124125	2	100	1
SPAC3A12.03c	6	102	14	100	940	300	0.06	15.5723823798493	0.108510638297872	28.1628191975999	0.0233155241553432	0.138803753726381	0.552941176470588	0.219165927060226	1.30475528502798	10	96	1
SPAC3A12.04c	26	50	8	100	738	300	0.26	67.4803236460138	0.0677506775067751	17.5839909438226	0.31504087612205	0.854423821903707	3.8376	2.32500166578073	6.30564780564936	7	119	0.0107380065528522
SPAC3A12.05c	34	521	42	100	3706	300	0.34	88.2435001524796	0.140582838640043	36.4868286557902	0.0453770499507899	0.0933924315145532	2.41850287907869	1.68167347117627	3.46112351192934	16	118	0.263842195462461
SPAC3A12.06c	45	602	111	100	2545	300	0.45	116.79286784887	0.236542239685658	61.3921034228507	0.0545355449741012	0.102132000199722	1.90240863787375	1.38792961959087	2.59925940508292	27	118	1
SPAC3A12.07	0	64	65	100	717	300	0	0	0.0892608089260809	23.1667241355267	0.00142511423979771	0.0759029537004353	0	0.0102180690993496	0.544224178032121	8	92	1
SPAC3A12.08	56	101	20	100	884	300	0.56	145.34223554526	0.114253393665158	29.653292239155	0.394775788693188	0.777681897482439	4.90138613861386	3.48981797204778	6.87470797374476	15	141	9.73714390196698e-11
SPAC3A12.09c	3	118	84	100	1769	300	0.03	7.78619118992467	0.066704352741662	17.3124281215585	0.00646655499827671	0.0824846781060368	0.449745762711864	0.114393357919515	1.45915395569579	6	97	1
SPAC3A12.10	89	136	238	100	415	300	0.89	230.990338634432	0.327710843373494	85.0539760505827	0.496576768520193	0.861955052202647	2.71580882352941	2.0607935893588	3.57711346664099	46	143	8.63102563472347e-05
SPAC3A12.11c	5	141	72	100	1113	300	0.05	12.9769853165411	0.126684636118598	32.8796932548481	0.0128384001801206	0.0896009379160109	0.39468085106383	0.142891394004742	0.997258439005201	11	94	1
SPAC3A12.12	5	72	24	100	964	300	0.05	12.9769853165411	0.0746887966804979	19.3847083566589	0.0247493409397073	0.17856915733367	0.669444444444445	0.238583646658778	1.72140667669658	7	98	1
SPAC3A12.13c	1	82	86	100	1014	300	0.01	2.59539706330822	0.0808678500986193	20.9884180662006	0.000629634692181988	0.0806095457282941	0.123658536585366	0.00638449577872535	0.817380793684902	7	94	1
SPAC3A12.14	6	314	161	100	1284	300	0.06	15.5723823798493	0.244548286604361	63.4699904890017	0.00770343869514589	0.044262710045682	0.245350318471338	0.0989121528456732	0.568333196986557	20	86	1
SPAC3A12.15	34	322	18	100	2566	257	0.34	88.2435001524796	0.125487139516758	32.5688953384742	0.0729128084614164	0.152181195580819	2.70944099378882	1.87094266511994	3.90496947860381	14	120	0.0415168654560478
SPAC3A12.16c	63	465	57	100	1237	300	0.63	163.510014988418	0.375909458367017	97.5634304315541	0.103186034135187	0.17756199414326	1.67593548387097	1.27641124225226	2.19644186755212	44	119	1
SPAC3A12.17c	21	272	33	100	1313	300	0.21	54.5033383294727	0.207159177456207	53.7660320807187	0.0481998451111167	0.122426029549768	1.01371323529412	0.632863966308962	1.60745376798845	20	101	1
SPAC3A12.18	35	706	260	100	1840	300	0.35	90.8388972157878	0.383695652173913	99.5842568856307	0.0347540516812703	0.0703816462245021	0.912181303116147	0.639474550935374	1.29502229053084	37	98	1
SPAC3A12.19	23	91	65	100	429	300	0.23	59.6941324560891	0.212121212121212	55.0538771004775	0.15566628902094	0.40722949489385	1.08428571428571	0.667808379899831	1.74701453309462	21	102	1
SPAC3C7.01c	4	213	35	100	2021	300	0.04	10.3815882532329	0.105393369619	27.3537642001312	0.00595646982454793	0.0522267511707544	0.379530516431925	0.120380255154114	1.05550264116095	9	95	1
SPAC3C7.02c	30	112	11	100	951	300	0.3	77.8619118992467	0.117770767613039	30.5661904406436	0.175300019566005	0.407210410734567	2.54732142857143	1.6671031860727	3.87257100608574	13	117	0.667191243438336
SPAC3C7.03c	58	115	64	100	1275	300	0.58	150.533029671877	0.0901960784313725	23.4094637082702	0.363303929278632	0.699177620529111	6.4304347826087	4.63212509830256	8.91451466174616	13	145	5.83956715604054e-16
SPAC3C7.04	19	484	52	100	2875	300	0.19	49.3125442028562	0.168347826086957	43.692945344041	0.0240992414189058	0.0631836422252385	1.12861570247934	0.692853190793543	1.81652971397561	17	102	1
SPAC3C7.05c	3	72	10	100	1688	300	0.03	7.78619118992467	0.042654028436019	11.0704140141109	0.0104964881616579	0.136734227320827	0.703333333333333	0.177180720168785	2.30807375717556	4	99	1
SPAC3C7.06c	27	462	28	100	2827	300	0.27	70.075720709322	0.163424124513619	42.4150492836363	0.0388309914883263	0.0873436317695492	1.65214285714286	1.09775212937498	2.46920447012516	17	110	1
SPAC3C7.07c	67	119	80	100	1699	300	0.67	173.891603241651	0.0700412007062978	18.1784726623707	0.412773509970398	0.76719900014666	9.56579831932773	7.01302193439706	13.0347110124918	10	157	2.13907456664358e-26
SPAC3C7.08c	83	1686	116	100	3247	300	0.83	215.417956254583	0.51924853711118	134.765612834545	0.0392358322659613	0.0616875598066933	1.59846381969158	1.27398747367576	2.00299506692333	62	121	1
SPAC3C7.09	3	66	32	100	1309	300	0.03	7.78619118992467	0.0504201680672269	13.0860356133188	0.0114252185883525	0.149561053182487	0.595	0.149556111321534	1.95775418615875	4	99	1
SPAC3C7.10	10	107	38	100	1124	300	0.1	25.9539706330822	0.0951957295373665	24.7070716880765	0.0460513195063066	0.183974262035807	1.05046728971963	0.517616831250887	2.06787070528248	9	101	1
SPAC3C7.11c	0	710	113	100	2231	300	0	0	0.318242940385477	82.5966792895042	0.000128054582178546	0.00675404601642788	0	0.00285689772840335	0.150682766626506	24	76	1
SPAC3C7.12	5	233	56	100	1867	300	0.05	12.9769853165411	0.124799143010177	32.3903329271996	0.00782040080222854	0.0538291966660428	0.400643776824034	0.146006882977607	1.00499110175502	11	94	1
SPAC3C7.13c	11	240	4	100	3757	300	0.11	28.5493676963905	0.0638807559222784	16.5795926322591	0.0237580336668322	0.0860489746376732	1.72195833333333	0.892589324862885	3.23285997713738	6	105	1
SPAC3C7.14c	2	401	288	100	962	300	0.02	5.19079412661645	0.416839916839917	108.186509603596	0.000860800895794769	0.020207698133277	0.0479800498753117	0.00828090461754568	0.194398056042124	30	72	1
SPAC3F10.02c	40	869	66	100	2904	300	0.4	103.815882532329	0.299242424242424	77.6652909096021	0.0330696392631981	0.0638207503877125	1.33670886075949	0.960342324203273	1.85335459125917	32	108	1
SPAC3F10.03	9	529	256	100	2067	300	0.09	23.358573569774	0.255926463473633	66.4230791722327	0.00825310657768008	0.0337866811428151	0.351663516068053	0.170591712960647	0.698370699221988	22	87	1
