V4	Cdk9as_DMSO_18Cr1_pr_counts	Cdk9as_DMSO_18Cr1gb_counts	Cdk9as_DMSO_18Cr1term_counts	Cdk9as_DMSO_18Cr1pr_map	Cdk9as_DMSO_18Cr1gb_map	Cdk9as_DMSO_18Cr1term_map	Cdk9as_DMSO_18Cr1pr_density	Cdk9as_DMSO_18Cr1pr_densityRPKM	Cdk9as_DMSO_18Cr1gb_density	Cdk9as_DMSO_18Cr1gb_densityRPKM	Cdk9as_DMSO_18Cr1pause_index_CI_low	Cdk9as_DMSO_18Cr1pause_index_CI_high	Cdk9as_DMSO_18Cr1pause_index_scaled	Cdk9as_DMSO_18Cr1pause_index_CI_low_scaled	Cdk9as_DMSO_18Cr1pause_index_CI_high_scaled	Cdk9as_DMSO_18Cr1_ExpPR	Cdk9as_DMSO_18Cr1_ExpGB	Cdk9as_DMSO_18Cr1Fexact_Pval
SPAC10F6.17c	13	154	31	100	1801	300	0.13	33.7385506281988	0.0855080510827318	22.1916746967182	0.0458159288852963	0.152353578556383	1.52032467532468	0.825144879224187	2.74388794980046	8	105	1
SPAC110.01	1	4115	219	100	5792	300	0.01	2.59527312524606	0.71046270718232	184.384477043984	1.26825423879201e-05	0.00157893304392672	0.0140753341433779	0.00073457285510833	0.0914518019042358	41	60	1
SPAC110.02	65	413	219	100	3853	300	0.65	168.692753140994	0.107189203218271	27.8185258428919	0.120075611744371	0.205928624190918	6.06404358353511	4.62651332051062	7.93442989007606	15	150	5.48861069558532e-19
SPAC110.03	105	803	124	100	1448	300	1.05	272.503678150837	0.554558011049724	143.922950246726	0.106112466191924	0.160993246791079	1.893399750934	1.53650851045907	2.33118221353483	73	132	0.0641670525114758
SPAC110.04c	76	1326	104	100	2755	300	0.76	197.240757518701	0.481306715063521	124.912238260482	0.0451598456257821	0.0726357446739951	1.5790346907994	1.2441537469903	2.00111476576856	57	119	1
SPAC110.05	18	208	131	100	1707	300	0.18	46.7149162544292	0.121851200937317	31.6237147071577	0.0517767373577354	0.142820114603983	1.47721153846154	0.883828906696543	2.43793935629	12	106	1
SPAC1142.01	103	319	18	100	1904	300	1.03	267.313131900345	0.167542016806723	43.4817293568012	0.256936500168173	0.405455282086521	6.14771159874608	4.89207096320201	7.71986857092737	29	174	9.68314367751565e-27
SPAC1142.02c	100	504	119	100	1080	300	1	259.527312524606	0.466666666666667	121.112745844816	0.159136758193497	0.247164813268857	2.14285714285714	1.71867698848977	2.66937998330365	63	137	0.00274834354255617
SPAC1142.03c	6	120	167	100	2243	300	0.06	15.5716387514764	0.0534997770842622	13.8846533673441	0.0198924012095156	0.117501779693899	1.1215	0.446186559129434	2.63556491853414	5	101	1
SPAC1142.04	12	367	84	100	2169	300	0.12	31.1432775029528	0.169202397418165	43.9126434746568	0.0175412976123643	0.0595020911521444	0.709209809264305	0.380470745212181	1.29060035709001	16	96	1
SPAC1142.05	119	484	254	100	969	300	1.19	308.837501904282	0.499484004127967	129.629741240361	0.200141299145062	0.301845483943179	2.38245867768595	1.93936918871565	2.92488273940941	72	147	1.59629806256525e-05
SPAC1142.06	115	268	74	100	1508	300	1.15	298.456409403297	0.177718832891247	46.1228910852749	0.34280121194836	0.536837575330859	6.47089552238806	5.16944227618127	8.09551063598936	32	183	1.12531746196761e-29
SPAC1142.07c	18	106	33	100	1016	300	0.18	46.7149162544292	0.104330708661417	27.0766684326853	0.0996331166620316	0.285987197013898	1.72528301886792	1.01227246528624	2.90562992166121	11	107	1
SPAC1142.08	54	408	95	100	2324	300	0.54	140.144748763287	0.175559380378657	45.5624541781581	0.0985863186393695	0.177269277990854	3.07588235294118	2.29114604517895	4.11973802050744	22	132	1.26922893349851e-05
SPAC1142.09	22	0	76	100	3	300	0.22	57.0960087554134	0	0	4.40613411731509	239.596672882994	NA	0.132184023519453	7.18790018648982	0	122	1
SPAC11D3.01c	34	9	26	100	130	300	0.34	88.2392862583662	0.0692307692307692	17.9672754824728	1.7411547511903	8.45561670738812	4.91111111111111	2.26350117654739	10.9923017196046	8	126	0.0842916710989579
SPAC11D3.02c	81	151	85	100	450	300	0.81	210.217123144931	0.335555555555556	87.0858315360346	0.405823054529487	0.708492366251194	2.41390728476821	1.82620374538269	3.18821564813037	45	136	0.00385037654143837
SPAC11D3.03c	3	262	59	100	1284	300	0.03	7.78581937573819	0.20404984423676	52.9565076958309	0.00293686709993219	0.0367854946316274	0.147022900763359	0.0377093735631293	0.472325751070096	17	86	1
SPAC11D3.04c	2	92	8	100	1836	300	0.02	5.19054625049213	0.0501089324618736	13.0046365753071	0.00370752009790587	0.0894273321674564	0.399130434782609	0.0680700689975517	1.6418858185945	4	98	1
SPAC11D3.05	44	1130	40	100	1753	300	0.44	114.192017510827	0.644609241300627	167.293704023277	0.0284575638483448	0.0530984805460912	0.68258407079646	0.498861094261484	0.930816363972979	56	88	1
SPAC11D3.06	1	518	39	100	1521	300	0.01	2.59527312524606	0.340565417488494	88.3860275396096	0.000100596638612376	0.012573529405809	0.0293629343629344	0.00153007487329424	0.191243382262355	25	76	1
SPAC11D3.07c	72	1852	22	100	4030	300	0.72	186.859665017717	0.45955334987593	119.26664585498	0.0304926653345205	0.0494867515863621	1.56673866090713	1.22885441298117	1.99431608893039	54	118	1
SPAC11D3.08c	49	1223	153	100	3214	300	0.49	127.168383137057	0.380522713130056	98.7560370932152	0.0297808464497264	0.0537470266285955	1.28770237121832	0.957156404894205	1.72742943584306	41	108	1
SPAC11D3.09	0	120	14	100	1729	300	0	0	0.0694042799305957	18.012306248093	0.000758824990663607	0.0402134580460473	0	0.0131200840885738	0.695290689616158	6	94	1
SPAC11D3.10	0	189	0	100	4126	300	0	0	0.0458070770722249	11.888187607162	0.000481467258777322	0.025461858150652	0	0.0198653390971523	1.0505562672959	4	96	1
SPAC11D3.11c	19	283	49	100	2151	300	0.19	49.3101893796752	0.131566713156671	34.1451554832467	0.0409449610377666	0.108794876710931	1.44413427561837	0.88072611192236	2.34017779805214	13	106	1
SPAC11D3.13	1	23	18	100	920	300	0.01	2.59527312524606	0.025	6.48818281311516	0.00218361377637716	0.300664882990147	0.4	0.0200892467426699	2.76611692350935	2	99	1
SPAC11D3.14c	22	1776	34	100	4308	300	0.22	57.0960087554134	0.412256267409471	106.991761152205	0.00793514491193801	0.019149969999046	0.533648648648649	0.341846042806289	0.824980707558904	35	87	1
SPAC11D3.15	87	2239	69	100	3921	300	0.87	225.788761896408	0.571027799030859	148.19731005932	0.0311724447966567	0.0483764779261113	1.52356855739169	1.22227156047691	1.89684169948283	67	120	1
SPAC11D3.16c	61	503	165	100	945	300	0.61	158.31166064001	0.532275132275132	138.139934603044	0.0921029416689427	0.159366644969775	1.14602385685885	0.870372798771508	1.50601479496438	55	106	1
SPAC11D3.17	1	1309	187	100	3291	300	0.01	2.59527312524606	0.397751443330295	103.227363140295	3.98503150538308e-05	0.00496728486335802	0.0251413292589763	0.00131147386842157	0.163473344853113	28	73	1
SPAC11D3.18c	27	227	27	100	2031	300	0.27	70.0723743816437	0.11176760216642	29.0067454175705	0.0781096263023278	0.179908285779151	2.4157268722467	1.58640651020028	3.65393728417456	12	115	1
SPAC11D3.19	79	255	0	100	1210	300	0.79	205.026576894439	0.210743801652893	54.6937724741939	0.238740279096847	0.40156640061392	3.74862745098039	2.88875737707184	4.85895344742843	31	148	7.16511789921752e-11
SPAC11E3.01c	46	734	57	100	3812	300	0.46	119.382563761319	0.192549842602309	49.9719431776131	0.0459684875459827	0.0851742610672642	2.38899182561308	1.75231874525286	3.24684283188411	23	123	0.0321433820114163
SPAC11E3.02c	23	793	32	100	3850	300	0.23	59.6912818806595	0.205974025974026	53.4558854109124	0.0187053472334174	0.0445672626806398	1.11664564943253	0.720155868486569	1.71583961320463	21	102	1
SPAC11E3.03	3	38	24	100	987	300	0.03	7.78581937573819	0.038500506585613	9.99193300500005	0.0194610923009429	0.265906476544449	0.779210526315789	0.192080981010306	2.62449692349372	3	100	1
SPAC11E3.04c	25	137	40	100	714	300	0.25	64.8818281311516	0.19187675070028	49.7972574451976	0.116307912534724	0.284250030409011	1.3029197080292	0.830438495497931	2.02954521712034	20	105	1
SPAC11E3.05	15	602	35	100	3997	300	0.15	38.929096878691	0.15061295971979	39.0881766674539	0.0143774785945741	0.0424437627736412	0.99593023255814	0.574667819425127	1.69647719806244	15	100	1
SPAC11E3.06	7	59	37	100	1847	300	0.07	18.1669118767225	0.0319436924742826	8.29026065996307	0.0496274982626036	0.269507574431861	2.19135593220339	0.916619892910288	4.97780489975648	3	104	1
SPAC11E3.07	135	406	183	100	1208	300	1.35	350.361871908219	0.336092715231788	87.2252391432038	0.272347445667276	0.405768922476763	4.01674876847291	3.28995714366069	4.90168858351929	59	176	1.95933816654129e-18
SPAC11E3.08c	18	103	21	100	1531	300	0.18	46.7149162544292	0.0672762900065317	17.4600347420212	0.1024184186877	0.294665592745404	2.67553398058252	1.56802599010869	4.51133022493214	7	111	1
SPAC11E3.09	2	138	23	100	1333	300	0.02	5.19054625049213	0.103525881470368	26.8677937947455	0.00248440987657333	0.0592280260309191	0.193188405797101	0.0331171836547225	0.789509586992151	9	93	1
SPAC11E3.10	24	350	70	100	1069	300	0.24	62.2865550059055	0.327408793264733	84.9715242129207	0.0442886551659951	0.105291242705523	0.733028571428571	0.473445723724487	1.12556338452204	30	94	1
SPAC11E3.11c	33	821	45	100	3255	300	0.33	85.6440131331201	0.252227342549923	65.4598843572049	0.0279131691846084	0.0575794306906354	1.30834348355664	0.908573656959002	1.87421046898018	26	107	1
SPAC11E3.12	12	94	0	100	2724	300	0.12	31.1432775029528	0.0345080763582966	8.95578831766263	0.0665902226205786	0.239254785429564	3.47744680851064	1.81391766418456	6.51730035510132	3	109	1
SPAC11E3.13c	68	1317	121	100	2103	300	0.68	176.478572516732	0.626248216833096	162.52851668802	0.0401412006364988	0.0662978950352993	1.08583143507973	0.844169449385569	1.39424473259234	64	104	1
SPAC11E3.14	29	608	72	100	2681	300	0.29	75.2629206321359	0.226781051846326	58.8558769171804	0.0322398215669224	0.0701221759784509	1.27876644736842	0.864349616209188	1.87997553798227	23	106	1
SPAC11E3.15	116	187	399	100	406	300	1.16	301.051682528543	0.460591133004926	119.535978921432	0.488787916993658	0.786943932373183	2.51850267379679	1.98447894299425	3.19499236543512	68	148	6.15065715570906e-05
