V4	Fisher_dis2_T316A_r2_pr_counts	Fisher_dis2_T316A_r2gb_counts	Fisher_dis2_T316A_r2term_counts	Fisher_dis2_T316A_r2pr_map	Fisher_dis2_T316A_r2gb_map	Fisher_dis2_T316A_r2term_map	Fisher_dis2_T316A_r2pr_density	Fisher_dis2_T316A_r2pr_densityRPKM	Fisher_dis2_T316A_r2gb_density	Fisher_dis2_T316A_r2gb_densityRPKM	Fisher_dis2_T316A_r2pause_index_CI_low	Fisher_dis2_T316A_r2pause_index_CI_high	Fisher_dis2_T316A_r2pause_index_scaled	Fisher_dis2_T316A_r2pause_index_CI_low_scaled	Fisher_dis2_T316A_r2pause_index_CI_high_scaled	Fisher_dis2_T316A_r2_ExpPR	Fisher_dis2_T316A_r2_ExpGB	Fisher_dis2_T316A_r2Fexact_Pval
SPAC5D6.12	0	65	37	100	3182	300	0	0	0.0204274041483344	25.3559710142242	0.00140311402199916	0.074718813971507	0	0.0446470881800134	2.37755266057335	2	98	1
SPAC5D6.13	5	75	72	100	1860	300	0.05	62.0636152055857	0.0403225806451613	50.0513025851498	0.0237896750051642	0.171182288922594	1.24	0.442487955096054	3.18399057396025	4	101	1
SPAC5H10.01	3	3	1	100	687	300	0.03	37.2381691233514	0.00436681222707424	5.42040307472364	0.162070833932487	6.17014163335868	6.87	1.11342662911619	42.3888730211742	0	103	1
SPAC5H10.02c	2	8	3	100	2071	300	0.02	24.8254460822343	0.00386286817962337	4.79487128580092	0.0367281083767776	1.26151517249186	5.1775	0.760639124483065	26.1259792223064	0	102	1
SPAC5H10.03	0	77	24	100	3193	300	0	0	0.0241152521139994	29.9335945557789	0.0011838127111161	0.0629364895177057	0	0.0377991398659372	2.00956211030034	2	98	1
SPAC5H10.04	9	155	5	100	2498	300	0.09	111.714507370054	0.0620496397117694	77.0204992543298	0.0277658974150905	0.117075946211009	1.45045161290323	0.693592117428961	2.92455713635101	6	103	1
SPAC5H10.05c	5	29	4	100	2194	300	0.05	62.0636152055857	0.0132178669097539	16.4069721145122	0.0586897200899928	0.467020324073536	3.78275862068966	1.28765245877444	10.2464259101734	1	104	1
SPAC5H10.06c	1	148	24	100	1677	300	0.01	12.4127230411171	0.088252832438879	109.545796665792	0.000350558983861302	0.0443138486220467	0.113310810810811	0.00587887415935403	0.743143241391723	8	93	1
SPAC5H10.07	0	3	1	100	453	300	0	0	0.00662251655629139	8.22034638484579	0.0327971598819604	2.22593021867193	0	0.148571134265281	10.0834638905839	0	100	1
SPAC5H10.08c	0	22	16	100	962	300	0	0	0.0228690228690229	28.3866847094155	0.00417368066078422	0.226956323474185	0	0.0401508079567442	2.18331983182166	2	98	1
SPAC5H10.09c	4	19	6	100	650	300	0.04	49.6508921644686	0.0292307692307692	36.2833442740347	0.0607135246304446	0.654199207039878	1.36842105263158	0.39463791009789	4.25229484575921	2	102	1
SPAC5H10.10	2	36	12	100	1554	300	0.02	24.8254460822343	0.0231660231660232	28.7553429523949	0.00925365154988372	0.235628337171256	0.863333333333333	0.143801745085193	3.66166435964132	2	100	1
SPAC5H10.11	0	23	1	100	1565	300	0	0	0.0146964856230032	18.2423405716099	0.00399043342974737	0.216691035021888	0	0.0624502831755463	3.39121469809255	1	99	1
SPAC5H10.12c	5	54	36	100	1728	300	0.05	62.0636152055857	0.03125	38.7897595034911	0.0326529323201884	0.240925317365232	1.6	0.564242670492856	4.16318948407121	3	102	1
SPAC5H10.13c	17	226	23	100	2089	300	0.17	211.016291698991	0.10818573480134	134.287956308879	0.044418470241862	0.125628208490682	1.57137168141593	0.927901843352498	2.62437327537036	11	106	1
SPAC607.02c	28	21	7	100	843	300	0.28	347.55624515128	0.0249110320284698	30.9213741237794	0.73280619811392	2.43446981794269	11.24	6.17755625010035	20.5225805652569	3	125	2.08985550030204e-10
SPAC607.03c	15	36	45	100	464	300	0.15	186.190845616757	0.0775862068965517	96.305609801771	0.21815075287101	0.78622527478547	1.93333333333333	1.01221949332149	3.64808527500458	8	107	1
SPAC607.04	4	38	13	100	910	300	0.04	49.6508921644686	0.0417582417582418	51.8333489629068	0.0319431751180627	0.307974443683006	0.957894736842105	0.29068289357437	2.80256743751535	4	100	1
SPAC607.05	14	91	21	100	1146	300	0.14	173.77812257564	0.0794066317626527	98.5652527697784	0.083946128478491	0.277023605111889	1.76307692307692	0.962022632363507	3.17469051458225	8	106	1
SPAC607.06c	5	18	10	100	1834	300	0.05	62.0636152055857	0.00981461286804798	12.1826071286864	0.090442291502021	0.792422818262202	5.09444444444444	1.65871162614706	14.5330344869288	1	104	1
SPAC607.07c	2	44	14	100	695	300	0.02	24.8254460822343	0.0633093525179856	78.5841458718208	0.00762429927886202	0.19103767815503	0.315909090909091	0.052988879988091	1.32771186317746	6	96	1
SPAC607.08c	0	50	5	100	1539	300	0	0	0.032488628979857	40.3272353512578	0.00182593230767121	0.0975451588739486	0	0.02810109821506	1.50121999507007	3	97	1
SPAC607.09c	2	4	5	100	1086	300	0.02	24.8254460822343	0.00368324125230203	4.57190535584425	0.0638181358093923	3.14803144559117	5.43	0.69306495489	34.1876214991201	0	102	1
SPAC607.10	3	120	9	100	4160	300	0.03	37.2381691233514	0.0288461538461538	35.8059318493764	0.00636038402738005	0.0810857515748881	1.04	0.26459197553901	3.37316726551535	2	101	1
SPAC630.03	0	85	26	100	1646	300	0	0	0.051640340218712	64.0997240883935	0.0010721024831893	0.0569495677054597	0	0.0176468068732958	0.937389884431867	4	96	1
SPAC630.04c	0	58	9	100	2664	300	0	0	0.0217717717717718	27.0246973117415	0.00157310823633282	0.0838787505311741	0	0.0419076034159065	2.23452991415048	2	98	1
SPAC630.05	1	63	9	100	2562	300	0.01	12.4127230411171	0.0245901639344262	30.52308944537	0.000816834141197491	0.105477585460253	0.406666666666667	0.0209272906974797	2.70233573949168	2	99	1
SPAC630.06c	5	34	0	100	3300	300	0.05	62.0636152055857	0.0103030303030303	12.7888661635752	0.0506159886425307	0.393324464431894	4.85294117647059	1.67032762520351	12.9797073262525	1	104	1
SPAC630.07c	7	35	9	100	1589	300	0.07	86.88906128782	0.0220264317180617	27.3407996500378	0.0811633487225295	0.469725182964431	3.178	1.28968561120099	7.4639331573048	2	105	1
SPAC630.08c	7	347	78	100	1479	300	0.07	86.88906128782	0.234617985125085	291.224806982262	0.00876817055856439	0.0439585440278009	0.29835734870317	0.129681242561167	0.650146866171176	20	87	1
SPAC630.09c	0	47	40	100	1409	300	0	0	0.0333569907735983	41.4051087957776	0.00194303656715677	0.1038928146097	0	0.0273773852312389	1.46384975785068	3	97	1
SPAC630.10	163	9	9	100	1094	300	1.63	2023.27385570209	0.00822669104204753	10.2115637449775	8.99172584641904	37.8369411024931	198.135555555556	98.3694807598243	413.936135661275	2	261	1.29633263177013e-123
SPAC630.11	3	9	10	100	944	300	0.03	37.2381691233514	0.00953389830508475	11.8341639163193	0.071737496193308	1.33450631594981	3.14666666666667	0.677201964064828	12.5977396225662	0	103	1
SPAC630.12	5	42	13	100	1506	300	0.05	62.0636152055857	0.0278884462151394	34.6171558915618	0.0414862004069887	0.313946647192531	1.79285714285714	0.62478217812925	4.72803650671951	2	103	1
SPAC630.13c	14	146	17	100	4143	300	0.14	173.77812257564	0.0352401641322713	43.7426397297394	0.0531397777422367	0.169886698396624	3.9727397260274	2.20158099186086	7.03840591457211	3	111	0.347428505956112
SPAC630.14c	39	136	31	100	3293	300	0.39	484.096198603569	0.0412997266929851	51.2642069113857	0.197612546486966	0.414743201604033	9.44316176470588	6.5073811558158	13.6574936288208	5	134	7.43482491194903e-17
SPAC630.15	0	12	0	100	2081	300	0	0	0.00576645843344546	7.15774514624727	0.00771806013949717	0.431135285113533	0	0.160612831502936	8.97192528321263	0	100	1
SPAC631.01c	4	41	25	100	1167	300	0.04	49.6508921644686	0.0351328191945159	43.609395431517	0.0297199977772654	0.284166864484639	1.13853658536585	0.346832374060687	3.31622730853573	3	101	1
SPAC631.02	0	748	45	100	4835	300	0	0	0.154705274043433	192.031371970127	0.000121547202284919	0.00641051038444211	0	0.00587680723047586	0.309948177087776	13	87	1
SPAC637.03	0	9	4	100	1221	300	0	0	0.00737100737100737	9.14942730303475	0.0103569347612096	0.590306163886248	0	0.126458173434369	7.20763826105108	0	100	1
SPAC637.04	1	102	42	100	3412	300	0.01	12.4127230411171	0.02989449003517	37.1072025262001	0.000507263171805745	0.0645810699462844	0.334509803921569	0.017307819422012	2.20350610656722	2	99	1
SPAC637.05c	2	79	86	100	1860	300	0.02	24.8254460822343	0.0424731182795699	52.7207053896911	0.00430672637634489	0.104481113335973	0.470886075949367	0.080105110600015	1.94334870804909	4	98	1
SPAC637.06	1	32	7	100	1253	300	0.01	12.4127230411171	0.0255387071029529	31.7004898097166	0.00158636952447218	0.212316189610862	0.3915625	0.0198772101416364	2.6603218558241	2	99	1
SPAC637.07	13	251	119	100	1702	300	0.13	161.365399534523	0.147473560517039	183.054846258543	0.0283730538704136	0.0925717863796706	0.881513944223108	0.48290937687444	1.57557180418199	14	99	1
SPAC637.08	56	24	44	100	1050	300	0.56	695.11249030256	0.0228571428571429	28.3719383796963	1.41435259038895	3.872176740568	24.5	14.850702199084	40.657855775964	3	153	3.3888194532993e-32
SPAC637.09	16	45	10	100	1781	300	0.16	198.603568657874	0.0252667040988209	31.3628600140523	0.192896855701673	0.647615546512065	6.33244444444444	3.4354930000468	11.5340328833799	2	114	0.00130578677396704
SPAC637.10c	2	31	5	100	966	300	0.02	24.8254460822343	0.0320910973084886	39.8337902975809	0.0106801732844829	0.275851694734321	0.623225806451613	0.103170473928104	2.66472737113354	3	99	1
SPAC637.11	0	66	12	100	2399	300	0	0	0.027511463109629	34.1492172035736	0.00138178273757893	0.0735710521596386	0	0.0331489678745186	1.76496954130973	2	98	1
SPAC637.12c	5	82	0	100	3528	300	0.05	62.0636152055857	0.0232426303854875	28.850433372211	0.0218158896069237	0.15611215677238	2.15121951219512	0.769664585332266	5.50763689092958	2	103	1
SPAC637.13c	2	25	7	100	1594	300	0.02	24.8254460822343	0.0156838143036386	19.4678843179378	0.0131043842240231	0.346856126123875	1.2752	0.208883884530929	5.52888665041456	1	101	1
SPAC644.04	0	53	3	100	2357	300	0	0	0.0224862112855325	27.9115112931357	0.00172214121145853	0.0919284576549814	0	0.0405908683540776	2.16675374692791	2	98	1
SPAC644.05c	4	6	3	100	399	300	0.04	49.6508921644686	0.0150375939849624	18.6657489340107	0.158655326760933	2.65404002692664	2.66	0.633034753776122	10.5896197074373	1	103	1
SPAC644.06c	2	250	23	100	2746	300	0.02	24.8254460822343	0.0910415149308084	113.007311007986	0.00137775354147741	0.0325018959523142	0.21968	0.0378331122489697	0.892502062850549	8	94	1
SPAC644.07	0	30	10	100	1567	300	0	0	0.01914486279515	23.7639879536384	0.00305234191746883	0.164578840345685	0	0.0478301978467366	2.57895042821689	1	99	1
SPAC644.08	1	10	4	100	861	300	0.01	12.4127230411171	0.0116144018583043	14.4166353555368	0.00478667548335045	0.750794709134687	0.861	0.0412132759116474	6.46434244564966	1	100	1
SPAC644.09	1	64	23	100	1277	300	0.01	12.4127230411171	0.0501174628034456	62.209418530266	0.000804249148526225	0.103792408019431	0.19953125	0.0102702616266799	1.32542905040813	4	97	1
SPAC644.10	10	11	14	100	710	300	0.1	124.127230411171	0.0154929577464789	19.2309793594773	0.358472570876843	2.29620531639237	6.45454545454545	2.54515525322558	16.3030577463858	1	109	0.731595459293102
SPAC644.11c	0	47	2	100	2258	300	0	0	0.020814880425155	25.836934585142	0.00194303656715677	0.1038928146097	0	0.0438737656863998	2.34589975388704	2	98	1
SPAC644.12	0	116	4	100	2544	300	0	0	0.0455974842767296	56.5988943698738	0.000785041648909857	0.0416110040714889	0	0.0199714595482668	1.05858394357868	4	96	1
SPAC644.13c	3	122	0	100	3039	300	0.03	37.2381691233514	0.0401447844685752	49.8306091153765	0.00625764311265989	0.0797334758178471	0.747295081967213	0.190169774193734	2.42310033010437	3	100	1
SPAC644.14c	0	129	24	100	1928	300	0	0	0.0669087136929461	83.0519332107942	0.000705792260200765	0.0373880947411564	0	0.0136076747766707	0.720842466609495	6	94	1
SPAC644.15	4	104	129	100	578	300	0.04	49.6508921644686	0.179930795847751	223.343113542592	0.0120746883594801	0.108217665143438	0.222307692307692	0.0697916987177947	0.625498104529071	15	89	1
SPAC644.16	8	38	22	100	1239	300	0.08	99.3017843289372	0.0306698950766747	38.0696913286886	0.0907765236511633	0.469579382325183	2.60842105263158	1.12472112803791	5.81808854700901	3	105	1
SPAC644.17c	5	69	0	100	2191	300	0.05	62.0636152055857	0.0314924691921497	39.0907297963068	0.0257896975335765	0.18662161174064	1.58768115942029	0.565052272960662	4.08887951323743	3	102	1
SPAC644.18c	1	40	15	100	1217	300	0.01	12.4127230411171	0.0328677074774035	40.7977749913464	0.00127611792778602	0.168327520214101	0.30425	0.0155303551811558	2.04854592100561	3	98	1
SPAC652.01	0	42	12	100	1489	300	0	0	0.0282068502350571	35.0123819830034	0.00217558502762114	0.116531237016716	0	0.0323944610612788	1.7351501191789	2	98	1
SPAC664.01c	1	41	33	100	1536	300	0.01	12.4127230411171	0.0266927083333333	33.1329195758986	0.00124566556371821	0.164077576536788	0.374634146341463	0.0191334230587118	2.52023157560507	2	99	1
SPAC664.02c	1	64	3	100	2298	279	0.01	12.4127230411171	0.0278503046127067	34.5698117768276	0.000804249148526225	0.103792408019431	0.3590625	0.0184816454331326	2.38514953628652	2	99	1
SPAC664.03	4	38	8	100	1360	300	0.04	49.6508921644686	0.0279411764705882	34.6826084972391	0.0319431751180627	0.307974443683006	1.43157894736842	0.434427181605652	4.18845243408888	2	102	1
SPAC664.04c	63	24	26	100	390	300	0.63	782.00155159038	0.0615384615384615	76.3859879453363	1.60554056523165	4.31879722174858	10.2375	6.26160820440342	16.8433091648195	9	154	4.86280269157318e-17
SPAC664.05	13	121	111	100	664	300	0.13	161.365399534523	0.182228915662651	226.195706020358	0.0579344802026585	0.195225148956584	0.713388429752066	0.384684948545653	1.29629498907172	17	96	1
SPAC664.06	26	216	29	100	937	300	0.26	322.730799069046	0.230522945570971	286.141747799499	0.0783602604395927	0.183592660784184	1.12787037037037	0.734235640318984	1.72026323154781	23	103	1
SPAC664.07c	1	14	3	100	1596	300	0.01	12.4127230411171	0.0087719298245614	10.8883535448396	0.00350210863509423	0.514391103811047	1.14	0.055893653816104	8.20968201682431	0	101	1
SPAC664.08c	1	82	9	100	1562	300	0.01	12.4127230411171	0.0524967989756722	65.1628226230221	0.000629634692181988	0.0806095457282941	0.190487804878049	0.00983489389188265	1.25912110427595	5	96	1
SPAC664.09	4	112	9	100	2393	300	0.04	49.6508921644686	0.0468031759297952	58.0954860261229	0.0112282082040834	0.100324974566415	0.854642857142857	0.268691022323715	2.40077664137432	4	100	1
SPAC664.10	4	89	23	100	2776	300	0.04	49.6508921644686	0.0320605187319885	39.7958339574721	0.0140624922390869	0.126940862384759	1.2476404494382	0.390374784557052	3.52387833980091	3	101	1
SPAC664.11	6	471	146	100	2292	300	0.06	74.4763382467029	0.205497382198953	255.07820909102	0.00514980249632232	0.0294203779029492	0.291974522292994	0.118033473215708	0.674315061535596	18	88	1
SPAC664.12c	5	49	0	100	2354	300	0.05	62.0636152055857	0.0208156329651657	25.837868692215	0.0358316914156246	0.266788411938022	2.40204081632653	0.843478015923802	6.28019921702104	2	103	1
SPAC664.13	0	2	3	100	310	300	0	0	0.00645161290322581	8.00820841362396	0.0514242900386907	4.05388820080272	0	0.159415299119941	12.5670534224884	0	100	1
SPAC664.14	12	206	11	100	2000	300	0.12	148.952676493406	0.103	127.851047323507	0.0310115962961603	0.106860700025243	1.16504854368932	0.620231925923207	2.13721400050486	10	102	1
SPAC664.15	0	112	4	100	2511	300	0	0	0.0446037435284747	55.3653915015978	0.0008131346553243	0.0431091845553948	0	0.0204178111951932	1.08247162418596	4	96	1
SPAC683.02c	4	18	5	100	931	300	0.04	49.6508921644686	0.0193340494092374	23.9988200580138	0.0637362330886756	0.695119747806282	2.06888888888889	0.59338433005557	6.47156485207649	1	103	1
SPAC683.03	0	0	0	100	385	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC688.02c	1	25	1	100	902	300	0.01	12.4127230411171	0.0277161862527716	34.4033343711673	0.00201502960057811	0.275223236161762	0.3608	0.0181755669972146	2.48251359017909	2	99	1
SPAC688.03c	3	45	5	100	825	300	0.03	37.2381691233514	0.0545454545454545	67.7057620424571	0.0165507769135196	0.222631693494114	0.55	0.136543909536537	1.83671147132644	5	98	1
SPAC688.04c	1	13	10	100	1033	300	0.01	12.4127230411171	0.0125847047434656	15.6210454534872	0.00375396436557918	0.55840707127902	0.794615384615385	0.038778451896433	5.76834504631228	1	100	1
SPAC688.06c	30	17	8	100	2093	300	0.3	372.381691233514	0.00812231247013856	10.0820015145242	0.940921246723868	3.33584440635177	36.9352941176471	19.6934816939306	69.8192234249425	1	129	2.20396618942936e-23
SPAC688.07c	0	172	69	100	3189	300	0	0	0.0539354029476325	66.9485218900015	0.000529115739717321	0.0279917281831431	0	0.0168735009395854	0.892656211760435	5	95	1
SPAC688.08	0	102	7	100	3403	300	0	0	0.0299735527475757	37.2053408813973	0.000893028017049197	0.047373298583352	0	0.0303897434201842	1.61211335079147	2	98	1
SPAC688.09	2	53	7	100	1602	300	0.02	24.8254460822343	0.033083645443196	41.0658128076909	0.00636374095221003	0.157495336185186	0.604528301886792	0.101947130054405	2.52307528568668	3	99	1
SPAC688.10	1	109	10	100	4511	300	0.01	12.4127230411171	0.0241631567279982	29.9930572263748	0.000474955013323654	0.0603789261015892	0.413853211009174	0.02142522065103	2.72369335644269	2	99	1
SPAC688.11	0	160	63	100	3480	300	0	0	0.0459770114942529	57.069990993642	0.000568854652685002	0.0301030296229733	0	0.0197961419134381	1.04758543087947	4	96	1
SPAC688.12c	0	21	12	100	908	300	0	0	0.0231277533039648	28.7078396325396	0.00437456871201282	0.238242196120647	0	0.0397210839050764	2.16323914077548	2	98	1
SPAC688.13	3	63	9	100	1750	300	0.03	37.2381691233514	0.036	44.6858029480217	0.0119540699724486	0.156920667685371	0.833333333333333	0.20919622451785	2.74611168449398	3	100	1
SPAC688.14	1	18	0	100	1558	300	0.01	12.4127230411171	0.0115532734274711	14.3407583273497	0.00276112751307903	0.390963955466763	0.865555555555556	0.0430183666537713	6.09121842617218	1	100	1
SPAC688.16	1	5	12	100	454	300	0.01	12.4127230411171	0.0110132158590308	13.6703998250189	0.00883974757390515	1.74105855180368	0.908	0.0401324539855294	7.90440582518871	1	100	1
SPAC694.02	18	487	113	100	5242	300	0.18	223.429014740109	0.0929034719572682	115.318506696376	0.0223810785361475	0.0602488287545019	1.93749486652977	1.17321613686485	3.15824360331099	10	108	1
SPAC694.03	45	52	0	100	1854	300	0.45	558.572536850271	0.0280474649406688	34.8145414313965	0.570019110813058	1.31298937722358	16.0442307692308	10.5681543144741	24.3428230537252	3	142	6.06859866827259e-25
SPAC694.04c	15	64	24	100	1270	300	0.15	186.190845616757	0.0503937007874016	62.5523050890943	0.128128746294504	0.422392245063399	2.9765625	1.6272350779402	5.36438151230516	5	110	1
SPAC694.05c	18	49	126	100	228	300	0.18	223.429014740109	0.214912280701754	266.76466184857	0.206320536720921	0.647646107870638	0.837551020408163	0.470410823723701	1.47663312594506	20	98	1
SPAC694.06c	11	63	6	100	2947	300	0.11	136.539953452289	0.0213776722090261	26.5355124394428	0.0870265142454562	0.341688071736878	5.14555555555556	2.5646713748136	10.0695474740858	2	109	0.292848013261157
SPAC6B12.02c	0	172	2	100	5727	300	0	0	0.0300331761829928	37.2793498004566	0.000529115739717321	0.0279917281831431	0	0.030302458413611	1.60308627304861	2	98	1
SPAC6B12.03c	0	0	1	100	923	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC6B12.04c	0	101	1	100	1992	300	0	0	0.0507028112449799	62.9359953389976	0.000901889401576689	0.0478465687296423	0	0.0179656368794076	0.953103649094475	4	96	1
SPAC6B12.05c	10	30	4	100	967	300	0.1	124.127230411171	0.031023784901758	38.5089649672714	0.152672451903404	0.709998714876712	3.22333333333333	1.47634260990592	6.8656875728578	3	107	1
SPAC6B12.06c	3	19	16	100	1221	300	0.03	37.2381691233514	0.0155610155610156	19.31545763974	0.0372348404284344	0.561573026386184	1.92789473684211	0.454637401631184	6.85680665217531	1	102	1
SPAC6B12.07c	3	348	33	100	2184	300	0.03	37.2381691233514	0.159340659340659	197.78514735846	0.0022148569368415	0.0276395324034517	0.188275862068966	0.0483724755006183	0.603647387691385	14	89	1
SPAC6B12.08	0	14	3	100	1816	300	0	0	0.00770925110132159	9.56927987751322	0.0065974714867639	0.365411596620526	0	0.119810082199632	6.63587459462876	0	100	1
SPAC6B12.09	1	8	7	100	986	300	0.01	12.4127230411171	0.00811359026369168	10.0711748812309	0.00586171689225921	0.973546520057376	1.2325	0.0577965285576758	9.59916868776572	0	101	1
SPAC6B12.10c	0	31	3	100	1465	300	0	0	0.021160409556314	26.2658303259134	0.00295316473031761	0.159112070807008	0	0.043263863299153	2.33099183732267	2	98	1
SPAC6B12.11	0	32	3	100	1850	260	0	0	0.0172972972972973	21.4706560711215	0.00286022979559656	0.15399674612007	0	0.0529142512185364	2.84893980322129	1	99	1
SPAC6B12.12	3	122	14	100	2044	300	0.03	37.2381691233514	0.0596868884540117	74.08768155657	0.00625764311265989	0.0797334758178471	0.502622950819672	0.127906225222768	1.62975224571679	5	98	1
SPAC6B12.13	1	6	3	100	942	300	0.01	12.4127230411171	0.00636942675159236	7.90619301981984	0.00755953402951306	1.38050834161111	1.57	0.071210810558013	13.0043885779766	0	101	1
SPAC6B12.14c	1	166	7	100	1781	300	0.01	12.4127230411171	0.0932060640089837	115.694105829615	0.000312752777597662	0.0394671145725028	0.107289156626506	0.00557012696901436	0.702909310536274	8	93	1
SPAC6B12.15	24	467	148	100	1317	300	0.24	297.905352986811	0.35459377372817	440.147430539234	0.0333119982423606	0.0786230638523797	0.676830835117773	0.438719016851889	1.03546575093584	32	92	1
SPAC6B12.16	0	6	1	100	1040	300	0	0	0.00576923076923077	7.16118636987528	0.0157393406208896	0.93492067967121	0	0.163689142457252	9.72317506858059	0	100	1
SPAC6B12.18	3	21	102	100	358	300	0.03	37.2381691233514	0.058659217877095	72.8120625316927	0.0339686860725813	0.502880009415215	0.511428571428571	0.121607896139841	1.80031043370647	5	98	1
SPAC6B12.19	1	0	3	100	160	300	0.01	12.4127230411171	0	0	0.0577765545925511	8.27870929775896	NA	0.0924424873480818	13.2459348764143	0	101	1
SPAC6C3.02c	4	42	64	100	624	300	0.04	49.6508921644686	0.0673076923076923	83.5471743152115	0.029046161269645	0.277026853875976	0.594285714285714	0.181248046322585	1.72864756818609	6	98	1
SPAC6C3.03c	0	3	1	100	1787	300	0	0	0.00167879127028539	2.08383710818978	0.0327971598819604	2.22593021867193	0	0.586085247090632	39.7773730076675	0	100	1
SPAC6C3.04	3	130	31	100	2262	300	0.03	37.2381691233514	0.0574712643678161	71.3374887420526	0.00587785731458905	0.074747135163113	0.522	0.132957132456004	1.69078019738962	5	98	1
SPAC6C3.05	0	17	7	100	986	300	0	0	0.0172413793103448	21.4012466226158	0.00541762860743838	0.297388981119444	0	0.0534178180693424	2.93225535383771	1	99	1
SPAC6C3.06c	1	167	59	100	4495	300	0.01	12.4127230411171	0.0371523915461624	46.1162346577656	0.000310890105582531	0.0392287490049975	0.269161676646707	0.0139745102459348	1.76333226777464	3	98	1
SPAC6C3.07	0	3	0	100	1534	300	0	0	0.00195567144719687	2.42752080334755	0.0327971598819604	2.22593021867193	0	0.503108432589272	34.1457695544275	0	100	1
SPAC6C3.08	1	1	5	100	993	300	0.01	12.4127230411171	0.00100704934541793	1.2500224613411	0.027408528703162	36.4849938072245	9.93	0.272166690022399	362.295988505739	0	101	1
SPAC6C3.09	1	43	4	100	1337	300	0.01	12.4127230411171	0.0321615557217651	39.9212483745727	0.00118892238367991	0.15619027355955	0.31093023255814	0.0158958922698004	2.08826395749118	3	98	1
SPAC6F12.02	15	184	7	100	3560	300	0.15	186.190845616757	0.051685393258427	64.1556471788077	0.0463336107947818	0.141058461284107	2.90217391304348	1.64947654429423	5.0216812217142	5	110	1
SPAC6F12.03c	6	21	4	100	1047	300	0.06	74.4763382467029	0.0200573065902579	24.8965791655645	0.103455146530996	0.746225057313577	2.99142857142857	1.08317538417953	7.81297635007315	2	104	1
SPAC6F12.04	0	14	202	100	419	300	0	0	0.0334128878281623	41.4744922614893	0.0065974714867639	0.365411596620526	0	0.0276434055295407	1.53107458984001	3	97	1
SPAC6F12.05c	0	61	5	100	3291	300	0	0	0.0185353995745974	23.0074781375918	0.00149545868574188	0.0796917976497406	0	0.0492155453477651	2.62265706065296	1	99	1
SPAC6F12.06	0	61	22	100	1814	300	0	0	0.0336273428886439	41.7406893885417	0.00149545868574188	0.0796917976497406	0	0.0271276205593576	1.44560920936629	3	97	1
SPAC6F12.07	2	40	18	100	857	300	0.02	24.8254460822343	0.0466744457409568	57.9356968080147	0.00836032650796309	0.211005400062266	0.4285	0.0716479981732437	1.80831627853362	4	98	1
SPAC6F12.08c	1	50	8	100	2445	300	0.01	12.4127230411171	0.0204498977505112	25.3838916996261	0.00102543367718739	0.133694516307104	0.489	0.0250718534072317	3.26883092370868	2	99	1
SPAC6F12.09	1	96	17	100	4068	300	0.01	12.4127230411171	0.023598820058997	29.292561748949	0.000538670895318782	0.0686779297793512	0.42375	0.0219131320215681	2.79381818342401	2	99	1
SPAC6F12.10c	11	523	15	100	4006	300	0.11	136.539953452289	0.13055416874688	162.053273851829	0.01098818809946	0.0391639816848706	0.842562141491396	0.440186815264366	1.56890910629592	12	99	1
SPAC6F12.11c	1	68	46	100	2004	300	0.01	12.4127230411171	0.0339321357285429	42.1190202991999	0.000757562010617742	0.0975577263096236	0.294705882352941	0.0151815426927796	1.95505683524486	3	98	1
SPAC6F12.12	0	72	22	100	2704	300	0	0	0.0266272189349112	33.0516293994243	0.00126627693287426	0.0673624665384445	0	0.03424012826492	1.82148109519954	2	98	1
SPAC6F12.13c	4	79	12	100	1367	300	0.04	49.6508921644686	0.0577907827359181	71.7340980430325	0.0157961490346984	0.143489036936464	0.692151898734177	0.215933357304327	1.96149513492146	5	99	1
SPAC6F12.14	0	12	4	100	1882	300	0	0	0.00637619553666312	7.91459492526067	0.00771806013949717	0.431135285113533	0	0.145253891825337	8.1139660658367	0	100	1
SPAC6F12.15c	10	33	15	100	2525	300	0.1	124.127230411171	0.0130693069306931	16.2225687270046	0.140021578342549	0.639259131031375	7.65151515151515	3.53554485314935	16.1412930585422	1	109	0.0379358152420392
SPAC6F12.16c	6	215	32	100	3372	300	0.06	74.4763382467029	0.0637603795966785	79.1439932930067	0.0112080254550858	0.0649109955905933	0.941023255813953	0.377934618345492	2.1887987713148	6	100	1
SPAC6F12.17	1	58	14	100	2268	300	0.01	12.4127230411171	0.0255731922398589	31.7432952550615	0.000886168532157665	0.114796577053431	0.391034482758621	0.0200983023093358	2.60358636757182	2	99	1
SPAC6F6.01	15	369	34	100	6086	300	0.15	186.190845616757	0.0606309562931318	75.2595268184723	0.0233566020761623	0.0695490689138309	2.4739837398374	1.42148280235524	4.23275633409575	6	109	1
SPAC6F6.02c	19	83	12	100	1613	300	0.19	235.841737781226	0.0514569125852449	63.872040447162	0.134587854267346	0.38529701871395	3.69240963855422	2.17090208933229	6.21484091185602	5	114	0.107126333237552
SPAC6F6.03c	3	278	24	100	1977	300	0.03	37.2381691233514	0.140617096611027	174.544107507869	0.00276893557548251	0.0346522156290903	0.213345323741007	0.0547418563272891	0.685074302987115	12	91	1
