V4	Fisher_dis2_T316D_r2_pr_counts	Fisher_dis2_T316D_r2gb_counts	Fisher_dis2_T316D_r2term_counts	Fisher_dis2_T316D_r2pr_map	Fisher_dis2_T316D_r2gb_map	Fisher_dis2_T316D_r2term_map	Fisher_dis2_T316D_r2pr_density	Fisher_dis2_T316D_r2pr_densityRPKM	Fisher_dis2_T316D_r2gb_density	Fisher_dis2_T316D_r2gb_densityRPKM	Fisher_dis2_T316D_r2pause_index_CI_low	Fisher_dis2_T316D_r2pause_index_CI_high	Fisher_dis2_T316D_r2pause_index_scaled	Fisher_dis2_T316D_r2pause_index_CI_low_scaled	Fisher_dis2_T316D_r2pause_index_CI_high_scaled	Fisher_dis2_T316D_r2_ExpPR	Fisher_dis2_T316D_r2_ExpGB	Fisher_dis2_T316D_r2Fexact_Pval
SPAC1039.11c	0	62	15	100	3471	300	0	0	0.0178622875252089	13.5559849106215	0.00147125141445871	0.0783875109585982	0	0.051067136595862	2.72083050537294	1	99	1
SPAC105.01c	6	136	8	100	3151	300	0.06	45.5349906046136	0.0431609013011742	32.7555205872604	0.0175960838805228	0.103395138404955	1.39014705882353	0.554452603075273	3.25798081114012	4	102	1
SPAC105.02c	3	109	39	100	1418	300	0.03	22.7674953023068	0.0768688293370945	58.3370236942041	0.00699175106130252	0.0894273075487813	0.390275229357798	0.0991430300492697	1.26807922104172	7	96	1
SPAC105.03c	3	179	3	100	2487	294	0.03	22.7674953023068	0.0719742661841576	54.6224589078263	0.00428498278654318	0.0540445387517484	0.416815642458101	0.106567521901329	1.34408767875598	6	97	1
SPAC1071.01c	6	182	10	100	2319	300	0.06	45.5349906046136	0.0784821043553256	59.5613647408342	0.0132115224307386	0.0768620227892034	0.764505494505495	0.306375205168828	1.78243030848163	7	99	1
SPAC1071.02	12	200	14	100	3405	300	0.12	91.0699812092272	0.0587371512481645	44.5765938371156	0.0319252819014126	0.110126653779717	2.043	1.0870558487431	3.74981256119936	6	106	1
SPAC1071.03c	6	134	7	100	1677	300	0.06	45.5349906046136	0.0799045915324985	60.6409137449635	0.0178537042664719	0.10497047907005	0.75089552238806	0.299406620548734	1.76035493400473	7	99	1
SPAC1071.04c	1	22	16	100	331	300	0.01	7.58916510076893	0.0664652567975831	50.4415807301863	0.0022789459676721	0.315231910448174	0.150454545454545	0.00754331115299464	1.04341762358346	6	95	1
SPAC1071.05	2	110	18	100	1458	300	0.02	15.1783302015379	0.0754458161865569	57.2570755202046	0.00310865389158257	0.0745531198060891	0.265090909090909	0.0453241737392739	1.08698448677278	7	95	1
SPAC1071.06	37	61	9	100	1678	300	0.37	280.799108728451	0.0363528009535161	27.5887408311624	0.395170552608533	0.928934151270261	10.1780327868852	6.63096187277119	15.587515058315	4	133	1.82597726372412e-15
SPAC1071.07c	17	40	145	100	468	300	0.17	129.015806713072	0.0854700854700855	64.8646589809311	0.231581629254646	0.772241995499687	1.989	1.08380202491174	3.61409253893853	9	108	1
SPAC1071.08	17	52	75	100	320	300	0.17	129.015806713072	0.1625	123.323932887495	0.181991939246918	0.58071051339248	1.04615384615385	0.582374205590137	1.85827364285594	16	101	1
SPAC1071.09c	66	35	39	100	2232	300	0.66	500.88489665075	0.0156810035842294	11.9005725146466	1.22976415378492	2.89977203851373	42.0891428571429	27.4483359124794	64.7229118996265	2	164	1.89602445430302e-53
SPAC1071.10c	31	4968	309	100	4273	300	0.31	235.264118123837	1.16264919260473	882.353667695298	0.00430803030367548	0.00898560798531975	0.266632447665056	0.184082134876053	0.383955029212713	70	61	1
SPAC1071.11	2	170	36	100	2136	300	0.02	15.1783302015379	0.0795880149812734	60.4006585735355	0.00202067483634557	0.0479604304137122	0.251294117647059	0.0431616145043413	1.02443479363689	7	95	1
SPAC1071.12c	1	23	21	100	736	300	0.01	7.58916510076893	0.03125	23.7161409399029	0.00218361377637716	0.300664882990147	0.32	0.0160713973941359	2.21289353880748	3	98	1
SPAC1071.13	1	185	9	100	3378	300	0.01	7.58916510076893	0.0547661338069864	41.5629231392023	0.000280788664485278	0.0353822344192748	0.182594594594595	0.00948504108631269	1.1952118786831	5	96	1
SPAC1093.01	10	882	80	100	5223	300	0.1	75.8916510076893	0.168868466398621	128.157067181279	0.00573962415167088	0.021691929763638	0.592176870748299	0.29978056944177	1.13296949155481	15	95	1
SPAC1093.02	16	94	29	100	992	300	0.16	121.426641612303	0.094758064516129	71.9134596242217	0.0964612523484916	0.296104853166688	1.68851063829787	0.956895623297037	2.93736014341354	10	106	1
SPAC1093.03	17	139	19	100	3353	300	0.17	129.015806713072	0.0414554130629287	31.4611974055139	0.0713917372937997	0.206715034153158	4.10079136690648	2.3937649514611	6.93115509515539	4	113	0.0501769769678804
SPAC1093.04c	21	127	0	100	4949	300	0.21	159.372467116148	0.0256617498484542	19.4751256374551	0.101271298619246	0.267436760582291	8.18338582677166	5.01191656866649	13.2354452812176	3	118	8.47511604065149e-08
SPAC1093.05	11	135	15	100	2479	300	0.11	83.4808161084583	0.054457442517144	41.328652222824	0.0417701964855692	0.154772484658796	2.01992592592593	1.03548317087726	3.83680989469156	5	106	1
SPAC1093.06c	2	659	14	100	12942	300	0.02	15.1783302015379	0.0509194869417401	38.6436393247313	0.000524528629356352	0.012274556772289	0.392776934749621	0.0678844952112991	1.58857313746965	4	98	1
SPAC1093.07	0	36	3	100	1791	300	0	0	0.0201005025125628	15.254603217626	0.00254044356681343	0.136449384104687	0	0.0454993442816285	2.44380846931495	1	99	1
SPAC10F6.01c	29	1293	89	100	4905	300	0.29	220.085787922299	0.263608562691131	200.056890423939	0.015233439499541	0.0328111973959954	1.10011600928074	0.747200207452487	1.60938923227358	26	103	1
SPAC10F6.02c	2	105	9	100	3591	300	0.02	15.1783302015379	0.0292397660818713	22.1905412303185	0.0032546875071055	0.078164564689363	0.684	0.116875828380159	2.80688951799503	2	100	1
SPAC10F6.03c	10	636	109	100	2113	300	0.1	75.8916510076893	0.300993847610033	228.429200382823	0.00794796736922691	0.0301286875633753	0.332232704402516	0.167940550511765	0.636619168214119	25	85	1
SPAC10F6.04	0	68	5	100	2665	300	0	0	0.025515947467167	19.3644738030877	0.00134100853295958	0.071378156983176	0	0.0357378774033729	1.90222788360164	2	98	1
SPAC10F6.05c	0	45	17	100	2025	300	0	0	0.0222222222222222	16.8648113350421	0.00202982372305869	0.108604324102592	0	0.0411039303919384	2.19923756307749	2	98	1
SPAC10F6.06	24	191	330	100	890	300	0.24	182.139962418454	0.214606741573034	162.868599353581	0.0802124259156813	0.195273291615646	1.11832460732984	0.713890590649563	1.73793229537925	21	103	1
SPAC10F6.07c	3	29	19	100	366	300	0.03	22.7674953023068	0.0792349726775956	60.1327289405189	0.0251465659283638	0.354399747464255	0.378620689655172	0.0920364312978115	1.29710307571917	7	96	1
SPAC10F6.08c	16	41	6	100	983	300	0.16	121.426641612303	0.0417090539165819	31.6536896369813	0.210069006348006	0.716726953448945	3.83609756097561	2.0649783324009	7.04542595240313	4	112	0.507292776669722
SPAC10F6.09c	1	149	29	100	3689	300	0.01	7.58916510076893	0.0403903496882624	30.6529032262014	0.000348220449827887	0.0440135688747322	0.24758389261745	0.0128458523941507	1.62366055578887	3	98	1
SPAC10F6.10	2	78	12	100	1670	300	0.02	15.1783302015379	0.0467065868263473	35.4463998718549	0.004360942738695	0.105851711244043	0.428205128205128	0.0728277437362064	1.76772357777551	4	98	1
SPAC10F6.11c	5	138	4	100	2545	300	0.05	37.9458255038447	0.0542239685658153	41.1514649864877	0.01311276953011	0.0915853557519629	0.922101449275362	0.3337199845413	2.33084730388746	5	100	1
SPAC10F6.12c	22	50	19	100	987	300	0.22	166.961632216917	0.0506585612968592	38.4456185449287	0.258352618395182	0.744426693719212	4.3428	2.54994034356045	7.34749146700862	5	117	0.00682192914355968
SPAC10F6.13c	42	156	31	100	1199	300	0.42	318.744934232295	0.130108423686405	98.7414308356926	0.188637205662786	0.383085568245648	3.22807692307692	2.26176009589681	4.59319596326532	16	126	0.000308860988737952
SPAC10F6.14c	13	102	42	100	1579	300	0.13	98.6591463099961	0.0645978467384421	49.0243724052205	0.0683439946300019	0.232950273333588	2.01245098039216	1.07915167520773	3.67828481593736	6	107	1
SPAC10F6.15	1	12	1	100	1234	300	0.01	7.58916510076893	0.00972447325769854	7.38006330706866	0.0040448521341888	0.610617545978525	1.02833333333333	0.0499134753358898	7.535020517375	0	101	1
SPAC10F6.16	1	43	43	100	1061	300	0.01	7.58916510076893	0.0405278039585297	30.7572195412879	0.00118892238367991	0.15619027355955	0.246744186046512	0.0126144664908438	1.65717880246682	3	98	1
SPAC10F6.17c	5	44	11	100	1801	300	0.05	37.9458255038447	0.0244308717379234	18.540991917481	0.039696320751001	0.298857222923575	2.04659090909091	0.714930736725528	5.38241858485359	2	103	1
SPAC110.01	0	648	42	100	5792	300	0	0	0.111878453038674	84.9064051329121	0.000140310921195477	0.00740117022392324	0	0.00812680855564203	0.428675779369634	10	90	1
SPAC110.02	10	144	81	100	3853	300	0.1	75.8916510076893	0.0373734752141189	28.3633473789444	0.0344859208219029	0.135580984546184	2.67569444444444	1.32874252926792	5.22393533456449	3	107	1
SPAC110.03	11	273	38	100	1448	300	0.11	83.4808161084583	0.18853591160221	143.083016057315	0.0209226272982913	0.0755092404262204	0.583443223443224	0.302959643279258	1.09337380137167	17	94	1
SPAC110.04c	3	882	83	100	2755	300	0.03	22.7674953023068	0.320145190562613	242.963470739681	0.000876644907325707	0.0108652279478231	0.0937074829931973	0.0241515671968232	0.299337029962526	24	79	1
SPAC110.05	1	49	18	100	1707	300	0.01	7.58916510076893	0.028705330990041	21.784949615564	0.00104598122796186	0.136503271149038	0.348367346938775	0.017854899561309	2.33011083851408	2	99	1
SPAC1142.01	22	89	5	100	1904	300	0.22	166.961632216917	0.0467436974789916	35.4745637588464	0.150667209949782	0.402214638204777	4.70651685393258	2.86870367744385	7.65816671141895	5	117	0.000749345868119451
SPAC1142.02c	43	127	52	100	1080	300	0.43	326.334099333064	0.117592592592593	89.2429599812643	0.235970868045808	0.484485533143109	3.65669291338583	2.54848537489473	5.23244375794557	15	128	1.70238779071593e-05
SPAC1142.03c	2	110	87	100	2243	300	0.02	15.1783302015379	0.0490414623272403	37.2183754384567	0.00310865389158257	0.0745531198060891	0.407818181818182	0.0697271067881971	1.67222647725058	4	98	1
SPAC1142.04	1	121	53	100	2169	300	0.01	7.58916510076893	0.0557860765329645	42.3369745132799	0.000428201888286966	0.0543197665647442	0.179256198347107	0.00928769895694429	1.1781957367893	5	96	1
SPAC1142.05	4	69	40	100	969	300	0.04	30.3566604030757	0.0712074303405573	54.0404945255992	0.0180174113340661	0.164994420857262	0.561739130434783	0.174588715827101	1.59879593810687	6	98	1
SPAC1142.06	6	174	28	100	1508	300	0.06	45.5349906046136	0.115384615384615	87.5672896242569	0.0138099771671669	0.0804527852743163	0.52	0.208254455680877	1.21322800193669	10	96	1
SPAC1142.07c	1	33	12	100	1016	300	0.01	7.58916510076893	0.0324803149606299	24.6498472761196	0.00153958136153327	0.205601017062752	0.307878787878788	0.015642146633178	2.08890633335756	3	98	1
SPAC1142.08	1	108	38	100	2324	300	0.01	7.58916510076893	0.0464716006884682	35.2680650121792	0.000479316182354025	0.0609454403550575	0.215185185185185	0.0111393080779075	1.41637203385154	4	97	1
SPAC1142.09	9	0	10	100	3	300	0.09	68.3024859069204	0	0	1.69403618186291	96.5536640961915	NA	0.0508210854558874	2.89660992288574	0	109	1
SPAC11D3.01c	19	2	9	100	130	300	0.19	144.19413691461	0.0153846153846154	11.6756386165676	2.14196259681028	58.9886581350417	12.35	2.78455137585336	76.6852555755542	1	118	0.147500596654565
SPAC11D3.02c	7	31	19	100	450	300	0.07	53.1241557053825	0.0688888888888889	52.2809151386304	0.0907828790888719	0.535887537225797	1.01612903225806	0.408522955899924	2.41149391751609	6	101	1
SPAC11D3.03c	5	14	2	100	1284	300	0.05	37.9458255038447	0.0109034267912773	8.27479060831504	0.112619164707253	1.05848657610488	4.58571428571429	1.44603007484113	13.5909676371866	1	104	1
SPAC11D3.04c	0	60	12	100	1836	300	0	0	0.0326797385620915	24.8011931397678	0.00152047587690972	0.0810402206892091	0	0.0279159371000625	1.48789845185388	3	97	1
SPAC11D3.05	1	364	18	100	1753	300	0.01	7.58916510076893	0.207644038790645	157.584489257267	0.000143051148150097	0.017914121911875	0.0481593406593407	0.00250768662707119	0.314034557115168	17	84	1
SPAC11D3.06	4	112	22	100	1521	300	0.04	30.3566604030757	0.0736357659434582	55.8833985066483	0.0112282082040834	0.100324974566415	0.543214285714286	0.170781046784108	1.52594286315518	7	97	1
SPAC11D3.07c	15	180	5	100	4030	300	0.15	113.837476511534	0.0446650124069479	33.897015338422	0.0473406604327913	0.144264613606611	3.35833333333333	1.90782861544149	5.8138639283464	4	111	1
SPAC11D3.08c	0	134	27	100	3214	300	0	0	0.0416925948973242	31.641198615527	0.000679412938851948	0.0359835522045907	0	0.0218363318547016	1.15651136785554	4	96	1
SPAC11D3.09	0	2	6	100	1729	300	0	0	0.00115673799884326	0.877867565155458	0.0514242900386907	4.05388820080272	0	0.889125974768963	70.0917269918791	0	100	1
SPAC11D3.10	2	66	0	100	4126	300	0.02	15.1783302015379	0.0159961221522055	12.1397211985155	0.00513695955622772	0.125626360932355	1.25030303030303	0.211950951289956	5.18334365206898	1	101	1
SPAC11D3.11c	2	98	9	100	2151	300	0.02	15.1783302015379	0.0455602045560205	34.5763914400444	0.00348380743353746	0.0838510391091277	0.438979591836735	0.0749366978953908	1.80363585123734	4	98	1
SPAC11D3.13	1	11	13	100	920	300	0.01	7.58916510076893	0.0119565217391304	9.07400175091938	0.00438460787950623	0.673532041142035	0.836363636363636	0.0403383924914574	6.19649477850672	1	100	1
SPAC11D3.14c	0	258	3	100	4308	300	0	0	0.0598885793871866	45.4504316619866	0.000352591701730203	0.0186283490642966	0	0.0151896505105371	0.802509277689899	5	95	1
SPAC11D3.15	4	180	8	100	3921	300	0.04	30.3566604030757	0.0459066564651875	34.8393195138589	0.00703577784790896	0.0619280053599564	0.871333333333333	0.27587284941651	2.42819709016389	4	100	1
SPAC11D3.16c	8	88	45	100	945	300	0.08	60.7133208061515	0.0931216931216931	70.6715903563668	0.0408753855659384	0.193746228504142	0.859090909090909	0.386272393598118	1.83090185936414	9	99	1
SPAC11D3.17	0	143	6	100	3291	300	0	0	0.043451838347007	32.9763175147359	0.000636586070427234	0.033704460224544	0	0.0209500475777603	1.10921378598974	4	96	1
SPAC11D3.18c	4	126	8	100	2031	300	0.04	30.3566604030757	0.0620384047267356	47.081969605952	0.0100012476543048	0.0889688700407363	0.644761904761905	0.203125339858931	1.80695775052735	6	98	1
SPAC11D3.19	1	7	2	100	1210	300	0.01	7.58916510076893	0.00578512396694215	4.39042609135393	0.00660323359662749	1.14229470290644	1.72857142857143	0.0798991265191926	13.8217659051679	0	101	1
SPAC11E3.01c	4	270	18	100	3812	300	0.04	30.3566604030757	0.0708289611752361	53.753268027482	0.00470879252852347	0.0411042166333699	0.564740740740741	0.179499171187315	1.56689273806406	6	98	1
SPAC11E3.02c	0	254	40	100	3850	300	0	0	0.065974025974026	50.0687775479301	0.000358149190971556	0.0189227569049333	0	0.0137887438524049	0.728526140839932	6	94	1
SPAC11E3.03	0	9	13	100	987	300	0	0	0.00911854103343465	6.92021133808717	0.0103569347612096	0.590306163886248	0	0.102222946093138	5.82632183755726	0	100	1
SPAC11E3.04c	2	28	19	100	714	300	0.02	15.1783302015379	0.0392156862745098	29.7614317677213	0.0117687294574852	0.307314068338505	0.51	0.0840287283264445	2.19422244793693	3	99	1
SPAC11E3.05	2	140	13	100	3997	300	0.02	15.1783302015379	0.0350262697022767	26.5820143634639	0.00244927876395763	0.058370953572547	0.571	0.0978976721953863	2.3330870142947	3	99	1
SPAC11E3.06	4	18	10	100	1847	300	0.04	30.3566604030757	0.00974553329723877	7.3960461187786	0.0637362330886756	0.695119747806282	4.10444444444444	1.17720822514784	12.838861741982	1	103	1
SPAC11E3.07	20	149	74	100	1208	300	0.2	151.783302015379	0.123344370860927	93.6080794714049	0.0817153628376504	0.218193970359481	1.62147651006711	0.987121583078817	2.63578316194253	13	107	1
SPAC11E3.08c	4	43	7	100	1531	300	0.04	30.3566604030757	0.0280862181580666	21.3150946657782	0.0284022086979824	0.270236188283737	1.42418604651163	0.434837815166111	4.13731604262402	2	102	1
SPAC11E3.09	2	115	23	100	1333	300	0.02	15.1783302015379	0.086271567891973	65.4729172234379	0.00297516225977818	0.0712606126986887	0.231826086956522	0.0396589129228431	0.94990396727352	8	94	1
SPAC11E3.10	2	98	21	100	1069	300	0.02	15.1783302015379	0.0916744621141253	69.5732628508284	0.00348380743353746	0.0838510391091277	0.218163265306122	0.0372419014645155	0.896367608076575	8	94	1
SPAC11E3.11c	1	260	18	100	3255	300	0.01	7.58916510076893	0.0798771121351766	60.6200591766489	0.000200073027206058	0.0251194293721861	0.125192307692308	0.00651237703555718	0.817637426064659	7	94	1
SPAC11E3.12	3	40	0	100	2724	300	0.03	22.7674953023068	0.0146842878120411	11.1441484592789	0.018530119723358	0.251918538045674	2.043	0.504760461264271	6.86226097636416	1	102	1
SPAC11E3.13c	14	928	176	100	2103	300	0.14	106.248311410765	0.441274369947694	334.890404827084	0.00854919997472016	0.026114336284936	0.317262931034483	0.179789675468365	0.549184492072205	34	80	1
SPAC11E3.14	5	166	31	100	2681	300	0.05	37.9458255038447	0.061917195076464	46.9899816011803	0.0109322132580808	0.0758963303986282	0.807530120481928	0.293092637449146	2.03478061798722	6	99	1
SPAC11E3.15	29	261	223	100	406	300	0.29	220.085787922299	0.642857142857143	487.874899335146	0.0742152353536033	0.165343127807831	0.451111111111111	0.301313855535629	0.671293098899794	50	79	1
SPAC11G7.01	28	420	55	100	2966	300	0.28	212.49662282153	0.141604855023601	107.466262384456	0.0445704721706336	0.0990631539011591	1.97733333333333	1.32196020458099	2.93821314470838	15	113	1
SPAC11G7.02	25	268	30	100	2923	300	0.25	189.729127519223	0.0916866233321929	69.5824922000025	0.0605111168309578	0.142705252264424	2.72667910447761	1.7687399449689	4.17127452368913	10	115	0.403656780594063
SPAC11G7.03	0	79	27	100	1164	300	0	0	0.0678694158075601	51.5072201856311	0.001153758073997	0.0613247743907236	0	0.0134297439813251	0.713820373908023	6	94	1
SPAC11G7.04	15	64	308	93	363	300	0.161290322580645	122.40588872208	0.176308539944904	133.803461831739	0.128128746294504	0.422392245063399	0.914818548387097	0.500115429085	1.64869231137649	16	92	1
SPAC11G7.05c	1	73	1	100	1975	296	0.01	7.58916510076893	0.0369620253164557	28.0510912585383	0.00070630988113022	0.0907439548387139	0.270547945205479	0.0139496201523218	1.7921931080646	3	98	1
SPAC11G7.06c	2	59	16	100	2860	300	0.02	15.1783302015379	0.0206293706293706	15.6559699631247	0.00573195183624123	0.14098889810648	0.969491525423729	0.163933822516499	4.03228248584533	2	100	1
SPAC11H11.01	2	18	4	100	1378	300	0.02	15.1783302015379	0.0130624092888244	9.9132780706706	0.017824798022405	0.495388811964686	1.53111111111111	0.245625716748741	6.82645782887337	1	101	1
SPAC11H11.02c	2	53	1	100	2839	300	0.02	15.1783302015379	0.0186685452624163	14.1678672187655	0.00636374095221003	0.157495336185186	1.07132075471698	0.180666605633243	4.47129259429743	1	101	1
SPAC11H11.03c	4	24	3	100	1081	300	0.04	30.3566604030757	0.0222016651248844	16.8492102144731	0.049078199710854	0.505159847093934	1.80166666666667	0.530535338874331	5.46077794708543	2	102	1
