V4	Fisher_WT_r2_pr_counts	Fisher_WT_r2gb_counts	Fisher_WT_r2term_counts	Fisher_WT_r2pr_map	Fisher_WT_r2gb_map	Fisher_WT_r2term_map	Fisher_WT_r2pr_density	Fisher_WT_r2pr_densityRPKM	Fisher_WT_r2gb_density	Fisher_WT_r2gb_densityRPKM	Fisher_WT_r2pause_index_CI_low	Fisher_WT_r2pause_index_CI_high	Fisher_WT_r2pause_index_scaled	Fisher_WT_r2pause_index_CI_low_scaled	Fisher_WT_r2pause_index_CI_high_scaled	Fisher_WT_r2_ExpPR	Fisher_WT_r2_ExpGB	Fisher_WT_r2Fexact_Pval
SPAC17H9.01	5	48	18	100	4034	300	0.05	116.191790817595	0.0118988596926128	27.6509963274396	0.0365432068674776	0.27264061976841	4.20208333333333	1.47415296503405	10.9983226014577	1	104	1
SPAC17H9.02	3	82	12	100	3196	300	0.03	69.7150744905571	0.025657071339174	59.6228213206684	0.00924410871541094	0.119632172109518	1.16926829268293	0.295441714544534	3.82344422062021	2	101	1
SPAC17H9.03c	0	4	2	100	851	300	0	0	0.00470035252643948	10.9228475504202	0.0240893601812892	1.52670069174082	0	0.205000455142771	12.9922228867144	0	100	1
SPAC17H9.04c	2	268	9	100	2160	300	0.02	46.4767163270381	0.124074074074074	288.327777214032	0.00128571130215538	0.0303041526070196	0.161194029850746	0.0277713641265562	0.654569696311623	11	91	1
SPAC17H9.05	0	72	4	100	3190	300	0	0	0.0225705329153605	52.4502127828643	0.00126627693287426	0.0673624665384445	0	0.0403942341586889	2.14886268257638	2	98	1
SPAC17H9.06c	0	18	3	100	2647	300	0	0	0.00680015111446921	15.8024347164089	0.00511285240857114	0.280011224227739	0	0.135337203254878	7.41189710530824	0	100	1
SPAC17H9.07	2	22	3	100	1058	300	0.02	46.4767163270381	0.0207939508506616	48.3217277502286	0.0147820536946115	0.398037829225762	0.961818181818182	0.15639412808899	4.21124023320856	2	100	1
SPAC17H9.08	0	31	0	100	2482	300	0	0	0.0124899274778405	29.0245408166434	0.00295316473031761	0.159112070807008	0	0.0732975486064831	3.94916159742995	1	99	1
SPAC17H9.09c	1	20	10	100	939	300	0.01	23.238358163519	0.0212992545260916	49.495970529327	0.00249697159993946	0.349045314408539	0.4695	0.0234465633234315	3.27753550229618	2	99	1
SPAC17H9.10c	0	129	14	100	3792	300	0	0	0.0340189873417722	79.0545412208321	0.000705792260200765	0.0373880947411564	0	0.026763642506813	1.41775655258465	3	97	1
SPAC17H9.11	0	7	4	100	615	300	0	0	0.0113821138211382	26.450163763355	0.0134151780994594	0.782741335671289	0	0.0825033453116756	4.81385921437843	1	99	1
SPAC17H9.12c	5	19	9	100	835	300	0.05	116.191790817595	0.0227544910179641	52.8777012104026	0.0862005679327238	0.745398693468459	2.19736842105263	0.719774742238244	6.22407909046164	2	103	1
SPAC17H9.13c	1	26	12	100	1477	300	0.01	23.238358163519	0.017603249830738	40.9070624408595	0.00194013628088687	0.264049615251165	0.568076923076923	0.028655812868699	3.90001281725971	1	100	1
SPAC17H9.14c	3	54	9	100	1041	300	0.03	69.7150744905571	0.0518731988472622	120.544797390012	0.0138817681280433	0.184093203713225	0.578333333333333	0.144509206212931	1.91641025065467	5	98	1
SPAC17H9.16	0	39	9	100	887	300	0	0	0.0439684329199549	102.175419208257	0.00234390037330292	0.125706278271577	0	0.0207903963111969	1.11501468826889	4	96	1
SPAC17H9.17c	0	17	1	100	1113	300	0	0	0.0152740341419587	35.4943475992654	0.00541762860743838	0.297388981119444	0	0.0602982064007892	3.30993935985941	1	99	1
SPAC17H9.18c	0	0	2	100	117	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC17H9.19c	1	13	2	100	1736	300	0.01	23.238358163519	0.00748847926267281	17.4019963206076	0.00375396436557918	0.55840707127902	1.33538461538462	0.0651688213864546	9.69394675740378	0	101	1
SPAC17H9.20	0	67	2	100	4037	300	0	0	0.016596482536537	38.5675005438636	0.00136109033415423	0.0724580173373754	0	0.0549472167898061	2.92513015990985	1	99	1
SPAC1805.01c	0	67	11	100	2633	300	0	0	0.0254462590201291	59.1329281031438	0.00136109033415423	0.0724580173373754	0	0.0358375084982808	1.90781959649309	2	98	1
SPAC1805.02c	1	17	6	100	975	300	0.01	23.238358163519	0.0174358974358974	40.5181629517768	0.0029153350293855	0.415929044001673	0.573529411764706	0.0284245165365086	4.05530817901631	1	100	1
SPAC1805.03c	2	10	2	100	1588	300	0.02	46.4767163270381	0.00629722921914358	14.6337268032236	0.0303002114505232	0.965353981350509	3.176	0.481167357834308	15.3298212238461	0	102	1
SPAC1805.04	0	71	10	100	5730	300	0	0	0.01239092495637	28.7944752113412	0.0012841679281129	0.0683234262229618	0	0.0735828222808694	3.91493232257571	1	99	1
SPAC1805.05	2	90	6	100	1782	300	0.02	46.4767163270381	0.0505050505050505	117.365445270298	0.0037886154381547	0.0914546113416967	0.396	0.0675131271079167	1.62972117410904	4	98	1
SPAC1805.06c	1	71	2	100	1371	300	0.01	23.238358163519	0.0517870167760759	120.344524406262	0.000725955406878332	0.093351986141379	0.193098591549296	0.00995284862830194	1.27985572999831	4	97	1
SPAC1805.07c	0	7	5	100	820	300	0	0	0.00853658536585366	19.8376228225162	0.0134151780994594	0.782741335671289	0	0.110004460415567	6.41847895250457	0	100	1
SPAC1805.08	0	4	3	100	497	300	0	0	0.00804828973843058	18.7029039545425	0.0240893601812892	1.52670069174082	0	0.119724120101007	7.58770243795187	0	100	1
SPAC1805.09c	0	1	0	100	1196	300	0	0	0.000836120401337793	1.94300653541129	0.120791776113059	17.3080587281839	0	1.44466964231218	207.00438238908	0	100	1
SPAC1805.10	0	10	33	100	3621	300	0	0	0.00276166804750069	6.41766312165673	0.00929728784483565	0.525639636497703	0	0.336654792861499	19.0334112375818	0	100	1
SPAC1805.11c	2	32	120	100	443	300	0.02	46.4767163270381	0.072234762979684	167.86172939788	0.0103607343252721	0.266746389187881	0.276875	0.0458980530609553	1.18168650410231	6	96	1
SPAC1805.12c	12	15	84	100	516	300	0.12	278.860297962228	0.0290697674418605	67.5533667544158	0.352071156876083	1.80594285652979	4.128	1.81668716948059	9.31866513969372	3	109	1
SPAC1805.13	23	82	44	100	642	300	0.23	534.482237760938	0.127725856697819	296.813920468623	0.171819428682098	0.454469522104981	1.80073170731707	1.10308073213907	2.91769433191398	13	110	1
SPAC1805.14	7	34	2	100	1802	300	0.07	162.668507144633	0.0188679245283019	43.8459587990925	0.0833717079569845	0.484693283981317	3.71	1.50235817738486	8.73417297734333	1	106	1
SPAC1805.15c	1	37	1	100	2335	300	0.01	23.238358163519	0.0158458244111349	36.8230943062186	0.0013771155727744	0.182508731776351	0.631081081081081	0.0321556486242822	4.2615788869778	1	100	1
SPAC1805.16c	2	25	3	100	1290	300	0.02	46.4767163270381	0.0193798449612403	45.0355778362772	0.0131043842240231	0.346856126123875	1.032	0.169046556489898	4.47444402699798	1	101	1
SPAC1805.17	3	210	7	100	4129	300	0.03	69.7150744905571	0.0508597723419714	118.189760579777	0.00365785830136429	0.0459862170917236	0.589857142857143	0.151032969263331	1.89877090371727	4	99	1
SPAC1805.18	4	8	1	100	137	300	0.04	92.9534326540761	0.0583941605839416	135.698441830768	0.127050858421533	1.82191715979488	0.685	0.1740596760375	2.49602650891898	5	99	1
SPAC1834.01	8	230	31	100	1759	300	0.08	185.906865308152	0.130756111426947	303.85573494084	0.0159637440564205	0.0725159873189865	0.611826086956522	0.280802257952436	1.27555621694097	12	96	1
SPAC1834.02	18	173	10	100	4684	300	0.18	418.290446943343	0.036934244235696	85.8291196047991	0.0619926779077347	0.17245658119768	4.87352601156069	2.90373703319829	8.07786626329932	4	114	0.00261556038700249
SPAC1834.03c	0	48	99	100	612	300	0	0	0.0784313725490196	182.261632655051	0.0019023677648798	0.101687091822644	0	0.0116424907210644	0.622325001954584	7	93	1
SPAC1834.04	1	35	28	90	609	300	0.0111111111111111	25.8203979594656	0.0574712643678161	133.55378254896	0.00145382362789627	0.193368363637487	0.193333333333333	0.00983753988209811	1.30845926061366	4	87	1
SPAC1834.05	0	44	3	100	2276	300	0	0	0.0193321616871705	44.9247697361528	0.00207619104953031	0.11112403209408	0	0.0472541082873098	2.52918297046126	1	99	1
SPAC1834.06c	0	18	4	100	1246	300	0	0	0.014446227929374	33.5706618734625	0.00511285240857114	0.280011224227739	0	0.0637061410107964	3.48893985387762	1	99	1
SPAC1834.07	0	13	1	100	2102	300	0	0	0.00618458610846813	14.3719627081707	0.00711390234765344	0.395564521747562	0	0.149534227347675	8.31476624713376	0	100	1
SPAC1834.08	0	152	2	100	5330	259	0	0	0.0285178236397749	66.2707399785158	0.000598838241017142	0.0316968718582087	0	0.0319180782462137	1.68944327004252	2	98	1
SPAC1834.09	0	11	6	100	1052	300	0	0	0.0104562737642586	24.2986634789648	0.00843437698064696	0.473726222726494	0	0.088729645836406	4.98359986308272	1	99	1
SPAC1834.10c	1	1	0	100	560	300	0.01	23.238358163519	0.00178571428571429	4.14970681491411	0.027408528703162	36.4849938072245	5.6	0.153487760737707	204.315965320457	0	101	1
SPAC1834.11c	1	119	7	100	2777	300	0.01	23.238358163519	0.0428519985595967	99.5810090550509	0.00043534421464806	0.055243744050271	0.233361344537815	0.0120895088407766	1.53411877227603	4	97	1
SPAC1834.13	0	0	0	100	36	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC1851.02	1	20	11	100	919	300	0.01	23.238358163519	0.0217627856365615	50.5731407258303	0.00249697159993946	0.349045314408539	0.4595	0.0229471690034436	3.20772643941448	2	99	1
SPAC1851.03	0	93	4	100	3253	300	0	0	0.0285889947740547	66.4361300094457	0.000979657372893479	0.0520027148584582	0	0.0318682543402249	1.69164831434564	2	98	1
SPAC1851.04c	0	30	7	100	3201	300	0	0	0.00937207122774133	21.7791547924265	0.00305234191746883	0.164578840345685	0	0.0977054647781774	5.26816867946539	0	100	1
SPAC186.01	1	3	1	100	1246	300	0.01	23.238358163519	0.00240770465489567	5.59511031224375	0.0133674946082822	3.55733427163736	4.15333333333333	0.166558982819196	44.3243850246014	0	101	1
SPAC186.02c	0	0	0	100	1093	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.03	0	0	0	100	379	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.04c	4	1	2	100	836	300	0.04	92.9534326540761	0.00119617224880383	2.77970791429653	0.426108445717464	93.9671732569018	33.44	3.562266606198	785.565568427699	0	104	1
SPAC186.05c	2	60	2	100	1249	300	0.02	46.4767163270381	0.0480384307445957	111.633425925632	0.00563865156310302	0.138568272531168	0.416333333333333	0.0704267580231567	1.73071772391429	4	98	1
SPAC186.06	0	5	1	100	541	300	0	0	0.00924214417744917	21.4772256594446	0.0190383591688732	1.16008855872718	0	0.102997523103604	6.27607910271406	0	100	1
SPAC186.07c	0	0	0	100	798	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.08c	0	0	0	100	928	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.09	0	0	0	100	1518	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC18B11.02c	4	28	9	100	1187	300	0.04	92.9534326540761	0.0235888795282224	54.8166831152934	0.0425552322368373	0.427130257209975	1.69571428571429	0.505130606651259	5.07003615308241	2	102	1
SPAC18B11.03c	1	18	6	100	1723	300	0.01	23.238358163519	0.0104468949506674	24.2768686560268	0.00276112751307903	0.390963955466763	0.957222222222222	0.0475742270503517	6.73630895269233	1	100	1
SPAC18B11.04	1	23	5	100	1125	300	0.01	23.238358163519	0.0204444444444444	47.5095322454167	0.00218361377637716	0.300664882990147	0.489130434782609	0.024565654984243	3.38247993363915	2	99	1
SPAC18B11.05	4	31	2	100	1589	300	0.04	92.9534326540761	0.0195091252359975	45.3360039691057	0.0386981194862039	0.382738982869067	2.05032258064516	0.614913118635779	6.08172243778947	1	103	1
SPAC18B11.06	1	44	22	100	1062	300	0.01	23.238358163519	0.0414312617702448	96.2794500183463	0.00116244621996113	0.152524184436484	0.241363636363636	0.0123451788559872	1.61980683871546	4	97	1
SPAC18B11.07c	6	30	2	100	957	300	0.06	139.430148981114	0.0313479623824451	72.8475177539782	0.0748451473982823	0.503086370931363	1.914	0.716268060601562	4.81453656981315	3	103	1
SPAC18B11.08c	4	24	24	100	553	300	0.04	92.9534326540761	0.0433996383363472	100.853633982723	0.049078199710854	0.505159847093934	0.921666666666667	0.271402444401023	2.79353395442946	4	100	1
SPAC18B11.09c	0	14	2	100	960	300	0	0	0.0145833333333333	33.8892723217986	0.0065974714867639	0.365411596620526	0	0.0633357262729334	3.50795132755705	1	99	1
SPAC18B11.10	7	59	3	100	2332	300	0.07	162.668507144633	0.0253001715265866	58.7934447533286	0.0496274982626036	0.269507574431861	2.76677966101695	1.15731325948392	6.28491663575101	2	105	1
SPAC18B11.11	0	67	2	100	4344	300	0	0	0.0154235727440147	35.8418507586504	0.00136109033415423	0.0724580173373754	0	0.0591257641156595	3.14757627313559	1	99	1
SPAC18G6.01c	1	15	2	100	1536	300	0.01	23.238358163519	0.009765625	22.6937091440616	0.00328192270549487	0.476785931797302	1.024	0.0504103327564012	7.32343191240655	0	101	1
SPAC18G6.02c	0	49	2	100	3520	300	0	0	0.0139204545454545	32.3488508526259	0.00186336651256467	0.0995730739938508	0	0.0655905012422763	3.50497220458355	1	99	1
SPAC18G6.03	4	54	21	100	1281	300	0.04	92.9534326540761	0.0421545667447307	97.960292024202	0.0228339397599397	0.212824030747002	0.948888888888889	0.292502768324828	2.72627583386909	4	100	1
SPAC18G6.04c	0	23	2	100	1603	300	0	0	0.0143480973175296	33.342622442978	0.00399043342974737	0.216691035021888	0	0.0639666478788503	3.47355729140087	1	99	1
SPAC18G6.05c	0	482	4	100	8030	300	0	0	0.0600249066002491	139.488027830837	0.000188656059551456	0.00995491515894884	0	0.0151490815819819	0.799379687263592	5	95	1
SPAC18G6.06	1	11	10	100	905	300	0.01	23.238358163519	0.0121546961325967	28.2455182098021	0.00438460787950623	0.673532041142035	0.822727272727273	0.0396807013095314	6.09546497233541	1	100	1
SPAC18G6.07c	0	39	5	100	1305	300	0	0	0.0298850574712644	69.4479669254592	0.00234390037330292	0.125706278271577	0	0.0305878998716032	1.64046693144408	2	98	1
SPAC18G6.09c	35	152	59	100	2305	300	0.35	813.342535723166	0.065943600867679	153.242101555527	0.156665350892492	0.337027858915871	5.30756578947368	3.61113633807194	7.76849214801083	8	127	1.98155663005976e-08
SPAC18G6.10	1	22	3	100	2325	300	0.01	23.238358163519	0.00946236559139785	21.9889840687062	0.0022789459676721	0.315231910448174	1.05681818181818	0.0529854937483762	7.32914191792004	0	101	1
SPAC18G6.11c	21	273	27	100	2363	300	0.21	488.0055214339	0.115531104528142	268.475318605192	0.0480263022499765	0.121969715640521	1.81769230769231	1.13486152216694	2.8821443805855	12	109	1
SPAC18G6.12c	0	39	12	100	1085	300	0	0	0.0359447004608295	83.5295823389163	0.00234390037330292	0.125706278271577	0	0.0254313190503367	1.36391311924661	3	97	1
SPAC18G6.13	0	1	1	100	155	300	0	0	0.00645161290322581	14.9924891377542	0.120791776113059	17.3080587281839	0	0.187227252975241	26.8274910286851	0	100	1
SPAC18G6.14c	74	111	19	100	586	300	0.74	1719.63850410041	0.189419795221843	440.180504462562	0.491563861008652	0.903528499657108	3.90666666666667	2.8805642255107	5.29467700799066	27	147	2.89864510667973e-09
SPAC18G6.15	5	21	6	100	1406	300	0.05	116.191790817595	0.0149359886201991	34.7087853082432	0.0788096715967451	0.666201688729767	3.34761904761905	1.10806398265024	9.36679574354053	1	104	1
SPAC1952.01	0	5	15	100	1580	300	0	0	0.00316455696202532	7.3539108112402	0.0190383591688732	1.16008855872718	0	0.300806074868197	18.3293992278895	0	100	1
SPAC1952.02	2	38	9	100	699	300	0.02	46.4767163270381	0.0543633762517883	126.33156083172	0.00878433500901352	0.222638928736117	0.367894736842105	0.0614025017130045	1.55624611186546	5	97	1
SPAC1952.03	5	23	3	100	1285	300	0.05	116.191790817595	0.0178988326848249	41.5939484638862	0.0725872728326126	0.602116315135574	2.79347826086956	0.932746455899072	7.73719464949212	1	104	1
SPAC1952.04c	0	28	4	100	767	300	0	0	0.0365058670143416	84.8336412749065	0.00327211992868732	0.176722244865318	0	0.0250971598530318	1.35545961811699	3	97	1
SPAC1952.05	0	33	2	100	1890	300	0	0	0.0174603174603175	40.5749110791602	0.0027729657495468	0.149200036234492	0	0.0524090526664344	2.8198806848319	1	99	1
SPAC1952.06c	0	23	9	100	2120	300	0	0	0.0108490566037736	25.2114263094782	0.00399043342974737	0.216691035021888	0	0.0845971887106442	4.59384994246403	1	99	1
SPAC1952.07	0	19	2	100	1699	300	0	0	0.011183048852266	25.9875694589089	0.00484054272324269	0.264551414760663	0	0.0822408208678933	4.49472853678367	1	99	1
SPAC1952.08c	23	50	1	100	2486	300	0.23	534.482237760938	0.0201126307320998	46.7384516563134	0.272456610936471	0.771989336554125	11.4356	6.77327134788068	19.1916549067355	2	121	1.41559616992206e-10
SPAC1952.09c	0	47	33	100	2517	300	0	0	0.0186730234406039	43.393040670854	0.00194303656715677	0.1038928146097	0	0.0489062303953359	2.61498214372616	1	99	1
SPAC1952.10c	1	30	5	100	2069	300	0.01	23.238358163519	0.014499758337361	33.6950577528067	0.00168902937199498	0.227153129587376	0.689666666666667	0.0349460177065761	4.69979825116281	1	100	1
SPAC1952.11c	1	37	5	100	2794	300	0.01	23.238358163519	0.0132426628489621	30.7737742322908	0.0013771155727744	0.182508731776351	0.755135135135135	0.0384766091033167	5.09929396583126	1	100	1
SPAC1952.12c	0	5	6	100	1055	300	0	0	0.004739336492891	11.0134398879237	0.0190383591688732	1.16008855872718	0	0.200854689231612	12.2389342945718	0	100	1
SPAC1952.13	3	90	3	100	2302	300	0.03	69.7150744905571	0.0390964378801043	90.8537026375636	0.00843863463281089	0.108749613540952	0.767333333333333	0.194257369247307	2.50341610371271	3	100	1
SPAC1952.14c	1	4	13	100	647	300	0.01	23.238358163519	0.00618238021638331	14.366836577137	0.0106420142837121	2.34682041637603	1.6175	0.0688538324156174	15.1839280939529	0	101	1
SPAC1952.15c	0	1	1	100	2230	300	0	0	0.000448430493273543	1.04207884141341	0.120791776113059	17.3080587281839	0	2.69365660732121	385.969709638502	0	100	1
SPAC1952.16	7	45	9	100	5265	300	0.07	162.668507144633	0.00854700854700855	19.8618445842043	0.0641699315377653	0.358780291085016	8.19	3.37854689546334	18.8897823256261	0	107	0.408800048619546
SPAC1952.17c	3	25	7	100	2121	300	0.03	69.7150744905571	0.0117868929750118	27.390804058839	0.0288991736999246	0.415829500379834	2.5452	0.612951474175401	8.81974370305628	1	102	1
SPAC19A8.01c	1	102	9	100	4077	300	0.01	23.238358163519	0.025018395879323	58.1386444120417	0.000507263171805745	0.0645810699462844	0.399705882352941	0.0206811195145202	2.63297022171001	2	99	1
SPAC19A8.02	1	91	6	100	3807	300	0.01	23.238358163519	0.0239033359600735	55.5474282343113	0.00056797661169591	0.0725111570356842	0.418351648351648	0.0216228696072633	2.7604997483485	2	99	1
SPAC19A8.03	3	53	7	100	2342	300	0.03	69.7150744905571	0.0226302305721605	52.5889403358885	0.0141350369061097	0.187704089695948	1.32566037735849	0.331042564341089	4.39602978067911	2	101	1
SPAC19A8.04	3	88	12	100	1904	300	0.03	69.7150744905571	0.046218487394958	107.404176386012	0.00862655030687427	0.111280386732132	0.649090909090909	0.164249517842886	2.11877856337979	4	99	1
SPAC19A8.05c	4	60	7	100	1973	300	0.04	92.9534326540761	0.0304105423213381	70.6691074410107	0.0206281308405525	0.190713393890283	1.31533333333333	0.4069930214841	3.76277526145529	3	101	1
SPAC19A8.06	0	4	0	100	993	300	0	0	0.0040281973816717	9.36086935086366	0.0240893601812892	1.52670069174082	0	0.239207346600202	15.1601378689863	0	100	1
SPAC19A8.07c	0	29	20	100	951	300	0	0	0.0304942166140904	70.8635527594166	0.00315841214605714	0.170434554760817	0	0.0300364995090034	1.62083261577537	2	98	1
SPAC19A8.08	1	105	8	100	3248	300	0.01	23.238358163519	0.0323275862068966	75.12400268379	0.000492893847620123	0.0627106100080988	0.309333333333333	0.0160091921707016	2.03684061306305	3	98	1
SPAC19A8.09	2	3	3	100	396	300	0.02	46.4767163270381	0.00757575757575758	17.6048167905447	0.0782648165603505	4.86773260028688	2.64	0.309928673578988	19.276221097136	0	102	1
SPAC19A8.10	1	19	1	100	1533	300	0.01	23.238358163519	0.0123939986953686	28.8016180761162	0.00262241420563744	0.368819983318377	0.806842105263158	0.0402016097724219	5.65401034427071	1	100	1
SPAC19A8.11c	1	24	0	100	4891	300	0.01	23.238358163519	0.00490697198936823	11.4029972587294	0.00209593717773238	0.287382877405496	2.03791666666667	0.102512287362891	14.0558965339028	0	101	1
SPAC19A8.12	0	39	8	100	2645	300	0	0	0.0147448015122873	34.264497859253	0.00234390037330292	0.125706278271577	0	0.0619961648738623	3.32493106028321	1	99	1
SPAC19A8.13	2	24	24	100	835	300	0.02	46.4767163270381	0.0287425149700599	66.7928857394559	0.0136196282081625	0.36239285157422	0.695833333333333	0.113723895538157	3.02598031064473	2	100	1
SPAC19A8.14	7	28	6	100	606	300	0.07	162.668507144633	0.0462046204620462	107.371951910649	0.0996423311385715	0.59908473372791	1.515	0.603832526699744	3.63045348639114	4	103	1
SPAC19A8.15	0	71	1	100	2096	300	0	0	0.0338740458015267	78.7177208783326	0.0012841679281129	0.0683234262229618	0	0.0269161597732465	1.43205901363328	3	97	1
SPAC19A8.16	0	2	0	100	328	300	0	0	0.00609756097560976	14.1697305875116	0.0514242900386907	4.05388820080272	0	0.168671671326906	13.2967532986329	0	100	1
SPAC19B12.01	2	55	2	100	2534	300	0.02	46.4767163270381	0.0217048145224941	50.4384253746467	0.00613821781293066	0.151580113120863	0.921454545454545	0.155542439379663	3.84104006648268	2	100	1
SPAC19B12.02c	0	414	69	100	1961	300	0	0	0.211116777154513	490.60072818444	0.000219659688747516	0.0115936030561262	0	0.00430752649633878	0.227350555930634	17	83	1
SPAC19B12.03	9	421	30	100	6765	300	0.09	209.145223471671	0.0622320768662232	144.617129147694	0.0103543368590544	0.0425231495003554	1.44619952494062	0.700470888515032	2.87669106369904	6	103	1
SPAC19B12.04	2	18	36	100	310	300	0.02	46.4767163270381	0.0580645161290323	134.932402239788	0.017824798022405	0.495388811964686	0.344444444444444	0.0552568738694555	1.53570531709053	5	97	1
SPAC19B12.05c	1	52	0	100	2704	300	0.01	23.238358163519	0.0192307692307692	44.6891503144597	0.000986668874465665	0.128409958324346	0.52	0.0266795263655516	3.47220527309032	1	100	1
SPAC19B12.06c	0	15	4	100	1017	300	0	0	0.0147492625368732	34.2748645479632	0.00615095181701504	0.339527058120729	0	0.062555179979043	3.45299018108781	1	99	1
SPAC19B12.07c	1	5	2	100	1374	300	0.01	23.238358163519	0.00363901018922853	8.45646221379877	0.00883974757390515	1.74105855180368	2.748	0.121458131665457	23.9221445017826	0	101	1
SPAC19B12.08	0	16	5	100	1787	300	0	0	0.0089535534415221	20.8065881710299	0.00576104614150375	0.317064970660191	0	0.102949894548672	5.66595102569761	0	100	1
SPAC19B12.09	0	2	0	100	425	300	0	0	0.00470588235294118	10.9356979593031	0.0514242900386907	4.05388820080272	0	0.218553232664436	17.2290248534116	0	100	1
SPAC19B12.10	3	40	0	100	2545	300	0.03	69.7150744905571	0.0157170923379175	36.5239421037627	0.018530119723358	0.251918538045674	1.90875	0.47159154695946	6.41132679326241	1	102	1
SPAC19B12.11c	2	11	3	100	615	300	0.02	46.4767163270381	0.0178861788617886	41.5645430567007	0.0278623380972679	0.863501028037994	1.11818181818182	0.171353379298198	5.31053132243366	1	101	1
SPAC19B12.12c	0	8	2	0	1167	300	NA	NA	0.00685518423307626	15.9303226485135	0.0116892782926356	0.673070909790981	NA	NA	NA	0	0	1
SPAC19B12.13	0	0	0	0	37	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC19D5.01	3	71	5	100	2526	300	0.03	69.7150744905571	0.0281076801266825	65.3176337929474	0.0106406468594465	0.138717113507949	1.06732394366197	0.26878273966962	3.5039942872108	2	101	1
SPAC19D5.02c	0	5	5	100	881	300	0	0	0.00567536889897843	13.1886255184557	0.0190383591688732	1.16008855872718	0	0.167727944277773	10.2203802023865	0	100	1
SPAC19D5.03	0	16	1	100	1641	300	0	0	0.00975015234613041	22.6577532368254	0.00576104614150375	0.317064970660191	0	0.0945387671820765	5.20303616853373	0	100	1
SPAC19D5.04	1	441	18	100	9918	300	0.01	23.238358163519	0.044464609800363	103.328452814195	0.000118125141546142	0.0147760658937622	0.224897959183674	0.0117156515385464	1.46549021534334	4	97	1
SPAC19D5.05c	0	10	17	100	603	300	0	0	0.0165837479270315	38.5379074021875	0.00929728784483565	0.525639636497703	0	0.056062645704359	3.16960700808115	1	99	1
SPAC19D5.06c	1	4	3	100	1101	300	0.01	23.238358163519	0.0036330608537693	8.44263693497513	0.0106420142837121	2.34682041637603	2.7525	0.11716857726367	25.8384927843	0	101	1
SPAC19D5.07	0	10	1	100	2071	300	0	0	0.00482858522452921	11.2208392870686	0.00929728784483565	0.525639636497703	0	0.192546831266546	10.8859968718674	0	100	1
SPAC19D5.11c	0	9	2	100	389	300	0	0	0.0231362467866324	53.764838938733	0.0103569347612096	0.590306163886248	0	0.0402884762211052	2.2962909775175	2	98	1
SPAC19E9.01c	1	48	6	100	1981	300	0.01	23.238358163519	0.0242301867743564	56.3069758631456	0.00106736907725647	0.139432529750916	0.412708333333333	0.0211445814204507	2.76215841436564	2	99	1
SPAC19E9.02	0	45	3	100	2799	300	0	0	0.0160771704180064	37.3607044429566	0.00202982372305869	0.108604324102592	0	0.0568147660084126	3.03983503163155	1	99	1
SPAC19E9.03	0	209	17	100	2886	300	0	0	0.0724185724185724	168.288872355353	0.000435344769192426	0.0230147343920066	0	0.0125640500388934	0.664205234553309	6	94	1
SPAC19G12.01c	0	19	21	100	2603	300	0	0	0.0072992700729927	16.962305228846	0.00484054272324269	0.264551414760663	0	0.125999327086007	6.88627332622007	0	100	1
SPAC19G12.02c	0	74	1	100	4363	300	0	0	0.0169608067843227	39.4141302796335	0.00123194994651341	0.0655194206443666	0	0.0537499761663799	2.85861232271371	1	99	1
SPAC19G12.03	0	19	4	100	1954	300	0	0	0.00972364380757421	22.5961517454893	0.00484054272324269	0.264551414760663	0	0.0945842048121622	5.16933464442336	0	100	1
SPAC19G12.04	1	11	1	100	1286	300	0.01	23.238358163519	0.00855365474339036	19.8772892533989	0.00438460787950623	0.673532041142035	1.16909090909091	0.0563860573304502	8.66162204908656	0	101	1
SPAC19G12.05	4	27	4	100	1090	300	0.04	92.9534326540761	0.0247706422018349	57.5629055426618	0.0440177542105628	0.444297058058884	1.61481481481481	0.479793520895134	4.84283793284184	2	102	1
SPAC19G12.06c	3	80	31	100	663	300	0.03	69.7150744905571	0.120663650075415	280.402511777002	0.00947009121977216	0.122701708188926	0.248625	0.0627867047870894	0.81351232529258	11	92	1
SPAC19G12.07c	1	87	5	100	2831	300	0.01	23.238358163519	0.0307311903920876	71.4142409122627	0.000593821505306008	0.0759001878886543	0.325402298850575	0.0168110868152131	2.1487343191278	3	98	1
SPAC19G12.08	5	175	23	100	1835	254	0.05	116.191790817595	0.0953678474114441	221.619219543097	0.0103775256551107	0.0719352166399428	0.524285714285714	0.19042759577128	1.32001122534295	9	96	1
SPAC19G12.09	0	6	3	100	950	300	0	0	0.00631578947368421	14.6768577874857	0.0157393406208896	0.93492067967121	0	0.149523735898451	8.8817464568765	0	100	1
