V4	Fisher_dis2_11_r2_pr_counts	Fisher_dis2_11_r2gb_counts	Fisher_dis2_11_r2term_counts	Fisher_dis2_11_r2pr_map	Fisher_dis2_11_r2gb_map	Fisher_dis2_11_r2term_map	Fisher_dis2_11_r2pr_density	Fisher_dis2_11_r2pr_densityRPKM	Fisher_dis2_11_r2gb_density	Fisher_dis2_11_r2gb_densityRPKM	Fisher_dis2_11_r2pause_index_CI_low	Fisher_dis2_11_r2pause_index_CI_high	Fisher_dis2_11_r2pause_index_scaled	Fisher_dis2_11_r2pause_index_CI_low_scaled	Fisher_dis2_11_r2pause_index_CI_high_scaled	Fisher_dis2_11_r2_ExpPR	Fisher_dis2_11_r2_ExpGB	Fisher_dis2_11_r2Fexact_Pval
SPBC2F12.08c	3	15	17	100	1477	245	0.03	48.2096541439412	0.010155721056195	16.3201266567167	0.046101519525487	0.73204421859004	2.954	0.680919443391444	10.8122931085749	1	102	1
SPBC2F12.09c	0	3	1	100	2030	300	0	0	0.00147783251231527	2.37485981004636	0.0327971598819604	2.22593021867193	0	0.665782345603796	45.1863834390403	0	100	1
SPBC2F12.10	0	42	3	100	1601	300	0	0	0.0262336039975016	42.1570991889554	0.00217558502762114	0.116531237016716	0	0.0348311162922145	1.86566510463763	2	98	1
SPBC2F12.11c	0	28	9	100	1427	300	0	0	0.0196215837421163	31.5316588654602	0.00327211992868732	0.176722244865318	0	0.0466931513823681	2.52182643422809	1	99	1
SPBC2F12.12c	0	23	2	100	1930	300	0	0	0.0119170984455959	19.1506398153825	0.00399043342974737	0.216691035021888	0	0.0770153651941242	4.18213697592244	1	99	1
SPBC2F12.13	1	92	4	100	2841	300	0.01	16.0698847146471	0.0323829637451602	52.0390494103319	0.000561863119575834	0.071710661114407	0.308804347826087	0.0159625312271495	2.0372998822603	3	98	1
SPBC2F12.14c	21	468	23	100	1803	300	0.21	337.467579007588	0.259567387687188	417.121799581521	0.0282168163372772	0.0706274265300516	0.809038461538462	0.508749198561108	1.27341250033683	24	97	1
SPBC2F12.15c	2	45	16	100	1047	300	0.02	32.1397694292941	0.0429799426934097	69.0682724125232	0.00746010635017271	0.186622106896886	0.465333333333333	0.0781073134863083	1.9539334592104	4	98	1
SPBC2F12.17	0	3	6	100	204	300	0	0	0.0147058823529412	23.6321834038927	0.0327971598819604	2.22593021867193	0	0.0669062061591992	4.54089764609075	1	99	1
SPBC2G2.01c	0	30	2	100	2109	300	0	0	0.0142247510668563	22.8590109738934	0.00305234191746883	0.164578840345685	0	0.0643738910394177	3.47096774289051	1	99	1
SPBC2G2.02	5	158	21	100	3263	300	0.05	80.3494235732353	0.0484216978240883	77.8131101720575	0.0114775337113261	0.0798023113198048	1.03259493670886	0.37451192500057	2.60394941836523	4	101	1
SPBC2G2.03c	12	38	19	100	368	300	0.12	192.838616575765	0.103260869565217	165.939026944725	0.156359038115374	0.625662271429199	1.16210526315789	0.575401260264575	2.30243715885945	10	102	1
SPBC2G2.04c	28	36	17	100	361	300	0.28	449.956772010118	0.0997229916897507	160.2536979854	0.461571341770153	1.30794923557365	2.80777777777778	1.66627254379025	4.72169674042089	11	117	1
SPBC2G2.05	0	43	3	100	2498	300	0	0	0.0172137710168134	27.6623315744525	0.00212472625826863	0.113763425024706	0	0.0530756619315504	2.84181035711715	1	99	1
SPBC2G2.06c	4	74	19	100	2927	300	0.04	64.2795388585882	0.0252818585582508	40.6276552403103	0.0168338161572729	0.153492645237905	1.58216216216216	0.492725798923379	4.49272972611348	2	102	1
SPBC2G2.07c	1	68	10	100	1508	300	0.01	16.0698847146471	0.0450928381962865	72.4636711270557	0.000757562010617742	0.0975577263096236	0.221764705882353	0.0114240351201156	1.47117051274912	4	97	1
SPBC2G2.08	2	138	4	100	3661	300	0.02	32.1397694292941	0.0376946189565692	60.5748180994617	0.00248440987657333	0.0592280260309191	0.530579710144928	0.0909542455813498	2.16833803299195	3	99	1
SPBC2G2.09c	1	29	11	100	993	300	0.01	16.0698847146471	0.0292044310171198	46.9311839601979	0.00174550854351159	0.235376564012289	0.342413793103448	0.0173328998370701	2.33728928064202	2	99	1
SPBC2G2.10c	0	5	1	100	589	300	0	0	0.00848896434634975	13.641667839259	0.0190383591688732	1.16008855872718	0	0.112135935504663	6.8329216109031	0	100	1
SPBC2G2.11	2	98	12	100	1651	300	0.02	32.1397694292941	0.0593579648697759	95.3875652353369	0.00348380743353746	0.0838510391091277	0.336938775510204	0.0575176607277035	1.3843806556917	5	97	1
SPBC2G2.12	5	45	2	100	1533	300	0.05	80.3494235732353	0.0293542074363992	47.1718729392771	0.0388580920456653	0.291842519643574	1.70333333333333	0.595694551060049	4.473945826136	2	103	1
SPBC2G2.13c	3	37	1	100	3168	300	0.03	48.2096541439412	0.0116792929292929	18.768489092233	0.0199625666080716	0.273498472796944	2.56864864864865	0.632414110143709	8.66443161820719	1	102	1
SPBC2G2.14	2	53	2	100	2311	300	0.02	32.1397694292941	0.0229337948939853	36.8543440015705	0.00636374095221003	0.157495336185186	0.872075471698113	0.147066053405574	3.63971721923965	2	100	1
SPBC2G2.15c	1	16	4	100	1427	300	0.01	16.0698847146471	0.0112123335669236	18.018090780263	0.00308778638028139	0.444289421552728	0.891875	0.0440627116466154	6.34001004555743	1	100	1
SPBC2G2.16	5	49	4	100	1352	300	0.05	80.3494235732353	0.0362426035502959	58.2414460811912	0.0358316914156246	0.266788411938022	1.37959183673469	0.484444467939244	3.60697932940206	3	102	1
SPBC2G2.17c	0	19	4	100	1347	300	0	0	0.014105419450631	22.6672464423381	0.00484054272324269	0.264551414760663	0	0.065202110482079	3.56350755682614	1	99	1
SPBC2G5.01	14	63	12	100	1107	300	0.14	224.978386005059	0.0569105691056911	91.454628457341	0.119119894365575	0.407706204033015	2.46	1.31865723062691	4.51330767864547	6	108	1
SPBC2G5.02c	0	90	15	100	2145	300	0	0	0.041958041958042	67.4260897118058	0.00101239357055047	0.0537536843252837	0	0.0217158420883075	1.15301652877734	4	96	1
SPBC2G5.03	0	10	3	100	970	300	0	0	0.0103092783505155	16.566891458399	0.00929728784483565	0.525639636497703	0	0.0901836920949058	5.09870447402772	1	99	1
SPBC2G5.04c	13	24	10	100	1089	300	0.13	208.908501290412	0.0220385674931129	35.4157238890293	0.261408477572194	1.10863240449306	5.89875	2.84673832076119	12.0730068849294	2	111	0.0621576088129922
SPBC2G5.05	8	642	51	100	2255	300	0.08	128.559077717176	0.28470066518847	457.510686776205	0.00576698190748386	0.0257497522888617	0.280996884735203	0.130045442013761	0.580656914113832	23	85	1
SPBC2G5.06c	5	104	6	100	1729	300	0.05	80.3494235732353	0.0601503759398496	96.6609606896064	0.0173039056199359	0.122273327946249	0.83125	0.299184528168691	2.11410584019064	5	100	1
SPBC2G5.07c	0	46	12	100	2284	300	0	0	0.0201401050788091	32.364916675734	0.00198548220405956	0.106196341353302	0	0.0453484135407203	2.42552443650942	1	99	1
SPBC30B4.01c	1	248	7	100	3403	300	0.01	16.0698847146471	0.0728768733470467	117.112295305098	0.000209718763297275	0.02634193419003	0.137217741935484	0.00713672951500627	0.89641602048672	6	95	1
SPBC30B4.02c	4	69	26	100	2341	300	0.04	64.2795388585882	0.02947458351132	47.3653159039149	0.0180174113340661	0.164994420857262	1.35710144927536	0.421787599330487	3.8625193922685	2	102	1
SPBC30B4.03c	2	50	12	100	1602	300	0.02	32.1397694292941	0.031210986267166	50.1556951143791	0.0067349107163125	0.16728697501223	0.6408	0.107893269675326	2.67993733969593	3	99	1
SPBC30B4.04c	1	94	9	100	2537	300	0.01	16.0698847146471	0.0370516357903035	59.5415515639268	0.000550022635457497	0.0701615416299683	0.269893617021277	0.0139540742615567	1.7799983111523	3	98	1
SPBC30B4.05	2	120	9	100	2969	300	0.02	32.1397694292941	0.0404176490400808	64.9506960511164	0.00285266339511756	0.0682465855228701	0.494833333333333	0.0846955762010404	2.02624112417401	3	99	1
SPBC30B4.06c	4	26	2	100	2074	300	0.04	64.2795388585882	0.0125361620057859	20.1454678197118	0.0455844319439998	0.462894764092878	3.19076923076923	0.945421118518556	9.60043740728629	1	103	1
SPBC30B4.07c	0	27	6	100	1280	300	0	0	0.02109375	33.8974130699586	0.00339432100419189	0.183491530730493	0	0.0434473088536562	2.34869159335031	2	98	1
SPBC30B4.08	1	35	0	100	2274	300	0.01	16.0698847146471	0.015391380826737	24.7337715484893	0.00145382362789627	0.193368363637487	0.649714285714286	0.0330599492983612	4.39719658911645	1	100	1
SPBC30B4.09	1	11	7	100	681	300	0.01	16.0698847146471	0.0161527165932452	25.9572293481817	0.00438460787950623	0.673532041142035	0.619090909090909	0.0298591796594375	4.58675320017726	1	100	1
SPBC30D10.02	0	9	1	100	639	300	0	0	0.0140845070422535	22.6336404431649	0.0103569347612096	0.590306163886248	0	0.0661808131241291	3.77205638723312	1	99	1
SPBC30D10.03c	0	21	3	100	1456	300	0	0	0.0144230769230769	23.1777183384333	0.00437456871201282	0.238242196120647	0	0.0636937204469066	3.46880637551663	1	99	1
SPBC30D10.04	2	11	12	100	732	300	0.02	32.1397694292941	0.0150273224043716	24.1487338608084	0.0278623380972679	0.863501028037994	1.33090909090909	0.203952314872001	6.32082752523812	1	101	1
SPBC30D10.05c	10	42	8	100	788	300	0.1	160.698847146471	0.0532994923857868	85.6516697988802	0.112157616821759	0.491860651814333	1.87619047619048	0.883802020555462	3.87586193629695	5	105	1
SPBC30D10.06	2	117	0	100	2671	300	0.02	32.1397694292941	0.043803818794459	70.3922318088246	0.00292492154773235	0.0700236140004911	0.456581196581197	0.078124654539931	1.87033072995312	4	98	1
SPBC30D10.07c	2	78	4	100	2750	300	0.02	32.1397694292941	0.0283636363636364	45.5800366451807	0.004360942738695	0.105851711244043	0.705128205128205	0.119925925314112	2.91092205921117	2	100	1
SPBC30D10.08	1	7	5	100	870	300	0.01	16.0698847146471	0.00804597701149425	12.9297922991413	0.00660323359662749	1.14229470290644	1.24285714285714	0.0574481322906592	9.93796391528599	0	101	1
SPBC30D10.09c	1	16	8	100	737	300	0.01	16.0698847146471	0.0217096336499322	34.8871309951632	0.00308778638028139	0.444289421552728	0.460625	0.0227569856226738	3.27441303684361	2	99	1
SPBC30D10.10c	0	280	6	100	7291	300	0	0	0.0384035111781649	61.7139997270769	0.000324866055943212	0.0171599510196313	0	0.0236859841388196	1.25113202884132	3	97	1
SPBC30D10.11	0	47	7	100	2334	300	0	0	0.0201371036846615	32.3600934699405	0.00194303656715677	0.1038928146097	0	0.045350473477439	2.42485829299041	1	99	1
SPBC30D10.12c	9	46	0	100	2309	300	0.09	144.628962431824	0.0199220441749675	32.0144953171834	0.0893550234239784	0.414454303067712	4.51760869565217	2.06320749085966	9.56974985783346	2	107	1
SPBC30D10.13c	1	55	11	100	1349	300	0.01	16.0698847146471	0.0407709414381023	65.518432861793	0.000933722173271147	0.121222376687452	0.245272727272727	0.0125959121174278	1.63528986151373	3	98	1
SPBC30D10.14	0	12	2	100	713	300	0	0	0.0168302945301543	27.0460892813134	0.00771806013949717	0.431135285113533	0	0.0550297687946148	3.07399458285949	1	99	1
SPBC30D10.15	10	49	4	100	1449	300	0.1	160.698847146471	0.0338164251207729	54.3426053152316	0.0971319404370666	0.416923946167979	2.95714285714286	1.4074418169331	6.04122797997401	3	107	1
SPBC30D10.16	2	39	2	100	1221	300	0.02	32.1397694292941	0.0319410319410319	51.3288700959243	0.00856708747598605	0.216666289482467	0.626153846153846	0.10460413808179	2.64549539458092	3	99	1
SPBC30D10.17c	4	102	23	100	1634	300	0.04	64.2795388585882	0.0624235006119951	100.313845831946	0.0123066344300045	0.110388695496229	0.64078431372549	0.201090406586274	1.80375128440838	6	98	1
SPBC30D10.18c	14	153	31	100	845	300	0.14	224.978386005059	0.181065088757396	290.96951021787	0.0507689425549672	0.161912839084078	0.773202614379085	0.428997564589473	1.36816349026046	17	97	1
SPBC30D10.21	2	6	12	100	411	300	0.02	32.1397694292941	0.0145985401459854	23.4596857148132	0.0466205767516236	1.81092198049589	1.37	0.191610570449173	7.44288933983811	1	101	1
SPBC317.01	3	120	8	100	6051	300	0.03	48.2096541439412	0.0198314328210213	31.868883916008	0.00636038402738005	0.0810857515748881	1.51275	0.384866837496767	4.90649882779648	2	101	1
SPBC31A8.01c	26	194	40	100	1089	300	0.26	417.817002580823	0.178145087235996	286.27710143632	0.0870155779889325	0.204968640409957	1.45948453608247	0.947599644299475	2.23210849406443	19	107	1
SPBC31A8.02	5	5	25	100	110	300	0.05	80.3494235732353	0.0454545454545455	73.044930521123	0.252227351815222	3.96467707726078	1.1	0.277450086996744	4.36114478498686	4	101	1
SPBC31E1.01c	3	128	6	100	4917	300	0.03	48.2096541439412	0.0260321334146838	41.8333382850279	0.00596841529909479	0.0759343332968148	1.152421875	0.293466980256491	3.73369116820438	2	101	1
SPBC31E1.02c	6	264	20	100	3604	300	0.06	96.4193082878823	0.0732519422863485	117.71502676656	0.00914812417500678	0.0527351564914733	0.819090909090909	0.329698395267244	1.9005750399527	7	99	1
SPBC31E1.03	5	9	10	100	816	300	0.05	80.3494235732353	0.0110294117647059	17.7241375529195	0.162500866268345	1.80674945735204	4.53333333333333	1.3260070687497	14.7430755719926	1	104	1
SPBC31E1.04	2	23	11	100	1430	300	0.02	32.1397694292941	0.0160839160839161	25.8466677228589	0.0141770511003493	0.379382372512883	1.24347826086957	0.202731830734995	5.42516792693422	1	101	1
SPBC31E1.05	1	30	12	100	1557	300	0.01	16.0698847146471	0.0192678227360308	30.9631690070271	0.00168902937199498	0.227153129587376	0.519	0.0262981873219618	3.53677422767545	1	100	1
SPBC31E1.06	5	218	29	100	3433	300	0.05	80.3494235732353	0.0635013108068744	102.045874389544	0.00835268824160783	0.057577260889891	0.787385321100917	0.286747787334397	1.97662736634996	6	99	1
SPBC31F10.02	1	18	13	100	601	300	0.01	16.0698847146471	0.0299500831946755	48.1294384132524	0.00276112751307903	0.390963955466763	0.333888888888889	0.016594376353605	2.34969337235525	2	99	1
SPBC31F10.03	5	97	3	100	2562	300	0.05	80.3494235732353	0.0378610460577674	60.8422645324264	0.0185228163388961	0.131332012578448	1.32061855670103	0.474554554602517	3.36472616225985	3	102	1
SPBC31F10.04c	0	18	5	100	2042	300	0	0	0.00881488736532811	14.1654223733422	0.00511285240857114	0.280011224227739	0	0.104404446183023	5.71782919873042	0	100	1
SPBC31F10.05	3	5	1	100	1293	300	0.03	48.2096541439412	0.00386697602474865	6.21418589120149	0.114091922497598	2.86178388725642	7.758	1.47520855789394	37.0028656622255	0	103	1
SPBC31F10.06c	22	74	23	100	1075	300	0.22	353.537463722235	0.0688372093023256	110.62060175664	0.17940898512917	0.488787992127528	3.19594594594595	1.92864659013857	5.25447091537093	7	115	0.27554971750531
SPBC31F10.07	0	31	12	100	1291	300	0	0	0.024012393493416	38.5876395161936	0.00295316473031761	0.159112070807008	0	0.0381253566684004	2.05413683411848	2	98	1
SPBC31F10.08	1	1	0	100	689	300	0.01	16.0698847146471	0.00145137880986938	2.33234901518825	0.027408528703162	36.4849938072245	6.89	0.188844762764786	251.381607331777	0	101	1
SPBC31F10.09c	6	29	3	100	1669	300	0.06	96.4193082878823	0.0173756740563211	27.9225078924365	0.0772170349469088	0.522027177909498	3.45310344827586	1.28875231326391	8.71263359930952	1	105	1
SPBC31F10.10c	8	172	16	100	3178	300	0.08	128.559077717176	0.0541220893643801	86.9735736601414	0.0212543946431171	0.0974194050934091	1.47813953488372	0.675464661758262	3.09598869386854	5	103	1
SPBC31F10.11c	1	72	10	100	2112	300	0.01	16.0698847146471	0.0340909090909091	54.7836978908422	0.000715997910998929	0.0920295000659521	0.293333333333333	0.0151218758802974	1.94366304139291	3	98	1
SPBC31F10.12	4	29	5	100	777	300	0.04	64.2795388585882	0.0373230373230373	59.9776906981679	0.0411868094997137	0.411235858753941	1.07172413793103	0.320021509812775	3.19530262251812	3	101	1
SPBC31F10.13c	3	64	10	100	2986	300	0.03	48.2096541439412	0.0214333556597455	34.4431554500138	0.0117724287195558	0.154388336239339	1.3996875	0.351524721565937	4.61003572010666	2	101	1
SPBC31F10.14c	1	128	16	100	5421	295	0.01	16.0698847146471	0.0236118797269876	37.9440185108803	0.000404949082038028	0.0513157720336457	0.423515625	0.0219522897372815	2.78182800194394	2	99	1
SPBC31F10.15c	8	15	2	100	446	300	0.08	128.559077717176	0.0336322869955157	54.0466974707861	0.207577564103173	1.33529432459652	2.37866666666667	0.925795935900152	5.95541268770047	3	105	1
SPBC31F10.16	1	135	13	100	2330	300	0.01	16.0698847146471	0.0579399141630901	93.1087740977405	0.000384091612721087	0.0486266045471428	0.172592592592593	0.00894933457640133	1.13299988594843	5	96	1
SPBC31F10.17c	0	13	1	100	855	300	0	0	0.0152046783625731	24.4337428409838	0.00711390234765344	0.395564521747562	0	0.0608238650724369	3.38207666094166	1	99	1
SPBC32C12.02	1	293	6	100	3832	300	0.01	16.0698847146471	0.0764613778705637	122.872552750302	0.0001776086265968	0.0222763986785527	0.130784982935154	0.00680596257118939	0.853631597362141	7	94	1
SPBC32C12.03c	1	85	4	100	1820	300	0.01	16.0698847146471	0.0467032967032967	75.0516593815934	0.000607646510904272	0.0777163283726937	0.214117647058824	0.0110591664984578	1.41443717638302	4	97	1
SPBC32F12.01c	4	55	8	100	1888	300	0.04	64.2795388585882	0.0291313559322034	46.8137531411858	0.0224341146761097	0.208790067569031	1.37309090909091	0.423556085084951	3.9419564757033	2	102	1
SPBC32F12.02	2	21	7	100	1378	300	0.02	32.1397694292941	0.0152394775036284	24.4896646594766	0.0154410000460713	0.418616073048669	1.31238095238095	0.212776980634862	5.76852948661066	1	101	1
SPBC32F12.03c	4	19	10	100	524	300	0.04	64.2795388585882	0.0362595419847328	58.2686659500561	0.0607135246304446	0.654199207039878	1.10315789473684	0.31813886906353	3.42800384488896	3	101	1
SPBC32F12.04	2	58	2	100	2654	300	0.02	32.1397694292941	0.0218538055764883	35.1188136190478	0.00582839169848962	0.143495553135204	0.915172413793103	0.154685515677914	3.80837198020832	2	100	1
SPBC32F12.05c	0	15	7	100	936	300	0	0	0.016025641025641	25.753020376037	0.00615095181701504	0.339527058120729	0	0.0575729090072608	3.17797326401002	1	99	1
SPBC32F12.06	0	54	3	100	2811	300	0	0	0.0192102454642476	30.870642995053	0.00169011755890912	0.0901972480139864	0	0.0475092045809353	2.53544464167316	1	99	1
SPBC32F12.07c	0	233	5	100	2273	300	0	0	0.102507699076111	164.728690651683	0.000390459560168976	0.0206348849514247	0	0.00887514580264082	0.469030934945884	9	91	1
SPBC32F12.08c	1	5	0	100	914	300	0.01	16.0698847146471	0.00547045951859956	8.79096538000386	0.00883974757390515	1.74105855180368	1.828	0.0807952928254931	15.9132751634856	0	101	1
SPBC32F12.09	1	71	17	100	2041	300	0.01	16.0698847146471	0.0347868691817736	55.9020977334611	0.000725955406878332	0.093351986141379	0.287464788732394	0.0148167498543868	1.90531403714555	3	98	1
SPBC32F12.10	18	249	73	100	1944	300	0.18	289.257924863647	0.128086419753086	205.833399894399	0.0433994315272466	0.118882889489014	1.40530120481928	0.843684948889674	2.31108337166643	13	105	1
SPBC32F12.11	12	341	92	100	956	300	0.12	192.838616575765	0.356694560669456	573.204046829984	0.018864530906537	0.064089313190001	0.336422287390029	0.180344915466493	0.61269383409641	29	83	1
SPBC32F12.12c	6	42	4	100	1127	300	0.06	96.4193082878823	0.0372670807453416	59.8877691229083	0.0546913675962816	0.350281815736364	1.61	0.616371712810094	3.94767606334883	3	103	1
SPBC32F12.15	1	3	9	100	467	300	0.01	16.0698847146471	0.00642398286937901	10.3232664119788	0.0133674946082822	3.55733427163736	1.55666666666667	0.0624261998206778	16.6127510485464	0	101	1
SPBC32F12.16	2	10	5	100	361	300	0.02	32.1397694292941	0.0277008310249307	44.5149161070556	0.0303002114505232	0.965353981350509	0.722	0.109383763336389	3.48492787267534	2	100	1
SPBC32F12.17	0	12	1	100	2964	300	0	0	0.00404858299595142	6.50602620026197	0.00771806013949717	0.431135285113533	0	0.228763302534696	12.7788498507651	0	100	1
SPBC32H8.01c	9	18	2	100	437	300	0.09	144.628962431824	0.0411899313501144	66.1917448200565	0.20824467416958	1.17320221410224	2.185	0.910029226121064	5.12689367562679	4	105	1
SPBC32H8.02c	5	122	8	100	3085	300	0.05	80.3494235732353	0.0395461912479741	63.5502734258328	0.0147996187360691	0.103851680945473	1.26434426229508	0.456568238007732	3.20382435716784	3	102	1
SPBC32H8.03	4	32	8	100	1164	300	0.04	64.2795388585882	0.0274914089347079	44.1783772223974	0.037563286968844	0.369917431855713	1.455	0.437236660317344	4.3058389068005	2	102	1
SPBC32H8.04c	5	65	2	100	2611	300	0.05	80.3494235732353	0.0248946763692072	40.0054579261608	0.0273209956157447	0.198558815139882	2.00846153846154	0.713351195527093	5.18437066330232	2	103	1
SPBC32H8.05	13	14	10	100	554	300	0.13	208.908501290412	0.0252707581227437	40.6098169684222	0.411509643630691	2.09082487776938	5.14428571428571	2.27976342571403	11.5831698228423	2	111	0.639577795170983
SPBC32H8.06	0	2	0	100	1258	300	0	0	0.00158982511923688	2.55483063825867	0.0514242900386907	4.05388820080272	0	0.64691756868673	50.9979135660983	0	100	1
SPBC32H8.07	1	22	1	100	1697	300	0.01	16.0698847146471	0.0129640542133176	20.8330856642449	0.0022789459676721	0.315231910448174	0.771363636363636	0.0386737130713955	5.34948552030551	1	100	1
SPBC32H8.08c	3	19	5	100	1290	300	0.03	48.2096541439412	0.0147286821705426	23.6688224479298	0.0372348404284344	0.561573026386184	2.03684210526316	0.480329441526804	7.24429204038177	1	102	1
SPBC32H8.09	1	20	13	100	1619	300	0.01	16.0698847146471	0.0123533045089561	19.8516179303855	0.00249697159993946	0.349045314408539	0.8095	0.0404259702030198	5.65104364027425	1	100	1
SPBC32H8.10	3	76	35	100	2415	300	0.03	48.2096541439412	0.0314699792960662	50.5718939260114	0.00995690754518226	0.12933865116668	0.95328947368421	0.240459317216152	3.12352842567532	3	100	1
SPBC32H8.11	9	170	4	100	2018	300	0.09	144.628962431824	0.0842418235877106	135.375639320614	0.0253609028123788	0.106544841911526	1.06835294117647	0.511783018753804	2.1500749097746	8	101	1
SPBC32H8.12c	34	354	242	100	1648	300	0.34	546.376080298	0.214805825242718	345.190484768511	0.0664300886262771	0.13819497104835	1.58282485875706	1.09476786056105	2.27745312287681	23	111	1
SPBC32H8.13c	0	221	1	100	7893	300	0	0	0.0279994932218421	44.9948628143545	0.00041168233411395	0.0217599332280359	0	0.0324940866316141	1.71751152968887	2	98	1
SPBC32H8.15	0	1	0	100	296	300	0	0	0.00337837837837838	5.42901510629968	0.120791776113059	17.3080587281839	0	0.357543657294654	51.2318538354244	0	100	1
SPBC336.01	0	42	6	100	2681	300	0	0	0.0156657963446475	25.1747541221625	0.00217558502762114	0.116531237016716	0	0.0583274345905228	3.12420246441816	1	99	1
SPBC336.02	2	19	4	100	928	300	0.02	32.1397694292941	0.0204741379310345	32.9017036183507	0.0169524113891639	0.46686156027615	0.976842105263158	0.157318377691441	4.33247527936267	2	100	1
SPBC336.03	1	374	34	100	3646	300	0.01	16.0698847146471	0.102578167855184	164.841933167252	0.00013923548890276	0.0174332934787228	0.0974866310160428	0.00507652592539464	0.635617880234233	9	92	1
SPBC336.04	16	158	0	100	4724	300	0.16	257.118155434353	0.0334462320067739	53.7477092488195	0.0583800512554747	0.173046662086058	4.78379746835443	2.75787362130862	8.17472431694538	3	113	0.0128234028673947
SPBC336.05c	3	25	1	100	2872	300	0.03	48.2096541439412	0.00870473537604457	13.9884093964546	0.0288991736999246	0.415829500379834	3.4464	0.829984268661835	11.9426232509088	0	103	1
SPBC336.06c	0	24	5	100	1359	300	0	0	0.0176600441501104	28.3794873547851	0.0038226010111885	0.207313917589234	0	0.0519491477420518	2.8173961400377	1	99	1
SPBC336.07	1	52	3	100	4050	300	0.01	16.0698847146471	0.0128395061728395	20.632938399053	0.000986668874465665	0.128409958324346	0.778846153846154	0.0399600894158594	5.20060331213602	1	100	1
SPBC336.08	3	40	3	100	3756	300	0.03	48.2096541439412	0.0106496272630458	17.1138282371108	0.018530119723358	0.251918538045674	2.817	0.695991296809325	9.46206028899552	1	102	1
SPBC336.09c	78	65	5	100	1993	300	0.78	1253.45100774247	0.0326141495233317	52.4105622906201	0.852767915881721	1.68935276626731	23.916	16.9956645635227	33.6688006317074	5	173	1.77354446831935e-50
SPBC336.10c	0	15	97	93	400	300	0	0	0.0375	60.2620676799265	0.00615095181701504	0.339527058120729	0	0.0264557067398496	1.46033143277733	3	90	1
SPBC336.11	2	36	9	100	1513	300	0.02	32.1397694292941	0.0237937871777925	38.2363416871972	0.00925365154988372	0.235628337171256	0.840555555555556	0.140007747949741	3.5650567414011	2	100	1
SPBC336.12c	5	62	1	100	2872	300	0.05	80.3494235732353	0.0215877437325905	34.6912553032074	0.0285943883410718	0.208563073360613	2.31612903225806	0.821230833155582	5.98993146691681	2	103	1
SPBC336.13c	3	38	7	100	849	300	0.03	48.2096541439412	0.0447585394581861	71.9264569089032	0.0194610923009429	0.265906476544449	0.670263157894737	0.165224673635005	2.25754598586238	4	99	1
SPBC336.14c	4	78	7	100	2284	300	0.04	64.2795388585882	0.0341506129597198	54.8796413197229	0.0159933198758557	0.14538413260974	1.17128205128205	0.365287425964543	3.32057358880647	3	101	1
SPBC336.15	9	78	9	100	3131	300	0.09	144.628962431824	0.0249121686362185	40.0335677975877	0.0541086742273285	0.237550502178026	3.61269230769231	1.69414259005765	7.437706223194	2	107	1
SPBC336.16	2	0	3	100	249	300	0.02	32.1397694292941	0	0	0.246676758328458	19.4460633145857	NA	0.61422512823786	48.4206976533185	0	102	1
SPBC337.02c	0	11	17	18	612	300	0	0	0.0179738562091503	28.8837797158689	0.00843437698064696	0.473726222726494	0	0.286768817341996	16.1066915727008	0	18	1
SPBC337.03	0	15	4	100	1143	300	0	0	0.0131233595800525	21.0890875520303	0.00615095181701504	0.339527058120729	0	0.0703053792684819	3.88079427431993	1	99	1
SPBC337.04	3	16	6	100	1185	300	0.03	48.2096541439412	0.0135021097046414	21.6977346358104	0.0435109966500877	0.680481866290363	2.221875	0.51560531030354	8.0637101155408	1	102	1
SPBC337.05c	4	71	31	100	1952	300	0.04	64.2795388585882	0.0363729508196721	58.4509126403658	0.0175245455388843	0.16019303238021	1.09971830985915	0.342079128919021	3.12696799206169	3	101	1
SPBC337.06c	1	23	2	100	834	300	0.01	16.0698847146471	0.0275779376498801	44.3174278701298	0.00218361377637716	0.300664882990147	0.362608695652174	0.0182113388949855	2.50754512413783	2	99	1
SPBC337.07c	20	57	10	100	1835	300	0.2	321.397694292941	0.0310626702997275	49.9173530645712	0.204026289428057	0.598281337350118	6.43859649122807	3.74388241100485	10.9784625403747	3	117	3.85306134466523e-05
SPBC337.08c	1	116	70	100	1043	300	0.01	16.0698847146471	0.111217641418984	178.725467583802	0.000446515916017513	0.0566901874916292	0.0899137931034483	0.00465716100406266	0.591278655537693	10	91	1
SPBC337.09	4	26	6	100	725	300	0.04	64.2795388585882	0.0358620689655172	57.6299313904584	0.0455844319439998	0.462894764092878	1.11538461538462	0.330487131593999	3.35598703967336	3	101	1
SPBC337.10c	1	84	17	100	1790	300	0.01	16.0698847146471	0.046927374301676	75.4117494989024	0.000614803256201382	0.0786573815564277	0.213095238095238	0.0110049782860047	1.40796712986006	4	97	1
SPBC337.11	0	3	4	100	1209	300	0	0	0.00248138957816377	3.98756444532185	0.0327971598819604	2.22593021867193	0	0.396517662972901	26.9114963437437	0	100	1
SPBC337.12	2	76	7	100	1810	300	0.02	32.1397694292941	0.0419889502762431	67.4757590228274	0.00447357636740423	0.108703657278664	0.476315789473684	0.0809717322500166	1.96753619674382	4	98	1
