V4	Fisher_dis2Del_r1_pr_counts	Fisher_dis2Del_r1gb_counts	Fisher_dis2Del_r1term_counts	Fisher_dis2Del_r1pr_map	Fisher_dis2Del_r1gb_map	Fisher_dis2Del_r1term_map	Fisher_dis2Del_r1pr_density	Fisher_dis2Del_r1pr_densityRPKM	Fisher_dis2Del_r1gb_density	Fisher_dis2Del_r1gb_densityRPKM	Fisher_dis2Del_r1pause_index_CI_low	Fisher_dis2Del_r1pause_index_CI_high	Fisher_dis2Del_r1pause_index_scaled	Fisher_dis2Del_r1pause_index_CI_low_scaled	Fisher_dis2Del_r1pause_index_CI_high_scaled	Fisher_dis2Del_r1_ExpPR	Fisher_dis2Del_r1_ExpGB	Fisher_dis2Del_r1Fexact_Pval
SPAC186.01	2	34	5	100	1246	300	0.02	12.7155767086238	0.0272873194221509	17.348700164254	0.00977594851961347	0.25022499125925	0.732941176470588	0.121808318554384	3.11780339109025	2	100	1
SPAC186.02c	0	2	0	100	1093	300	0	0	0.00182982616651418	1.16336474918791	0.0514242900386907	4.05388820080272	0	0.56206749012289	44.3089980347738	0	100	1
SPAC186.03	0	0	0	100	379	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.04c	67	37	12	100	836	300	0.67	425.971819738898	0.0442583732057416	28.1385369748255	1.19151947076018	2.75889152052391	15.1383783783784	9.96110277555512	23.0643331115799	7	160	2.46629472729727e-29
SPAC186.05c	21	97	13	100	1249	300	0.21	133.51355544055	0.077662129703763	49.3759383801646	0.131170017497573	0.354082618136093	2.7040206185567	1.63831351854469	4.4224919005198	8	113	1
SPAC186.06	3	11	3	100	541	300	0.03	19.0733650629357	0.0203327171903882	12.9271112564568	0.060516818949439	1.0484994078404	1.47545454545455	0.327395990516465	5.67238179641658	2	101	1
SPAC186.07c	0	1	0	100	798	300	0	0	0.0012531328320802	0.796715332620541	0.120791776113059	17.3080587281839	0	0.96391837338221	138.118308650908	0	100	1
SPAC186.08c	0	0	0	100	928	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC186.09	0	0	0	100	1518	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC18B11.02c	9	99	35	100	1187	300	0.09	57.2200951888072	0.0834035383319292	53.0262044715147	0.0429851227283934	0.185512326381915	1.07909090909091	0.51023340678603	2.20203131415333	8	101	1
SPAC18B11.03c	1	58	16	100	1723	300	0.01	6.35778835431192	0.0336622170632618	21.4017251625125	0.000886168532157665	0.114796577053431	0.297068965517241	0.0152686838090766	1.97794502263062	3	98	1
SPAC18B11.04	5	35	14	100	1125	300	0.05	31.7889417715596	0.0311111111111111	19.7797859911926	0.0492607912738172	0.381281846450909	1.60714285714286	0.554183901830444	4.28942077257272	3	102	1
SPAC18B11.05	3	93	23	100	1589	300	0.03	19.0733650629357	0.0585273757079924	37.2104667684712	0.00817162613264579	0.105162099392827	0.51258064516129	0.129847139247742	1.67102575935203	5	98	1
SPAC18B11.06	12	42	135	100	1062	300	0.12	76.293460251743	0.0395480225988701	25.1437957515161	0.142611034649376	0.561192526148037	3.03428571428571	1.51452918797637	5.95986462769215	4	108	1
SPAC18B11.07c	51	121	27	100	957	300	0.51	324.247206069908	0.126436781609195	80.3858297671622	0.299799703862652	0.59143715133091	4.03363636363636	2.86908316596558	5.66005353823681	16	135	1.24440672275363e-07
SPAC18B11.08c	35	33	21	100	553	300	0.35	222.522592400917	0.0596745027124774	37.9397858394744	0.642986449807222	1.7502153299105	5.86515151515152	3.55571506743394	9.67869077440507	7	128	6.56348715172787e-07
SPAC18B11.09c	3	35	25	100	960	300	0.03	19.0733650629357	0.0364583333333333	23.1794367084289	0.0210472709909155	0.290058926591398	0.822857142857143	0.202053801512788	2.78456569527742	3	100	1
SPAC18B11.10	17	164	38	100	2332	300	0.17	108.082402023303	0.0703259005145798	44.7117191298094	0.0607840197237025	0.174380735111421	2.41731707317073	1.41748333995674	4.06655874279835	7	110	1
SPAC18B11.11	5	229	15	100	4344	300	0.05	31.7889417715596	0.0527163904235727	33.5159653116351	0.00795559595300262	0.0547801299185457	0.948471615720524	0.345591088198434	2.37964884366163	5	100	1
SPAC18G6.01c	1	42	4	100	1536	300	0.01	6.35778835431192	0.02734375	17.3845775313216	0.00121663271361786	0.160036851469115	0.365714285714286	0.0186874784811703	2.45816603856561	2	99	1
SPAC18G6.02c	0	198	8	100	3520	300	0	0	0.05625	35.7625594930045	0.000459557779400578	0.0242991940891064	0	0.0161764338349004	0.855331631936544	5	95	1
SPAC18G6.03	18	188	110	100	1281	300	0.18	114.440190377614	0.146760343481655	93.3071202662482	0.0571591505893238	0.158373101586094	1.22648936170213	0.732208719049237	2.02875943131786	15	103	1
SPAC18G6.04c	25	52	7	100	1603	300	0.25	158.944708857798	0.03243917654398	20.6241418854784	0.290193714493054	0.792425453661761	7.70673076923077	4.65180524332366	12.702580022198	3	122	5.17018623674206e-08
SPAC18G6.05c	15	1214	42	100	8030	300	0.15	95.3668253146787	0.151183063511831	96.1189920564716	0.00715389493817744	0.0209729795454961	0.992174629324547	0.574457763535648	1.68413025750333	15	100	1
SPAC18G6.06	8	24	13	100	905	300	0.08	50.8623068344953	0.0265193370165746	16.8604332048051	0.138007017162321	0.777791749782136	3.01666666666667	1.248963505319	7.03901533552833	2	106	1
SPAC18G6.07c	16	81	19	100	1305	300	0.16	101.724613668991	0.0620689655172414	39.4621346129705	0.111201429391185	0.346025032704536	2.57777777777778	1.45117865355496	4.51562667679419	6	110	1
SPAC18G6.09c	55	472	108	100	2305	300	0.55	349.678359487155	0.204772234273319	130.189852634934	0.0872209009026344	0.15531759288208	2.68591101694915	2.01044176580572	3.58007051593194	26	129	0.000441333436851349
SPAC18G6.10	1	78	6	100	2325	300	0.01	6.35778835431192	0.0335483870967742	21.3293544789819	0.000661553141401155	0.084819711825921	0.298076923076923	0.0153811105375768	1.97205829995266	3	98	1
SPAC18G6.11c	43	695	244	100	2363	300	0.43	273.384899235412	0.294117647058824	186.993775126821	0.0448874605558359	0.0849848473565723	1.462	1.0606906929344	2.0081919430358	32	111	1
SPAC18G6.12c	1	40	102	100	1085	300	0.01	6.35778835431192	0.0368663594470046	23.4388510758043	0.00127611792778602	0.168327520214101	0.27125	0.0138458795164783	1.826353594323	3	98	1
SPAC18G6.13	0	0	9	100	155	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC18G6.14c	161	272	191	100	586	300	1.61	1023.60392504422	0.464163822525597	295.105534534615	0.484783240672878	0.72253162420007	3.46860294117647	2.84082979034307	4.23403531781241	82	179	4.06389571825442e-14
SPAC18G6.15	27	87	25	100	1406	300	0.27	171.660285566422	0.061877667140825	39.3405111539927	0.196768238820929	0.486696107186304	4.36344827586207	2.76656143782226	6.84294726703943	7	120	0.000249016677321726
SPAC1952.01	0	28	20	100	1580	300	0	0	0.0177215189873418	11.2669667038439	0.00327211992868732	0.176722244865318	0	0.0516994948732597	2.79221146887202	1	99	1
SPAC1952.02	5	80	29	100	699	300	0.05	31.7889417715596	0.11444921316166	72.7643874599361	0.022345592620962	0.160140379292834	0.436875	0.156195692420524	1.11938125125691	10	95	1
SPAC1952.03	8	85	16	100	1285	300	0.08	50.8623068344953	0.066147859922179	42.0554093475886	0.0422691565504189	0.20083416053001	1.20941176470588	0.543158661672883	2.58071896281063	6	102	1
SPAC1952.04c	5	49	11	100	767	300	0.05	31.7889417715596	0.0638852672750978	40.6169008293721	0.0358316914156246	0.266788411938022	0.78265306122449	0.27482907315784	2.04626711956463	6	99	1
SPAC1952.05	1	67	34	100	1890	300	0.01	6.35778835431192	0.0354497354497354	22.5381915205766	0.000768718145976326	0.0990451196584708	0.282089552238806	0.0145287729589526	1.8719527615451	3	98	1
SPAC1952.06c	3	114	24	100	2120	300	0.03	19.0733650629357	0.0537735849056604	34.1881071882811	0.00668989793392414	0.085432482505964	0.557894736842105	0.141825836199192	1.81116862912644	5	98	1
SPAC1952.07	1	75	26	100	1699	300	0.01	6.35778835431192	0.0441436138905238	28.0655754310414	0.000687699619117278	0.0882776649076593	0.226533333333333	0.0116840165288026	1.49983752678113	4	97	1
SPAC1952.08c	24	230	10	100	2486	300	0.24	152.586920503486	0.0925181013676589	58.8210507438351	0.0669005861336088	0.161441544448953	2.59408695652174	1.66314857128151	4.01343679500096	10	114	1
SPAC1952.09c	1	161	47	100	2517	300	0.01	6.35778835431192	0.0639650377433452	40.6676172047763	0.0003224112784039	0.0407037537236245	0.156335403726708	0.00811509187742617	1.02451348122363	6	95	1
SPAC1952.10c	6	131	30	100	2069	300	0.06	38.1467301258715	0.0633156114064766	40.2547256846235	0.018254597425565	0.10742556867282	0.94763358778626	0.377687620734941	2.22263501584064	6	100	1
SPAC1952.11c	8	131	31	100	2794	300	0.08	50.8623068344953	0.0468861846814603	29.8092438945906	0.0277576109812324	0.128643672953162	1.70625954198473	0.775547650815632	3.59430422231134	4	104	1
SPAC1952.12c	1	46	25	100	1055	300	0.01	6.35778835431192	0.0436018957345972	27.7211624927344	0.00111288064876816	0.145684955633947	0.229347826086957	0.0117408908445041	1.53697628193814	4	97	1
SPAC1952.13	12	298	22	100	2302	300	0.12	76.293460251743	0.129452649869679	82.303254977626	0.0215535384154235	0.0734545459448221	0.926979865771812	0.49616245432305	1.6909236476498	12	100	1
SPAC1952.14c	4	20	26	100	647	300	0.04	25.4311534172477	0.0309119010819165	19.6531324708251	0.0579647536940266	0.617796832978937	1.294	0.375031956400352	3.99714550937372	3	101	1
SPAC1952.15c	0	7	8	100	2230	300	0	0	0.0031390134529148	1.99571831749701	0.0134151780994594	0.782741335671289	0	0.299158471617946	17.4551317854697	0	100	1
SPAC1952.16	6	174	35	100	5265	300	0.06	38.1467301258715	0.0330484330484331	21.0114942763585	0.0138099771671669	0.0804527852743163	1.81551724137931	0.727095297851336	4.23583914469275	3	103	1
SPAC1952.17c	20	82	17	100	2121	300	0.2	127.155767086238	0.0386610089580387	24.5798512519367	0.144999223667802	0.406360628658866	5.17317073170732	3.07543353399408	8.61890893385455	4	116	0.000610408962758572
SPAC19A8.01c	2	362	25	100	4077	300	0.02	12.7155767086238	0.0887907775324994	56.4512971366425	0.000953172461992655	0.0223956925184155	0.22524861878453	0.0388608412754405	0.913072383975799	8	94	1
SPAC19A8.02	3	308	40	100	3807	300	0.03	19.0733650629357	0.0809035986340951	51.4367957217775	0.00250081473760787	0.03125379059188	0.370811688311688	0.0952060170607318	1.18983180783287	7	96	1
SPAC19A8.03	8	132	31	100	2342	300	0.08	50.8623068344953	0.0563620836891546	35.833819930366	0.0275519936643022	0.12764593555962	1.41939393939394	0.645267691617957	2.98946781080631	5	103	1
SPAC19A8.04	9	250	43	100	1904	300	0.09	57.2200951888072	0.131302521008403	83.4793638959023	0.0173474288447788	0.0719988316921243	0.68544	0.330295045204588	1.37085775541805	12	97	1
SPAC19A8.05c	10	168	37	100	1973	300	0.1	63.5778835431191	0.0851495184997466	54.1362617092956	0.0296553253476317	0.115814790638176	1.17440476190476	0.585099569108774	2.28502581929122	8	102	1
SPAC19A8.06	2	24	4	100	993	300	0.02	12.7155767086238	0.0241691842900302	15.3662558412373	0.0136196282081625	0.36239285157422	0.8275	0.135242908107054	3.598561016132	2	100	1
SPAC19A8.07c	9	79	37	100	951	300	0.09	57.2200951888072	0.0830704521556257	52.8144353302462	0.053449977627889	0.234420217517041	1.08341772151899	0.508309287241225	2.22933626858706	8	101	1
SPAC19A8.08	6	228	25	100	3248	300	0.06	38.1467301258715	0.0701970443349754	44.6297950980024	0.0105762062677405	0.0611644023237646	0.854736842105263	0.343515179576212	1.98661978747587	6	100	1
SPAC19A8.09	14	22	7	100	396	300	0.14	89.0090369603668	0.0555555555555556	35.321046412844	0.30931741697158	1.29744294856109	2.52	1.22489697120746	5.13787407630191	6	108	1
SPAC19A8.10	6	106	22	100	1533	300	0.06	38.1467301258715	0.0691454664057404	43.9612241067882	0.0224567587869632	0.133428709431751	0.867735849056604	0.344262112204146	2.04546211558874	6	100	1
SPAC19A8.11c	0	111	3	100	4891	300	0	0	0.0226947454508281	14.4288388331348	0.000820474905439703	0.0435007391588778	0	0.0401294276250559	2.12762115226071	2	98	1
SPAC19A8.12	5	125	52	100	2645	300	0.05	31.7889417715596	0.0472589792060491	30.0462587632888	0.0144510532424012	0.101307676109515	1.058	0.382230358261512	2.67958803309666	4	101	1
SPAC19A8.13	12	98	49	100	835	300	0.12	76.293460251743	0.117365269461078	74.6183543380321	0.0639685760046162	0.229124811288621	1.02244897959184	0.534137609638545	1.91319217425999	11	101	1
SPAC19A8.14	22	109	18	100	606	300	0.22	139.871343794862	0.17986798679868	114.356259178218	0.124159834405638	0.325294621805933	1.22311926605505	0.752408596498164	1.97128540814396	18	104	1
SPAC19A8.15	11	188	15	100	2096	300	0.11	69.9356718974311	0.0896946564885496	57.0259642466908	0.0302092118373288	0.110308778884717	1.2263829787234	0.633185080110412	2.31207200542368	9	102	1
SPAC19A8.16	1	2	5	100	328	300	0.01	6.35778835431192	0.00609756097560976	3.87670021604385	0.0179700152612445	6.97865092307548	1.64	0.0589416500568821	22.8899750276876	0	101	1
SPAC19B12.01	28	178	16	100	2534	300	0.28	178.018073920734	0.0702446724546172	44.660076048442	0.103388320722877	0.237856504063334	3.98606741573034	2.61986004711771	6.02728381296489	8	120	0.000312490291112551
SPAC19B12.02c	9	1334	272	100	1961	300	0.09	57.2200951888072	0.680265170831209	432.498198095466	0.00328470640571787	0.0133468644935905	0.132301349325337	0.0644130926161275	0.26173201271931	44	65	1
SPAC19B12.03	20	1485	105	100	6765	300	0.2	127.155767086238	0.219512195121951	139.561207777579	0.00842791230382042	0.0212813425525387	0.911111111111111	0.570148267353452	1.43968282367924	21	99	1
SPAC19B12.04	97	29	122	100	310	300	0.97	616.705470368256	0.0935483870967742	59.4760846048534	2.17206080569244	5.17756534710735	10.3689655172414	6.73338849764655	16.0504525760328	16	181	1.77966891733891e-22
SPAC19B12.05c	44	116	10	100	2704	300	0.44	279.742687589724	0.0428994082840237	27.2745358395038	0.264040831092888	0.543529121950064	10.2565517241379	7.13966407275169	14.6970274575297	5	139	8.70587360028273e-20
SPAC19B12.06c	4	49	19	100	1017	300	0.04	25.4311534172477	0.048180924287119	30.6324119332629	0.0250677867183047	0.23557808869923	0.830204081632653	0.254939390925159	2.39582916207117	4	100	1
SPAC19B12.07c	0	27	10	100	1374	300	0	0	0.0196506550218341	12.4934705652418	0.00339432100419189	0.183491530730493	0	0.0466379705975966	2.52117363223697	1	99	1
SPAC19B12.08	2	55	21	100	1787	300	0.02	12.7155767086238	0.0307778399552322	19.5678992438251	0.00613821781293066	0.151580113120863	0.649818181818182	0.109689952317071	2.70873662146983	3	99	1
SPAC19B12.09	2	12	11	100	425	300	0.02	12.7155767086238	0.0282352941176471	17.9514024121748	0.0257876390551737	0.780923056209107	0.708333333333333	0.109597465984488	3.31892298888871	2	100	1
SPAC19B12.10	5	93	2	100	2545	300	0.05	31.7889417715596	0.0365422396856582	23.2327825913952	0.0192996768811656	0.137137312446542	1.36827956989247	0.491176776625663	3.4901446017645	3	102	1
SPAC19B12.11c	4	21	22	100	615	300	0.04	25.4311534172477	0.0341463414634146	21.7095212098456	0.0554542706831016	0.585207244627966	1.17142857142857	0.341043764701075	3.59902455446199	3	101	1
SPAC19B12.12c	0	35	10	0	1167	300	NA	NA	0.0299914310197087	19.0679170866253	0.00261349347422073	0.140450384980723	NA	NA	NA	0	0	1
SPAC19B12.13	0	0	0	0	37	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC19D5.01	16	233	13	100	2526	300	0.16	101.724613668991	0.0922406967537609	58.6446827614678	0.0399178341311465	0.116339862888755	1.73459227467811	1.00832449015276	2.93874493656996	9	107	1
SPAC19D5.02c	2	22	15	100	881	300	0.02	12.7155767086238	0.0249716231555051	15.8764294886336	0.0147820536946115	0.398037829225762	0.800909090909091	0.130229893049528	3.50671327547896	2	100	1
SPAC19D5.03	0	40	5	100	1641	300	0	0	0.024375380865326	15.4973512597487	0.00228497423961751	0.122491520736586	0	0.0374964272721234	2.01008585528737	2	98	1
SPAC19D5.04	5	1389	34	100	9918	300	0.05	31.7889417715596	0.140048396854204	89.0398066559715	0.00132299569580644	0.0089458788213616	0.357019438444924	0.131214713110083	0.887252261502643	12	93	1
SPAC19D5.05c	2	79	34	100	603	300	0.02	12.7155767086238	0.131011608623549	83.294407958647	0.00430672637634489	0.104481113335973	0.152658227848101	0.0259695600493597	0.630021113415914	11	91	1
SPAC19D5.06c	4	41	16	100	1101	300	0.04	25.4311534172477	0.0372388737511353	23.675687786266	0.0297199977772654	0.284166864484639	1.07414634146341	0.327217175527692	3.12867717797587	3	101	1
SPAC19D5.07	2	78	7	100	2071	300	0.02	12.7155767086238	0.0376629647513279	23.9453158684852	0.004360942738695	0.105851711244043	0.531025641025641	0.0903151241183734	2.19218893986412	3	99	1
SPAC19D5.11c	4	13	19	100	389	300	0.04	25.4311534172477	0.0334190231362468	21.247107610811	0.0848707622678806	1.00958058009583	1.19692307692308	0.330147265222056	3.92726845657278	3	101	1
SPAC19E9.01c	3	211	40	100	1981	300	0.03	19.0733650629357	0.106511862695608	67.7179880242208	0.00364067035355102	0.0457660866638523	0.281658767772512	0.0721216797038457	0.906626176810914	9	94	1
SPAC19E9.02	6	193	12	100	2799	300	0.06	38.1467301258715	0.0689531975705609	43.8389836506681	0.0124685776117584	0.0724177346789747	0.870155440414508	0.348995487353117	2.0269723936645	6	100	1
SPAC19E9.03	30	941	70	100	2886	300	0.3	190.733650629357	0.326056826056826	207.300029154799	0.0217632571422936	0.0464207609717927	0.920085015940489	0.628087601126592	1.33970316164594	31	99	1
SPAC19G12.01c	5	79	63	100	2603	300	0.05	31.7889417715596	0.0303495966192854	19.2956311944157	0.0226202098337309	0.162233403369686	1.64746835443038	0.588804061972014	4.22293548971293	3	102	1
SPAC19G12.02c	0	171	24	100	4363	300	0	0	0.0391932156772863	24.9182170201086	0.000532214012910368	0.0281562920265299	0	0.0232204973832793	1.2284590211175	3	97	1
SPAC19G12.03	1	58	14	100	1954	300	0.01	6.35778835431192	0.0296827021494371	18.87163380502	0.000886168532157665	0.114796577053431	0.336896551724138	0.0173157331183608	2.24312511562404	2	99	1
SPAC19G12.04	5	67	15	100	1286	300	0.05	31.7889417715596	0.052099533437014	33.1237806950932	0.0265332680507047	0.192405437540586	0.959701492537313	0.341217827132063	2.47433392677194	5	100	1
SPAC19G12.05	7	79	15	100	1090	300	0.07	44.5045184801834	0.0724770642201835	46.0793834853799	0.0374920180279423	0.198770978184544	0.965822784810127	0.408662996504571	2.16660366221153	7	100	1
SPAC19G12.06c	32	247	68	100	663	300	0.32	203.449227337981	0.372549019607843	236.858781827307	0.0880276976715807	0.189689368564188	0.858947368421053	0.58362363556258	1.25764051358057	35	97	1
SPAC19G12.07c	2	205	36	100	2831	300	0.02	12.7155767086238	0.0724125750618156	46.0383826433749	0.00167808243111692	0.0396996650457519	0.276195121951219	0.0475065136249201	1.12389751744524	6	96	1
SPAC19G12.08	35	691	21	100	1835	254	0.35	222.522592400917	0.376566757493188	239.413174541119	0.0355018977330502	0.0719230115770546	0.9294500723589	0.651459823401471	1.31978726243895	36	99	1
SPAC19G12.09	1	30	7	100	950	300	0.01	6.35778835431192	0.0315789473684211	20.0772263820376	0.00168902937199498	0.227153129587376	0.316666666666667	0.0160457790339523	2.15795473108007	3	98	1
SPAC19G12.10c	42	670	106	100	2974	300	0.42	267.0271108811	0.225285810356422	143.231950147578	0.0452940417651883	0.0864477411814913	1.86429850746269	1.3470448020967	2.57095582273755	26	116	1
SPAC19G12.11	1	28	23	100	1104	300	0.01	6.35778835431192	0.0253623188405797	16.1248255362983	0.00180589559329714	0.244217113716604	0.394285714285714	0.0199370873500004	2.69615693543131	2	99	1
SPAC19G12.12	1	38	13	100	1125	300	0.01	6.35778835431192	0.0337777777777778	21.4751962190091	0.0013417190345932	0.177523570277566	0.296052631578947	0.0150943391391735	1.99714016562262	3	98	1
SPAC19G12.13c	1	47	14	100	2133	300	0.01	6.35778835431192	0.0220346929207689	14.0091914042504	0.00108964984752419	0.142490214044753	0.453829787234042	0.0232422312476909	3.03931626557459	2	99	1
SPAC19G12.14	14	363	24	100	2701	300	0.14	89.0090369603668	0.134394668641244	85.445285916891	0.0217123973742402	0.0672177908685914	1.04170798898072	0.586451853078227	1.81555253136065	13	101	1
SPAC19G12.15c	46	364	21	100	2659	300	0.46	292.458264298348	0.136893569010906	87.0340338837735	0.0918338543455309	0.173384102715493	3.36027472527473	2.44186218704767	4.61028329120496	17	129	9.98702872536942e-06
SPAC19G12.16c	15	634	83	100	2199	300	0.15	95.3668253146787	0.28831286948613	183.303220401717	0.0136564532806774	0.0402872966056418	0.520268138801262	0.300305407642095	0.885917652358064	25	90	1
SPAC19G12.17	0	18	1	100	705	300	0	0	0.025531914893617	16.2326511173921	0.00511285240857114	0.280011224227739	0	0.0360456094804265	1.97407913080556	2	98	1
SPAC1A6.01c	74	263	21	100	3369	300	0.74	470.476338219082	0.0780647076283764	49.6318889042456	0.215543176235374	0.366825890913241	9.47931558935361	7.26164960736976	12.3583642648671	12	162	3.99100171648439e-31
SPAC1A6.02	0	25	20	100	1607	300	0	0	0.015556938394524	9.89077217534523	0.00366831680942558	0.19871450933181	0	0.058949851127469	3.19334216496219	1	99	1
SPAC1A6.03c	16	188	117	100	2247	300	0.16	101.724613668991	0.0836671117044949	53.1937788433752	0.0492654097369184	0.144815922122253	1.91234042553191	1.10699375678856	3.25401377008704	8	108	1
SPAC1A6.04c	284	4048	107	100	2975	300	2.84	1805.61189262458	1.36067226890756	865.086630529567	0.0620863774213139	0.0792633874529493	2.08720355731225	1.84706972828409	2.35808577672524	221	163	4.22356490336663e-07
SPAC1A6.05c	7	121	8	100	1790	300	0.07	44.5045184801834	0.0675977653631285	42.9772285403208	0.0247727097312436	0.128104744985831	1.03553719008264	0.443431504189261	2.29307493524638	6	101	1
SPAC1A6.06c	0	2	8	100	1500	300	0	0	0.00133333333333333	0.847705113908255	0.0514242900386907	4.05388820080272	0	0.771364350580361	60.8083230120409	0	100	1
SPAC1A6.07	1	293	80	100	2141	300	0.01	6.35778835431192	0.136851938346567	87.0075659884816	0.0001776086265968	0.0222763986785527	0.0730716723549488	0.0038026006954375	0.476937695707814	12	89	1
SPAC1A6.08c	11	78	36	100	900	300	0.11	69.9356718974311	0.0866666666666667	55.1008324040366	0.0709966145459233	0.27305939063618	1.26923076923077	0.638969530913309	2.45753451572562	8	103	1
SPAC1A6.09c	26	281	54	100	2039	300	0.26	165.30249721211	0.137812653261403	87.6183681982172	0.0605637547296344	0.140338199131115	1.88661921708185	1.23489495893725	2.86149588028344	15	111	1
SPAC1A6.10	11	53	71	100	1381	300	0.11	69.9356718974311	0.0383779869659667	24.3999118594157	0.102452466510329	0.410370459462793	2.86622641509434	1.41486856250764	5.66721604518117	4	107	1
SPAC1A6.11	0	3	1	100	704	300	0	0	0.00426136363636364	2.7092848100761	0.0327971598819604	2.22593021867193	0	0.230892005569001	15.6705487394504	0	100	1
SPAC1B1.01	4	202	8	100	1918	300	0.04	25.4311534172477	0.105318039624609	66.95898058243	0.00627746293063387	0.055104212159263	0.37980198019802	0.120401739009558	1.05689878921466	9	95	1
SPAC1B1.02c	11	173	11	100	1968	300	0.11	69.9356718974311	0.0879065040650406	55.8890947812989	0.0327766161442672	0.120072655539845	1.25132947976879	0.645043805719178	2.36302986102415	8	103	1
SPAC1B1.03c	10	297	31	100	2677	300	0.1	63.5778835431191	0.110945087784834	70.5365387086529	0.0169183341690091	0.0649251913806181	0.901346801346801	0.452903805704374	1.73804737325915	10	100	1
SPAC1B1.04c	0	210	51	100	3218	300	0	0	0.0652579241765072	41.4896070355967	0.000433269501683652	0.0229046666639147	0	0.0139426125641799	0.737072173244776	6	94	1
SPAC1B2.02c	45	196	14	100	1476	300	0.45	286.100475944036	0.132791327913279	84.4259158160661	0.163795264051343	0.320901469723352	3.38877551020408	2.41761809739782	4.73650569311667	16	129	2.6753247417259e-05
SPAC1B2.03c	29	662	186	100	2012	300	0.29	184.375862275046	0.329025844930417	209.187668516625	0.0296319312052423	0.0643536570066795	0.881389728096677	0.596194455849475	1.29479557897439	31	98	1
SPAC1B2.04	33	126	76	100	986	300	0.33	209.807015692293	0.127789046653144	81.2455712619981	0.175152571194044	0.389896098090688	2.58238095238095	1.72700435197327	3.84437552717419	15	118	0.271720818865354
SPAC1B2.05	30	419	5	100	4846	300	0.3	190.733650629357	0.0864630623194387	54.9713850692673	0.0485156091790153	0.105042455437281	3.46968973747017	2.35106642081508	5.09035739049062	10	120	0.00105151423003138
SPAC1B2.06	0	2	7	100	586	300	0	0	0.00341296928327645	2.16989363628393	0.0514242900386907	4.05388820080272	0	0.301346339626728	23.755784856704	0	100	1
SPAC1B3.01c	1	106	14	100	1991	300	0.01	6.35778835431192	0.0532395781014566	33.848596964192	0.000488283288308589	0.0621109685935455	0.187830188679245	0.00972172027022401	1.23662938469749	5	96	1
SPAC1B3.02c	13	88	5	100	1168	300	0.13	82.6512486060549	0.0753424657534247	47.9011451352268	0.0787747380141676	0.271605067205127	1.72545454545455	0.920088940005478	3.17234718495588	7	106	1
SPAC1B3.03c	9	118	72	100	1109	300	0.09	57.2200951888072	0.106402164111812	67.6482439863666	0.0362443768449313	0.154814684121061	0.845847457627119	0.401950139210288	1.71689484690257	10	99	1
SPAC1B3.04c	2	94	21	100	2274	300	0.02	12.7155767086238	0.0413368513632366	26.2810952201108	0.00362982371442338	0.0874879634222898	0.483829787234043	0.0825421912659876	1.98947628822287	4	98	1
SPAC1B3.05	2	167	16	100	2242	300	0.02	12.7155767086238	0.0744870651204282	47.3572995169532	0.00205666479112116	0.0488313540534174	0.268502994011976	0.0461104246169363	1.09479895787762	7	95	1
SPAC1B3.06c	4	26	30	100	1034	300	0.04	25.4311534172477	0.0251450676982592	15.9867018580377	0.0455844319439998	0.462894764092878	1.59076923076923	0.471343026300958	4.78633186072036	2	102	1
SPAC1B3.07c	1	37	12	100	1045	300	0.01	6.35778835431192	0.0354066985645933	22.5108295798604	0.0013771155727744	0.182508731776351	0.282432432432432	0.0143908577354925	1.90721624706287	3	98	1
SPAC1B3.08	2	130	105	100	1860	300	0.02	12.7155767086238	0.0698924731182796	44.4361551645456	0.00263562579466695	0.0629236828588989	0.286153846153846	0.0490226397808052	1.17038050117552	6	96	1
SPAC1B3.09c	5	117	68	100	1520	300	0.05	31.7889417715596	0.0769736842105263	48.9382393062167	0.0154194951114676	0.108387909702592	0.64957264957265	0.234376325694307	1.6474962274794	7	98	1
SPAC1B3.10c	2	56	7	100	1794	300	0.02	12.7155767086238	0.0312151616499443	19.845939121598	0.00603134616359581	0.148785962361529	0.640714285714286	0.108202350174909	2.66922016476583	3	99	1
SPAC1B3.11c	46	117	8	100	1356	300	0.46	292.458264298348	0.086283185840708	54.8570234110984	0.275461638973526	0.559855753095229	5.33128205128205	3.73525982448101	7.5916440119713	11	135	1.41933739182893e-10
SPAC1B3.12c	6	90	139	100	742	300	0.06	38.1467301258715	0.121293800539084	77.1160312517618	0.0263370230550455	0.157882132402038	0.494666666666667	0.195420711068438	1.17148542242312	11	95	1
SPAC1B3.13	2	374	47	100	2633	300	0.02	12.7155767086238	0.142043296619825	90.3081217057598	0.000922706436798501	0.0216736260757247	0.140802139037433	0.0242948604809045	0.570666574573832	12	90	1
SPAC1B3.14	15	94	44	100	897	300	0.15	95.3668253146787	0.10479375696767	66.6256527653646	0.0888828649347261	0.281991986952525	1.4313829787234	0.797279298464493	2.52946812296415	10	105	1
