V4	Fisher_dis2_T316A_r1_pr_counts	Fisher_dis2_T316A_r1gb_counts	Fisher_dis2_T316A_r1term_counts	Fisher_dis2_T316A_r1pr_map	Fisher_dis2_T316A_r1gb_map	Fisher_dis2_T316A_r1term_map	Fisher_dis2_T316A_r1pr_density	Fisher_dis2_T316A_r1pr_densityRPKM	Fisher_dis2_T316A_r1gb_density	Fisher_dis2_T316A_r1gb_densityRPKM	Fisher_dis2_T316A_r1pause_index_CI_low	Fisher_dis2_T316A_r1pause_index_CI_high	Fisher_dis2_T316A_r1pause_index_scaled	Fisher_dis2_T316A_r1pause_index_CI_low_scaled	Fisher_dis2_T316A_r1pause_index_CI_high_scaled	Fisher_dis2_T316A_r1_ExpPR	Fisher_dis2_T316A_r1_ExpGB	Fisher_dis2_T316A_r1Fexact_Pval
SPAC16A10.04	3	18	18	100	1407	300	0.03	10.8706680387865	0.0127931769722814	4.63567933423733	0.0391154601316705	0.596338298527623	2.345	0.550354524052604	8.39047986028366	1	102	1
SPAC16A10.05c	4	27	12	100	414	300	0.04	14.4942240517154	0.0652173913043478	23.6318870408403	0.0440177542105628	0.444297058058884	0.613333333333333	0.18223350243173	1.83938982036378	6	98	1
SPAC16A10.06c	19	34	35	100	1052	300	0.19	68.8475642456481	0.032319391634981	11.7111125893138	0.307053383203382	1.01018633433114	5.87882352941176	3.23020159129958	10.6271602371636	3	116	0.000889646143558445
SPAC16A10.07c	15	329	78	100	2216	300	0.15	54.3533401939327	0.148465703971119	53.7973794338263	0.026161587888195	0.0781121220350822	1.01033434650456	0.579740787602401	1.73096462429742	14	101	1
SPAC16A10.08c	11	80	43	100	977	300	0.11	39.8591161422173	0.0818833162743091	29.6708783044327	0.0692950033048681	0.265933898179557	1.343375	0.677012182288561	2.59817418521427	8	103	1
SPAC16C9.01c	24	89	11	100	1815	300	0.24	86.9653443102923	0.0490358126721763	17.7684013857117	0.167341512460208	0.431476419619899	4.89438202247191	3.03724845115278	7.83129701610117	5	119	0.000132880189730246
SPAC16C9.02c	14	125	91	100	1151	300	0.14	50.7297841810039	0.108601216333623	39.3522590457086	0.061797866775394	0.199331412407954	1.28912	0.711293446584785	2.29430455681555	11	103	1
SPAC16C9.03	29	224	122	100	1610	300	0.29	105.083124374937	0.139130434782609	50.4146923537927	0.0861824605331162	0.19332062073128	2.084375	1.38753761458317	3.11246199377361	15	114	1
SPAC16C9.04c	4	127	31	100	1726	300	0.04	14.4942240517154	0.0735805330243337	26.6623182874834	0.00992378930285794	0.0882552816891743	0.543622047244095	0.171284603367328	1.52328616195515	7	97	1
SPAC16C9.05	3	95	27	100	1374	300	0.03	10.8706680387865	0.0691411935953421	25.0536987793479	0.00800281390840163	0.102899050646916	0.433894736842105	0.109958663101438	1.41383295588862	6	97	1
SPAC16C9.06c	2	267	18	100	2792	300	0.02	7.2471120258577	0.0956303724928367	34.6522011265044	0.00129050092631293	0.0304184228756033	0.209138576779026	0.036030785862657	0.849282366686844	8	94	1
SPAC16C9.07	12	198	81	100	2860	300	0.12	43.4826721551462	0.0692307692307692	25.0861570125843	0.0322419280880981	0.111260107287638	1.73333333333333	0.922119143319607	3.18203906842644	7	105	1
SPAC16E8.01	26	921	140	100	4675	300	0.26	94.21245633615	0.197005347593583	71.3859911851865	0.0187175489503523	0.0422583242604116	1.31976112920738	0.875045413428972	1.97557665917424	20	106	1
SPAC16E8.02	24	166	19	100	2530	300	0.24	86.9653443102923	0.0656126482213439	23.7751105986636	0.0919410968325162	0.225564997646988	3.6578313253012	2.32610974986266	5.7067944404688	7	117	0.0083890661100974
SPAC16E8.03	1	16	7	100	391	300	0.01	3.62355601292885	0.040920716112532	14.827850692292	0.00308778638028139	0.444289421552728	0.244375	0.0120732447469002	1.73717163827117	3	98	1
SPAC16E8.04c	6	50	85	100	1217	300	0.06	21.7413360775731	0.0410846343467543	14.8872473826165	0.046369551949112	0.291210045099132	1.4604	0.564317447220693	3.54402624885643	4	102	1
SPAC16E8.05c	8	110	20	100	1274	300	0.08	28.9884481034308	0.0863422291993721	31.2865903785065	0.032916398383069	0.153903576897302	0.926545454545455	0.419354915400299	1.96073156967163	8	100	1
SPAC16E8.06c	60	226	26	100	1391	300	0.6	217.413360775731	0.162473040977714	58.873016457363	0.197635890652177	0.355993950487462	3.6929203539823	2.74911523897178	4.9518758512806	22	138	2.23595240401789e-08
SPAC16E8.07c	55	592	117	100	2497	300	0.55	199.295580711087	0.237084501401682	85.9088970626303	0.0697595570484043	0.123441859210318	2.31984797297297	1.74189613949866	3.08234322448163	29	126	0.0176546977102551
SPAC16E8.08	22	95	41	100	1228	300	0.22	79.7182322844346	0.0773615635179153	28.0323958654919	0.141596707389951	0.375582277045233	2.84378947368421	1.7388075667486	4.61215036211546	8	114	0.971831742809211
SPAC16E8.09	15	497	46	100	2988	300	0.15	54.3533401939327	0.166331994645248	60.2713299339236	0.0173901977589124	0.0514865142123165	0.901810865191147	0.519619109036303	1.53841704466402	16	99	1
SPAC16E8.10c	6	28	20	100	942	300	0.06	21.7413360775731	0.029723991507431	10.7706548154998	0.0797443418588746	0.542440899588623	2.01857142857143	0.751191700310599	5.10979327412483	3	103	1
SPAC16E8.11c	61	125	50	100	2014	300	0.61	221.03691678866	0.0620655412115194	22.4897965052684	0.355142357851491	0.669673941558736	9.82832	7.15256708712903	13.4872331829929	9	152	2.56431201924248e-25
SPAC16E8.12c	34	119	12	100	1075	300	0.34	123.200904439581	0.110697674418605	40.1119223756775	0.191545234800684	0.424422154377979	3.07142857142857	2.05911127410735	4.56253815956327	13	121	0.010572844554484
SPAC16E8.13	65	420	85	100	2423	300	0.65	235.531140840375	0.173338836153529	62.8102982018207	0.118111257353869	0.202432518546035	3.74988095238095	2.86183576568424	4.90493992437042	24	141	6.64243279585225e-10
SPAC16E8.14c	2	25	27	100	970	300	0.02	7.2471120258577	0.0257731958762887	9.33906188899187	0.0131043842240231	0.346856126123875	0.776	0.127112526973024	3.36450442340158	2	100	1
SPAC16E8.15	63	333	155	100	1094	300	0.63	228.284028814517	0.304387568555759	110.296540430101	0.143157020631465	0.249578832430483	2.06972972972973	1.56613780570823	2.73039242678948	38	125	0.186549528283346
SPAC16E8.16	40	1587	106	100	2211	300	0.4	144.942240517154	0.717774762550882	260.089705676982	0.0181692070432125	0.0348274574874272	0.557277882797731	0.401721167725428	0.770035085047016	58	82	1
SPAC16E8.17c	27	107	16	100	1137	300	0.27	97.8360123490789	0.0941072999120492	34.1003072456804	0.16165487193863	0.39151428665827	2.86906542056075	1.83801589394223	4.45151743930453	10	117	0.217311300185117
SPAC16E8.18	20	21	108	100	365	300	0.2	72.4711202585769	0.0575342465753425	20.8478565127413	0.495916257290523	1.82761539873639	3.47619047619048	1.81009433911041	6.67079620538781	6	114	1
SPAC16E8.18c	6	40	14	100	587	300	0.06	21.7413360775731	0.0681431005110733	24.6920341596514	0.0572607396220736	0.368980967692193	0.8805	0.336120541581572	2.16591828035318	6	100	1
SPAC1705.02	33	28	42	100	435	300	0.33	119.577348426652	0.064367816091954	23.3240387039098	0.693166259709799	2.00672220787172	5.12678571428571	3.01527322973763	8.729241604242	8	125	5.73800410716983e-05
SPAC1705.03c	172	2806	395	100	1776	300	1.72	623.251634223762	1.57995495495495	572.505527718375	0.0523854462511213	0.0716944171302554	1.08863863150392	0.930365525419914	1.27329284823334	166	106	1
SPAC1751.01c	3	396	58	100	6707	300	0.03	10.8706680387865	0.0590427911137617	21.3944860760373	0.00194761499381124	0.0242713584690677	0.508106060606061	0.13062653763492	1.62788001252037	5	98	1
SPAC1751.02c	9	39	40	100	1084	300	0.09	32.6120041163596	0.0359778597785978	13.0367790133049	0.104212986988898	0.494868058877077	2.50153846153846	1.12966877895966	5.36436975822752	3	106	1
SPAC1751.03	87	400	84	100	1374	300	0.87	315.24937312481	0.291120815138282	105.489258018307	0.171284041104638	0.275891372941638	2.98845	2.35344272477773	3.7907474642181	42	145	5.74096098759685e-08
SPAC1751.04	0	234	62	100	1652	300	0	0	0.141646489104116	51.3263987303481	0.000388789342728249	0.0205463596694897	0	0.00642279994187067	0.33942586173997	12	88	1
SPAC1782.01	3	791	29	100	5213	300	0.03	10.8706680387865	0.151736044504124	54.9824056440959	0.000977266775225798	0.0121185639566733	0.197711757269279	0.0509449169925208	0.631740739061379	13	90	1
SPAC1782.02c	4	33	17	100	841	300	0.04	14.4942240517154	0.0392390011890606	14.2184718699943	0.0364931372404392	0.357924551061431	1.01939393939394	0.306907284192094	3.01014547442663	3	101	1
SPAC1782.03	5	71	66	100	1695	300	0.05	18.1177800646442	0.0418879056047198	15.1783172222978	0.0250866719158234	0.181175045858876	1.19366197183099	0.425219088973207	3.07091702730795	4	101	1
SPAC1782.04	30	100	116	100	978	300	0.3	108.706680387865	0.102249488752556	37.0506749788226	0.195272824758379	0.45863264782928	2.934	1.90976822613695	4.48542729577035	12	118	0.0809881342845307
SPAC1782.05	36	24	27	100	1115	300	0.36	130.448016465439	0.02152466367713	7.79958244935357	0.870745942056007	2.59361035833826	16.725	9.70881725392447	28.9187554954716	2	134	3.36996486036202e-18
SPAC1782.06c	8	63	100	100	1013	300	0.08	28.9884481034308	0.0621915103652517	22.5354421337135	0.0563645554633003	0.274422678013184	1.28634920634921	0.570972946843232	2.77990172827356	6	102	1
SPAC1782.07	35	133	131	100	731	300	0.35	126.82446045251	0.181942544459644	65.9279000984318	0.178116289489013	0.387233568772331	1.92368421052632	1.30203007616468	2.83067738772574	20	115	1
SPAC1782.08c	12	307	41	100	1659	300	0.12	43.4826721551462	0.185051235684147	67.0543517763204	0.0209291235562796	0.0712746555597292	0.648469055374593	0.347214159798679	1.18244653573591	17	95	1
SPAC1782.09c	146	254	24	100	1555	300	1.46	529.039177887612	0.163344051446945	59.1886319796738	0.466508214498838	0.708023224215512	8.93818897637795	7.25420273545693	11.0097611365512	34	212	4.86205177426636e-47
SPAC1782.10c	25	268	193	100	965	300	0.25	90.5889003232212	0.277720207253886	100.633472690666	0.0605111168309578	0.142705252264424	0.900186567164179	0.583932277418743	1.3771056843517	27	98	1
SPAC1782.11	6	99	82	100	763	300	0.06	21.7413360775731	0.129750982961992	47.0159954495355	0.0240039778649651	0.143127897774906	0.462424242424242	0.183150351109683	1.09206586002253	12	94	1
SPAC1782.12c	2	51	42	100	1654	300	0.02	7.2471120258577	0.0308343409915357	11.1729961704578	0.00660646829335149	0.16389065168521	0.648627450980392	0.109270985572034	2.71075137887338	3	99	1
SPAC1783.01	9	393	13	100	3347	300	0.09	32.6120041163596	0.117418583806394	42.5472815381248	0.0110861008586398	0.0455786210415204	0.766488549618321	0.371051795738675	1.52551644625969	11	98	1
SPAC1783.02c	2	43	13	100	1261	300	0.02	7.2471120258577	0.0340999206978588	12.3562972685123	0.00779588264304348	0.195667063440159	0.586511627906977	0.0983060801287783	2.46736166998041	3	99	1
SPAC1783.03	6	193	8	100	2822	300	0.06	21.7413360775731	0.0683912119064493	24.7819387135105	0.0124685776117584	0.0724177346789747	0.877305699481865	0.351863260203821	2.04362847264066	6	100	1
SPAC1783.04c	11	80	19	100	1386	300	0.11	39.8591161422173	0.0577200577200577	20.9151862218115	0.0692950033048681	0.265933898179557	1.90575	0.960428745805472	3.68584382876866	6	105	1
SPAC1783.05	1	326	27	100	4457	300	0.01	3.62355601292885	0.073143369979807	26.5039098096209	0.0001596796365766	0.020011482625812	0.136717791411043	0.00711692140221906	0.891911780632442	6	95	1
SPAC1783.06c	27	22	16	100	420	300	0.27	97.8360123490789	0.0523809523809524	18.980531496294	0.676315487941786	2.23254043728686	5.15454545454546	2.8405250493555	9.37666983660482	6	121	0.00101001021893414
SPAC1783.07c	22	771	199	100	2441	300	0.22	79.7182322844346	0.315854158131913	114.451523390747	0.0182130586017856	0.0442744292701036	0.696523994811933	0.444580760469587	1.08073881848323	29	93	1
SPAC1783.08c	55	159	319	100	580	300	0.55	199.295580711087	0.274137931034483	99.3354148371874	0.251536717340431	0.474805190751576	2.0062893081761	1.4589129605745	2.75387010635914	33	122	1
SPAC1786.01c	19	499	282	100	2251	300	0.19	68.8475642456481	0.221679253665038	80.3267192559527	0.023381381276746	0.0612666444093076	0.857094188376754	0.526314892539552	1.37911216565351	21	98	1
SPAC1786.02	497	4118	162	100	3250	300	4.97	1800.90733842564	1.26707692307692	459.132420345877	0.109839065589279	0.132601095606444	3.92241379310345	3.56976963165158	4.30953560720944	333	264	4.06048750400903e-39
SPAC1786.03	43	199	75	100	1789	300	0.43	155.81290855594	0.111235326998323	40.306743799488	0.153211004879786	0.303806621012646	3.8656783919598	2.74094487729936	5.43510044991624	14	129	1.41874513037429e-06
SPAC1786.04	0	0	4	100	88	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC17A2.01	6	230	19	100	2185	300	0.06	21.7413360775731	0.105263157894737	38.1426948729352	0.0104852716125513	0.0606260481812634	0.57	0.229103184734247	1.3246791527606	10	96	1
SPAC17A2.02c	57	529	106	100	1603	300	0.57	206.542692736944	0.330006238303182	119.579608910752	0.0811749580292235	0.142712829925126	1.72724007561437	1.30123457720845	2.28768666369977	38	119	1
SPAC17A2.03c	3	337	139	100	1823	300	0.03	10.8706680387865	0.184860120680197	66.9851001841482	0.00228676448790496	0.0285473876083805	0.162284866468843	0.0416877166145075	0.520418876100776	16	87	1
SPAC17A2.04c	6	45	19	100	1412	300	0.06	21.7413360775731	0.0318696883852691	11.5481600978611	0.0512425717463715	0.325527010646855	1.88266666666667	0.723545113058766	4.59644139033359	3	103	1
SPAC17A2.05	4	286	54	100	2211	300	0.04	14.4942240517154	0.129353233830846	46.8718688239552	0.00444730293864063	0.0387855723679892	0.309230769230769	0.0983298679733443	0.857549005056242	11	93	1
SPAC17A2.06c	2	651	66	100	3825	300	0.02	7.2471120258577	0.170196078431373	61.671502337691	0.000530960252689448	0.0124258170125441	0.117511520737327	0.0203092296653714	0.475287500729811	14	88	1
SPAC17A2.07c	14	39	37	100	483	300	0.14	50.7297841810039	0.0807453416149068	29.258526812469	0.185985947561728	0.682890911282845	1.73384615384615	0.898312126723148	3.29836310149614	8	106	1
SPAC17A2.08c	184	203	28	100	1367	300	1.84	666.734306378908	0.148500365764448	53.8099393287898	0.738857949913658	1.11188563549488	12.3905418719212	10.1001881753197	15.199476637215	36	248	5.64916048767595e-68
SPAC17A2.09c	141	2725	515	100	1893	300	1.41	510.921397822967	1.43951399894348	521.615960656688	0.0435189932110989	0.0614857678670973	0.979497247706422	0.823814541486102	1.16392558572415	142	99	1
SPAC17A2.10c	238	120	67	100	321	300	2.38	862.406331077066	0.373831775700935	135.460037866499	1.58366606913156	2.48501569540432	6.3665	5.0835680819123	7.97690038224788	91	247	4.00554539125831e-30
SPAC17A2.11	15	102	25	100	1595	300	0.15	54.3533401939327	0.0639498432601881	23.1725839071312	0.0821732768691426	0.259009188433614	2.34558823529412	1.31066376606282	4.13119655551614	6	109	1
SPAC17A2.12	8	1499	184	100	4093	300	0.08	28.9884481034308	0.366235035426338	132.707316476432	0.00247654902427295	0.01099688869986	0.218438959306204	0.101365151563492	0.450102654485272	28	80	1
SPAC17A2.13c	79	703	101	100	1513	300	0.79	286.260925021379	0.46463978849967	168.364829946397	0.088418510490658	0.142632832924618	1.70024182076814	1.33777206372366	2.15803476214947	56	123	1
SPAC17A2.14	12	441	89	100	2425	300	0.12	43.4826721551462	0.181855670103093	65.8964206887267	0.0146221478572383	0.0494318100922808	0.659863945578231	0.354587085538029	1.19872139473781	17	95	1
SPAC17A5.01	1	194	56	100	3069	300	0.01	3.62355601292885	0.0632127728901922	22.9055023300162	0.000267822900913565	0.033728623448658	0.15819587628866	0.00821948482903731	1.03513145363931	6	95	1
SPAC17A5.02c	11	196	35	100	1680	300	0.11	39.8591161422173	0.116666666666667	42.2748201508366	0.0289978096607789	0.10572345805105	0.942857142857143	0.487163202301086	1.77615409525764	11	100	1
SPAC17A5.03	108	88	390	100	232	300	1.08	391.344049396316	0.379310344827586	137.445228076611	0.917675001562006	1.64181925701949	2.84727272727273	2.12900600362385	3.80902067628521	57	151	8.36147992646653e-05
SPAC17A5.04c	6	125	49	100	1552	217	0.06	21.7413360775731	0.0805412371134021	29.1845684030996	0.0191129378298458	0.112697030034136	0.74496	0.296632795119206	1.74905790612978	7	99	1
SPAC17A5.05c	6	9	11	100	319	300	0.06	21.7413360775731	0.0282131661442006	10.2231987825579	0.211486344637854	2.04033974587974	2.12666666666667	0.674641439394754	6.50868378935636	2	104	1
SPAC17A5.06	6	394	78	100	2570	300	0.06	21.7413360775731	0.153307392996109	55.5517925717497	0.00614959903815179	0.0352111982715617	0.391370558375635	0.158044695280501	0.904927795579136	14	92	1
SPAC17A5.07c	10	147	59	100	2336	300	0.1	36.2355601292885	0.0629280821917808	22.8023430608108	0.0337977388768882	0.132749136708815	1.5891156462585	0.789515180164107	3.10101983351792	6	104	1
SPAC17A5.08	1	59	23	100	1048	300	0.01	3.62355601292885	0.0562977099236641	20.3997905308017	0.000871375735237544	0.112803364965006	0.177627118644068	0.00913201770528946	1.18217926483326	5	96	1
SPAC17A5.09c	3	51	19	100	1180	300	0.03	10.8706680387865	0.0432203389830508	15.6611319202857	0.014670351198998	0.195367709223204	0.694117647058824	0.173110144148176	2.30533896883381	4	99	1
SPAC17A5.10	7	80	760	100	1675	258	0.07	25.3648920905019	0.0477611940298507	17.3065361811527	0.0370391894100321	0.196195188211891	1.465625	0.620406422618037	3.28626940254917	4	103	1
SPAC17A5.11	0	20	17	100	1078	300	0	0	0.0185528756957328	6.72273842843942	0.00459577388787386	0.250708753220746	0	0.0495424425112802	2.70264035971965	1	99	1
SPAC17A5.12	8	183	62	100	1919	300	0.08	28.9884481034308	0.0953621677957269	34.5550156522136	0.0199974419663127	0.0914626828729293	0.838907103825137	0.38375091133354	1.75516888433151	9	99	1
SPAC17A5.13	37	217	67	100	708	300	0.37	134.071572478367	0.306497175141243	111.060968192876	0.11839876273565	0.244561301833608	1.20718894009217	0.838263240168402	1.73149401698194	32	105	1
SPAC17A5.14	29	521	72	100	4061	300	0.29	105.083124374937	0.12829352376262	46.4878769449872	0.0375665826997986	0.0819578373781731	2.26044145873321	1.52557892343882	3.32830777592761	14	115	1
SPAC17A5.15c	22	322	76	100	2065	300	0.22	79.7182322844346	0.155932203389831	56.5029073202464	0.0432302391179686	0.106964360929415	1.41086956521739	0.892704437786052	2.20881405319243	16	106	1
SPAC17A5.16	48	401	26	100	3786	300	0.48	173.930688620585	0.105916534601162	38.3794495822628	0.0876775550445205	0.162959533031488	4.53187032418953	3.31947223398554	6.16964792057212	14	134	4.61051372267272e-10
SPAC17A5.18c	29	259	17	100	2409	300	0.29	105.083124374937	0.107513491075135	38.9581157056277	0.0747764733838366	0.166646899534484	2.69733590733591	1.80136524381662	4.01452380978572	12	117	0.171968105248463
SPAC17A5.19	1	10	20	100	673	300	0.01	3.62355601292885	0.0148588410104012	5.3841842688393	0.00478667548335045	0.750794709134687	0.673	0.0322143260029485	5.05284839247645	1	100	1
SPAC17C9.01c	26	331	56	100	2286	300	0.26	94.21245633615	0.144794400699913	52.4670621294597	0.0515575071693028	0.118802552600235	1.79564954682779	1.17860461389026	2.71582635244138	15	111	1
SPAC17C9.02c	58	153	115	100	1216	300	0.58	210.166248749873	0.125822368421053	45.5924399653054	0.276980339563708	0.517966678234663	4.60967320261438	3.36808092909468	6.2984748073335	17	141	5.66717508827422e-11
SPAC17C9.03	53	2027	323	100	4382	300	0.53	192.048468685229	0.46257416704701	167.616340442875	0.0197051284051041	0.0346057381856734	1.1457622101628	0.863478726711664	1.51642344729621	48	105	1
SPAC17C9.05c	5	62	10	100	1326	300	0.05	18.1177800646442	0.0467571644042232	16.9427204224426	0.0285943883410718	0.208563073360613	1.06935483870968	0.379161589402612	2.76554635276173	4	101	1
SPAC17C9.06	2	121	50	100	1660	300	0.02	7.2471120258577	0.0728915662650602	26.4126673231561	0.00282936423914142	0.0676741150305134	0.274380165289256	0.0469674463697476	1.12339030950652	6	96	1
SPAC17C9.07	56	220	130	100	1808	300	0.56	202.919136724015	0.121681415929204	44.0919426351962	0.187719942398131	0.34446797429216	4.60218181818182	3.39397655855821	6.22798097520224	16	140	3.24522609335996e-11
SPAC17C9.08	55	92	44	100	1149	300	0.55	199.295580711087	0.0800696257615318	29.0136773881161	0.422252710402725	0.845339139266978	6.86902173913044	4.85168364252731	9.71294671017757	11	144	8.37286256117885e-16
SPAC17C9.09c	5	43	51	100	499	300	0.05	18.1177800646442	0.0861723446893788	31.2250317747376	0.0405715227725659	0.306216603832545	0.580232558139535	0.202451898635104	1.5280208531244	8	97	1
SPAC17C9.10	1	245	209	100	1845	300	0.01	3.62355601292885	0.132791327913279	48.1176814724969	0.000212277292517654	0.026666381763716	0.0753061224489796	0.00391651604695072	0.491994743540559	11	90	1
SPAC17C9.11c	0	54	35	100	1595	300	0	0	0.0338557993730407	12.2678385390695	0.00169011755890912	0.0901972480139864	0	0.0269573750646004	1.43864610582308	3	97	1
SPAC17C9.12	12	258	2	100	1816	300	0.12	43.4826721551462	0.142070484581498	51.4800358665001	0.0248484433372777	0.0850095638911253	0.844651162790698	0.451247731004963	1.54377368026284	13	99	1
SPAC17C9.13c	40	277	201	100	1320	300	0.4	144.942240517154	0.209848484848485	76.0397739076735	0.102150726667619	0.203391726518076	1.90613718411552	1.34838959201258	2.6847707900386	24	116	1
SPAC17C9.14	0	37	79	100	894	300	0	0	0.0413870246085011	14.9968201877368	0.00247136631781596	0.132669995524611	0	0.0220940148812747	1.18606975999002	3	97	1
SPAC17C9.15c	55	112	18	100	1255	300	0.55	199.295580711087	0.0892430278884462	32.3377110317156	0.351049857989575	0.685887826344273	6.16294642857143	4.40567571776916	8.60789222062063	12	143	1.59154206697875e-14
SPAC17C9.16c	2	526	70	100	2196	300	0.02	7.2471120258577	0.239526411657559	86.7937369217019	0.000656795250836652	0.0153889191553885	0.0834980988593156	0.0144232237083729	0.337940664652332	19	83	1
SPAC17D4.01	13	237	433	100	1626	300	0.13	47.106228168075	0.145756457564576	52.8156688231326	0.0300226876653929	0.0981300758752634	0.891898734177215	0.488168901439288	1.59559503373178	14	99	1
SPAC17D4.02	225	140	37	100	1901	300	2.25	815.300102908991	0.0736454497632825	26.6858412314592	1.29462247675491	1.99568576743704	30.5517857142857	24.6107732831109	37.9379864389782	22	303	3.32471574286528e-131
SPAC17D4.03c	17	271	100	100	2359	300	0.17	61.6004522197904	0.114879186095803	41.627116553782	0.0371578400328026	0.104431874326163	1.47981549815498	0.876553446373813	2.46354791535419	12	105	1
SPAC17D4.04	2	160	51	100	2273	300	0.02	7.2471120258577	0.0703915530136384	25.5067735181969	0.00214584319226133	0.0509919502943866	0.284125	0.0487750157600999	1.15904703019141	6	96	1
SPAC17G6.02c	18	283	121	100	1757	300	0.18	65.2240082327193	0.16107000569152	58.364618762599	0.0382654845523746	0.104374170182599	1.11752650176678	0.672324563585222	1.83385417010827	16	102	1
SPAC17G6.03	3	8600	21	100	4231	300	0.03	10.8706680387865	2.03261640274167	736.529938813238	9.0073238992239e-05	0.00111191296771732	0.0147593023255814	0.00381099874176163	0.0470450376641197	69	34	1
SPAC17G6.04c	10	502	51	100	3209	300	0.1	36.2355601292885	0.156435026488003	56.6851080863285	0.0100554021804667	0.038227359213541	0.639243027888446	0.322677855971175	1.22671595716253	14	96	1
SPAC17G6.05c	10	124	47	100	2257	300	0.1	36.2355601292885	0.0549401860877271	19.9078841649613	0.0399026527637051	0.158056763384567	1.82016129032258	0.900602872876823	3.56734114958967	5	105	1
SPAC17G6.06	66	97	64	100	483	300	0.66	239.154696853304	0.200828157349896	72.7712077130638	0.491810016815439	0.940608143874247	3.28639175257732	2.37544238121857	4.54313733491261	27	139	8.93265937318772e-06
SPAC17G6.07c	15	47	16	100	935	300	0.15	54.3533401939327	0.0502673796791444	18.2146665890541	0.170935274191844	0.587781210800297	2.98404255319149	1.59824481369374	5.49575432098278	5	110	1
SPAC17G6.08	11	96	102	100	1969	300	0.11	39.8591161422173	0.0487557135601828	17.6669059035637	0.0581469937016456	0.219991347467313	2.25614583333333	1.1449143059854	4.3316296316314	5	106	1
SPAC17G6.09	45	182	73	100	1297	300	0.45	163.060020581798	0.140323824209715	50.8471236972282	0.175961134535212	0.346453751911309	3.20686813186813	2.28221591492171	4.49350516228968	17	128	0.000128204149874509
SPAC17G6.10	27	352	33	100	1639	300	0.27	97.8360123490789	0.214765100671141	77.8213371904182	0.0507839374151256	0.11505748995009	1.2571875	0.832348734233909	1.88579226028197	22	105	1
SPAC17G6.11c	2	622	153	100	3430	300	0.02	7.2471120258577	0.18134110787172	65.709966181975	0.000555658574138163	0.0130068474863072	0.110289389067524	0.019059089092939	0.446134868780335	15	87	1
SPAC17G6.12	1	134	17	100	2639	300	0.01	3.62355601292885	0.0507768093974991	18.399261300965	0.000386938729982782	0.0489933860550234	0.196940298507463	0.0102113130842456	1.29293545799207	4	97	1
SPAC17G6.13	17	177	43	100	1338	300	0.17	61.6004522197904	0.132286995515695	47.9349338033188	0.0564247420342905	0.16126124610405	1.28508474576271	0.754963048418806	2.15767547287219	13	104	1
SPAC17G6.14c	36	366	309	100	1608	300	0.36	130.448016465439	0.227611940298507	82.4764614883059	0.0687484682963857	0.140107506732488	1.58163934426229	1.10547537020588	2.25292870825841	25	111	1
SPAC17G6.15c	11	473	107	100	1610	300	0.11	39.8591161422173	0.293788819875776	106.456024479214	0.0121411413714903	0.0433359865305659	0.374418604651163	0.195472376080993	0.697709383142111	25	86	1
SPAC17G6.16c	33	403	27	100	2749	300	0.33	119.577348426652	0.146598763186613	53.1208829832785	0.0564477728829636	0.118184528589793	2.25104218362283	1.55174927655267	3.24889269093341	17	116	1
SPAC17G6.17	0	33	177	100	1456	300	0	0	0.0226648351648352	8.21272997435796	0.0027729657495468	0.149200036234492	0	0.0403743813134013	2.17235252757421	2	98	1
SPAC17G8.01c	47	450	164	100	2503	300	0.47	170.307132607656	0.179784258889333	65.1458332328399	0.0764083346249182	0.142348174093585	2.61424444444444	1.9125006156617	3.56297479756242	22	125	0.0043065395069853
SPAC17G8.02	2	98	48	100	1771	300	0.02	7.2471120258577	0.0553359683794466	20.0512980952584	0.00348380743353746	0.0838510391091277	0.361428571428571	0.0616982296479485	1.48500190262265	5	97	1
SPAC17G8.03c	3	54	16	100	1111	300	0.03	10.8706680387865	0.0486048604860486	17.6122434471789	0.0138817681280433	0.184093203713225	0.617222222222222	0.154226443902561	2.04527549325393	4	99	1
SPAC17G8.04c	0	43	57	100	1255	300	0	0	0.0342629482071713	12.4153711996765	0.00212472625826863	0.113763425024706	0	0.0266653145412713	1.42773098406006	3	97	1
SPAC17G8.05	40	283	13	100	1167	300	0.4	144.942240517154	0.242502142245073	87.872009568026	0.100032192052855	0.198983981076201	1.64946996466431	1.16737568125682	2.32214305915927	27	113	1
SPAC17G8.06c	34	950	242	100	2024	300	0.34	123.200904439581	0.469367588932806	170.077974915139	0.0250143198943789	0.0509508393496046	0.724378947368421	0.506289834662228	1.031244988436	42	92	1
SPAC17G8.07	10	44	16	100	899	300	0.1	36.2355601292885	0.0489432703003337	17.7348681389176	0.107409694523693	0.467847955507168	2.04318181818182	0.965613153768002	4.20595312000944	5	105	1
SPAC17G8.08c	4	66	110	100	1057	300	0.04	14.4942240517154	0.0624408703878903	22.6257991346551	0.0188109848359083	0.17276107826074	0.640606060606061	0.198832109715551	1.82608459721602	6	98	1
SPAC17G8.09	6	97	27	100	1057	300	0.06	21.7413360775731	0.0917691579943236	33.2530684251749	0.0244859902135639	0.146163411576945	0.653814432989691	0.25881691655737	1.54494726036831	8	98	1
