V4	Fisher_WT_r1_pr_counts	Fisher_WT_r1gb_counts	Fisher_WT_r1term_counts	Fisher_WT_r1pr_map	Fisher_WT_r1gb_map	Fisher_WT_r1term_map	Fisher_WT_r1pr_density	Fisher_WT_r1pr_densityRPKM	Fisher_WT_r1gb_density	Fisher_WT_r1gb_densityRPKM	Fisher_WT_r1pause_index_CI_low	Fisher_WT_r1pause_index_CI_high	Fisher_WT_r1pause_index_scaled	Fisher_WT_r1pause_index_CI_low_scaled	Fisher_WT_r1pause_index_CI_high_scaled	Fisher_WT_r1_ExpPR	Fisher_WT_r1_ExpGB	Fisher_WT_r1Fexact_Pval
SPAC1B3.13	4	389	14	100	2633	300	0.04	27.7130754446909	0.147740220281048	102.358396771599	0.0032761270134615	0.0284531430345642	0.270745501285347	0.0862604242644412	0.749171256100076	13	91	1
SPAC1B3.14	11	158	28	100	897	300	0.11	76.2109574729001	0.176142697881828	122.036396885763	0.0358210180861072	0.131731848105686	0.624493670886076	0.321314532232382	1.181634677508	16	95	1
SPAC1B3.15c	61	297	10	100	2741	300	0.61	422.624400531537	0.108354615103977	75.0709905789238	0.154383168360373	0.272738714408312	5.6296632996633	4.23164264475784	7.47576816193182	15	146	3.88438682970662e-16
SPAC1B3.16c	50	1535	169	100	2012	300	0.5	346.413443058637	0.762922465208748	528.57319591949	0.0243132412297095	0.043517617413992	0.655374592833876	0.489182413541755	0.875574462369519	64	86	1
SPAC1B3.17	0	170	14	100	2467	300	0	0	0.0689096068098906	47.7424283096621	0.000535348784141332	0.0283228022488608	0	0.0132070545047667	0.698723531479396	6	94	1
SPAC1B3.18c	0	33	33	100	1204	300	0	0	0.0274086378737542	18.9894412307891	0.0027729657495468	0.149200036234492	0	0.0333865076245434	1.79636843626329	2	98	1
SPAC1B3.20	2	13	15	100	323	300	0.02	13.8565377223455	0.0402476780185759	27.8846734350605	0.0240005686740661	0.712651641747209	0.496923076923077	0.0775218368172334	2.30186480284348	3	99	1
SPAC1B3.21	3	1	24	100	65	300	0.03	20.7848065835182	0.0153846153846154	10.658875171035	0.281109371130232	74.8083338953006	1.95	0.182721091234651	48.6254170319454	1	102	1
SPAC1B9.02c	13	213	20	100	2493	300	0.13	90.0674951952455	0.085439229843562	59.1945955647731	0.0333463733278446	0.109389006857543	1.52154929577465	0.831325087063166	2.72706794095854	8	105	1
SPAC1B9.03c	3	118	45	100	1239	300	0.03	20.7848065835182	0.0952380952380952	65.9835129635498	0.00646655499827671	0.0824846781060368	0.315	0.0801206164286484	1.0219851617338	8	95	1
SPAC1D4.01	5	97	4	100	1689	300	0.05	34.6413443058637	0.0574304322084073	39.78934751532	0.0185228163388961	0.131332012578448	0.870618556701031	0.312850367963954	2.21819769244999	5	100	1
SPAC1D4.02c	4	244	2	100	1921	300	0.04	27.7130754446909	0.127017178552837	88.0009163001638	0.00520622530518956	0.0455268489297657	0.314918032786885	0.100011588112692	0.874570767940799	11	93	1
SPAC1D4.03c	0	43	11	100	1502	300	0	0	0.0286284953395473	19.8345912803214	0.00212472625826863	0.113763425024706	0	0.0319133883991949	1.70872664387108	2	98	1
SPAC1D4.04	1	160	22	100	1676	300	0.01	6.92826886117273	0.0954653937947494	66.1409915147755	0.000324415009699036	0.0409604394139384	0.10475	0.00543719556255584	0.686496964577607	8	93	1
SPAC1D4.05c	20	111	15	100	3266	300	0.2	138.565377223455	0.0339865278628292	23.5467802691419	0.108589524496561	0.295964062873221	5.88468468468468	3.54653387005769	9.66618629343941	3	117	5.82743321661439e-05
SPAC1D4.06c	0	42	17	100	1057	300	0	0	0.0397350993377483	27.5295451437327	0.00217558502762114	0.116531237016716	0	0.0229959337419555	1.23173517526669	3	97	1
SPAC1D4.07c	0	2	8	100	316	300	0	0	0.00632911392405063	4.38498029188148	0.0514242900386907	4.05388820080272	0	0.162500756522263	12.8102867145366	0	100	1
SPAC1D4.08	11	175	40	100	1557	300	0.11	76.2109574729001	0.112395632626847	77.8707161660391	0.0324093611687782	0.11867214561745	0.978685714285714	0.504613753397876	1.84772530726369	11	100	1
SPAC1D4.09c	26	83	11	100	847	300	0.26	180.134990390491	0.0979929161747344	67.8921269748922	0.196701849871629	0.4958715265222	2.65325301204819	1.6660646684127	4.20003182964303	11	115	1
SPAC1D4.10	0	111	6	100	2960	300	0	0	0.0375	25.9810082293978	0.000820474905439703	0.0435007391588778	0	0.0242860572010152	1.28762187910278	3	97	1
SPAC1D4.11c	4	364	10	100	3901	300	0.04	27.7130754446909	0.0933094078441425	64.647266482104	0.00349983167313038	0.0304201208863607	0.428681318681319	0.136528433568816	1.18668891577693	8	96	1
SPAC1D4.12	4	195	4	100	3093	300	0.04	27.7130754446909	0.0630455868089234	43.6796775922626	0.00650038419934426	0.0571063899157984	0.634461538461538	0.201056883285718	1.76630064009564	6	98	1
SPAC1D4.13	0	79	0	100	1672	300	0	0	0.0472488038277512	32.7352416287468	0.001153758073997	0.0613247743907236	0	0.0192908349972298	1.0253502278129	4	96	1
SPAC1D4.14	10	299	43	100	5032	300	0.1	69.2826886117273	0.0594197138314785	41.1675753078428	0.0168064244086965	0.0644858348711596	1.68294314381271	0.845699276245609	3.24492721071675	6	104	1
SPAC1F12.02c	132	217	234	100	502	300	1.32	914.531489674801	0.432270916334661	299.488912923204	0.487104529555629	0.759387949036346	3.05364055299539	2.44526473836926	3.81212750416246	70	162	2.54490910056949e-09
SPAC1F12.04c	15	17	6	100	586	300	0.15	103.924032917591	0.0290102389078498	20.0990734880438	0.41864369023045	1.85444719823659	5.17058823529412	2.45325202475044	10.8670605816664	3	112	0.168670186495486
SPAC1F12.05	3	364	36	100	3015	300	0.03	20.7848065835182	0.120729684908789	83.6447716572761	0.00211798389001275	0.026417534066812	0.248489010989011	0.0638572142838844	0.796488652114383	11	92	1
SPAC1F12.06c	0	55	3	100	2346	300	0	0	0.0234441602728048	16.2427445594416	0.0016592631470071	0.0885300344192424	0	0.0389263134287865	2.07691460747543	2	98	1
SPAC1F12.07	19	192	31	100	1299	300	0.19	131.637108362282	0.147806004618938	102.403973929574	0.0599053332224588	0.16159005147132	1.28546875	0.77817027855974	2.09905476861244	15	104	1
SPAC1F12.08	20	35	5	100	1154	300	0.2	138.565377223455	0.0303292894280763	21.0129471526036	0.3182940029664	1.0196380339885	6.59428571428571	3.67311279423225	11.7666229122273	3	117	8.39960160914114e-05
SPAC1F12.09	2	60	12	100	1599	300	0.02	13.8565377223455	0.0375234521575985	25.9972565147195	0.00563865156310302	0.138568272531168	0.533	0.0901620384940173	2.21570667777337	3	99	1
SPAC1F12.10c	15	137	35	100	737	300	0.15	103.924032917591	0.185888738127544	128.788715601176	0.0617753378259169	0.190899410752796	0.806934306569343	0.455284239777008	1.40692865724811	18	97	1
SPAC1F3.01	6	124	1	100	2291	300	0.06	41.5696131670364	0.0541248363160192	37.4991418064347	0.0192639047804862	0.113626298580197	1.10854838709677	0.44133605852094	2.60317850047231	5	101	1
SPAC1F3.02c	4	212	5	100	3740	300	0.04	27.7130754446909	0.0566844919786096	39.2725400686797	0.00598428816219046	0.0524758625250183	0.705660377358491	0.223812377265923	1.96259725843568	5	99	1
SPAC1F3.03	0	243	3	100	4680	300	0	0	0.0519230769230769	35.973703702243	0.000374376551471203	0.0197825416165844	0	0.0175208226088523	0.925822947656151	4	96	1
SPAC1F3.04c	18	39	31	100	966	300	0.18	124.708839501109	0.0403726708074534	27.9712717997657	0.25417245909385	0.830858308660498	4.45846153846154	2.45530595484659	8.02609126166041	4	114	0.0425472735509416
SPAC1F3.05	1	150	17	100	2085	300	0.01	6.92826886117273	0.0719424460431655	49.8436608717463	0.000345912909165542	0.0437173310884669	0.139	0.00721228415610154	0.911506353194536	6	95	1
SPAC1F3.06c	7	385	52	100	5959	300	0.07	48.4978820282091	0.0646081557308273	44.762267352769	0.00790904182634152	0.0395859179707395	1.08345454545455	0.471299802431691	2.35892485187637	6	101	1
SPAC1F3.07c	8	107	22	100	1343	300	0.08	55.4261508893819	0.0796723752792256	55.1991636742727	0.0338141973422712	0.158344647716889	1.00411214953271	0.454124670306703	2.12656861883782	7	101	1
SPAC1F3.08c	1	1	26	100	126	300	0.01	6.92826886117273	0.00793650793650794	5.49862608029582	0.027408528703162	36.4849938072245	1.26	0.0345347461659841	45.9710921971029	0	101	1
SPAC1F3.09	0	169	32	100	3107	300	0	0	0.0543933054393305	37.6851444331571	0.000538520702158826	0.0284912935865561	0	0.0167318382160747	0.885224491734299	5	95	1
SPAC1F3.10c	0	144	3	100	4258	300	0	0	0.0338186942226397	23.4305006108237	0.000632158495222	0.0334689242084586	0	0.0269173087265528	1.42510679279617	3	97	1
SPAC1F5.02	0	302	51	100	1626	300	0	0	0.185731857318573	128.680024358805	0.000301182884630973	0.0159061338608544	0	0.00489723370409961	0.258633736577493	15	85	1
SPAC1F5.03c	8	331	2	100	1926	300	0.08	55.4261508893819	0.171858774662513	119.068379701359	0.0111365554671942	0.0501770688118368	0.465498489425982	0.21449005829816	0.966410345315977	15	93	1
SPAC1F5.04c	5	457	21	100	5667	300	0.05	34.6413443058637	0.0806423151579319	55.8711641001577	0.00400708772010156	0.0272945585218119	0.620021881838074	0.227081661098156	1.54678263143108	7	98	1
SPAC1F5.05c	2	22	5	100	731	300	0.02	13.8565377223455	0.0300957592339261	20.8511511553762	0.0147820536946115	0.398037829225762	0.664545454545455	0.10805681250761	2.90965653164032	2	100	1
SPAC1F5.06	7	290	0	100	4375	300	0.07	48.4978820282091	0.0662857142857143	45.9245250226307	0.0104749583813658	0.0526882091484497	1.05603448275862	0.458279429184754	2.30510915024467	6	101	1
SPAC1F5.07c	15	44	12	100	1526	300	0.15	103.924032917591	0.0288335517693316	19.9766598880472	0.181652727836831	0.631303668054772	5.20227272727273	2.77202062679004	9.63369397451582	3	112	0.0270850864189908
SPAC1F5.08c	6	107	38	100	1608	300	0.06	41.5696131670364	0.0665422885572139	46.1022865762116	0.0222518626115412	0.132149334440371	0.901682242990654	0.357809950793583	2.12496129780116	6	100	1
SPAC1F5.09c	0	26	3	100	1569	300	0	0	0.0165710643722116	11.4808789286483	0.00352600391483322	0.190799932857011	0	0.0553230014237332	2.9936509465265	1	99	1
SPAC1F5.10	3	69	38	100	1269	300	0.03	20.7848065835182	0.0543735224586288	37.6714382522395	0.0109411794612652	0.14286046799695	0.551739130434783	0.138843567363456	1.8128993388813	5	98	1
SPAC1F5.11c	7	667	24	100	11254	300	0.07	48.4978820282091	0.0592678158876844	41.0623363284362	0.00457929582821209	0.0227740115643657	1.18107946026987	0.515353952506989	2.56298726145371	5	102	1
SPAC1F7.01c	27	470	57	100	4193	300	0.27	187.063259251664	0.112091581206773	77.6600611674502	0.0381774996266507	0.0858398050355194	2.40874468085106	1.60078255934546	3.59926302513933	12	115	1
SPAC1F7.02c	13	260	108	100	1792	300	0.13	90.0674951952455	0.145089285714286	100.521758030408	0.0274050443368692	0.0893193403475001	0.896	0.491098394516695	1.6006025790272	14	99	1
SPAC1F7.03	6	366	4	100	2794	300	0.06	41.5696131670364	0.130994989262706	90.7568505078461	0.00661672287348473	0.0379256868422389	0.458032786885246	0.184871237085163	1.05964369037216	12	94	1
SPAC1F7.04	1	598	40	100	1846	300	0.01	6.92826886117273	0.323943661971831	224.43687860137	8.7159240565649e-05	0.0108874091016101	0.0308695652173913	0.00160895958084188	0.200981572015723	24	77	1
SPAC1F7.05	1	326	19	100	2820	300	0.01	6.92826886117273	0.115602836879433	80.0927535015004	0.0001596796365766	0.020011482625812	0.0865030674846626	0.00450296575146012	0.564323810047899	10	91	1
SPAC1F7.06	0	4	9	100	1703	300	0	0	0.00234879624192601	1.62730918641755	0.0240893601812892	1.52670069174082	0	0.410241803887355	25.9997127803462	0	100	1
SPAC1F7.07c	7	406	67	100	1565	300	0.07	48.4978820282091	0.259424920127795	179.736559593363	0.00750277961328502	0.0375232061245243	0.269827586206897	0.117418500947911	0.587238175848806	22	85	1
SPAC1F7.08	17	558	22	100	2603	300	0.17	117.780570639936	0.214368036880522	148.519939475005	0.0181930185579214	0.0502963914520846	0.793028673835125	0.473564273062693	1.30921506949776	20	97	1
SPAC1F7.09c	0	26	15	100	1381	300	0	0	0.0188269370021723	13.0438081383411	0.00352600391483322	0.190799932857011	0	0.0486941140638468	2.63494707275532	1	99	1
SPAC1F7.10	0	11	7	100	1196	300	0	0	0.00919732441471572	6.37215363485787	0.00843437698064696	0.473726222726494	0	0.100875148688538	5.66576562380887	0	100	1
SPAC1F7.11c	3	248	23	100	2884	300	0.03	20.7848065835182	0.0859916782246879	59.5773466564091	0.00310145305579588	0.0388798334515814	0.348870967741935	0.0894459061291533	1.12129439674361	8	95	1
SPAC1F7.12	4	76	16	100	1100	300	0.04	27.7130754446909	0.0690909090909091	47.8680394044662	0.0164028074013098	0.149328469928046	0.578947368421053	0.180430881414408	1.6426131692085	6	98	1
SPAC1F7.13c	23	83	205	100	608	300	0.23	159.350183806973	0.136513157894737	94.5799860982462	0.169860696994665	0.448688299213722	1.68481927710843	1.03275303772756	2.72802485921943	14	109	1
SPAC1F7.14c	10	0	6	100	37	300	0.1	69.2826886117273	0	0	1.90244405209418	107.558248888178	NA	0.703904299274846	39.7965520886258	0	110	1
SPAC1F8.01	0	4	0	100	1598	300	0	0	0.00250312891113892	1.7342350090545	0.0240893601812892	1.52670069174082	0	0.384947975697002	24.3966770540183	0	100	1
SPAC1F8.02c	0	0	0	100	558	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC1F8.03c	0	27	0	100	1899	300	0	0	0.014218009478673	9.85061923389488	0.00339432100419189	0.183491530730493	0	0.064458155869604	3.48450416857206	1	99	1
SPAC1F8.04c	2	2	0	100	1167	300	0.02	13.8565377223455	0.00171379605826907	1.18736398649061	0.101199373606884	9.88148408788154	11.67	1.18099668999233	115.316919305578	0	102	1
SPAC1F8.05	0	7	6	100	977	300	0	0	0.00716479017400205	4.96395926593748	0.0134151780994594	0.782741335671289	0	0.131066290031719	7.64738284950849	0	100	1
SPAC1F8.06	3	64	20	100	1314	300	0.03	20.7848065835182	0.0487062404870624	33.7449929311305	0.0117724287195558	0.154388336239339	0.6159375	0.154689713374964	2.02866273818491	4	99	1
SPAC1F8.07c	48	2099	64	100	1684	300	0.48	332.556905336291	1.24643705463183	863.565103301756	0.0169867208022867	0.0306936729968305	0.385097665555026	0.286056378310508	0.516881453266626	82	66	1
SPAC1F8.08	0	17	10	100	957	300	0	0	0.0177638453500522	12.3072696593455	0.00541762860743838	0.297388981119444	0	0.0518467057731853	2.84601254931307	1	99	1
SPAC1F8.09c	1	0	0	100	24	300	0.01	6.92826886117273	0	0	0.0577765545925511	8.27870929775896	NA	0.0138663731022123	1.98689023146215	0	101	1
SPAC20G4.01	4	60	16	100	1032	300	0.04	27.7130754446909	0.0581395348837209	40.280632913795	0.0206281308405525	0.190713393890283	0.688	0.212882310274501	1.96816222494772	5	99	1
SPAC20G4.02c	2	186	28	100	4486	300	0.02	13.8565377223455	0.0414623272403032	28.7262150730746	0.00184818559164997	0.043794582829946	0.48236559139785	0.0829096056414176	1.96462498575138	4	98	1
SPAC20G4.03c	8	77	9	100	2437	300	0.08	55.4261508893819	0.0315962248666393	21.8907140874149	0.0464972036115854	0.222540807947366	2.53194805194805	1.13313685201434	5.42331948967731	3	105	1
SPAC20G4.04c	9	71	39	100	1516	300	0.09	62.3544197505546	0.0468337730870712	32.4476971730385	0.0592172729548572	0.262039816446684	1.92169014084507	0.897733857995635	3.97252361733173	4	105	1
SPAC20G4.05c	6	34	9	100	1795	300	0.06	41.5696131670364	0.018941504178273	13.1231833582102	0.0666562781680915	0.439275859525599	3.16764705882353	1.19648019311724	7.8850016784845	1	105	1
SPAC20G4.06c	2	121	115	100	669	300	0.02	13.8565377223455	0.180866965620329	125.309496592212	0.00282936423914142	0.0676741150305134	0.110578512396694	0.0189284467598561	0.452739829554135	15	87	1
SPAC20G4.07c	7	104	21	100	1396	300	0.07	48.4978820282091	0.0744985673352436	51.6146104270748	0.0287157312677024	0.14964227723694	0.939615384615385	0.400871608497125	2.08900619022768	7	100	1
SPAC20G4.08	11	348	23	100	3374	300	0.11	76.2109574729001	0.103141671606402	71.4593231679938	0.0164585156981346	0.0590656897690023	1.06649425287356	0.55531031965506	1.99287637280614	10	101	1
SPAC20G8.01	13	157	31	100	2493	300	0.13	90.0674951952455	0.0629763337344565	43.6316972003257	0.0449609980662388	0.149370985921723	2.06426751592357	1.12087768179133	3.72381867902856	6	107	1
SPAC20G8.02	0	124	7	100	2115	300	0	0	0.058628841607565	40.6196377676321	0.000734302771695339	0.0389067364682754	0	0.0155305036213564	0.822877476304025	5	95	1
SPAC20G8.03	67	301	44	100	2016	300	0.67	464.194013698573	0.149305555555556	103.442903135565	0.169258777512555	0.292267877308751	4.48744186046512	3.41225695465311	5.89212040654441	21	146	5.11223400987732e-13
SPAC20G8.04c	13	354	2	100	2289	300	0.13	90.0674951952455	0.154652686762779	107.147539399526	0.0202053359577769	0.0653403132680071	0.840593220338983	0.462500140073514	1.49563977070468	15	98	1
SPAC20G8.05c	4	323	1	100	3544	300	0.04	27.7130754446909	0.0911399548532731	63.1442111218621	0.00394118364336194	0.0343099500036391	0.438885448916409	0.139675548320747	1.21594462812897	8	96	1
SPAC20G8.06	4	1222	16	100	6403	300	0.04	27.7130754446909	0.190848039981259	132.2246532618	0.00104676402090677	0.00901977149640026	0.209590834697218	0.0670243002586607	0.577535968914509	16	88	1
SPAC20G8.07c	15	41	18	100	905	300	0.15	103.924032917591	0.0453038674033149	31.3877373821085	0.19380817374381	0.681731616772607	3.3109756097561	1.75396397238148	6.1696711317921	4	111	1
SPAC20G8.08c	1	138	9	100	3337	300	0.01	6.92826886117273	0.0413545100389571	28.6515164171962	0.000375796222576147	0.0475584849587778	0.241811594202899	0.012540319947366	1.58702664307442	4	97	1
SPAC20G8.09c	9	432	21	100	3124	300	0.09	62.3544197505546	0.138284250960307	95.8070469918893	0.0100926208925911	0.0414319852753015	0.650833333333333	0.315293476684547	1.29433522000042	13	96	1
SPAC20G8.10c	7	45	45	100	1401	300	0.07	48.4978820282091	0.0321199143468951	22.2535402393128	0.0641699315377653	0.358780291085016	2.17933333333333	0.899020740844092	5.02651187810108	3	104	1
SPAC20H4.01	9	228	69	100	2252	300	0.09	62.3544197505546	0.101243339253996	70.1441074754611	0.0189982330474845	0.079047633511841	0.888947368421053	0.427840208229351	1.78015270668666	10	99	1
SPAC20H4.02	22	35	26	100	748	300	0.22	152.4219149458	0.0467914438502674	32.418370339712	0.356689441960052	1.10253729050547	4.70171428571429	2.66803702586119	8.24697893298091	5	117	0.00481761209842882
SPAC20H4.03c	12	87	27	100	1361	300	0.12	83.1392263340728	0.0639235855988244	44.2879787598845	0.0717354248113673	0.259314174413681	1.87724137931034	0.976319131682709	3.5292659137702	6	106	1
SPAC20H4.04	5	165	2	100	3555	300	0.05	34.6413443058637	0.0464135021097046	32.1565221404642	0.0109975274870305	0.076363542924722	1.07727272727273	0.390962102163933	2.71472395097387	4	101	1
SPAC20H4.05c	3	42	0	100	3311	300	0.03	20.7848065835182	0.0126849894291755	8.78850172664617	0.0176841597743658	0.239326683558914	2.365	0.585522530129252	7.92410649263565	1	102	1
SPAC20H4.06c	1	33	6	100	1804	300	0.01	6.92826886117273	0.0182926829268293	12.6736625509257	0.00153958136153327	0.205601017062752	0.546666666666667	0.0277740477620602	3.70904234781204	1	100	1
SPAC20H4.07	0	80	4	100	1816	300	0	0	0.0440528634361234	30.5210081989988	0.00113929585402706	0.0605494800111063	0	0.0206896127091314	1.09957855700169	4	96	1
SPAC20H4.08	0	96	20	100	875	300	0	0	0.109714285714286	76.0130069340094	0.000948971945877649	0.0503622168201372	0	0.00830350452642943	0.440669397176201	9	91	1
SPAC20H4.09	10	63	19	100	2138	300	0.1	69.2826886117273	0.029466791393826	20.4153853252517	0.0766125404840319	0.319432482533337	3.39365079365079	1.6379761155486	6.82946647656274	3	107	1
SPAC20H4.10	13	192	49	100	3073	300	0.13	90.0674951952455	0.0624796615684998	43.2875893701648	0.0369231097301308	0.121595359102898	2.08067708333333	1.13464716200692	3.73662538523205	6	107	1
SPAC20H4.11c	0	3	0	100	1166	300	0	0	0.00257289879931389	1.78257346342352	0.0327971598819604	2.22593021867193	0	0.382414884223658	25.9543463497148	0	100	1
SPAC212.01c	0	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.02	0	0	0	0	30	35	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.03	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.04c	0	17	0	0	598	35	NA	NA	0.0284280936454849	19.6957475986516	0.00541762860743838	0.297388981119444	NA	NA	NA	0	0	1
SPAC212.06c	0	0	0	20	55	0	0	0	0	0	NA	NA	NA	NA	NA	0	20	1
SPAC212.07c	0	1	0	100	690	300	0	0	0.00144927536231884	1.00409693640185	0.120791776113059	17.3080587281839	0	0.833463255180106	119.425605224469	0	100	1
SPAC212.08c	0	0	1	0	437	300	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.10	0	0	0	21	1	34	0	0	0	0	NA	NA	NA	NA	NA	0	21	1
SPAC212.11	0	0	0	0	33	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC21E11.03c	16	156	12	100	1258	300	0.16	110.852301778764	0.124006359300477	85.9149397728892	0.0591091434114857	0.175324877845975	1.29025641025641	0.743593024116491	2.20558696330236	12	104	1
SPAC21E11.04	3	34	26	100	644	300	0.03	20.7848065835182	0.0527950310559006	36.5778169689244	0.0216350687008803	0.299112990062463	0.568235294117647	0.139329842433669	1.92628765600226	5	98	1
SPAC21E11.05c	1	99	2	100	2442	300	0.01	6.92826886117273	0.0405405405405405	28.0875764642138	0.000522495471679789	0.0665665295573061	0.246666666666667	0.0127593394184204	1.62555465178942	3	98	1
SPAC21E11.06	34	219	11	100	1884	300	0.34	235.561141279873	0.116242038216561	80.5356093735047	0.106310879950839	0.225674152505022	2.92493150684931	2.0028969782738	4.25170103319461	13	121	0.0128556649178116
SPAC21E11.07	4	37	9	100	1032	300	0.04	27.7130754446909	0.0358527131782946	24.8397236301736	0.0327600561833436	0.316819953322237	1.11567567567568	0.338083779812106	3.26958191828548	3	101	1
SPAC21E11.08	12	333	14	100	2222	300	0.12	83.1392263340728	0.14986498649865	103.830491933867	0.0193127993562864	0.0656464977986134	0.800720720720721	0.429130401696684	1.45866518108519	14	98	1
SPAC222.03c	3	46	37	100	524	300	0.03	20.7848065835182	0.0877862595419847	60.8206808423561	0.0162045937853622	0.21757191633012	0.341739130434783	0.084912071435298	1.14007684156983	8	95	1
SPAC222.04c	5	4	65	100	360	300	0.05	34.6413443058637	0.0111111111111111	7.69807651241415	0.292873678803667	5.51760650706156	4.5	1.0543452436932	19.8633834254216	1	104	1
SPAC222.05c	6	74	13	100	1857	300	0.06	41.5696131670364	0.0398492191707054	27.6086104322446	0.0318386030472327	0.193297568308222	1.50567567567568	0.591242858587111	3.58953584348368	4	102	1
SPAC222.06	4	91	42	100	1030	300	0.04	27.7130754446909	0.0883495145631068	61.21091906473	0.0137604474032683	0.124078721069977	0.452747252747253	0.141732608253663	1.27801082702077	8	96	1
SPAC222.07c	0	101	12	100	2149	300	0	0	0.0469986040018613	32.5618964624684	0.000901889401576689	0.0478465687296423	0	0.019381603239883	1.02822276200001	4	96	1
SPAC222.08c	21	122	5	100	1081	254	0.21	145.493646084627	0.112858464384829	78.1913784517182	0.105269774774691	0.278813016227223	1.86073770491803	1.13796626531441	3.01396870541629	12	109	1
SPAC222.09	50	1081	88	100	2143	300	0.5	346.413443058637	0.50443303779748	349.484770831905	0.0344564883611906	0.061917222440035	0.991211840888067	0.738402545580314	1.32688607688995	50	100	1
SPAC222.10c	0	150	9	100	2294	300	0	0	0.0653879686137751	45.3025426842158	0.000606834606982162	0.0321220572027316	0	0.0139207858841708	0.736879992230664	6	94	1
SPAC222.11	3	319	109	100	1177	300	0.03	20.7848065835182	0.271028037383178	187.775511190663	0.0024150678498527	0.0301689154249082	0.110689655172414	0.0284253485927663	0.35508813455117	21	82	1
SPAC222.12c	50	514	188	100	1693	300	0.5	346.413443058637	0.303603071470762	210.344370622728	0.0719438600938343	0.13117480915655	1.64688715953307	1.21800955138861	2.2207895190204	34	116	1
SPAC222.13c	1	114	13	100	2403	300	0.01	6.92826886117273	0.0474406991260924	32.868191850757	0.000454287800892566	0.0576973078617017	0.210789473684211	0.0109165358554484	1.38646630791669	4	97	1
SPAC222.14c	5	167	16	100	2727	300	0.05	34.6413443058637	0.0612394572790612	42.4283424941638	0.0108676702692185	0.075434799097476	0.816467065868263	0.29636136824159	2.05710697138817	6	99	1
SPAC222.15	0	14	16	100	758	300	0	0	0.0184696569920844	12.79627494148	0.0065974714867639	0.365411596620526	0	0.0500088338696703	2.76981990238359	1	99	1
SPAC222.16c	1	36	14	100	1428	300	0.01	6.92826886117273	0.0252100840336134	17.4662240197632	0.00141443034567027	0.187781775803804	0.396666666666667	0.0201980653361715	2.68152375847832	2	99	1
SPAC222.17	4	5	1	100	433	300	0.04	27.7130754446909	0.0115473441108545	8.00031046324796	0.181238005776631	3.41444135261595	3.464	0.784760565012814	14.784531056827	1	103	1
SPAC222.18	10	17	3	100	655	300	0.1	69.2826886117273	0.0259541984732824	17.981766509914	0.251187624783445	1.3547894576787	3.85294117647059	1.64527894233156	8.87387094779548	2	108	1
SPAC222.19	1	22	19	100	352	300	0.01	6.92826886117273	0.0625	43.3016803823296	0.0022789459676721	0.315231910448174	0.16	0.00802188980620578	1.10961632477757	5	96	1
SPAC227.01c	15	142	15	100	1578	300	0.15	103.924032917591	0.0899873257287706	62.3456386746849	0.0596599642765025	0.183985185279654	1.6669014084507	0.941434236283209	2.90328622371293	9	106	1
SPAC227.02c	7	38	64	100	455	300	0.07	48.4978820282091	0.0835164835164835	57.8624652141899	0.0751890918108839	0.429876757328988	0.838157894736842	0.342110367739522	1.9559392458469	8	99	1
SPAC227.03c	3	64	16	100	1473	300	0.03	20.7848065835182	0.043448744059742	30.1024580526174	0.0117724287195558	0.154388336239339	0.69046875	0.173407875039057	2.27414019280546	4	99	1
SPAC227.04	0	66	37	100	726	300	0	0	0.0909090909090909	62.9842623742976	0.00138178273757893	0.0735710521596386	0	0.010031742674823	0.534125838678976	8	92	1
SPAC227.05	12	13	9	100	247	300	0.12	83.1392263340728	0.0526315789473684	36.4645729535407	0.395394878199986	2.14938378664494	2.28	0.976625349153965	5.30897795301301	5	107	1
SPAC227.06	6	62	20	100	873	300	0.06	41.5696131670364	0.0710194730813287	49.2042003886265	0.037753824816887	0.232375224760094	0.844838709677419	0.329590890651424	2.02863571215562	7	99	1
SPAC227.07c	9	345	22	100	2169	300	0.09	62.3544197505546	0.159059474412171	110.200680364435	0.0126143666433831	0.0519815515883156	0.565826086956522	0.27360561249498	1.12747985395057	14	95	1
SPAC227.08c	3	60	12	100	757	300	0.03	20.7848065835182	0.0792602377807133	54.9136237345263	0.0125342590362304	0.165041493362126	0.3785	0.094884340904264	1.24936410475129	7	96	1
SPAC227.09	9	36	1	100	2018	300	0.09	62.3544197505546	0.0178394449950446	12.3596471259771	0.112211845848801	0.539685470190312	5.045	2.26443504922881	10.8908527884405	1	108	1
SPAC227.10	7	103	17	100	920	300	0.07	48.4978820282091	0.11195652173913	77.5664883370426	0.0289871378973363	0.151136811028676	0.625242718446602	0.266681668655494	1.39045866146382	10	97	1
SPAC227.11c	8	87	5	100	2906	300	0.08	55.4261508893819	0.0299380591878871	20.7418923235385	0.0413296470337003	0.196052684305358	2.67218390804598	1.20103954279933	5.69729100591371	3	105	1
