V4	dis2ts_DMSO_30Cr1_pr_counts	dis2ts_DMSO_30Cr1gb_counts	dis2ts_DMSO_30Cr1term_counts	dis2ts_DMSO_30Cr1pr_map	dis2ts_DMSO_30Cr1gb_map	dis2ts_DMSO_30Cr1term_map	dis2ts_DMSO_30Cr1pr_density	dis2ts_DMSO_30Cr1pr_densityRPKM	dis2ts_DMSO_30Cr1gb_density	dis2ts_DMSO_30Cr1gb_densityRPKM	dis2ts_DMSO_30Cr1pause_index_CI_low	dis2ts_DMSO_30Cr1pause_index_CI_high	dis2ts_DMSO_30Cr1pause_index_scaled	dis2ts_DMSO_30Cr1pause_index_CI_low_scaled	dis2ts_DMSO_30Cr1pause_index_CI_high_scaled	dis2ts_DMSO_30Cr1_ExpPR	dis2ts_DMSO_30Cr1_ExpGB	dis2ts_DMSO_30Cr1Fexact_Pval
SPAC20G8.05c	3	470	38	100	3544	300	0.03	14.3088196225429	0.132618510158014	63.2538113487129	0.00164214961299533	0.0204326773244083	0.226212765957447	0.0581977822845545	0.724134084377029	12	91	1
SPAC20G8.06	11	1564	57	100	6403	300	0.11	52.4656719493239	0.244260502889271	116.50264922514	0.00369090616476253	0.0130353351042547	0.450338874680307	0.236328721729745	0.834652506725428	21	90	1
SPAC20G8.07c	3	46	17	100	905	300	0.03	14.3088196225429	0.050828729281768	24.2433039645294	0.0162045937853622	0.21757191633012	0.590217391304348	0.146651573757528	1.96902584278759	4	99	1
SPAC20G8.08c	61	174	48	100	3337	300	0.61	290.945998991705	0.0521426430925981	24.8699891551539	0.259066858480468	0.473648896957782	11.6986781609195	8.64506106749321	15.8056636914812	7	154	3.65956711522391e-30
SPAC20G8.09c	31	439	89	100	3124	300	0.31	147.857802766276	0.140524967989757	67.0248806476347	0.0481765284594005	0.102923176004631	2.20601366742597	1.50503474907167	3.21532001838467	16	115	1
SPAC20G8.10c	9	48	59	100	1401	300	0.09	42.9264588676286	0.0342612419700214	16.3412643797777	0.0858582778628983	0.39605004283789	2.626875	1.20287447285921	5.54866110015884	3	106	1
SPAC20H4.01	9	229	214	100	2252	300	0.09	42.9264588676286	0.101687388987567	48.5008835636815	0.0189164095146188	0.0786974303419044	0.885065502183406	0.425997542269216	1.77226613129969	10	99	1
SPAC20H4.02	106	100	20	100	748	300	1.06	505.578293329848	0.133689839572193	63.7647933268399	0.79947576987741	1.40553250837236	7.9288	5.98007875868303	10.5133831626252	24	182	1.5698070938346e-28
SPAC20H4.03c	5	124	25	100	1361	300	0.05	23.8480327042381	0.0911094783247612	43.4556363750996	0.0145654028836972	0.10214171965737	0.548790322580645	0.19823513324712	1.39014880453681	8	97	1
SPAC20H4.04	5	315	19	100	3555	300	0.05	23.8480327042381	0.0886075949367089	42.2623364378904	0.00579989239900342	0.039700817412003	0.564285714285714	0.206186174784571	1.41136405899671	8	97	1
SPAC20H4.05c	3	50	1	100	3311	300	0.03	14.3088196225429	0.0151011778918756	7.20266768475933	0.014953507709668	0.19943882178972	1.9866	0.495110640267107	6.60341938945764	1	102	1
SPAC20H4.06c	0	42	16	100	1804	300	0	0	0.0232815964523282	11.1044054720399	0.00217558502762114	0.116531237016716	0	0.0392475538982854	2.10222351578156	2	98	1
SPAC20H4.07	0	65	6	100	1816	300	0	0	0.0357929515418502	17.0718295790251	0.00140311402199916	0.074718813971507	0	0.0254805506395048	1.35689366172257	3	97	1
SPAC20H4.08	6	102	50	100	875	300	0.06	28.6176392450858	0.116571428571429	55.5999848190238	0.0233155241553432	0.138803753726381	0.514705882352941	0.204010836359253	1.21453284510583	11	95	1
SPAC20H4.09	21	209	32	100	2138	300	0.21	100.1617373578	0.097754911131899	46.6252463534684	0.0624076799363846	0.160173501062807	2.14822966507177	1.3342761970399	3.42450945272282	10	111	1
SPAC20H4.10	15	287	51	100	3073	300	0.15	71.5440981127144	0.0933940774487472	44.5453002675974	0.0299366143106063	0.08970900674655	1.60609756097561	0.919952157764933	2.75675777732148	9	106	1
SPAC20H4.11c	1	12	0	100	1166	300	0.01	4.76960654084763	0.0102915951972556	4.90868597685862	0.0040448521341888	0.610617545978525	0.971666666666667	0.0471629758846414	7.1198005861096	1	100	1
SPAC212.01c	0	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.02	0	0	0	0	30	35	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.03	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC212.04c	0	5	0	0	598	35	NA	NA	0.00836120401337793	3.98796533515688	0.0190383591688732	1.16008855872718	NA	NA	NA	0	0	1
SPAC212.06c	0	0	0	20	55	0	0	0	0	0	NA	NA	NA	NA	NA	0	20	1
SPAC212.07c	0	11	2	100	690	300	0	0	0.0159420289855072	7.60372057236578	0.00843437698064696	0.473726222726494	0	0.058197201166464	3.26871093681281	1	99	1
SPAC212.08c	0	5	2	0	437	300	NA	NA	0.011441647597254	5.45721572179362	0.0190383591688732	1.16008855872718	NA	NA	NA	0	0	1
SPAC212.10	0	0	0	21	1	34	0	0	0	0	NA	NA	NA	NA	NA	0	21	1
SPAC212.11	0	0	0	0	33	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPAC21E11.03c	19	301	69	100	1258	300	0.19	90.6225242761049	0.239268680445151	114.121746327117	0.038532762366835	0.102189524779094	0.794086378737542	0.484742150574784	1.285544221721	22	97	1
SPAC21E11.04	4	24	10	100	644	300	0.04	19.0784261633905	0.0372670807453416	17.7749312081278	0.049078199710854	0.505159847093934	1.07333333333333	0.3160636061379	3.25322941528494	3	101	1
SPAC21E11.05c	3	210	12	100	2442	300	0.03	14.3088196225429	0.085995085995086	41.0162724642916	0.00365785830136429	0.0459862170917236	0.348857142857143	0.0893248997193158	1.12298342137989	8	95	1
SPAC21E11.06	50	396	217	100	1884	300	0.5	238.480327042381	0.210191082802548	100.252876336288	0.0930057334467882	0.17095931457261	2.37878787878788	1.75222801813749	3.22087348654798	26	124	0.0265991360605023
SPAC21E11.07	98	78	18	100	1032	300	0.98	467.421441003067	0.0755813953488372	36.0493517622204	0.923692833780531	1.70965725099503	12.9661538461538	9.53251004461509	17.6436628302687	13	185	4.13019930404642e-40
SPAC21E11.08	12	360	77	100	2222	300	0.12	57.2352784901715	0.162016201620162	77.2753534970812	0.0178789392677131	0.0606712532212753	0.740666666666667	0.397270030528585	1.34811524657674	15	97	1
SPAC222.03c	13	34	30	100	524	300	0.13	62.0048850310191	0.0648854961832061	30.9478287001564	0.191764702645949	0.750452209564258	2.00352941176471	1.00484704186478	3.93236957811671	6	107	1
SPAC222.04c	8	18	35	100	360	300	0.08	38.156852326781	0.05	23.8480327042381	0.177689323228589	1.07889365108109	1.6	0.639681563622919	3.88401714389192	5	103	1
SPAC222.05c	7	77	26	100	1857	300	0.07	33.3872457859334	0.0414647280560043	19.7770438150386	0.0384317325300413	0.20413067877834	1.68818181818182	0.713677273082867	3.79070670491378	4	103	1
SPAC222.06	16	114	25	100	1030	300	0.16	76.313704653562	0.110679611650485	52.789819966663	0.0801253731616241	0.242289493132514	1.44561403508772	0.825291343564729	2.4955817792649	11	105	1
SPAC222.07c	1	59	22	100	2149	300	0.01	4.76960654084763	0.0274546300604933	13.094778311308	0.000871375735237544	0.112803364965006	0.364237288135593	0.0187258645502548	2.42414431309798	2	99	1
SPAC222.08c	6	104	24	100	1081	254	0.06	28.6176392450858	0.0962072155411656	45.8870564521881	0.0228780847684139	0.136063198892447	0.623653846153846	0.247312096346555	1.47084318002735	9	97	1
SPAC222.09	30	1524	99	100	2143	300	0.3	143.088196225429	0.711152589827345	339.191804398123	0.0134688014484583	0.0285956141172248	0.421850393700787	0.288636415040461	0.612804010532127	54	76	1
SPAC222.10c	3	166	16	100	2294	300	0.03	14.3088196225429	0.0723626852659111	34.5141536957588	0.00461692452055502	0.0583308935521878	0.414578313253012	0.105912248501532	1.33811069808719	6	97	1
SPAC222.11	6	257	48	100	1177	300	0.06	28.6176392450858	0.218351741716228	104.145189549519	0.00939478768798738	0.0541872277920525	0.274785992217899	0.110576651087611	0.637783671112458	18	88	1
SPAC222.12c	56	630	235	100	1693	300	0.56	267.097966287467	0.372120496160662	177.486835247136	0.0669573363048349	0.117735032990855	1.50488888888889	1.13358770364086	1.99325410853518	42	114	1
SPAC222.13c	31	170	15	100	2403	300	0.31	147.857802766276	0.0707449022055764	33.7425348291343	0.121968225738757	0.271216435864048	4.38194117647059	2.93089646450234	6.51733095381308	8	123	1.20502840567852e-05
SPAC222.14c	8	316	47	100	2727	300	0.08	38.156852326781	0.115878254492116	55.2693680567602	0.0116601946231368	0.0525828566039768	0.690379746835443	0.317973507372941	1.43393449959045	11	97	1
SPAC222.15	2	17	14	100	758	300	0.02	9.53921308169525	0.0224274406332454	10.6970067538799	0.018791857082423	0.52761009643784	0.891764705882353	0.142442276684766	3.99928453099883	2	100	1
SPAC222.16c	1	21	12	100	1428	300	0.01	4.76960654084763	0.0147058823529412	7.01412726595239	0.00238298221596271	0.331279590579523	0.68	0.0340289860439475	4.73067255347558	1	100	1
SPAC222.17	84	62	10	100	433	300	0.84	400.646949431201	0.143187066974596	68.2945971206819	0.963971221788039	1.90555308673287	5.86645161290323	4.17399539034221	8.25104486555332	23	161	3.32270504448399e-15
SPAC222.18	9	24	12	100	655	300	0.09	42.9264588676286	0.0366412213740458	17.4764209130295	0.161981428075661	0.844558835112617	2.45625	1.06097835389558	5.53186036998764	3	106	1
SPAC222.19	6	24	28	100	352	300	0.06	28.6176392450858	0.0681818181818182	32.5200445966884	0.0917598386399533	0.642865332009817	0.88	0.322994632012636	2.26288596867456	6	100	1
SPAC227.01c	14	174	33	100	1578	300	0.14	66.7744915718668	0.110266159695817	52.592619651932	0.0447761156241238	0.141925823119938	1.26965517241379	0.706567104548674	2.23958948883263	11	103	1
SPAC227.02c	11	45	27	100	455	300	0.11	52.4656719493239	0.0989010989010989	47.1719328215699	0.119388168981433	0.488880554935943	1.11222222222222	0.543216168865522	2.22440652495854	9	102	1
SPAC227.03c	12	130	31	100	1473	300	0.12	57.2352784901715	0.088255261371351	42.0942871901012	0.0486482295574362	0.171133997429102	1.35969230769231	0.716588421381036	2.52080378213067	9	103	1
SPAC227.04	0	54	35	100	726	300	0	0	0.0743801652892562	35.4764122872964	0.00169011755890912	0.0901972480139864	0	0.0122702534776802	0.654832020581541	6	94	1
SPAC227.05	22	14	41	100	247	300	0.22	104.931343898648	0.0566801619433198	27.0342071141161	0.770746799394175	3.23292496682099	3.88142857142857	1.90374459450361	7.98532466804785	6	116	0.914960132436871
SPAC227.06	31	77	30	100	873	300	0.31	147.857802766276	0.0882016036655212	42.068694575632	0.259631104864143	0.621702041044738	3.51467532467532	2.26657954546397	5.42745881832056	10	121	0.00414617091480754
SPAC227.07c	13	315	88	100	2169	300	0.13	62.0048850310191	0.145228215767635	69.2681447840942	0.0226770830617452	0.0735307306403026	0.895142857142857	0.491865931609254	1.59488154758816	14	99	1
SPAC227.08c	7	32	58	100	757	300	0.07	33.3872457859334	0.0422721268163804	20.1621412558949	0.0881701372360453	0.517668567633244	1.6559375	0.667447938876863	3.91875105698366	4	103	1
SPAC227.09	10	52	7	100	2018	300	0.1	47.6960654084763	0.0257680872150644	12.2903637326103	0.0918589932356535	0.391347555551096	3.88076923076923	1.85371448349549	7.89739367102111	2	108	1
SPAC227.10	11	96	48	100	920	300	0.11	52.4656719493239	0.104347826086957	49.7698073827578	0.0581469937016456	0.219991347467313	1.05416666666667	0.53495234205514	2.02392039669928	10	101	1
SPAC227.11c	37	476	19	100	2906	300	0.37	176.475442011362	0.163799036476256	78.125695576169	0.0547927359415458	0.109799852689935	2.25886554621849	1.59227690646132	3.19078371916951	19	118	0.530457824698584
SPAC227.12	3	67	4	100	1511	300	0.03	14.3088196225429	0.0443414956982131	21.1491487913164	0.0112591825313352	0.147258802590987	0.676567164179104	0.170126248048475	2.22508050714982	4	99	1
SPAC227.13c	10	390	203	100	1335	300	0.1	47.6960654084763	0.292134831460674	139.336820294425	0.0129184149214667	0.0493043241547164	0.342307692307692	0.172460839201581	0.658212727465463	24	86	1
SPAC227.14	0	80	30	100	2392	300	0	0	0.0334448160535117	15.9518613406275	0.00113929585402706	0.0605494800111063	0	0.0272519568283273	1.44834356186566	3	97	1
SPAC227.15	31	333	64	100	3140	300	0.31	147.857802766276	0.106050955414013	50.5821330605815	0.063254338166679	0.136248829205232	2.92312312312312	1.98618621843372	4.27821323704428	12	119	0.0218574500145382
SPAC227.16c	34	99	10	100	897	300	0.34	162.166622388819	0.110367892976589	52.6411424240708	0.228170673741752	0.51492140661107	3.08060606060606	2.04669094346351	4.61884501730129	13	121	0.013625789609589
SPAC227.17c	15	72	65	100	815	300	0.15	71.5440981127144	0.0883435582822086	42.1364013424576	0.11462805549586	0.372921948742348	1.69791666666667	0.934218652291258	3.03931388225014	9	106	1
SPAC227.18	7	397	76	100	1503	300	0.07	33.3872457859334	0.264138389886893	125.983619209348	0.00767166627363225	0.0383803034764929	0.265012594458438	0.115305144092693	0.576855961251689	22	85	1
SPAC227.19c	8	5	31	100	31	300	0.08	38.156852326781	0.161290322580645	76.9291377556069	0.476607751876459	5.60764260108157	0.496	0.147748403081702	1.73836920633529	15	93	1
SPAC22A12.01c	2	145	6	100	2816	300	0.02	9.53921308169525	0.0514914772727273	24.5594086797907	0.00236564936265899	0.0563329958402726	0.388413793103448	0.0666166860524772	1.58633716286208	4	98	1
SPAC22A12.02c	9	3	4	100	183	300	0.09	42.9264588676286	0.0163934426229508	7.81902711614365	0.749340777220878	13.9397114907013	5.49	1.37129362231421	25.5096720279834	1	108	1
SPAC22A12.03c	2	42	25	100	1113	300	0.02	9.53921308169525	0.0377358490566038	17.9985152484816	0.00797536691687462	0.200526163723088	0.53	0.0887658337848145	2.23185620223797	3	99	1
SPAC22A12.04c	9	75	126	82	255	300	0.109756097560976	52.3493400824739	0.294117647058824	140.282545319048	0.0561859550230243	0.247463009710907	0.373170731707317	0.174724616230136	0.769549603369283	20	71	1
SPAC22A12.05	8	12	14	100	274	300	0.08	38.156852326781	0.0437956204379562	20.8887877701356	0.249642064499602	1.74637196438022	1.82666666666667	0.68401925672891	4.7850591824018	4	104	1
SPAC22A12.06c	32	281	77	100	1509	300	0.32	152.627409307124	0.186216037110669	88.8177228613773	0.0775888824164221	0.166272278235736	1.71843416370107	1.17081623566381	2.50904867857726	20	112	1
SPAC22A12.07c	32	339	52	100	2866	300	0.32	152.627409307124	0.118283321702722	56.4164904866485	0.0645351358937961	0.137343201626268	2.70536873156342	1.8495769947162	3.93625615860885	13	119	0.067350730547026
SPAC22A12.08c	27	125	16	100	1735	300	0.27	128.779376602886	0.0720461095100865	34.3631595161933	0.139294418250825	0.33286142017501	3.7476	2.41675815665182	5.77514564003642	8	119	0.00222174969632611
SPAC22A12.09c	0	144	34	100	1906	300	0	0	0.0755508919202518	36.0348028269705	0.000632158495222	0.0334689242084586	0	0.0120489409189313	0.637917695413221	7	93	1
SPAC22A12.10	1	319	107	100	4336	300	0.01	4.76960654084763	0.073570110701107	35.0900481210884	0.000163173660918847	0.0204525853956386	0.135924764890282	0.0070752099374412	0.88682410275489	6	95	1
SPAC22A12.11	38	1430	41	100	2025	300	0.38	181.24504855221	0.706172839506173	336.816659427758	0.0189820115111445	0.0370431924515713	0.538111888111888	0.384385733100676	0.75012464714432	57	81	1
SPAC22A12.12c	11	54	34	100	895	300	0.11	52.4656719493239	0.0603351955307263	28.7775143246672	0.100667806978043	0.402288691591186	1.82314814814815	0.900976872453484	3.60048378974111	6	105	1
SPAC22A12.13	29	66	25	100	734	300	0.29	138.318589684581	0.0899182561307902	42.8874702583029	0.277298282753966	0.693211129923821	3.22515151515152	2.03536939541411	5.08816969364084	10	119	0.0430995398836673
SPAC22A12.14c	38	167	27	100	1253	300	0.38	181.24504855221	0.133280127693536	63.5693768812094	0.157410405632784	0.327716220398206	2.8511377245509	1.97235238257879	4.10628424158952	16	122	0.0111399676133341
SPAC22A12.15c	16	1688	252	100	2592	300	0.16	76.313704653562	0.651234567901235	310.613265468781	0.00559547785586765	0.0158053284040183	0.245687203791469	0.14503478602409	0.409674112232155	45	71	1
SPAC22A12.16	10	292	138	100	1470	300	0.1	47.6960654084763	0.198639455782313	94.7432047569733	0.0172047395130628	0.0660502251862086	0.503424657534246	0.252909670842023	0.970938310237266	18	92	1
SPAC22A12.17c	2	61	0	100	3232	300	0.02	9.53921308169525	0.0188737623762376	9.00204204801068	0.00554834001928696	0.136229324244619	1.05967213114754	0.179322349423355	4.40293175958609	1	101	1
SPAC22E12.01	20	191	11	100	1883	119	0.2	95.3921308169525	0.101433882103027	48.3799707542165	0.0641677847990608	0.169060661962891	1.9717277486911	1.20827938776632	3.18341226476124	11	109	1
SPAC22E12.02	0	126	21	100	1962	300	0	0	0.0642201834862385	30.6305007210398	0.000722626557887521	0.0382847122909604	0	0.0141779330657532	0.751146055148642	6	94	1
SPAC22E12.03c	11	168	31	100	869	300	0.11	52.4656719493239	0.193325661680092	92.2087340463062	0.0337322345480653	0.123722877555361	0.568988095238095	0.293133118222688	1.07515180595609	17	94	1
SPAC22E12.04	0	89	17	100	1186	300	0	0	0.0750421585160202	35.7921570097335	0.00102379729694063	0.0543638405446951	0	0.0121422359417158	0.644755148860084	6	94	1
SPAC22E12.05c	29	158	39	100	1107	300	0.29	138.318589684581	0.142728093947606	68.0756850455217	0.12099174447081	0.276838368270629	2.03183544303797	1.33937861129186	3.06460073675586	16	113	1
SPAC22E12.06c	3	196	70	100	2613	300	0.03	14.3088196225429	0.075009567546881	35.7766123997755	0.00391673631880079	0.0493064277738409	0.399948979591837	0.102344320010265	1.28837695773046	7	96	1
SPAC22E12.07	2	219	73	100	2633	300	0.02	9.53921308169525	0.0831750854538549	39.6712431616267	0.00157150691355067	0.03714076505001	0.240456621004566	0.0413777770337891	0.977916343766762	7	95	1
SPAC22E12.08	21	64	54	100	1078	300	0.21	100.1617373578	0.0593692022263451	28.3167735263681	0.19432941406854	0.549533314322795	3.5371875	2.09487108365886	5.92396912839973	6	115	0.118542819666152
SPAC22E12.09c	25	353	54	100	2224	300	0.25	119.240163521191	0.158723021582734	75.7046361924106	0.046149598045979	0.107840162618801	1.57507082152974	1.02636706054257	2.39836521664213	17	108	1
SPAC22E12.10c	14	344	48	100	1998	300	0.14	66.7744915718668	0.172172172172172	82.1193518544336	0.0228980372109464	0.0709741035433172	0.813139534883721	0.45750278347471	1.41806258879548	16	98	1
SPAC22E12.11c	48	630	80	100	3447	300	0.48	228.941113960686	0.182767624020888	87.1729654985206	0.0561558524139957	0.103073235688259	2.62628571428571	1.93569223271043	3.55293443417429	22	126	0.00253028726076286
SPAC22E12.13c	34	275	108	100	1126	300	0.34	162.166622388819	0.244227353463588	116.486838253383	0.085112994138508	0.178747698816651	1.39214545454545	0.9583723139996	2.01269908867549	26	108	1
SPAC22E12.14c	10	317	39	100	3196	300	0.1	47.6960654084763	0.0991864831038799	47.3080498575938	0.0158621177008577	0.0607838195167703	1.00820189274448	0.506953281719411	1.94265087175598	9	101	1
SPAC22E12.16c	50	437	41	100	3039	300	0.5	238.480327042381	0.143797301743995	68.5856550954397	0.0844183297532451	0.154662104064695	3.47711670480549	2.56547304120112	4.70018134252608	18	132	8.70056813416567e-07
SPAC22E12.17c	21	282	135	100	2000	300	0.21	100.1617373578	0.141	67.2514522259515	0.0465188954578889	0.118010937489142	1.48936170212766	0.930377909157778	2.36021874978285	14	107	1
SPAC22E12.18	5	22	25	100	981	300	0.05	23.8480327042381	0.0224260958205912	10.6963653311568	0.0755704612119276	0.63255218317964	2.22954545454545	0.74134622448901	6.20533691699227	2	103	1
SPAC22E12.19	24	166	81	100	2234	300	0.24	114.470556980343	0.0743061772605192	35.4411229087156	0.0919410968325162	0.225564997646988	3.22987951807229	2.05396410323841	5.03912204743371	8	116	0.0582797426522527
SPAC22F3.02	6	218	10	100	2772	300	0.06	28.6176392450858	0.0786435786435786	37.5098927094077	0.011055611755284	0.0640062317226907	0.762935779816514	0.306461557856471	1.77425274335298	7	99	1
SPAC22F3.03c	0	197	30	100	4143	300	0	0	0.0475500844798455	22.6795193952928	0.000461893195907554	0.0244231087424443	0	0.01913623510645	1.01184939519947	4	96	1
SPAC22F3.04	0	3	0	100	4373	300	0	0	0.000686027898467871	0.327208315173631	0.0327971598819604	2.22593021867193	0	1.43421980163813	97.3399284625237	0	100	1
SPAC22F3.05c	22	257	29	100	5543	264	0.22	104.931343898648	0.0463647844127729	22.1141779000152	0.0539616117782374	0.134533554962227	4.74498054474708	2.9910921408677	7.45719495155624	5	117	0.000248200815663213
SPAC22F3.06c	13	392	56	100	3193	300	0.13	62.0048850310191	0.122768556216724	58.5557708741707	0.0182655066344628	0.0589429442755379	1.05890306122449	0.583217626838396	1.88204821071793	12	101	1
SPAC22F3.07c	14	26	19	100	407	300	0.14	66.7744915718668	0.0638820638820639	30.4692309734738	0.26750104808394	1.07191786828173	2.19153846153846	1.08872926570164	4.36270572390666	6	108	1
SPAC22F3.08c	7	134	58	100	1570	300	0.07	33.3872457859334	0.0853503184713376	40.708743724432	0.0224187244688596	0.11540169394835	0.820149253731343	0.351973974161095	1.81180659498909	8	99	1
SPAC22F3.09c	27	167	15	100	2443	300	0.27	128.779376602886	0.0683585755218993	32.6043508932277	0.105317607155541	0.246582266934978	3.94976047904192	2.57290914280986	6.02400478122152	8	119	0.000617214709028183
SPAC22F3.10c	14	164	59	100	2307	300	0.14	66.7744915718668	0.071087993064586	33.906175669658	0.0474428445209275	0.150790026399076	1.96939024390244	1.0945064230978	3.47872590902668	7	107	1
SPAC22F3.11c	113	37	30	100	691	300	1.13	538.965539115782	0.0535455861070912	25.5391377729902	2.0773842396646	4.50555566893227	21.1035135135135	14.3547250960824	31.133389672322	10	203	1.13224088005225e-49
SPAC22F3.12c	2	491	84	100	2622	300	0.02	9.53921308169525	0.187261632341724	89.316430646689	0.000703477031031696	0.0164899466451228	0.106802443991853	0.0184451677536511	0.43236640103512	16	86	1
SPAC22F3.13	16	351	24	100	4075	300	0.16	76.313704653562	0.0861349693251534	41.0829913088961	0.0266563429298479	0.0767542725919085	1.85754985754986	1.0862459743913	3.12773660812027	9	107	1
SPAC22F3.15	40	30	14	100	431	300	0.4	190.784261633905	0.0696055684454756	33.1991174536958	0.810923771864818	2.19676736782018	5.74666666666667	3.49508145673736	9.46806735530496	9	131	3.87381162777813e-07
SPAC22F8.02c	11	73	26	100	735	300	0.11	52.4656719493239	0.0993197278911565	47.3716023784866	0.0756404172021962	0.292659690546546	1.10753424657534	0.555957066436142	2.15104872551712	10	101	1
SPAC22F8.03c	1	0	0	100	201	300	0.01	4.76960654084763	0	0	0.0577765545925511	8.27870929775896	NA	0.116130874731028	16.6402056884955	0	101	1
SPAC22F8.04	24	558	62	100	1612	300	0.24	114.470556980343	0.346153846153846	165.101764875495	0.0279284984514273	0.0656827216875494	0.693333333333333	0.450207395037008	1.0588054736033	31	93	1
SPAC22F8.05	6	169	26	100	3200	300	0.06	28.6176392450858	0.0528125	25.1894845438515	0.0142123469435578	0.0828724664917578	1.13609467455621	0.454795102193849	2.65191892773625	5	101	1
SPAC22F8.06	10	83	21	100	793	300	0.1	47.6960654084763	0.104665825977301	49.9214808184556	0.0588563478268194	0.239361719583368	0.955421686746988	0.466730838266678	1.89813843629611	10	100	1
SPAC22F8.07c	4	60	48	100	1732	300	0.04	19.0784261633905	0.0346420323325635	16.522886400165	0.0206281308405525	0.190713393890283	1.15466666666667	0.357279226158368	3.30315598217971	3	101	1
SPAC22F8.08	40	787	45	100	2855	300	0.4	190.784261633905	0.275656742556918	131.477420232822	0.0364871091375476	0.0705255651959797	1.45108005082592	1.04170696587698	2.01350488634522	30	110	1
SPAC22F8.09	11	118	56	100	1272	300	0.11	52.4656719493239	0.0927672955974843	44.2463499858506	0.0476155886502217	0.177746335577671	1.18576271186441	0.605670287630821	2.26093338854797	9	102	1
SPAC22F8.10c	14	106	6	100	1706	300	0.14	66.7744915718668	0.0621336459554514	29.6353044155831	0.0724841963746252	0.236386638666881	2.25320754716981	1.23658039015111	4.032756055657	6	108	1
SPAC22F8.11	9	470	23	100	3785	300	0.09	42.9264588676286	0.124174372523118	59.2262899391911	0.00928213393866048	0.0380582769786052	0.724787234042553	0.351328769578299	1.44050578364021	12	97	1
SPAC22F8.12c	1	219	2	100	3227	300	0.01	4.76960654084763	0.0678648899907034	32.3688823193564	0.000237375395022207	0.0298530495755397	0.147351598173516	0.00766010399736662	0.963357909802667	6	95	1
SPAC22G7.01c	4	232	76	100	2181	300	0.04	19.0784261633905	0.106373223292068	50.7358421584892	0.0054730736156454	0.0479058025450732	0.376034482758621	0.119367735557226	1.04482555350805	9	95	1
SPAC22G7.02	9	316	92	100	3254	300	0.09	42.9264588676286	0.0971112476951444	46.3182442196635	0.0137604363307114	0.0568025076383548	0.926772151898734	0.447764598201348	1.84835359855206	9	100	1
SPAC22G7.03	63	17	12	100	632	300	0.63	300.4852120734	0.0268987341772152	12.8296378472167	2.11469805355269	6.57222245984897	23.4211764705882	13.364891698453	41.5364459462455	4	159	7.51502454655503e-30
SPAC22G7.04	6	243	51	100	3582	300	0.06	28.6176392450858	0.0678391959798995	32.3566272871573	0.0099302952419378	0.0573452210549935	0.884444444444444	0.355703175566212	2.05410581818987	6	100	1
SPAC22G7.05	28	121	11	100	1801	300	0.28	133.548983143734	0.0671848972792893	32.0445525509474	0.150059823454767	0.354772077320112	4.16760330578512	2.70257742042035	6.38944511253521	8	120	0.000217485726296053
SPAC22G7.06c	24	3133	71	100	6746	300	0.24	114.470556980343	0.464423361992292	221.511670508088	0.00501163066844143	0.0116090833656148	0.516769869135014	0.338084604893059	0.783148763844375	39	85	1
SPAC22G7.07c	0	35	26	100	2098	300	0	0	0.0166825548141087	7.95692225594218	0.00261349347422073	0.140450384980723	0	0.0548310930891509	2.94664907689556	1	99	1
SPAC22G7.08	4	132	54	100	2163	300	0.04	19.0784261633905	0.0610263522884882	29.1071689039245	0.00955382413190187	0.0848523850416885	0.655454545454545	0.206649215973037	1.83535708845172	5	99	1
SPAC22G7.09c	2	129	38	100	1558	300	0.02	9.53921308169525	0.082798459563543	39.4916074306382	0.00265583200912797	0.0634183191260096	0.241550387596899	0.0413778627022138	0.98805741198323	7	95	1
SPAC22G7.10	13	175	44	100	1816	300	0.13	62.0048850310191	0.0963656387665198	45.9626180973752	0.040434079594185	0.133668864574413	1.34902857142857	0.734282885430399	2.42742658067134	9	104	1
SPAC22G7.11c	5	27	18	100	459	300	0.05	23.8480327042381	0.0588235294117647	28.0565090638096	0.0626901490871644	0.504810555526247	0.85	0.287747784310084	2.31708044986547	5	100	1
SPAC22H10.02	9	145	35	100	997	300	0.09	42.9264588676286	0.14543630892678	69.3673970333907	0.0296397690700887	0.125334227805958	0.618827586206897	0.295508497628785	1.2495822512254	13	96	1
SPAC22H10.03c	8	436	34	100	3300	300	0.08	38.156852326781	0.132121212121212	63.016619751805	0.00847301153917406	0.0380050305493934	0.605504587155963	0.279609380792744	1.25416600812998	12	96	1
SPAC22H10.04	1	96	19	100	1655	300	0.01	4.76960654084763	0.0580060422960725	27.6665998744031	0.000538670895318782	0.0686779297793512	0.172395833333333	0.00891500331752584	1.13661973784826	5	96	1
SPAC22H10.05c	2	147	20	100	2428	300	0.02	9.53921308169525	0.0605436573311367	28.8769424013427	0.0023337751312851	0.0555571062879663	0.330340136054422	0.0566640601876023	1.34892654067182	5	97	1
SPAC22H10.06c	1	1	3	100	81	300	0.01	4.76960654084763	0.0123456790123457	5.88840313684892	0.027408528703162	36.4849938072245	0.81	0.0222009082495612	29.5528449838518	1	100	1
