V4	CDK9as_dis2ts_DMSO_18Cr1_pr_counts	CDK9as_dis2ts_DMSO_18Cr1gb_counts	CDK9as_dis2ts_DMSO_18Cr1term_counts	CDK9as_dis2ts_DMSO_18Cr1pr_map	CDK9as_dis2ts_DMSO_18Cr1gb_map	CDK9as_dis2ts_DMSO_18Cr1term_map	CDK9as_dis2ts_DMSO_18Cr1pr_density	CDK9as_dis2ts_DMSO_18Cr1pr_densityRPKM	CDK9as_dis2ts_DMSO_18Cr1gb_density	CDK9as_dis2ts_DMSO_18Cr1gb_densityRPKM	CDK9as_dis2ts_DMSO_18Cr1pause_index_CI_low	CDK9as_dis2ts_DMSO_18Cr1pause_index_CI_high	CDK9as_dis2ts_DMSO_18Cr1pause_index_scaled	CDK9as_dis2ts_DMSO_18Cr1pause_index_CI_low_scaled	CDK9as_dis2ts_DMSO_18Cr1pause_index_CI_high_scaled	CDK9as_dis2ts_DMSO_18Cr1_ExpPR	CDK9as_dis2ts_DMSO_18Cr1_ExpGB	CDK9as_dis2ts_DMSO_18Cr1Fexact_Pval
SPAC1071.07c	51	81	53	100	468	300	0.51	220.756762840144	0.173076923076923	74.9174534525375	0.436985555600809	0.906011636409995	2.94666666666667	2.04509240021179	4.24013445839878	22	129	0.00275594527039348
SPAC1071.08	11	46	36	100	320	300	0.11	47.614203749835	0.14375	62.2231071730798	0.116970780454063	0.477470088958952	0.765217391304348	0.374306497453002	1.52790428466865	13	98	1
SPAC1071.09c	150	157	91	100	2232	300	1.5	649.284596588659	0.0703405017921147	30.447336219958	0.759220721904932	1.20226550043573	21.3248407643312	16.9458065129181	26.8345659697254	16	234	1.54291133329193e-85
SPAC1071.10c	99	6077	356	100	4273	300	0.99	428.527833748515	1.42218581792652	615.602230044353	0.0132860336432651	0.0199553389393593	0.696111568207997	0.567712217576717	0.852691632878823	116	83	1
SPAC1071.11	13	331	56	100	2136	300	0.13	56.2713317043504	0.154962546816479	67.0765297973927	0.0215933679205586	0.0699343472405203	0.838912386706949	0.461234338783132	1.49379765705751	15	98	1
SPAC1071.12c	5	15	10	100	736	300	0.05	21.6428198862886	0.0203804347826087	8.82180158408504	0.106112211331668	0.976735634575153	2.45333333333333	0.780985875401077	7.18877427047312	2	103	1
SPAC1071.13	2	325	29	100	3378	300	0.02	8.65712795451545	0.096210775606868	41.6454497515915	0.00106120983472467	0.024959602734881	0.207876923076923	0.0358476682169993	0.843135380384281	8	94	1
SPAC1093.01	53	2049	218	100	5223	300	0.53	229.413890794659	0.392303273980471	169.810981991213	0.0194943240351	0.0342328155737927	1.35099560761347	1.01818854435327	1.78797995741919	43	110	1
SPAC1093.02	51	169	47	100	992	300	0.51	220.756762840144	0.170362903225806	73.742672596427	0.217878537696128	0.41705638054776	2.99360946745562	2.16135509394559	4.13719929503378	21	130	0.00023722771864243
SPAC1093.03	17	159	16	100	3353	300	0.17	73.5855876133813	0.0474202206978825	20.5261459106465	0.062645573153695	0.180012945347489	3.58496855345912	2.10050606784339	6.03583405750131	5	112	0.234394760912167
SPAC1093.04c	3	226	14	100	4949	300	0.03	12.9856919317732	0.0456657910689028	19.766729821383	0.00340095844536514	0.0427000713555516	0.656946902654867	0.168313433461121	2.11322653138625	4	99	1
SPAC1093.05	19	205	37	100	2479	300	0.19	82.2427155678968	0.0826946349334409	35.7949017885371	0.056188072013575	0.151115959940329	2.29760975609756	1.39290230521653	3.74616464692075	9	110	1
SPAC1093.06c	1	853	19	100	12942	300	0.01	4.32856397725772	0.0659094421264101	28.5293236949532	6.11310591211888e-05	0.00762719085789303	0.151723329425557	0.00791158167146425	0.987111040828516	6	95	1
SPAC1093.07	0	140	33	100	1791	300	0	0	0.0781686208821887	33.8357876502558	0.000650248906709307	0.0344313879887212	0	0.0116459579191637	0.616666158877997	7	93	1
SPAC10F6.01c	46	2255	135	100	4905	300	0.46	199.113942953855	0.45973496432212	198.99922056506	0.0150579077535963	0.0275467778294568	1.00057649667406	0.738590375313899	1.35116945253485	45	101	1
SPAC10F6.02c	8	193	26	100	3591	300	0.08	34.6285118180618	0.0537454747981064	23.2640726151696	0.018977192079038	0.0866461712382848	1.48849740932642	0.681470967558255	3.11146400916681	5	103	1
SPAC10F6.03c	74	825	83	100	2113	300	0.74	320.313734317072	0.390440132513015	169.004509287157	0.0701782332880971	0.114472863944443	1.89529696969697	1.48286606937749	2.41881161514607	48	126	0.350876988819107
SPAC10F6.04	1	172	12	100	2665	300	0.01	4.32856397725772	0.0645403377110694	27.9366980896183	0.000301899928869576	0.0380788428638629	0.154941860465116	0.00804563310437421	1.01480116232195	6	95	1
SPAC10F6.05c	2	87	38	100	2025	300	0.02	8.65712795451545	0.042962962962963	18.5967933837739	0.00391713594548977	0.0946738947225559	0.46551724137931	0.0793220028961678	1.91714636813176	4	98	1
SPAC10F6.06	65	618	301	100	890	300	0.65	281.356658521752	0.69438202247191	300.567700892727	0.0807507599740305	0.136747651892085	0.936084142394822	0.718681763768871	1.21705410183956	67	98	1
SPAC10F6.07c	6	61	26	100	366	300	0.06	25.9713838635464	0.166666666666667	72.1427329542954	0.0383475594601961	0.236355971349353	0.36	0.140352067624318	0.865062855138631	15	91	1
SPAC10F6.08c	38	91	16	100	983	300	0.38	164.485431135794	0.0925737538148525	40.0711416002495	0.280894371790256	0.618929510756413	4.10483516483516	2.76119167469822	6.08407709073554	11	127	1.16354408117698e-05
SPAC10F6.09c	14	381	69	100	3689	300	0.14	60.5998956816081	0.103280021686094	44.7054181440822	0.0206971276040519	0.0640083887682731	1.35553805774278	0.763517037313476	2.3612694616616	10	104	1
SPAC10F6.10	1	73	27	100	1670	300	0.01	4.32856397725772	0.0437125748502994	18.9212676850188	0.00070630988113022	0.0907439548387139	0.228767123287671	0.0117953750148747	1.51542404580652	4	97	1
SPAC10F6.11c	11	203	21	100	2545	300	0.11	47.614203749835	0.0797642436149312	34.5264631584801	0.0280148359684508	0.102012936632037	1.37906403940887	0.712977575397074	2.59622923728533	8	103	1
SPAC10F6.12c	47	116	25	100	987	300	0.47	203.442506931113	0.117527862208713	50.8726870680746	0.284562658573665	0.575628648795871	3.99905172413793	2.80863344012207	5.68145476361525	15	132	6.08858828431921e-07
SPAC10F6.13c	60	425	51	100	1199	300	0.6	259.713838635464	0.354462051709758	153.431166833572	0.106699455868844	0.186423329212685	1.69270588235294	1.27932647586744	2.23521571726009	41	119	1
SPAC10F6.14c	3	108	73	100	1579	300	0.03	12.9856919317732	0.0683977200759975	29.606390724752	0.00705542026377023	0.0902715162179864	0.438611111111111	0.111405085964932	1.425387241082	6	97	1
SPAC10F6.15	1	11	2	100	1234	300	0.01	4.32856397725772	0.00891410048622366	3.85852542543233	0.00438460787950623	0.673532041142035	1.12181818181818	0.0541060612331069	8.31138538769271	0	101	1
SPAC10F6.16	18	159	81	100	1061	300	0.18	77.9141515906391	0.14985862393968	64.8672641266709	0.067304995784848	0.188063235396677	1.2011320754717	0.714106005277238	1.99535092755874	15	103	1
SPAC10F6.17c	11	103	17	100	1801	300	0.11	47.614203749835	0.0571904497501388	24.7552520631619	0.0543238383200196	0.204527084048023	1.92339805825243	0.978372328143554	3.68353278370489	6	105	1
SPAC110.01	0	1815	160	100	5792	300	0	0	0.313363259668508	135.641291759716	5.00834314477157e-05	0.00264002693958864	0	0.00290083234945169	0.152910360340974	23	77	1
SPAC110.02	55	290	119	100	3853	300	0.55	238.071018749175	0.0752660264728783	32.5793810901827	0.140615176032955	0.255240588202011	7.30741379310345	5.41790273254976	9.8344198634235	10	145	1.99603994986954e-19
SPAC110.03	24	447	88	100	1448	300	0.24	103.885535454185	0.308701657458564	133.623487419489	0.0347857127724892	0.0821813469169028	0.77744966442953	0.503697120945643	1.18998590335675	29	95	1
SPAC110.04c	23	862	68	100	2755	300	0.23	99.5569714769277	0.312885662431942	135.434560740332	0.0172167097590911	0.0409787335821663	0.735092807424594	0.47432035386296	1.12896411018868	29	94	1
SPAC110.05	5	106	56	100	1707	300	0.05	21.6428198862886	0.0620972466315173	26.8791904856074	0.0169845688208862	0.119910123400251	0.805188679245283	0.289926589772527	2.04686580644228	6	99	1
SPAC1142.01	57	185	9	100	1904	300	0.57	246.72814670369	0.0971638655462185	42.0580008294474	0.226378178912702	0.418569198917093	5.86637837837838	4.31024052649785	7.96955754738144	13	144	3.17670096085412e-15
SPAC1142.02c	40	245	107	100	1080	300	0.4	173.142559090309	0.226851851851852	98.1942754100132	0.115159083070677	0.230635382034881	1.76326530612245	1.24371809716331	2.49086212597671	25	115	1
SPAC1142.03c	1	144	82	100	2243	300	0.01	4.32856397725772	0.0641997325011146	27.7892649453907	0.000360235886919618	0.0455570880571013	0.155763888888889	0.00808009094360704	1.02184548512078	6	95	1
SPAC1142.04	2	229	39	100	2169	300	0.02	8.65712795451545	0.105578607653296	45.7003757857086	0.00150331001477486	0.0355060476572582	0.18943231441048	0.0326067942204667	0.770126173685931	9	93	1
SPAC1142.05	33	304	118	100	969	300	0.33	142.842611249505	0.313725490196078	135.798085561027	0.0744840142255766	0.157414518069063	1.051875	0.721750097845837	1.52534668008923	31	102	1
SPAC1142.06	38	389	35	100	1508	300	0.38	164.485431135794	0.257957559681698	111.658580049951	0.0689696714878281	0.137797360592898	1.47311053984576	1.04006264603645	2.0779841977409	28	110	1
SPAC1142.07c	4	51	13	100	1016	300	0.04	17.3142559090309	0.0501968503937008	21.7280278385968	0.0241237669762059	0.225917332967356	0.796862745098039	0.245097472478251	2.29532010294834	4	100	1
SPAC1142.08	11	250	38	100	2324	300	0.11	47.614203749835	0.107573149741824	46.5637260892612	0.0228208613114814	0.0825570780332042	1.02256	0.530356816878829	1.91862649349167	10	101	1
SPAC1142.09	14	0	69	100	3	300	0.14	60.5998956816081	0	0	2.73664002250723	151.573220438496	NA	0.0820992006752169	4.54719661315487	0	114	1
SPAC11D3.01c	59	6	35	100	130	300	0.59	255.385274658206	0.0461538461538462	19.9779875873433	4.08596154902113	25.2570611856046	12.7833333333333	5.31175001372747	32.8341795412859	7	152	6.2646796893902e-09
SPAC11D3.02c	19	102	37	100	450	300	0.19	82.2427155678968	0.226666666666667	98.1141168178418	0.110551922286504	0.310473294519074	0.838235294117647	0.497483650289268	1.39712982533583	21	98	1
SPAC11D3.03c	6	146	21	100	1284	300	0.06	25.9713838635464	0.113707165109034	49.2188738847062	0.0164120026983579	0.0961779870988927	0.527671232876712	0.210730114646916	1.23492535434978	10	96	1
SPAC11D3.04c	0	46	8	100	1836	300	0	0	0.0250544662309368	10.8449859996653	0.00198548220405956	0.106196341353302	0	0.0364534532665335	1.94976482724663	2	98	1
SPAC11D3.05	16	424	47	100	1753	300	0.16	69.2570236361236	0.24187107815174	104.695443602811	0.0221119586936949	0.0634057798964214	0.661509433962264	0.387622635900472	1.11150332158427	22	94	1
SPAC11D3.06	6	300	18	100	1521	300	0.06	25.9713838635464	0.19723865877712	85.3760153305271	0.00805982777065333	0.0463476753886641	0.3042	0.122589980391637	0.704948142661581	17	89	1
SPAC11D3.07c	50	775	21	100	4030	300	0.5	216.428198862886	0.192307692307692	83.2416149472639	0.0479361015842048	0.0865925223868573	2.6	1.93182489384346	3.48967865219035	24	126	0.00195652059434994
SPAC11D3.08c	8	517	127	100	3214	300	0.08	34.6285118180618	0.160858742999378	69.6287360374065	0.00715322318004387	0.032013969076204	0.497330754352031	0.22990459300661	1.0289289661092	14	94	1
SPAC11D3.09	0	81	12	100	1729	300	0	0	0.0468478889531521	20.2784084533184	0.00112519171100525	0.059793543622105	0	0.0194545646832809	1.0338303692262	4	96	1
SPAC11D3.10	1	137	1	100	4126	300	0.01	4.32856397725772	0.0332040717401842	14.3725948832843	0.000378521250794351	0.0479092728317716	0.301167883211679	0.0156177868077749	1.9767365970389	3	98	1
SPAC11D3.11c	4	139	29	100	2151	300	0.04	17.3142559090309	0.0646211064621107	27.9716593602429	0.00907991791802302	0.0805065197273681	0.618992805755396	0.195309034416675	1.73169523933569	6	98	1
SPAC11D3.13	1	17	14	100	920	300	0.01	4.32856397725772	0.0184782608695652	7.9984334362371	0.0029153350293855	0.415929044001673	0.541176470588235	0.0268210822703466	3.82654720481539	1	100	1
SPAC11D3.14c	4	1029	36	100	4308	300	0.04	17.3142559090309	0.238857938718663	103.391186921964	0.00124269156008876	0.0107154477822908	0.167463556851312	0.0535351524086237	0.461621490461086	20	84	1
SPAC11D3.15	12	860	32	100	3921	300	0.12	51.9427677270927	0.219331803111451	94.9391742015211	0.00752842669285009	0.0252417784756267	0.547116279069767	0.295189610626652	0.989730134029324	20	92	1
SPAC11D3.16c	24	208	90	100	945	300	0.24	103.885535454185	0.22010582010582	95.2742124094822	0.0738102906746509	0.178929991726177	1.09038461538462	0.697507246875451	1.69088842181238	22	102	1
SPAC11D3.17	0	428	121	100	3291	300	0	0	0.130051656031601	56.2936913481102	0.000212470825725836	0.0112135697590694	0	0.00699241487463725	0.369038580770973	11	89	1
SPAC11D3.18c	6	201	18	100	2031	300	0.06	25.9713838635464	0.0989660265878877	42.8380777660661	0.0119786762948187	0.069495260559236	0.606268656716418	0.243286915547768	1.41144874195808	9	97	1
SPAC11D3.19	15	126	4	100	1210	300	0.15	64.9284596588659	0.104132231404959	45.074302573097	0.0670021002752793	0.208102512759524	1.44047619047619	0.81072541333088	2.51804040439024	10	105	1
SPAC11E3.01c	13	462	37	100	3812	300	0.13	56.2713317043504	0.121196222455404	52.4605602700175	0.0155206594499516	0.0499362839559237	1.07264069264069	0.591647538232156	1.90357114439981	12	101	1
SPAC11E3.02c	5	384	41	100	3850	300	0.05	21.6428198862886	0.0997402597402597	43.1732095394017	0.00476415206487483	0.0325186587791865	0.501302083333333	0.183419854497681	1.25196836299868	9	96	1
SPAC11E3.03	3	11	22	100	987	300	0.03	12.9856919317732	0.011144883485309	4.82413411852431	0.060516818949439	1.0484994078404	2.69181818181818	0.597301003030963	10.3486891553848	1	102	1
SPAC11E3.04c	6	62	30	100	714	300	0.06	25.9713838635464	0.0868347338935574	37.5869701106413	0.037753824816887	0.232375224760094	0.690967741935484	0.269562309192573	1.65915910478707	8	98	1
SPAC11E3.05	11	247	25	100	3997	300	0.11	47.614203749835	0.0617963472604453	26.7489442677673	0.0230941562339006	0.0835745295966566	1.78004048582996	0.923073424669006	3.34047394797837	6	105	1
SPAC11E3.06	13	50	24	100	1847	300	0.13	56.2713317043504	0.0270709258256632	11.7178234359982	0.134533979073187	0.493507414430244	4.8022	2.48484259348177	9.11508194452661	2	111	0.179457545750204
SPAC11E3.07	87	166	64	100	1208	300	0.87	376.585066021422	0.137417218543046	59.4819222040383	0.400958047908017	0.684553506904738	6.3310843373494	4.84357321872884	8.26940636340924	22	165	2.31933927121106e-22
SPAC11E3.08c	5	73	11	100	1531	300	0.05	21.6428198862886	0.0476812540822992	20.6391358811113	0.0244209626132942	0.176037100928082	1.0486301369863	0.373884937609534	2.69512801520894	4	101	1
SPAC11E3.09	1	37	15	100	1333	300	0.01	4.32856397725772	0.0277569392348087	12.0147687290725	0.0013771155727744	0.182508731776351	0.36027027027027	0.0183569505850827	2.43284139457876	2	99	1
SPAC11E3.10	6	180	26	100	1069	300	0.06	25.9713838635464	0.168381665107577	72.8850810015333	0.0133562200712335	0.0777293312257662	0.356333333333333	0.142777992561486	0.83092655080344	15	91	1
SPAC11E3.11c	6	431	30	100	3255	300	0.06	25.9713838635464	0.132411674347158	57.315240374749	0.00562485930214026	0.0321686710132991	0.453132250580046	0.183089170284666	1.04709024148289	12	94	1
SPAC11E3.12	4	65	0	100	2724	300	0.04	17.3142559090309	0.0238619676945668	10.3288053789189	0.0190912767814767	0.175514893112383	1.67630769230769	0.520046379527425	4.78102568838131	2	102	1
SPAC11E3.13c	64	930	173	100	2103	300	0.64	277.028094544494	0.442225392296719	191.420090292424	0.0529601941726031	0.0892532772741696	1.44722580645161	1.11375288344984	1.87699642107579	50	114	1
SPAC11E3.14	10	313	35	100	2681	300	0.1	43.2856397725772	0.11674748228273	50.5348946244561	0.0160626768657021	0.0615692867736204	0.856549520766773	0.430640366769474	1.65067257840076	11	99	1
