V4	ePRO_Cdk9as_5min_r1_pr_counts	ePRO_Cdk9as_5min_r1gb_counts	ePRO_Cdk9as_5min_r1term_counts	ePRO_Cdk9as_5min_r1pr_map	ePRO_Cdk9as_5min_r1gb_map	ePRO_Cdk9as_5min_r1term_map	ePRO_Cdk9as_5min_r1pr_density	ePRO_Cdk9as_5min_r1pr_densityRPKM	ePRO_Cdk9as_5min_r1gb_density	ePRO_Cdk9as_5min_r1gb_densityRPKM	ePRO_Cdk9as_5min_r1pause_index_CI_low	ePRO_Cdk9as_5min_r1pause_index_CI_high	ePRO_Cdk9as_5min_r1pause_index_scaled	ePRO_Cdk9as_5min_r1pause_index_CI_low_scaled	ePRO_Cdk9as_5min_r1pause_index_CI_high_scaled	ePRO_Cdk9as_5min_r1_ExpPR	ePRO_Cdk9as_5min_r1_ExpGB	ePRO_Cdk9as_5min_r1Fexact_Pval
SPAC1071.04c	2	20	52	100	331	300	0.02	7.11051445994221	0.0604229607250755	21.4819167974085	0.0161614422706158	0.441429443740588	0.331	0.0534943739157381	1.46113145878135	5	97	1
SPAC1071.05	5	254	96	100	1458	300	0.05	17.7762861498555	0.174211248285322	61.9365800008683	0.00717983789397019	0.0493331627639865	0.287007874015748	0.104682036494085	0.719277513098923	15	90	1
SPAC1071.06	54	162	8	100	1678	300	0.54	191.98389041844	0.0965435041716329	34.3236991212943	0.242023894323967	0.458194713013622	5.59333333333333	4.06116094675617	7.68850728436858	13	141	1.61228876951866e-13
SPAC1071.07c	155	184	234	100	468	300	1.55	551.064870645521	0.393162393162393	139.779344084334	0.676521913059705	1.0488120156598	3.94239130434783	3.16612255311942	4.90844023328787	71	184	1.16732853496324e-15
SPAC1071.08	6	79	146	100	320	300	0.06	21.3315433798266	0.246875	87.7704128649116	0.0298875467795529	0.180636825558078	0.243037974683544	0.0956401496945694	0.578037841785849	20	86	1
SPAC1071.09c	173	148	215	100	2232	300	1.73	615.059500785001	0.0663082437275986	23.5742862919231	0.933183744080746	1.46436450304003	26.0902702702703	20.8286611678823	32.6846157078534	16	257	2.01792071979695e-104
SPAC1071.10c	102	10136	342	100	4273	300	1.02	362.636237457052	2.37210390826117	843.343957008825	0.0082376223992585	0.0122813389923008	0.429998026835043	0.351993605120316	0.524781615141013	142	60	1
SPAC1071.11	5	319	5	100	2136	300	0.05	17.7762861498555	0.14934456928839	53.0958359719467	0.0057277056677964	0.0391989332200146	0.334796238244514	0.122343793064131	0.837289213579511	13	92	1
SPAC1071.12c	4	58	4	100	736	300	0.04	14.2210289198844	0.078804347826087	28.0169727361853	0.0213144671287785	0.197555404582638	0.507586206896552	0.15687447806781	1.45400777772821	7	97	1
SPAC1071.13	2	481	11	100	3378	300	0.02	7.11051445994221	0.142391947898165	50.6240002254618	0.000718058771377345	0.0168340673147959	0.14045738045738	0.0242560252971267	0.568654793893806	12	90	1
SPAC1093.01	27	1246	15	100	5223	300	0.27	95.9919452092198	0.238560214436148	84.8142927157571	0.0145033099266432	0.0321460806811798	1.13178972712681	0.757507877468576	1.67898979397802	24	103	1
SPAC1093.02	71	278	51	100	992	300	0.71	252.423263327948	0.280241935483871	99.6332167270127	0.195074035653598	0.333901941443477	2.53352517985612	1.93513443368369	3.31230725911929	37	134	0.000459490376222816
SPAC1093.03	12	278	7	100	3353	300	0.12	42.6630867596532	0.0829108261258574	29.4769314026832	0.0230840019784382	0.0788108500790594	1.4473381294964	0.774006586337034	2.64252780315086	8	104	1
SPAC1093.04c	8	186	2	100	4949	300	0.08	28.4420578397688	0.0375833501717519	13.3618477424657	0.0196800305659984	0.0899624406523982	2.12860215053763	0.973964712711261	4.45224118788719	3	105	1
SPAC1093.05	14	399	42	100	2479	300	0.14	49.7736012195954	0.160951996772892	57.2225750205111	0.0197725677696169	0.0610914596366113	0.869824561403509	0.490161955008803	1.51445728439159	15	99	1
SPAC1093.06c	0	464	5	100	12942	300	0	0	0.0358522639468397	12.7464020607834	0.000195978120624522	0.0103418517106205	0	0.0253634883712257	1.3384424483885	3	97	1
SPAC1093.07	0	59	1	100	1791	300	0	0	0.0329424902289224	11.7119026559629	0.00154634432682249	0.0824350588536129	0	0.0276950268933909	1.47641190406821	3	97	1
SPAC10F6.01c	57	3203	33	100	4905	300	0.57	202.649662108353	0.653007135575943	232.160833997909	0.0135679453714086	0.0232871637804709	0.872884795504215	0.665507720467594	1.1422353834321	62	95	1
SPAC10F6.02c	4	341	10	100	3591	300	0.04	14.2210289198844	0.0949596212754107	33.7605880094722	0.00373443098690641	0.0324862365890507	0.421231671554252	0.134103416739809	1.16658075591281	9	95	1
SPAC10F6.03c	48	1151	83	100	2113	300	0.48	170.652347038613	0.544723142451491	193.663089053324	0.0308916304797449	0.0561312838089145	0.88118158123371	0.652740152037011	1.18605402688236	52	96	1
SPAC10F6.04	0	170	0	100	2665	300	0	0	0.0637898686679174	22.6789391780521	0.000535348784141332	0.0283228022488608	0	0.0142670450973665	0.75480267993214	5	95	1
SPAC10F6.05c	0	190	79	100	2025	300	0	0	0.0938271604938272	33.3579690713338	0.00047893025154732	0.025327207919479	0	0.00969833759383324	0.512875960369449	8	92	1
SPAC10F6.06	48	685	210	100	890	300	0.48	170.652347038613	0.769662921348315	273.634966576428	0.051692706582114	0.0947124221595669	0.623649635036496	0.460065088580815	0.842940557220146	64	84	1
SPAC10F6.07c	2	15	2	100	366	300	0.02	7.11051445994221	0.040983606557377	14.5707263523406	0.0210791526483131	0.606412790019809	0.488	0.077149698692826	2.2194708114725	4	98	1
SPAC10F6.08c	32	111	26	100	983	300	0.32	113.768231359075	0.112919633774161	40.1458344381274	0.190713481322288	0.4338218771743	2.83387387387387	1.87471352139809	4.26446905262336	13	119	0.0804379055618337
SPAC10F6.09c	7	451	60	100	3689	300	0.07	24.8868006097977	0.122255353754405	43.4649230338023	0.00675882511946557	0.0337542359829773	0.572572062084257	0.249333058657085	1.24519376541203	11	96	1
SPAC10F6.10	3	174	22	100	1670	300	0.03	10.6657716899133	0.104191616766467	37.042799881136	0.00440684336367598	0.0556164253145262	0.287931034482759	0.0735942841733889	0.928794302752587	9	94	1
SPAC10F6.11c	1	170	1	100	2545	300	0.01	3.5552572299711	0.0667976424361493	23.7482801216144	0.000305432875687845	0.0385306199161595	0.149705882352941	0.00777326668625566	0.980604276866259	6	95	1
SPAC10F6.12c	14	66	5	100	987	300	0.14	49.7736012195954	0.0668693009118541	23.7737565529983	0.114000417119971	0.388109971496201	2.09363636363636	1.12518411697412	3.8306454186675	7	107	1
SPAC10F6.13c	33	777	58	100	1199	300	0.33	117.323488589046	0.648040033361134	230.394901391789	0.0294818638845853	0.060865152615116	0.509227799227799	0.353487547976177	0.729773179855241	52	81	1
SPAC10F6.14c	23	151	56	100	1579	300	0.23	81.7709162893354	0.0956301456618113	33.9989766767344	0.0957181080817039	0.240367980010634	2.40509933774834	1.5113889266101	3.79541040436791	10	113	1
SPAC10F6.15	0	5	0	100	1234	300	0	0	0.00405186385737439	1.44054182737889	0.0190383591688732	1.16008855872718	0	0.234933352143895	14.3154928146934	0	100	1
SPAC10F6.16	10	298	142	100	1061	300	0.1	35.552572299711	0.280867106503299	99.8554811056917	0.0168621936056538	0.0647047674125261	0.356040268456376	0.178907874155987	0.686517582246902	24	86	1
SPAC10F6.17c	6	269	13	100	1801	300	0.06	21.3315433798266	0.149361465852304	53.1018431350487	0.00897972017280236	0.0517447103569054	0.401710037174721	0.161724760312171	0.931922233527866	13	93	1
SPAC110.01	0	2146	47	100	5792	300	0	0	0.370511049723757	131.726208831457	4.23577407041397e-05	0.0022326561522208	0	0.00245336034158377	0.129315444336629	27	73	1
SPAC110.02	21	368	51	100	3853	300	0.21	74.6604018293932	0.0955099922138593	33.9562590352807	0.0357862765175248	0.0900724536964543	2.19872282608696	1.37884523422023	3.47049164092438	10	111	1
SPAC110.03	11	548	29	100	1448	300	0.11	39.1078295296821	0.378453038674033	134.549790195039	0.0104901057772416	0.0373653641487207	0.290656934306569	0.151896731654458	0.541050472873476	30	81	1
SPAC110.04c	3	2031	125	100	2755	300	0.03	10.6657716899133	0.737205081669691	262.095369657761	0.000381142789033507	0.00471200968083435	0.0406942392909897	0.0105004838378731	0.129815866706986	43	60	1
SPAC110.05	1	38	32	100	1707	300	0.01	3.5552572299711	0.0222612770943175	7.91445663379624	0.0013417190345932	0.177523570277566	0.449210526315789	0.0229031439205059	3.03032734463805	2	99	1
SPAC1142.01	43	358	2	100	1904	300	0.43	152.876060888757	0.188025210084034	66.8477987568096	0.0863741768067585	0.166471773917483	2.28692737430168	1.64456432640068	3.16962257538887	22	121	0.190119568206543
SPAC1142.02c	70	612	70	100	1080	300	0.7	248.868006097977	0.566666666666667	201.464576365029	0.0885956834754967	0.147429545130247	1.23529411764706	0.956833381535365	1.59223908740667	61	109	1
SPAC1142.03c	2	277	157	100	2243	300	0.02	7.11051445994221	0.123495318769505	43.9057624922869	0.00124415285105314	0.0293130900202371	0.161949458483755	0.0279063484491219	0.657492609153919	11	91	1
SPAC1142.04	5	728	38	100	2169	300	0.05	17.7762861498555	0.335638543107423	119.328135703963	0.00252030848044797	0.0170976551726535	0.14896978021978	0.0546654909409164	0.370848140694855	26	79	1
SPAC1142.05	15	284	136	100	969	300	0.15	53.3288584495665	0.293085655314757	104.199489505861	0.0302483848065792	0.0906704989290993	0.511795774647887	0.293106848775752	0.878597134622972	26	89	1
SPAC1142.06	42	228	28	100	1508	300	0.42	149.320803658786	0.151193633952255	53.7532260234358	0.130670602047055	0.258834233742029	2.7778947368421	1.97051267886959	3.9032202448298	18	124	0.00555835964087646
SPAC1142.07c	1	100	22	100	1016	300	0.01	3.5552572299711	0.0984251968503937	34.9926892713691	0.000517317400909555	0.0658912839752478	0.1016	0.00525594479324108	0.669455445188517	9	92	1
SPAC1142.08	10	499	40	100	2324	300	0.1	35.552572299711	0.214716006884682	76.3370635867289	0.0101154505144129	0.0384588005639184	0.465731462925852	0.235083069954957	0.893782525105462	19	91	1
SPAC1142.09	3	0	31	100	3	300	0.03	10.6657716899133	0	0	0.449250381531113	30.4904450141133	NA	0.0134775114459334	0.914713350423399	0	103	1
SPAC11D3.01c	0	1	3	100	130	300	0	0	0.00769230769230769	2.73481325382393	0.120791776113059	17.3080587281839	0	0.157029308946977	22.5004763466391	0	100	1
SPAC11D3.02c	50	67	45	100	450	300	0.5	177.762861498555	0.148888888888889	52.9338298684586	0.509210576101522	1.09263894859248	3.35820895522388	2.29144759245685	4.91687526866617	19	131	0.000278986472471077
SPAC11D3.03c	1	10	3	100	1284	300	0.01	3.5552572299711	0.00778816199376947	2.76889192365351	0.00478667548335045	0.750794709134687	1.284	0.0614609132062198	9.64020406528939	0	101	1
SPAC11D3.04c	0	76	1	100	1836	300	0	0	0.0413943355119826	14.7167510608826	0.00119943495785576	0.0637745380674321	0	0.0220216258262317	1.17090051891805	3	97	1
SPAC11D3.05	7	676	4	100	1753	300	0.07	24.8868006097977	0.38562464346834	137.099480174584	0.00451858281711226	0.0224694548205946	0.181523668639053	0.0792107567839779	0.393889543005023	29	78	1
SPAC11D3.06	2	132	10	100	1521	300	0.02	7.11051445994221	0.0867850098619329	30.8543033764751	0.0025961219456103	0.0619572001033104	0.230454545454545	0.0394870147927327	0.942369013571351	8	94	1
SPAC11D3.07c	8	414	4	100	4030	300	0.08	28.4420578397688	0.10272952853598	36.5229899059066	0.00892001050055542	0.0400401650134016	0.778743961352657	0.359476423172383	1.61361865004008	10	98	1
SPAC11D3.08c	5	264	23	100	3214	300	0.05	17.7762861498555	0.0821406347230865	29.2031085473669	0.0069103059982496	0.0474460530602937	0.608712121212121	0.222097234783742	1.52491614535784	7	98	1
SPAC11D3.09	0	15	4	100	1729	300	0	0	0.00867553499132447	3.08437585017736	0.00615095181701504	0.339527058120729	0	0.10634995691619	5.87042283490741	0	100	1
SPAC11D3.10	0	42	0	100	4126	300	0	0	0.0101793504604944	3.61902093210825	0.00217558502762114	0.116531237016716	0	0.0897646382396483	4.80807883930971	1	99	1
SPAC11D3.11c	5	121	4	100	2151	300	0.05	17.7762861498555	0.0562529056252906	19.9993549431196	0.0149195743822793	0.104728305142473	0.888842975206612	0.320920044962827	2.25270584361459	5	100	1
SPAC11D3.13	0	111	63	100	920	300	0	0	0.120652173913043	42.8949513616079	0.000820474905439703	0.0435007391588778	0	0.00754836913004527	0.400206800261676	10	90	1
SPAC11D3.14c	1	235	1	100	4308	300	0.01	3.5552572299711	0.0545496750232126	19.3938126518851	0.000221275697986664	0.02780806608805	0.18331914893617	0.0095325570692655	1.1979714870732	5	96	1
SPAC11D3.15	2	443	1	100	3921	300	0.02	7.11051445994221	0.112981382300434	40.1677876275746	0.000779453833365161	0.0182839931045817	0.177020316027088	0.030562384806248	0.71691536963065	10	92	1
SPAC11D3.16c	9	252	53	100	945	300	0.09	31.9973150697399	0.266666666666667	94.8068594658961	0.0172114705131498	0.0714198555499456	0.3375	0.162648396349266	0.674917634946986	22	87	1
SPAC11D3.17	1	218	15	100	3291	300	0.01	3.5552572299711	0.0662412640534792	23.5504732948557	0.000238459769086667	0.029990893565503	0.150963302752294	0.00784771100064221	0.987000307240704	6	95	1
SPAC11D3.18c	5	74	5	100	2031	300	0.05	17.7762861498555	0.0364352535696701	12.95366986794	0.0241011851621313	0.173575785233404	1.3722972972973	0.489495070642886	3.52532419809044	3	102	1
SPAC11D3.19	4	49	3	100	1210	300	0.04	14.2210289198844	0.040495867768595	14.3973226668251	0.0250677867183047	0.23557808869923	0.987755102040816	0.303320219291487	2.85049487326069	4	100	1
SPAC11E3.01c	2	671	19	100	3812	300	0.02	7.11051445994221	0.176023084994753	62.5807345569415	0.000515168133833559	0.0120544474399273	0.113621460506706	0.0196382092617353	0.459515536410029	15	87	1
SPAC11E3.02c	8	372	6	100	3850	300	0.08	28.4420578397688	0.0966233766233766	34.3520958324481	0.0099190079957541	0.044599536285935	0.827956989247312	0.381881807836533	1.7170821470085	9	99	1
SPAC11E3.03	0	31	7	100	987	300	0	0	0.0314083080040527	11.1664614112568	0.00295316473031761	0.159112070807008	0	0.0291477358882348	1.57043613886517	3	97	1
SPAC11E3.04c	2	229	47	100	714	300	0.02	7.11051445994221	0.320728291316527	114.027157655936	0.00150331001477486	0.0355060476572582	0.0623580786026201	0.0107336335054925	0.253513180272824	24	78	1
SPAC11E3.05	13	142	1	100	3997	300	0.13	46.2183439896243	0.0355266449837378	12.630636143505	0.0495876334323725	0.165577424400877	3.65922535211268	1.98201770829193	6.61812965330306	3	110	1
