V4	ePRO_Cdk9as_7min30sec_r1_pr_counts	ePRO_Cdk9as_7min30sec_r1gb_counts	ePRO_Cdk9as_7min30sec_r1term_counts	ePRO_Cdk9as_7min30sec_r1pr_map	ePRO_Cdk9as_7min30sec_r1gb_map	ePRO_Cdk9as_7min30sec_r1term_map	ePRO_Cdk9as_7min30sec_r1pr_density	ePRO_Cdk9as_7min30sec_r1pr_densityRPKM	ePRO_Cdk9as_7min30sec_r1gb_density	ePRO_Cdk9as_7min30sec_r1gb_densityRPKM	ePRO_Cdk9as_7min30sec_r1pause_index_CI_low	ePRO_Cdk9as_7min30sec_r1pause_index_CI_high	ePRO_Cdk9as_7min30sec_r1pause_index_scaled	ePRO_Cdk9as_7min30sec_r1pause_index_CI_low_scaled	ePRO_Cdk9as_7min30sec_r1pause_index_CI_high_scaled	ePRO_Cdk9as_7min30sec_r1_ExpPR	ePRO_Cdk9as_7min30sec_r1_ExpGB	ePRO_Cdk9as_7min30sec_r1Fexact_Pval
SPAC1002.11	0	165	23	100	1871	300	0	0	0.088188134687333	33.7523220999268	0.000551593368263645	0.0291857944544672	0	0.0103203119202128	0.546066214243082	8	92	1
SPAC1002.12c	27	240	9	100	1692	300	0.27	103.337336698303	0.141843971631206	54.2880676114017	0.0739698220717689	0.169948615314803	1.9035	1.25156938945433	2.87553057112647	15	112	1
SPAC1002.13c	109	2083	466	100	1829	300	1.09	417.176655559817	1.13887370147622	435.882130171447	0.0429484065036748	0.0637024857933036	0.9570859337494	0.785526354952211	1.16511846515952	111	98	1
SPAC1002.14	0	200	43	100	1485	300	0	0	0.134680134680135	51.5462460148663	0.000454957086890741	0.0240550990817154	0	0.0067561127403275	0.357218221363474	11	89	1
SPAC1002.15c	1	100	3	100	2754	300	0.01	3.82730876660382	0.0363108206245461	13.8972722098904	0.000517317400909555	0.0658912839752478	0.2754	0.0142469212210492	1.81464596067832	3	98	1
SPAC1002.16c	3	221	3	100	1906	300	0.03	11.4819262998115	0.11594963273872	44.3775045865396	0.00347727629466796	0.0436753917885814	0.258733031674208	0.0662768861763714	0.832452967490361	10	93	1
SPAC1002.17c	0	62	14	100	990	300	0	0	0.0626262626262626	23.9690043969128	0.00147125141445871	0.0783875109585982	0	0.0145653890031413	0.776036358490122	5	95	1
SPAC1002.18	0	96	6	100	1505	300	0	0	0.0637873754152824	24.4133981125559	0.000948971945877649	0.0503622168201372	0	0.0142820277854586	0.757951363143066	5	95	1
SPAC1002.19	0	60	3	100	1563	300	0	0	0.0383877159309021	14.6921641712239	0.00152047587690972	0.0810402206892091	0	0.0237650379560989	1.26665864937234	3	97	1
SPAC1002.20	1	3	13	100	548	300	0.01	3.82730876660382	0.00547445255474453	2.09524202551304	0.0133674946082822	3.55733427163736	1.82666666666667	0.0732538704533864	19.4941918085727	0	101	1
SPAC1006.01	9	1052	59	100	1664	300	0.09	34.4457788994344	0.632211538461538	241.966876350194	0.00416253426984083	0.0169360961912604	0.142357414448669	0.0692645702501515	0.281816640622572	42	67	1
SPAC1006.02	28	87	3	100	1217	300	0.28	107.164645464907	0.0714872637633525	27.3603831301999	0.205416196374964	0.501565437927834	3.9167816091954	2.49991510988331	6.10405137958174	8	120	0.00119724318649962
SPAC1006.03c	32	656	16	100	2770	300	0.32	122.473880531322	0.236823104693141	90.6395144726393	0.0336227263099845	0.0703879133247379	1.35121951219512	0.93134951878657	1.94974519909524	25	107	1
SPAC1006.04c	0	60	38	100	3993	300	0	0	0.0150262960180316	5.75102744793963	0.00152047587690972	0.0810402206892091	0	0.0607126017650052	3.23593601212012	1	99	1
SPAC1006.05c	44	731	1	100	2032	300	0.44	168.401585730568	0.359744094488189	137.68517265686	0.0438476800229197	0.0823517705961094	1.22309165526676	0.890984858065728	1.67338797851294	38	106	1
SPAC1006.06	8	1069	2	100	4139	300	0.08	30.6184701328306	0.258274945639043	98.8497963638436	0.00346991906058986	0.0154335821576334	0.309747427502339	0.143619949917814	0.638795965504444	22	86	1
SPAC1006.07	64	1488	427	100	1302	300	0.64	244.947761062645	1.14285714285714	437.406716183294	0.033207532311713	0.0556012876635647	0.56	0.432362070698503	0.723928765379612	87	77	1
SPAC1006.08	6	222	19	100	1457	300	0.06	22.9638525996229	0.152367879203844	58.3158919825702	0.0108587269323131	0.0628383933374456	0.393783783783784	0.158211651403802	0.915555390926583	14	92	1
SPAC1006.09	14	938	16	100	4844	300	0.14	53.5823227324535	0.19364161849711	74.1126264053341	0.00845844079637506	0.0258347183797736	0.722985074626866	0.409726872176408	1.25143375831623	18	96	1
SPAC1039.01	1	149	8	100	2977	300	0.01	3.82730876660382	0.0500503862949278	19.1558282238485	0.000348220449827887	0.0440135688747322	0.199798657718121	0.0103665227913762	1.31028394540078	4	97	1
SPAC1039.02	2	208	82	100	2733	300	0.02	7.65461753320765	0.0761068422978412	29.1284384725062	0.00165404534553223	0.0391220790601527	0.262788461538462	0.0452050592933958	1.06920642071397	7	95	1
SPAC1039.03	6	91	5	100	1499	300	0.06	22.9638525996229	0.0607071380920614	23.2344961815175	0.0260556365168899	0.156094369401541	0.988351648351648	0.39057399138818	2.3398545973291	6	100	1
SPAC1039.04	3	191	5	100	1844	300	0.03	11.4819262998115	0.103579175704989	39.6429487213303	0.00401830344923843	0.0506114736808227	0.289633507853403	0.0740975156039566	0.933275574674371	9	94	1
SPAC1039.05c	0	100	2	100	3153	300	0	0	0.0317158261972724	12.1386259644904	0.000910928409356709	0.048329390295792	0	0.028721572747017	1.52382567602632	3	97	1
SPAC1039.06	0	71	4	100	1966	300	0	0	0.0361139369277721	13.821918740024	0.0012841679281129	0.0683234262229618	0	0.0252467414666997	1.34323855954343	3	97	1
SPAC1039.07c	2	118	6	100	1430	300	0.02	7.65461753320765	0.0825174825174825	31.5819884237238	0.00290043216673799	0.0694210785788352	0.242372881355932	0.0414761799843533	0.992721423677343	7	95	1
SPAC1039.08	1	44	1	100	995	300	0.01	3.82730876660382	0.0442211055276382	16.9247824854842	0.00116244621996113	0.152524184436484	0.226136363636364	0.0115663398886133	1.51761563514301	4	97	1
SPAC1039.09	0	34	2	100	3060	300	0	0	0.0111111111111111	4.25256529622647	0.00269086889544985	0.144693076160053	0	0.0823405882007654	4.42760813049762	1	99	1
SPAC1039.10	0	23	2	100	888	300	0	0	0.0259009009009009	9.91307450809549	0.00399043342974737	0.216691035021888	0	0.0354350488561566	1.92421639099437	2	98	1
SPAC1039.11c	1	161	16	100	3471	300	0.01	3.82730876660382	0.0463843272832037	17.7527142444026	0.0003224112784039	0.0407037537236245	0.215590062111801	0.0111908954733994	1.41282729174701	4	97	1
SPAC105.01c	14	335	2	100	3151	300	0.14	53.5823227324535	0.106315455410981	40.6902074519924	0.0235060537588876	0.0729039003381708	1.31683582089552	0.740675753942548	2.29720189965576	10	104	1
SPAC105.02c	15	518	57	100	1418	300	0.15	57.4096314990573	0.365303244005642	139.812830825161	0.0166907064914295	0.0493823323920536	0.410617760617761	0.23667421804847	0.70024147331932	30	85	1
SPAC105.03c	2	287	8	100	2487	294	0.02	7.65461753320765	0.115400080418175	44.1671739451265	0.00120101851998426	0.028285269045123	0.173310104529617	0.0298693305920085	0.703454641152208	10	92	1
SPAC1071.01c	9	456	7	100	2319	300	0.09	34.4457788994344	0.196636481241915	75.2588528491308	0.0095651277857298	0.0392353265770878	0.457697368421053	0.221815313351074	0.909867223322666	17	92	1
SPAC1071.02	2	176	4	100	3405	300	0.02	7.65461753320765	0.0516886930983847	19.7828588229742	0.00195234592278162	0.0463085670442004	0.386931818181818	0.066477378670714	1.57680670785502	5	97	1
SPAC1071.03c	20	275	5	100	1677	300	0.2	76.5461753320764	0.163983303518187	62.7614735131813	0.0448912238354651	0.116547975988073	1.21963636363636	0.75282582372075	1.95450955731998	16	104	1
SPAC1071.04c	2	17	26	100	331	300	0.02	7.65461753320765	0.0513595166163142	19.6568728194154	0.018791857082423	0.52761009643784	0.389411764705882	0.0622010469428201	1.74638941920925	4	98	1
SPAC1071.05	10	183	35	100	1458	300	0.1	38.2730876660382	0.125514403292181	48.0382376055212	0.0272681563829144	0.106142284654228	0.79672131147541	0.397569720062891	1.54755451025864	12	98	1
SPAC1071.06	24	232	13	100	1678	300	0.24	91.8554103984917	0.138259833134684	52.9163071425558	0.0663360581069344	0.160019601993781	1.73586206896552	1.11311905503436	2.68512892145565	15	109	1
SPAC1071.07c	117	207	129	100	468	300	1.17	447.795125692647	0.442307692307692	169.284810830554	0.447685884653698	0.713297110821383	2.64521739130435	2.09516994017931	3.33823047864407	66	151	5.32295557822893e-06
SPAC1071.08	5	83	367	100	320	300	0.05	19.1365438330191	0.259375	99.2708211337866	0.0215603461470317	0.154173043226467	0.192771084337349	0.0689931076705013	0.493353738324693	21	84	1
SPAC1071.09c	86	135	139	100	2232	300	0.86	329.148553927929	0.0604838709677419	23.1490449592973	0.481746372084172	0.841892402401097	14.2186666666667	10.7525790249187	18.7910384215925	10	176	6.0292597195877e-44
SPAC1071.10c	138	9125	320	100	4273	300	1.38	528.168609791328	2.13550198923473	817.322548449798	0.0127349316775911	0.0179485971503388	0.646218082191781	0.544163630583467	0.766943556233976	162	76	1
SPAC1071.11	14	301	3	100	2136	300	0.14	53.5823227324535	0.140917602996255	53.9335177316363	0.0261269210573986	0.0812495194023421	0.993488372093023	0.558071033786034	1.73548973443403	14	100	1
SPAC1071.12c	0	43	14	100	736	300	0	0	0.0584239130434783	22.3606354570604	0.00212472625826863	0.113763425024706	0	0.0156379852608571	0.837298808181836	5	95	1
SPAC1071.13	1	395	23	100	3378	300	0.01	3.82730876660382	0.116933096506809	44.753906536664	0.0001318500255361	0.0165030870588587	0.0855189873417722	0.00445389386260945	0.557474280848246	10	91	1
SPAC1093.01	12	1042	11	100	5223	300	0.12	45.9277051992459	0.199502201799732	76.3556525904879	0.00621811159117092	0.0208167927307232	0.601497120921305	0.324771968406857	1.08726108432567	18	94	1
SPAC1093.02	10	273	18	100	992	300	0.1	38.2730876660382	0.275201612903226	105.328154564803	0.0183876000495502	0.0707059391207009	0.363369963369963	0.182404992491538	0.701402916077353	23	87	1
SPAC1093.03	3	229	4	100	3353	300	0.03	11.4819262998115	0.0682970474202207	26.1393888324568	0.00335675483498499	0.0421355102861117	0.439257641921397	0.112551989617047	1.41280365989332	6	97	1
SPAC1093.04c	11	165	1	100	4949	300	0.11	42.1003964326421	0.0333400687007476	12.7602737217545	0.0343328325702797	0.126021465347772	3.29933333333333	1.69913188390314	6.23680232006121	3	108	1
SPAC1093.05	17	459	19	100	2479	300	0.17	65.064249032265	0.18515530455829	70.8646520319143	0.0220803033972707	0.0612493901968194	0.918148148148148	0.547370721218341	1.51837238297915	18	99	1
SPAC1093.06c	0	324	1	100	12942	300	0	0	0.0250347705146036	9.58157966604573	0.000280718155105131	0.0148230644783799	0	0.0363305436337061	1.91840100479193	2	98	1
SPAC1093.07	0	87	2	100	1791	300	0	0	0.0485762144053601	18.5916171242062	0.00104739323259198	0.0556266725263707	0	0.0187588127957224	0.996273704947299	4	96	1
SPAC10F6.01c	16	3004	79	100	4905	300	0.16	61.2369402656612	0.61243628950051	234.398277979162	0.00314764856290386	0.00887125488788237	0.261251664447403	0.154392162010434	0.43513505225063	44	72	1
SPAC10F6.02c	2	394	20	100	3591	300	0.02	7.65461753320765	0.109718741297689	41.9927500429381	0.000876038740880604	0.0205683727140718	0.182284263959391	0.0314585511850225	0.738610264162318	10	92	1
SPAC10F6.03c	69	1270	63	100	2113	300	0.69	264.084304895664	0.601041173686701	230.037015314096	0.0423050442149463	0.069656239069918	1.14800787401575	0.893905584261815	1.47183633154737	63	106	1
SPAC10F6.04	0	291	0	100	2665	300	0	0	0.109193245778612	41.7916266822406	0.00031257650792717	0.0165092710382989	0	0.00833016393625909	0.439972073170667	9	91	1
SPAC10F6.05c	0	84	41	100	2025	300	0	0	0.0414814814814815	15.8762437725788	0.00108489951852016	0.0576348941756412	0	0.0219692152500333	1.16710660705673	3	97	1
SPAC10F6.06	46	712	213	100	890	300	0.46	176.056203263776	0.8	306.184701328306	0.047375235083684	0.08783161954209	0.575	0.421639592244787	0.781701413924601	64	82	1
SPAC10F6.07c	6	27	6	100	366	300	0.06	22.9638525996229	0.0737704918032787	28.2342449995364	0.0824428789552319	0.564505302260395	0.813333333333333	0.301740936976149	2.06608940627305	7	99	1
SPAC10F6.08c	12	283	9	100	983	300	0.12	45.9277051992459	0.287894201424212	110.186000096529	0.022681363909849	0.0773998650887077	0.416819787985866	0.222957807233816	0.760840673821997	25	87	1
SPAC10F6.09c	0	709	28	100	3689	300	0	0	0.192193006234752	73.5581977642209	0.00012823525175529	0.00676358434959057	0	0.00473059843725265	0.249508626656396	16	84	1
SPAC10F6.10	2	322	43	100	1670	300	0.02	7.65461753320765	0.192814371257485	73.7960133440976	0.00107105296032098	0.0251934566986234	0.103726708074534	0.0178865844373604	0.420730726867011	16	86	1
SPAC10F6.11c	1	172	1	100	2545	300	0.01	3.82730876660382	0.0675834970530452	25.8662910748863	0.000301899928869576	0.0380788428638629	0.14796511627907	0.00768335318973072	0.96910655088531	6	95	1
SPAC10F6.12c	4	54	5	100	987	300	0.04	15.3092350664153	0.0547112462006079	20.9396832215407	0.0228339397599397	0.212824030747002	0.731111111111111	0.225370985430605	2.10057318347291	5	99	1
SPAC10F6.13c	38	931	76	100	1199	300	0.38	145.437733130945	0.776480400333611	297.183024329288	0.0290870392329153	0.0570345541604005	0.489387755102041	0.348753600402655	0.683844304383202	60	78	1
SPAC10F6.14c	4	198	48	100	1579	300	0.04	15.3092350664153	0.125395820139329	47.9928521714729	0.006402936885468	0.0562307729255716	0.318989898989899	0.10110237342154	0.887883904494775	11	93	1
SPAC10F6.15	0	1	0	100	1234	300	0	0	0.000810372771474878	0.310154681248284	0.120791776113059	17.3080587281839	0	1.49057051723515	213.58144470579	0	100	1
SPAC10F6.16	27	369	41	100	1061	300	0.27	103.337336698303	0.347785108388313	133.108099422885	0.0484776805485518	0.109679525022381	0.776341463414634	0.514348190620134	1.16369976048746	32	95	1
SPAC10F6.17c	10	211	14	100	1801	300	0.1	38.2730876660382	0.117157134925042	44.8396529568799	0.023706115533333	0.0918256491554123	0.853554502369668	0.426947140755328	1.65377994128898	11	99	1
SPAC110.01	1	1496	38	100	5792	300	0.01	3.82730876660382	0.25828729281768	98.8545220103473	3.48720388143977e-05	0.00434577774833959	0.0387165775401069	0.00201978848812991	0.251707447183829	20	81	1
SPAC110.02	13	334	65	100	3853	300	0.13	49.7550139658497	0.0866856994549701	33.1772937463191	0.0214016007606889	0.0692988284276212	1.49967065868263	0.824603677309345	2.67008385931624	9	104	1
SPAC110.03	14	549	37	100	1448	300	0.14	53.5823227324535	0.37914364640884	145.109980170269	0.0144088343731367	0.0442764380959475	0.369253187613843	0.208639921723019	0.64112282362932	31	83	1
SPAC110.04c	12	1408	53	100	2755	300	0.12	45.9277051992459	0.511070780399274	195.60256781772	0.00460597480109484	0.0153909227186112	0.234801136363636	0.126894605770163	0.424019920897739	37	75	1
SPAC110.05	1	20	26	100	1707	300	0.01	3.82730876660382	0.0117164616285882	4.48425163046728	0.00249697159993946	0.349045314408539	0.8535	0.0426233052109665	5.95820351695376	1	100	1
SPAC1142.01	60	324	5	100	1904	300	0.6	229.638525996229	0.170168067226891	65.1285735493508	0.139200065532032	0.245889029266362	3.52592592592593	2.6503692477299	4.68172711723154	23	137	4.65723710435e-08
SPAC1142.02c	124	608	53	100	1080	300	1.24	474.586287058874	0.562962962962963	215.463308342141	0.167312396820325	0.248446762530772	2.20263157894737	1.80697388565951	2.68322503533233	80	144	0.000172706057229588
SPAC1142.03c	2	246	207	100	2243	300	0.02	7.65461753320765	0.109674543022737	41.9758339984191	0.00140002595680901	0.0330342812822479	0.182357723577236	0.0314025822112261	0.740958929160821	10	92	1
SPAC1142.04	1	651	50	100	2169	300	0.01	3.82730876660382	0.300138312586445	114.872199495578	8.00731828283979e-05	0.00999907312964223	0.0333179723502304	0.00173678733554795	0.21687989618194	23	78	1
SPAC1142.05	15	272	62	100	969	300	0.15	57.4096314990573	0.280701754385965	107.433228536248	0.0315632335751597	0.0947317437058041	0.534375	0.305847733343298	0.917950596509242	25	90	1
SPAC1142.06	19	240	64	100	1508	300	0.19	72.7188665654726	0.159151193633952	60.9120758610688	0.0481451673977728	0.128660117940686	1.19383333333333	0.726029124358413	1.94019457854554	16	103	1
SPAC1142.07c	1	173	42	100	1016	300	0.01	3.82730876660382	0.170275590551181	65.1697260455178	0.000300163928459503	0.0378569039251267	0.058728323699422	0.00304966551314855	0.384626143879287	14	87	1
SPAC1142.08	22	493	91	100	2324	300	0.22	84.2007928652841	0.212134251290878	81.1903279662515	0.0283822902690397	0.0694928796018444	1.03707910750507	0.659604425852482	1.61501452194686	21	101	1
SPAC1142.09	9	0	30	100	3	300	0.09	34.4457788994344	0	0	1.69403618186291	96.5536640961915	NA	0.0508210854558874	2.89660992288574	0	109	1
SPAC11D3.01c	2	1	1	100	130	300	0.02	7.65461753320765	0.00769230769230769	2.94408366661832	0.143294171183347	55.6482554667983	2.6	0.186282422538351	72.3427321068378	0	102	1
SPAC11D3.02c	11	130	82	100	450	300	0.11	42.1003964326421	0.288888888888889	110.566697701888	0.0433348346387897	0.160889141734526	0.380769230769231	0.195006755874554	0.724001137805367	24	87	1
SPAC11D3.03c	0	12	0	100	1284	300	0	0	0.00934579439252336	3.57692408093815	0.00771806013949717	0.431135285113533	0	0.0990998921911436	5.53577706085777	0	100	1
SPAC11D3.04c	1	76	1	100	1836	300	0.01	3.82730876660382	0.0413943355119826	15.8428903192751	0.000678757471648433	0.0870941109429738	0.241578947368421	0.0124619871794652	1.599047876913	4	97	1
SPAC11D3.05	1	613	0	100	1753	300	0.01	3.82730876660382	0.34968625213919	133.835725837316	8.50296152606674e-05	0.0106203714284496	0.0285970636215334	0.0014905691555195	0.186175111140722	26	75	1
SPAC11D3.06	5	156	11	100	1521	300	0.05	19.1365438330191	0.102564102564103	39.2544488882443	0.0116224719313177	0.0808424303723578	0.4875	0.176777798075342	1.22961336596356	9	96	1
SPAC11D3.07c	5	374	0	100	4030	300	0.05	19.1365438330191	0.0928039702233251	35.5189448811372	0.0048907291466373	0.0333942082824566	0.538770053475936	0.197096384609483	1.345786593783	8	97	1
SPAC11D3.08c	3	205	22	100	3214	300	0.03	11.4819262998115	0.0637834474175482	24.4118947465396	0.00374629128267587	0.0471194138648563	0.470341463414634	0.120405801825202	1.51441796161648	6	97	1
SPAC11D3.09	0	14	3	100	1729	300	0	0	0.00809716599190283	3.09903543854561	0.0065974714867639	0.365411596620526	0	0.114070282006148	6.3179665055689	0	100	1
SPAC11D3.10	0	36	0	100	4126	300	0	0	0.00872515753756665	3.33938719335283	0.00254044356681343	0.136449384104687	0	0.104818701566722	5.6299015881594	0	100	1
SPAC11D3.11c	1	72	7	100	2151	300	0.01	3.82730876660382	0.0334728033472803	12.8110753693852	0.000715997910998929	0.0920295000659521	0.29875	0.015401115065587	1.97955454641863	3	98	1
SPAC11D3.13	1	125	49	100	920	300	0.01	3.82730876660382	0.135869565217391	52.0014778071171	0.000414597968080589	0.0525615288383548	0.0736	0.00381430130634142	0.483566065312864	12	89	1
SPAC11D3.14c	2	317	1	100	4308	300	0.02	7.65461753320765	0.0735840297121634	28.1628801999399	0.00108787031334313	0.0255931055837544	0.271798107255521	0.0468654530988222	1.10255098854814	6	96	1
SPAC11D3.15	5	438	4	100	3921	300	0.05	19.1365438330191	0.111706197398623	42.7534108587726	0.00417997016136425	0.0284856279939287	0.447602739726027	0.163896630027092	1.11692147364195	10	95	1
SPAC11D3.16c	5	152	35	100	945	300	0.05	19.1365438330191	0.160846560846561	61.5609452406118	0.0119236149174476	0.0830061661726036	0.310855263157895	0.11267816096988	0.784408270331104	14	91	1
SPAC11D3.17	5	173	9	100	3291	300	0.05	19.1365438330191	0.0525676086295959	20.1192469347451	0.0104958695518534	0.0727793192569576	0.951156069364162	0.345419066951494	2.39516739674647	5	100	1
SPAC11D3.18c	5	76	5	100	2031	300	0.05	19.1365438330191	0.0374199901526342	14.3217856357405	0.0234861155934447	0.168853849220142	1.33618421052632	0.477003007702861	3.42942167766109	3	102	1
SPAC11D3.19	2	34	0	100	1210	300	0.02	7.65461753320765	0.028099173553719	10.7544213276471	0.00977594851961347	0.25022499125925	0.711764705882353	0.118288977087323	3.02772239423692	2	100	1
SPAC11E3.01c	10	796	11	100	3812	300	0.1	38.2730876660382	0.208814270724029	79.9196688934062	0.0063571195314978	0.0240459048323485	0.478894472361809	0.242333396540696	0.916629892209124	19	91	1
SPAC11E3.02c	5	275	7	100	3850	300	0.05	19.1365438330191	0.0714285714285714	27.3379197614559	0.00663626739382886	0.0455302384299369	0.7	0.255496294662411	1.75291417955257	7	98	1
SPAC11E3.03	0	68	6	100	987	300	0	0	0.0688956433637285	26.3684899826808	0.00134100853295958	0.071378156983176	0	0.0132357542203111	0.704502409423947	6	94	1
SPAC11E3.04c	3	171	34	100	714	300	0.03	11.4819262998115	0.239495798319328	91.6624368472344	0.00448334445351576	0.0566042219199057	0.125263157894737	0.0320110793981025	0.404154144508126	19	84	1
SPAC11E3.05	14	113	0	100	3997	300	0.14	53.5823227324535	0.0282712034025519	10.8202624625027	0.0681427188276122	0.221236541187054	4.95203539823009	2.72366447153966	8.84282455124656	3	111	0.038602473341398
SPAC11E3.06	0	13	6	100	1847	300	0	0	0.00703844071467244	2.69382858504871	0.00711390234765344	0.395564521747562	0	0.131393776361159	7.30607671667747	0	100	1
SPAC11E3.07	116	388	97	100	1208	300	1.16	443.967816926043	0.321192052980132	122.930116013434	0.241624525615444	0.369686367512429	3.61154639175258	2.91882426943456	4.46581131955014	52	164	5.07983904957858e-14
SPAC11E3.08c	5	63	0	100	1531	300	0.05	19.1365438330191	0.0411495754408883	15.7492130826937	0.0281569346549738	0.205118290333756	1.21507936507936	0.431082669567649	3.14036102500981	4	101	1
SPAC11E3.09	1	148	1	100	1333	300	0.01	3.82730876660382	0.111027756939235	42.4937507469892	0.000350558983861302	0.0443138486220467	0.0900675675675676	0.00467295125487115	0.590703602131882	10	91	1
SPAC11E3.10	3	276	43	100	1069	300	0.03	11.4819262998115	0.258185219831618	98.8154555269088	0.00278886918925192	0.0349052460161609	0.116195652173913	0.029813011633103	0.373137079912759	21	82	1
SPAC11E3.11c	5	366	1	100	3255	300	0.05	19.1365438330191	0.112442396313364	43.035176914808	0.00499693869843498	0.0341293399685928	0.444672131147541	0.162650354634059	1.1109100159777	10	95	1
SPAC11E3.12	9	60	0	100	2724	300	0.09	34.4457788994344	0.0220264317180617	8.4301955211538	0.0695349920523924	0.312665305039136	4.086	1.89413318350717	8.51700290926606	2	107	1
SPAC11E3.13c	228	1357	41	100	2103	300	2.28	872.626398785672	0.6452686638136	246.964241382852	0.145650401520513	0.193769490517393	3.53341193809875	3.06302794397638	4.07497238558078	128	200	2.06300332358342e-22
SPAC11E3.14	3	421	21	100	2681	300	0.03	11.4819262998115	0.157030958597538	60.100596446856	0.00183245766969656	0.0228228090049336	0.19104513064133	0.0491281901245647	0.611879509422271	13	90	1
SPAC11E3.15	114	300	1792	100	406	300	1.14	436.313199392836	0.738916256157635	282.806066497819	0.30447537214283	0.473974164439343	1.5428	1.23617001089989	1.92433510762373	90	124	1
SPAC11G7.01	33	1960	58	100	2966	300	0.33	126.301189297926	0.660822656776804	252.917234745229	0.0117413242001354	0.0240162446593827	0.499377551020408	0.348247675776016	0.712321816597291	52	81	1
SPAC11G7.02	32	1116	23	100	2923	300	0.32	122.473880531322	0.381799521040027	146.126465396164	0.0198361556202654	0.0412217550260929	0.838136200716846	0.579810828780358	1.2049118994127	36	96	1
SPAC11G7.03	0	236	53	100	1164	300	0	0	0.202749140893471	77.5983564362974	0.000385491411054961	0.0203715683963658	0	0.00448712002467975	0.237125056133698	16	84	1
SPAC11G7.04	11	94	268	93	363	300	0.118279569892473	45.2692434759592	0.258953168044077	99.1093730194929	0.059340230979452	0.224848102087052	0.456760466712423	0.231618320919797	0.877632914597847	21	83	1
SPAC11G7.05c	2	200	6	100	1975	296	0.02	7.65461753320765	0.10126582278481	38.7575571301653	0.00171973528566965	0.040701161707785	0.1975	0.0339647718919757	0.803847943728754	9	93	1
SPAC11G7.06c	1	71	7	100	2860	300	0.01	3.82730876660382	0.0248251748251748	9.50136092408641	0.000725955406878332	0.093351986141379	0.402816901408451	0.0207623246367203	2.66986680364344	2	99	1
SPAC11H11.01	1	25	0	100	1378	300	0.01	3.82730876660382	0.0181422351233672	6.94359355334511	0.00201502960057811	0.275223236161762	0.5512	0.0277671078959664	3.79257619430908	1	100	1
SPAC11H11.02c	0	32	0	100	2839	300	0	0	0.0112715744980627	4.31397958898634	0.00286022979559656	0.15399674612007	0	0.0812019238969864	4.37196762234877	1	99	1
