V4	ePRO_Cdk9as_7min30sec_r2_pr_counts	ePRO_Cdk9as_7min30sec_r2gb_counts	ePRO_Cdk9as_7min30sec_r2term_counts	ePRO_Cdk9as_7min30sec_r2pr_map	ePRO_Cdk9as_7min30sec_r2gb_map	ePRO_Cdk9as_7min30sec_r2term_map	ePRO_Cdk9as_7min30sec_r2pr_density	ePRO_Cdk9as_7min30sec_r2pr_densityRPKM	ePRO_Cdk9as_7min30sec_r2gb_density	ePRO_Cdk9as_7min30sec_r2gb_densityRPKM	ePRO_Cdk9as_7min30sec_r2pause_index_CI_low	ePRO_Cdk9as_7min30sec_r2pause_index_CI_high	ePRO_Cdk9as_7min30sec_r2pause_index_scaled	ePRO_Cdk9as_7min30sec_r2pause_index_CI_low_scaled	ePRO_Cdk9as_7min30sec_r2pause_index_CI_high_scaled	ePRO_Cdk9as_7min30sec_r2_ExpPR	ePRO_Cdk9as_7min30sec_r2_ExpGB	ePRO_Cdk9as_7min30sec_r2Fexact_Pval
SPAC1039.04	5	381	27	100	1844	300	0.05	9.40481974440333	0.206616052060738	38.8637345186298	0.00480143185444644	0.0327764649003505	0.241994750656168	0.0885384033959924	0.604398012762463	17	88	1
SPAC1039.05c	1	234	11	100	3153	300	0.01	1.88096394888067	0.0742150333016175	13.9595802105321	0.000222217675683568	0.0279276343091963	0.13474358974359	0.00700652331430289	0.880558309768961	6	95	1
SPAC1039.06	3	154	6	100	1966	300	0.03	5.642891846642	0.0783316378433367	14.7338986840093	0.00497249477898608	0.0629385937228615	0.382987012987013	0.0977592473548663	1.23737275259146	7	96	1
SPAC1039.07c	7	208	43	100	1430	300	0.07	13.1667476421647	0.145454545454545	27.3594756200824	0.0145492803784253	0.073759272141376	0.48125	0.208054709411482	1.05475759162168	13	94	1
SPAC1039.08	3	87	6	100	995	300	0.03	5.642891846642	0.0874371859296482	16.4466194525244	0.0087236820042207	0.112590447973692	0.343103448275862	0.086800635941996	1.12027495733824	8	95	1
SPAC1039.09	0	87	1	100	3060	300	0	0	0.0284313725490196	5.34783867819013	0.00104739323259198	0.0556266725263707	0	0.0320502329173146	1.70217617930694	2	98	1
SPAC1039.10	0	23	14	100	888	300	0	0	0.0259009009009009	4.87186608381254	0.00399043342974737	0.216691035021888	0	0.0354350488561566	1.92421639099437	2	98	1
SPAC1039.11c	0	350	58	100	3471	300	0	0	0.100835494093921	18.9667929158235	0.000259851554830985	0.0137190695647465	0	0.0090194474681835	0.476188904592352	9	91	1
SPAC105.01c	39	674	20	100	3151	300	0.39	73.357594006346	0.213900349095525	40.2338845301672	0.041309219793969	0.080727115959117	1.82327893175074	1.30165351570796	2.54371142387178	24	115	1
SPAC105.02c	26	1032	132	100	1418	300	0.26	48.9050626708973	0.727785613540197	136.893850158311	0.0167146436062361	0.0376893545438679	0.357248062015504	0.237013646336428	0.534435047432047	53	73	1
SPAC105.03c	4	598	19	100	2487	294	0.04	7.52385579552267	0.240450341777242	45.2278424379026	0.00213517540019781	0.0184692617919258	0.166354515050167	0.0531018122029195	0.459330540765194	20	84	1
SPAC1071.01c	65	1183	41	100	2319	300	0.65	122.262656677243	0.510133678309616	95.9543058010275	0.042446069218387	0.0709923978320515	1.27417582417582	0.984324345174395	1.64631370572528	55	110	1
SPAC1071.02	8	450	26	100	3405	300	0.08	15.0477115910453	0.13215859030837	24.8585543904934	0.00821116263012077	0.036814280007164	0.605333333333333	0.279590087555612	1.25352623424394	12	96	1
SPAC1071.03c	26	543	21	100	1677	300	0.26	48.9050626708973	0.323792486583184	60.9041994181396	0.0316214904015294	0.0719670476427394	0.802983425414365	0.530292394033648	1.20688738896874	30	96	1
SPAC1071.04c	10	34	59	100	331	300	0.1	18.8096394888067	0.102719033232628	19.3210798374449	0.13625890648469	0.618690284715229	0.973529411764706	0.451016980464324	2.04786484240741	10	100	1
SPAC1071.05	19	352	65	100	1458	300	0.19	35.7383150287327	0.241426611796982	45.4114753090531	0.033021004561503	0.0871899357259751	0.786988636363636	0.481446246506713	1.27122926288472	23	96	1
SPAC1071.06	58	330	31	100	1678	300	0.58	109.095909035079	0.196662693682956	36.9915436907402	0.131602389013398	0.234250287517679	2.94921212121212	2.20828808764482	3.93071982454665	25	133	2.50071669851633e-05
SPAC1071.07c	201	341	487	100	468	300	2.01	378.073753725014	0.728632478632479	137.053142429125	0.493272928893944	0.704234518297888	2.75859237536657	2.30851730722366	3.29581754563411	126	175	1.13073663589659e-09
SPAC1071.08	12	100	413	100	320	300	0.12	22.571567386568	0.3125	58.7801234025208	0.0627336997104986	0.22437440618637	0.384	0.200747839073595	0.717998099796384	26	86	1
SPAC1071.09c	213	188	280	100	2232	300	2.13	400.645321111582	0.0842293906810036	15.8432447307153	0.926865748956676	1.38501289267983	25.288085106383	20.687643516713	30.9134877646139	24	289	7.98527667294358e-121
SPAC1071.10c	124	12657	586	100	4273	300	1.24	233.239529661203	2.96208752632811	557.157985045228	0.00817432488859174	0.0117332235650396	0.41862368649759	0.349288902489525	0.501360642934142	167	57	1
SPAC1071.11	22	746	17	100	2136	300	0.22	41.3812068753747	0.349250936329588	65.6928420348772	0.0188194273353975	0.0457680820079904	0.629919571045576	0.401982967884091	0.977606231690674	31	91	1
SPAC1071.12c	1	54	19	100	736	300	0.01	1.88096394888067	0.0733695652173913	13.8005507118962	0.000950728189351767	0.123527161358272	0.136296296296296	0.00699735947362901	0.909159907596881	6	95	1
SPAC1071.13	4	732	53	100	3378	300	0.04	7.52385579552267	0.216696269982238	40.7597871693501	0.00174544020128921	0.0150772745369841	0.184590163934426	0.0589609699995494	0.509310333859322	18	86	1
SPAC1093.01	26	2113	41	100	5223	300	0.26	48.9050626708973	0.404556768140915	76.0956696148736	0.00818502975086518	0.0183583612079643	0.642678655939423	0.427504103887688	0.958857205891974	36	90	1
SPAC1093.02	21	426	162	100	992	300	0.21	39.500242926494	0.429435483870968	80.7752663531415	0.0309679087608083	0.0776699795516615	0.489014084507042	0.307201654907219	0.770486197152482	36	85	1
SPAC1093.03	26	483	24	100	3353	300	0.26	48.9050626708973	0.144050104384134	27.0953053179052	0.0355071385791817	0.0810059087526502	1.80492753623188	1.19055435655996	2.71612812047636	15	111	1
SPAC1093.04c	4	319	3	100	4949	300	0.04	7.52385579552267	0.0644574661547787	12.1242170073335	0.00399027637887033	0.0347433766018411	0.620564263322884	0.197478777990293	1.71944970802512	6	98	1
SPAC1093.05	60	681	61	100	2479	300	0.6	112.85783693284	0.27470754336426	51.6714985553745	0.0670375641903957	0.115557063965341	2.184140969163	1.66186121627991	2.86465961570081	34	126	0.0386585692820916
SPAC1093.06c	1	566	4	100	12942	300	0.01	1.88096394888067	0.0437335805903261	8.22612884458706	9.20791008990429e-05	0.0115045151124219	0.228657243816254	0.0119168772383541	1.48891434584964	4	97	1
SPAC1093.07	0	165	9	100	1791	300	0	0	0.0921273031825796	17.3288135994031	0.000551593368263645	0.0291857944544672	0	0.00987903722560189	0.522717578679508	8	92	1
SPAC10F6.01c	45	5274	159	100	4905	300	0.45	84.64337769963	1.07522935779817	202.246765879646	0.00628783818873236	0.0115398658284719	0.418515358361775	0.308418463157322	0.566030418886546	75	70	1
SPAC10F6.02c	14	737	28	100	3591	300	0.14	26.3334952843293	0.205235310498468	38.6040220084949	0.0107529484814533	0.0329196294340884	0.682143826322931	0.386138379968987	1.18214389297811	19	95	1
SPAC10F6.03c	79	2401	243	100	2113	300	0.79	148.596151961573	1.13629910080454	213.733764375886	0.0261193125363417	0.041390310645372	0.695239483548521	0.551901073892899	0.874577263936711	95	84	1
SPAC10F6.04	0	391	1	100	2665	300	0	0	0.14671669793621	27.5968819516826	0.000232588195815829	0.0122771612308464	0	0.00619847541849184	0.327186346802055	12	88	1
SPAC10F6.05c	0	304	101	100	2025	300	0	0	0.150123456790123	28.2376810103567	0.000299199968382608	0.0158011760031074	0	0.00605879935974781	0.319973814062925	13	87	1
SPAC10F6.06	147	1501	1059	100	890	300	1.47	276.501700485458	1.68651685393258	317.227740142683	0.0823614079811858	0.116391064144048	0.87161892071952	0.733016531032554	1.03588047088203	155	92	1
SPAC10F6.07c	23	54	9	100	366	300	0.23	43.2621708242553	0.147540983606557	27.7519271146328	0.253848689845405	0.710157290084286	1.55888888888889	0.929086204834182	2.59917568170849	15	108	1
SPAC10F6.08c	44	307	39	100	983	300	0.44	82.7624137507493	0.312309257375382	58.7442454024786	0.103117230803158	0.19857424743696	1.40885993485342	1.01364237879504	1.95198485230531	34	110	1
SPAC10F6.09c	15	1552	94	100	3689	300	0.15	28.21445923321	0.4207102195717	79.1340755940036	0.00560000276775153	0.0163929824439356	0.356539948453608	0.206584102102354	0.604737122356785	34	81	1
SPAC10F6.10	4	409	59	100	1670	300	0.04	7.52385579552267	0.244910179640719	46.0667218618079	0.0031167520916203	0.027053695753862	0.163325183374083	0.052049759930059	0.451796719089496	20	84	1
SPAC10F6.11c	12	453	4	100	2545	300	0.12	22.571567386568	0.177996070726916	33.4804192079741	0.0142379203812056	0.0481113816049433	0.674172185430464	0.362355073701683	1.22443466184581	16	96	1
SPAC10F6.12c	80	88	25	100	987	300	0.8	150.477115910453	0.0891590678824721	16.7704992402734	0.664338345932781	1.24379409489277	8.97272727272727	6.55701947435655	12.2762477165916	14	166	1.47675575944788e-26
SPAC10F6.13c	110	1091	190	100	1199	300	1.1	206.906034376873	0.909924937447873	171.153600352694	0.0824518338656661	0.12319137239835	1.20889092575619	0.988597488049336	1.47706455505621	100	110	1
SPAC10F6.14c	24	346	136	100	1579	300	0.24	45.143134773136	0.219126029132362	41.2168161059348	0.0447932830631729	0.106526449842404	1.09526011560694	0.7072859395675	1.68205264301157	22	102	1
SPAC10F6.15	3	9	0	100	1234	300	0.03	5.642891846642	0.00729335494327391	1.37185377146888	0.071737496193308	1.33450631594981	4.11333333333333	0.885240703025421	16.4678079388207	0	103	1
SPAC10F6.16	58	540	448	100	1061	300	0.58	109.095909035079	0.508953817153629	95.7323781711178	0.0811259185813442	0.141899229950219	1.13959259259259	0.860745996148062	1.50555082977183	53	105	1
SPAC10F6.17c	22	393	21	100	1801	300	0.22	41.3812068753747	0.218212104386452	41.0449101560301	0.0355156818301839	0.0873983488993061	1.00819338422392	0.639637429761613	1.5740442636765	21	101	1
SPAC110.01	8	2671	176	100	5792	300	0.08	15.0477115910453	0.461153314917127	86.7412760265929	0.00139110077212173	0.006165813244249	0.173478098090603	0.0805725567212908	0.357123903106902	34	74	1
SPAC110.02	68	797	133	100	3853	300	0.68	127.905548523885	0.206851803789255	38.9080785688526	0.0660614720060927	0.110004849974218	3.28737766624843	2.54534851639475	4.23848686950663	28	140	1.79520112449232e-08
SPAC110.03	25	1094	60	100	1448	300	0.25	47.0240987220167	0.755524861878453	142.111502767642	0.0150386385902579	0.0344478241748479	0.330895795246801	0.217759486786935	0.498804494051798	53	72	1
SPAC110.04c	5	3903	291	100	2755	300	0.05	9.40481974440333	1.41669691470054	266.475582304219	0.000471348574565134	0.00317979674516605	0.0352933640789137	0.0129856532292695	0.0876034003293247	61	44	1
SPAC110.05	1	72	74	100	1707	300	0.01	1.88096394888067	0.0421792618629174	7.93376709545448	0.000715997910998929	0.0920295000659521	0.237083333333333	0.0122220843407517	1.5709435661258	4	97	1
SPAC1142.01	92	607	8	100	1904	300	0.92	173.048683297021	0.318802521008403	59.9656048829078	0.12095209650307	0.189729920894966	2.88579901153213	2.30292791741846	3.61245769384016	46	146	4.53107779477584e-08
SPAC1142.02c	192	1050	188	100	1080	300	1.92	361.145078185088	0.972222222222222	182.871495030065	0.156299073116624	0.213856697430411	1.97485714285714	1.68802998965954	2.30965233224844	143	149	0.000484512756125755
SPAC1142.03c	4	428	422	100	2243	300	0.04	7.52385579552267	0.190815871600535	35.8917775354849	0.0029790742383509	0.0258460352038709	0.209626168224299	0.0668206351662107	0.579726569622824	16	88	1
SPAC1142.04	6	1066	134	100	2169	300	0.06	11.285783693284	0.491470723835869	92.4438713465556	0.00228242171526911	0.0129556446506607	0.122082551594747	0.049505727004187	0.28100793247283	34	72	1
SPAC1142.05	56	673	296	100	969	300	0.56	105.333981137317	0.69453044375645	130.638672610597	0.0627264932163174	0.110128648731042	0.80630014858841	0.607819719266115	1.0671466062038	63	93	1
SPAC1142.06	101	474	86	100	1508	300	1.01	189.977358836947	0.314323607427056	59.1231373852411	0.170860165082205	0.265505636362991	3.21324894514768	2.57657128943964	4.0038249963539	48	153	1.38537553865852e-10
SPAC1142.07c	12	266	76	100	1016	300	0.12	22.571567386568	0.261811023622047	49.2457096852615	0.0241112571521743	0.0824166606917792	0.458345864661654	0.24497037266609	0.837353272628477	23	89	1
SPAC1142.08	34	977	89	100	2324	300	0.34	63.9527742619427	0.42039586919105	79.0749474206717	0.0243272717004208	0.0495340168725222	0.808761514841351	0.56536579431778	1.15117055211742	39	95	1
SPAC1142.09	33	0	97	100	3	300	0.33	62.071810313062	0	0	6.70241124089496	360.624721081854	NA	0.201072337226849	10.8187416324556	0	133	1
SPAC11D3.01c	23	3	16	100	130	300	0.23	43.2621708242553	0.0230769230769231	4.34068603587846	2.19660256446735	32.0210323650981	9.96666666666667	2.85558333380755	41.6273420746276	2	121	0.0510926180192321
SPAC11D3.02c	44	134	130	100	450	300	0.44	82.7624137507493	0.297777777777778	56.0109264777798	0.230150183132005	0.467220075498629	1.47761194029851	1.03567582409402	2.10249033974383	33	111	1
SPAC11D3.03c	6	23	24	100	1284	300	0.06	11.285783693284	0.0179127725856698	3.36932794581428	0.0953525083166217	0.674010516390082	3.3495652173913	1.22432620678542	8.65429503044865	1	105	1
SPAC11D3.04c	0	94	16	100	1836	300	0	0	0.05119825708061	9.63020758141518	0.000969210753182856	0.0514441349397628	0	0.0177947094284372	0.944514317494045	4	96	1
SPAC11D3.05	6	926	6	100	1753	300	0.06	11.285783693284	0.528237307472904	99.3595331810323	0.00262652329155315	0.0149203606314504	0.113585313174946	0.0460429533009267	0.261553921869326	36	70	1
SPAC11D3.06	4	240	33	100	1521	300	0.04	7.52385579552267	0.157790927021696	29.6799045188271	0.0052922357098456	0.0462931409673914	0.2535	0.0804949051467516	0.704118674114023	14	90	1
SPAC11D3.07c	28	701	1	100	4030	300	0.28	52.6669905686587	0.17394540942928	32.7185044209764	0.0268423860170553	0.0590413922847129	1.60970042796006	1.08174815648733	2.37936810907393	18	110	1
SPAC11D3.08c	6	451	95	100	3214	300	0.06	11.285783693284	0.140323584318606	26.3943603281014	0.00537685817293781	0.0307332078580289	0.427583148558758	0.172812221678221	0.987765300557049	13	93	1
SPAC11D3.09	1	28	16	100	1729	300	0.01	1.88096394888067	0.0161943319838057	3.04609546377436	0.00180589559329714	0.244217113716604	0.6175	0.0312239348081076	4.22251389616008	1	100	1
SPAC11D3.10	0	92	0	100	4126	300	0	0	0.0222976248182259	4.19410284287497	0.000990331644204421	0.0525735578030503	0	0.0408610836398744	2.16918499495386	2	98	1
SPAC11D3.11c	1	178	13	100	2151	300	0.01	1.88096394888067	0.0827522082752208	15.5653920455955	0.000291775029982894	0.0367849157743496	0.120842696629213	0.00627608089493204	0.79124353830626	7	94	1
SPAC11D3.13	0	206	153	100	920	300	0	0	0.223913043478261	42.1172362466758	0.000441691591756431	0.0233513775206741	0	0.00406356264415917	0.214832673190201	18	82	1
SPAC11D3.14c	9	583	4	100	4308	300	0.09	16.928675539926	0.135329619312906	25.4550135143321	0.00749283917108672	0.0306391941414737	0.665042881646655	0.322791511490416	1.31993648361469	12	97	1
SPAC11D3.15	6	749	14	100	3921	300	0.06	11.285783693284	0.191022698291252	35.9306808903754	0.00324504848663775	0.0184595701711094	0.314098798397864	0.127238351161066	0.723799746409201	17	89	1
SPAC11D3.16c	20	268	92	100	945	300	0.2	37.6192789776133	0.283597883597884	53.3437395026475	0.0460438174893526	0.119645431425278	0.705223880597015	0.435114075274382	1.13064932696887	26	94	1
SPAC11D3.17	7	443	52	100	3291	300	0.07	13.1667476421647	0.134609541172896	25.3195694121585	0.0068801071777444	0.0343679348236172	0.520022573363431	0.226424327219568	1.13104873504524	12	95	1
SPAC11D3.18c	11	198	10	100	2031	300	0.11	20.6906034376873	0.0974889217134417	18.3373147158233	0.0287099904171457	0.104636058322512	1.12833333333333	0.583099905372229	2.12515834453023	9	102	1
SPAC11D3.19	14	90	3	100	1210	300	0.14	26.3334952843293	0.0743801652892562	13.9906409420876	0.0848406034742992	0.280234275568372	1.88222222222222	1.02657130203902	3.3908347343773	7	107	1
SPAC11E3.01c	12	1085	24	100	3812	300	0.12	22.571567386568	0.284627492130115	53.5374051557063	0.00597251335366628	0.0199888899854866	0.421603686635945	0.227672209041759	0.761976486246749	24	88	1
SPAC11E3.02c	7	769	27	100	3850	300	0.07	13.1667476421647	0.19974025974026	37.5704227711489	0.00397412433721661	0.0197414273579902	0.350455136540962	0.153003786982839	0.760044953282623	17	90	1
SPAC11E3.03	3	54	21	100	987	300	0.03	5.642891846642	0.0547112462006079	10.2909881701678	0.0138817681280433	0.184093203713225	0.548333333333333	0.137013051423787	1.81699992064953	5	98	1
SPAC11E3.04c	13	329	134	100	714	300	0.13	24.4525313354487	0.46078431372549	86.6718682327366	0.0217231334981032	0.0703645409678366	0.282127659574468	0.155103173176457	0.502402822510354	35	78	1
SPAC11E3.05	9	265	6	100	3997	300	0.09	16.928675539926	0.0662997247935952	12.4707392157462	0.016377171036426	0.0678721740186926	1.35747169811321	0.654595526325947	2.71285079552714	6	103	1
SPAC11E3.06	4	37	20	100	1847	300	0.04	7.52385579552267	0.0200324851109908	3.76803823002624	0.0327600561833436	0.316819953322237	1.99675675675676	0.605078237706357	5.85166453786171	2	102	1
SPAC11E3.07	318	963	327	100	1208	300	3.18	598.146535744052	0.797185430463576	149.94770552749	0.290299923173866	0.375574352438752	3.98903426791277	3.5068230719403	4.53693817746013	185	233	5.46691304458458e-30
SPAC11E3.08c	10	109	3	100	1531	300	0.1	18.8096394888067	0.0711952971913782	13.3915787346827	0.0452313221082462	0.180492745796197	1.4045871559633	0.692491541477249	2.76334393813978	7	103	1
SPAC11E3.09	1	237	3	100	1333	300	0.01	1.88096394888067	0.177794448612153	33.4424948150576	0.000219415499368004	0.0275719750058165	0.0562447257383966	0.00292480860657549	0.367534426827534	15	86	1
SPAC11E3.10	7	499	127	100	1069	300	0.07	13.1667476421647	0.466791393826006	87.8017783434474	0.00611233837586817	0.030487751967315	0.149959919839679	0.0653408972380308	0.325914068530597	34	73	1
SPAC11E3.11c	9	924	8	100	3255	300	0.09	16.928675539926	0.283870967741935	53.3951056456447	0.00473717055955027	0.01929077210718	0.317045454545455	0.154194901713361	0.627914632088707	24	85	1
SPAC11E3.12	14	145	0	100	2724	300	0.14	26.3334952843293	0.053230543318649	10.0124732961709	0.0534966706637208	0.171090335681747	2.63006896551724	1.45724930887975	4.66050074397078	5	109	1
SPAC11E3.13c	343	2734	275	100	2103	300	3.43	645.170634466069	1.30004755111745	244.534257548252	0.111948610827497	0.140575468875119	2.6383650329188	2.35427928570226	2.95630211044376	250	193	5.31098187400463e-15
SPAC11E3.14	3	1051	105	100	2681	300	0.03	5.642891846642	0.392017903767251	73.737154430197	0.000735924308748093	0.00911458007096208	0.0765271170313987	0.0197301307175364	0.244361891702493	29	74	1
SPAC11E3.15	76	335	1537	100	406	300	0.76	142.953260114931	0.82512315270936	155.202690363306	0.175431682420406	0.292998784041441	0.921074626865672	0.712252630626849	1.18957506320825	79	97	1
