V4	dis2ts_DMSO_18Cr1_pr_counts	dis2ts_DMSO_18Cr1gb_counts	dis2ts_DMSO_18Cr1term_counts	dis2ts_DMSO_18Cr1pr_map	dis2ts_DMSO_18Cr1gb_map	dis2ts_DMSO_18Cr1term_map	dis2ts_DMSO_18Cr1pr_density	dis2ts_DMSO_18Cr1pr_densityRPKM	dis2ts_DMSO_18Cr1gb_density	dis2ts_DMSO_18Cr1gb_densityRPKM	dis2ts_DMSO_18Cr1pause_index_CI_low	dis2ts_DMSO_18Cr1pause_index_CI_high	dis2ts_DMSO_18Cr1pause_index_scaled	dis2ts_DMSO_18Cr1pause_index_CI_low_scaled	dis2ts_DMSO_18Cr1pause_index_CI_high_scaled	dis2ts_DMSO_18Cr1_ExpPR	dis2ts_DMSO_18Cr1_ExpGB	dis2ts_DMSO_18Cr1Fexact_Pval
SPAC1006.08	6	45	61	100	1457	300	0.06	29.6885816230649	0.030885380919698	15.2823858732317	0.0512425717463715	0.325527010646855	1.94266666666667	0.746604270344633	4.74292854512467	3	103	1
SPAC1006.09	42	749	49	100	4844	300	0.42	207.820071361454	0.154624277456647	76.5095913696517	0.0405585185230922	0.0772489540402741	2.71626168224299	1.96465463725859	3.74193933371088	19	123	0.00385505454705253
SPAC1039.01	1	1581	581	100	2977	300	0.01	4.94809693717748	0.531071548538797	262.779350274692	3.29982711575369e-05	0.00411192138302246	0.0188298545224541	0.000982358532359874	0.122411899572579	35	66	1
SPAC1039.02	2	1624	587	100	2733	300	0.02	9.89619387435495	0.594218807171606	294.025225977908	0.000213123073135676	0.00497271861509858	0.0336576354679803	0.00582465358879801	0.135904399750644	38	64	1
SPAC1039.03	18	101	13	100	1499	300	0.18	89.0657448691946	0.0673782521681121	33.3394123185407	0.104363518071061	0.300749216284497	2.67148514851485	1.56440913588521	4.50823075210462	7	111	1
SPAC1039.04	3	134	19	100	1844	300	0.03	14.8442908115324	0.0726681127982646	35.9568866367561	0.00570474276515646	0.0724807125145251	0.412835820895522	0.105195456589485	1.33654433876784	6	97	1
SPAC1039.05c	0	267	42	100	3153	300	0	0	0.0846812559467174	41.9011063186294	0.000340696684492349	0.0179982934834506	0	0.0107421664620438	0.567486193533196	7	93	1
SPAC1039.06	5	329	126	100	1966	300	0.05	24.7404846858874	0.16734486266531	82.8038602406607	0.00555486311112915	0.0379980349502635	0.298784194528875	0.109208608764799	0.74704136712218	15	90	1
SPAC1039.07c	19	166	59	100	1430	300	0.19	94.0138418063721	0.116083916083916	57.4394469630392	0.0690410300767367	0.187590353176143	1.63674698795181	0.987286730097335	2.68254205041884	12	107	1
SPAC1039.08	2	113	18	100	995	300	0.02	9.89619387435495	0.11356783919598	56.1944677287492	0.00302715908932193	0.0725420952133519	0.176106194690265	0.0301202329387532	0.721793847372851	10	92	1
SPAC1039.09	2	2073	386	100	3060	300	0.02	9.89619387435495	0.677450980392157	335.209312116631	0.000166993807521417	0.00389471226463099	0.0295224312590449	0.00511001051015537	0.119178195297708	41	61	1
SPAC1039.10	0	112	67	100	888	300	0	0	0.126126126126126	62.4084298382745	0.0008131346553243	0.0431091845553948	0	0.00722063573927979	0.382809558851906	11	89	1
SPAC1039.11c	0	142	16	100	3471	300	0	0	0.0409104004609623	20.2428627219591	0.000641076103730268	0.0339433348565579	0	0.0222517515604776	1.17817315287113	3	97	1
SPAC105.01c	38	259	33	100	3151	300	0.38	188.027683612744	0.0821961282132656	40.6714410259907	0.102779304174299	0.208617924198438	4.6230888030888	3.23857587453215	6.57355079149279	10	128	5.89833808599043e-08
SPAC105.02c	20	153	54	100	1418	300	0.2	98.9619387435495	0.107898448519041	53.3891982643268	0.079640988264758	0.212318687624699	1.85359477124183	1.12930921359427	3.01067899051823	11	109	1
SPAC105.03c	5	204	39	100	2487	294	0.05	24.7404846858874	0.0820265379975875	40.5875261433134	0.00891930000737436	0.0615790315358737	0.609558823529412	0.2218229911834	1.53147051429718	7	98	1
SPAC1071.01c	12	294	33	100	2319	300	0.12	59.3771632461297	0.126778783958603	62.7313712604648	0.0218431769994473	0.0744667689695019	0.946530612244898	0.506543274617184	1.72688437240275	12	100	1
SPAC1071.02	3	114	33	100	3405	300	0.03	14.8442908115324	0.0334801762114537	16.5663157368056	0.00668989793392414	0.085432482505964	0.896052631578947	0.227791024650117	2.90897602932807	3	100	1
SPAC1071.03c	5	129	25	100	1677	300	0.05	24.7404846858874	0.0769230769230769	38.0622841321344	0.0140110633785884	0.0981033614543481	0.65	0.234965532858927	1.64519337158942	7	98	1
SPAC1071.04c	2	10	12	100	331	300	0.02	9.89619387435495	0.0302114803625378	14.9489333449471	0.0303002114505232	0.965353981350509	0.662	0.100293699901232	3.19532167827019	2	100	1
SPAC1071.05	9	89	26	100	1458	300	0.09	44.5328724345973	0.061042524005487	30.2044326069133	0.0476495748247704	0.207121677209531	1.47438202247191	0.694730800945153	3.01983405371496	6	103	1
SPAC1071.06	54	125	26	100	1678	300	0.54	267.197234607584	0.0744934445768772	36.8600784950646	0.309965868129717	0.601040010571965	7.24896	5.20122726721665	10.0854513773976	10	144	2.2529558396699e-17
SPAC1071.07c	64	70	80	100	468	300	0.64	316.678203979358	0.14957264957265	74.0099969235947	0.642709748130687	1.30031157723185	4.27885714285714	3.00788162125162	6.08545818144504	21	143	1.58986157587415e-08
SPAC1071.08	12	51	52	100	320	300	0.12	59.3771632461297	0.159375	78.860294936266	0.11906740740962	0.45541285190563	0.752941176470588	0.381015703710785	1.45732112609802	15	97	1
SPAC1071.09c	125	116	99	100	2232	300	1.25	618.512117147185	0.0519713261648745	25.7159159817467	0.830636993117171	1.39806604369923	24.051724137931	18.5398176863753	31.2048340953669	11	214	1.05905619385305e-77
SPAC1071.10c	109	5653	309	100	4273	300	1.09	539.342566152345	1.32295810905687	654.61249674384	0.0158758684443351	0.0233980543202616	0.823911197594198	0.678375858626441	0.999798861104776	119	90	1
SPAC1071.11	14	340	93	100	2136	300	0.14	69.2733571204847	0.159176029962547	78.7618426329748	0.0231643381617516	0.0718190299799939	0.879529411764706	0.494790263135014	1.53405448037267	15	99	1
SPAC1071.12c	1	19	9	100	736	300	0.01	4.94809693717748	0.0258152173913043	12.7736198106484	0.00262241420563744	0.368819983318377	0.387368421052632	0.0193009685534915	2.71451507722325	2	99	1
SPAC1071.13	2	279	24	100	3378	300	0.02	9.89619387435495	0.0825932504440497	40.8679409553735	0.00123527988670749	0.0291015933044178	0.242150537634409	0.0417277545729791	0.983051821823234	7	95	1
SPAC1093.01	33	1808	185	100	5223	300	0.33	163.287198926857	0.346161210032548	171.28392231317	0.0127251760609526	0.0260420610488303	0.953313053097345	0.664635945663552	1.36017684858041	34	99	1
SPAC1093.02	26	111	43	100	992	300	0.26	128.650520366614	0.111895161290323	55.3668104865625	0.14922121151827	0.365297550181676	2.3236036036036	1.48027441826124	3.62375169780222	12	114	1
SPAC1093.03	7	129	14	100	3353	300	0.07	34.6366785602423	0.0384730092454518	19.0368179211421	0.0232691474693669	0.119977660111501	1.81945736434109	0.780214514647872	4.02285094353864	3	104	1
SPAC1093.04c	3	208	13	100	4949	300	0.03	14.8442908115324	0.0420286926651849	20.7962045450175	0.00369272571555996	0.0464328920529186	0.713798076923077	0.182752995663062	2.29796382769894	4	99	1
SPAC1093.05	19	144	48	100	2479	300	0.19	94.0138418063721	0.0580879386849536	28.7424751493972	0.0792712512028854	0.217146566629358	3.27090277777778	1.96513431731953	5.38306338674179	6	113	0.324699463906932
SPAC1093.06c	2	771	15	100	12942	300	0.02	9.89619387435495	0.059573481687529	29.4775362275061	0.000448474264320324	0.0104872827395264	0.335719844357977	0.0580415392883364	1.3572641321495	5	97	1
SPAC1093.07	0	126	40	100	1791	300	0	0	0.0703517587939698	34.8107322213491	0.000722626557887521	0.0382847122909604	0	0.0129422416517655	0.6856791971311	6	94	1
SPAC10F6.01c	36	1830	76	100	4905	300	0.36	178.131489738389	0.373088685015291	184.607897961973	0.0139338886264019	0.0276453431840719	0.964918032786885	0.683457237125011	1.35600408317873	36	100	1
SPAC10F6.02c	4	236	19	100	3591	300	0.04	19.7923877487099	0.0657198551935394	32.51882141949	0.00538113577549622	0.0470856686030361	0.60864406779661	0.193236585698069	1.69084635953503	6	98	1
SPAC10F6.03c	61	519	98	100	2113	300	0.61	301.833913167826	0.245622337908187	121.536313790587	0.0893052996148462	0.154380619290089	2.48348747591522	1.8870209808617	3.26206248559958	31	130	0.0013275247895688
SPAC10F6.04	0	141	6	100	2665	300	0	0	0.0529080675422139	26.1794246957608	0.000645629926128715	0.0341856195956341	0	0.0172060375313303	0.911046762223648	5	95	1
SPAC10F6.05c	1	80	35	100	2025	300	0.01	4.94809693717748	0.0395061728395062	19.5480372826765	0.000645199401115408	0.0826610619985175	0.253125	0.013065287872587	1.67388650546998	3	98	1
SPAC10F6.06	52	497	391	100	890	300	0.52	257.301040733229	0.558426966292135	276.315076154742	0.0777745431389281	0.140397476082302	0.931187122736419	0.69219343393646	1.24953753713249	54	98	1
SPAC10F6.07c	5	73	29	100	366	300	0.05	24.7404846858874	0.199453551912568	98.6915509327748	0.0244209626132942	0.176037100928082	0.250684931506849	0.0893807231646568	0.64429578939678	17	88	1
SPAC10F6.08c	51	83	8	100	983	300	0.51	252.352943796051	0.0844354018311292	41.779455318996	0.427196579133214	0.882605089029255	6.04012048192771	4.19934237287949	8.67600802515758	11	140	1.34313649406223e-12
SPAC10F6.09c	10	372	70	100	3689	300	0.1	49.4809693717748	0.100840336134454	49.8967758370838	0.0135379018552956	0.0517124906591497	0.991666666666667	0.499413199441854	1.90767378041603	10	100	1
SPAC10F6.10	3	70	25	100	1670	300	0.03	14.8442908115324	0.0419161676646707	20.7405260839774	0.0107888205887194	0.140758323650804	0.715714285714286	0.180173303831614	2.35066400496843	4	99	1
SPAC10F6.11c	4	215	17	100	2545	300	0.04	19.7923877487099	0.0844793713163065	41.8012118464895	0.00590160190044921	0.0517355565351422	0.473488372093023	0.150195768366432	1.31666991381937	8	96	1
SPAC10F6.12c	35	76	11	100	987	300	0.35	173.183392801212	0.0770010131712259	38.1008477432106	0.302515995775596	0.698837972616263	4.5453947368421	2.98583287830514	6.89753078972251	9	126	5.46507750630069e-06
SPAC10F6.13c	64	376	46	100	1199	300	0.64	316.678203979358	0.313594662218515	155.169678763864	0.129381104595207	0.223536238954071	2.04085106382979	1.55127944409653	2.68019950505932	39	125	0.212406714881106
SPAC10F6.14c	6	87	83	100	1579	300	0.06	29.6885816230649	0.0550981633945535	27.2631053536694	0.0272188744950572	0.163499662709329	1.08896551724138	0.429786028276953	2.58165967418031	5	101	1
SPAC10F6.15	0	7	1	100	1234	300	0	0	0.00567260940032415	2.80686211995481	0.0134151780994594	0.782741335671289	0	0.16554329774733	9.6590280821837	0	100	1
SPAC10F6.16	16	110	75	100	1061	300	0.16	79.1695509948396	0.103675777568332	51.2997797445356	0.0829341285210734	0.251431159108445	1.54327272727273	0.879931103608588	2.6676845981406	10	106	1
SPAC10F6.17c	10	93	20	100	1801	300	0.1	49.4809693717748	0.0516379789006108	25.5509725240147	0.0527451003329092	0.212686958923465	1.93655913978495	0.949939256995695	3.8304921302116	5	105	1
SPAC110.01	0	1597	120	100	5792	300	0	0	0.275725138121547	136.431471144206	5.69210690746831e-05	0.00300061072146348	0	0.00329686832080565	0.173795372987165	21	79	1
SPAC110.02	54	245	113	100	3853	300	0.54	267.197234607584	0.0635868154684661	31.4633726864387	0.162306548140975	0.298655137783585	8.49232653061225	6.25367129987177	11.5071824588015	9	145	1.14524442511672e-21
SPAC110.03	25	333	66	100	1448	300	0.25	123.702423429437	0.229972375690608	113.792560779012	0.0488791070148187	0.114418130477401	1.08708708708709	0.707769469574575	1.65677452931276	23	102	1
SPAC110.04c	12	745	82	100	2755	300	0.12	59.3771632461297	0.270417422867514	133.805162185017	0.00868481951996507	0.0291581231604511	0.443758389261745	0.239266777775038	0.803306293070429	23	89	1
SPAC110.05	1	101	42	100	1707	300	0.01	4.94809693717748	0.0591681312243702	29.2769648889821	0.000512240955176094	0.0652295989031978	0.169009900990099	0.00874395310485592	1.11346925327759	5	96	1
SPAC1142.01	58	168	10	100	1904	300	0.58	286.989622356294	0.0882352941176471	43.6596788574483	0.253247796188343	0.469828735934862	6.57333333333333	4.82183803942606	8.94553913219977	12	146	2.56170672301812e-17
SPAC1142.02c	39	248	100	100	1080	300	0.39	192.975780549922	0.22962962962963	113.622966705557	0.110510935714056	0.222940352441284	1.69838709677419	1.19351810571181	2.40775580636587	25	114	1
SPAC1142.03c	2	65	67	100	2243	300	0.02	9.89619387435495	0.028979045920642	14.3391128362254	0.00521428186049791	0.127612882496478	0.690153846153846	0.116956342130968	2.86235695439601	2	100	1
SPAC1142.04	6	174	26	100	2169	300	0.06	29.6885816230649	0.0802213001383126	39.694276951078	0.0138099771671669	0.0804527852743163	0.747931034482759	0.29953840475585	1.74502091259992	7	99	1
SPAC1142.05	27	249	131	100	969	300	0.27	133.598617303792	0.256965944272446	127.149240181341	0.0713518398900402	0.163675187169125	1.05072289156626	0.69139932853449	1.58601256366882	25	102	1
SPAC1142.06	56	378	27	100	1508	300	0.56	277.093428481939	0.250663129973475	124.030546568507	0.110733709160248	0.197770121707341	2.23407407407407	1.66986433413654	2.9823734353467	31	125	0.0545065887828968
SPAC1142.07c	5	43	16	100	1016	300	0.05	24.7404846858874	0.0423228346456693	20.9417488482905	0.0405715227725659	0.306216603832545	1.18139534883721	0.41220667136927	3.11116069493866	4	101	1
SPAC1142.08	12	215	36	100	2324	300	0.12	59.3771632461297	0.092512908777969	45.7762840573648	0.0297351001654886	0.10230939787541	1.29711627906977	0.691043727845956	2.37767040662454	9	103	1
SPAC1142.09	14	0	62	100	3	300	0.14	69.2733571204847	0	0	2.73664002250723	151.573220438496	NA	0.0820992006752169	4.54719661315487	0	114	1
SPAC11D3.01c	67	9	34	100	130	300	0.67	331.522494790891	0.0692307692307692	34.256055718921	3.59146849563445	15.9758429229411	9.67777777777778	4.66890904432478	20.7685957998235	10	157	8.10357974527364e-09
SPAC11D3.02c	11	72	39	100	450	300	0.11	54.4290663089522	0.16	79.1695509948396	0.0766430902682131	0.296921561971301	0.6875	0.344893906206959	1.33614702887085	15	96	1
SPAC11D3.03c	0	235	55	100	1284	300	0	0	0.183021806853583	90.56096419289	0.000387133353368944	0.0204585907014945	0	0.00497079225725724	0.26268830460719	15	85	1
SPAC11D3.04c	0	49	4	100	1836	300	0	0	0.0266884531590414	13.2057053334257	0.00186336651256467	0.0995730739938508	0	0.0342114091706873	1.8281616385271	2	98	1
SPAC11D3.05	7	391	53	100	1753	300	0.07	34.6366785602423	0.223046206503137	110.365425124723	0.0077885457973382	0.038973789837056	0.31383631713555	0.136533207827339	0.683210535843591	19	88	1
SPAC11D3.06	3	488	39	100	1521	300	0.03	14.8442908115324	0.320841551610782	158.755509884458	0.00158180312198135	0.0196757379522873	0.0935040983606557	0.0240592254853364	0.29926797425429	25	78	1
SPAC11D3.07c	59	866	10	100	4030	300	0.59	291.937719293471	0.214888337468983	106.328832446543	0.051848424309014	0.0893315531994439	2.74561200923787	2.08949149965326	3.60006159393759	28	131	6.54670939164771e-05
SPAC11D3.08c	19	660	121	100	3214	300	0.19	94.0138418063721	0.205351586807716	101.60995577278	0.0177169646385147	0.0462159294481712	0.925242424242424	0.569423243481862	1.48537997246422	20	99	1
SPAC11D3.09	0	54	14	100	1729	300	0	0	0.0312319259687681	15.4538597228215	0.00169011755890912	0.0901972480139864	0	0.0292221325935387	1.55951041816182	3	97	1
SPAC11D3.10	2	153	0	100	4126	300	0.02	9.89619387435495	0.0370819195346583	18.3484932474104	0.00224310582080674	0.0533525777857075	0.539346405228758	0.092550546166486	2.20132735943829	3	99	1
SPAC11D3.11c	4	172	35	100	2151	300	0.04	19.7923877487099	0.0799628079962808	39.5663725334508	0.00735903989680111	0.0648481006056254	0.500232558139535	0.158292948180192	1.394882644027	7	97	1
SPAC11D3.13	0	16	9	100	920	300	0	0	0.0173913043478261	8.60538597769996	0.00576104614150375	0.317064970660191	0	0.0530016245018345	2.91699773007376	1	99	1
SPAC11D3.14c	7	967	39	100	4308	300	0.07	34.6366785602423	0.224466109563603	111.068006923181	0.00316276788196697	0.0156866222686458	0.311851085832472	0.136252040355137	0.67577968733326	19	88	1
SPAC11D3.15	15	1145	42	100	3921	300	0.15	74.2214540576621	0.292017342514665	144.493011809952	0.00758346426727566	0.0222415136881178	0.513668122270742	0.297347633919879	0.872089751711098	25	90	1
SPAC11D3.16c	11	175	95	100	945	300	0.11	54.4290663089522	0.185185185185185	91.6314247625458	0.0324093611687782	0.11867214561745	0.594	0.306268463044954	1.1214517760849	17	94	1
SPAC11D3.17	4	476	161	100	3291	300	0.04	19.7923877487099	0.144636888483744	71.5677344909292	0.00267999683360133	0.0232266793117317	0.276554621848739	0.0881986957938198	0.764390016149091	13	91	1
SPAC11D3.18c	6	137	25	100	2031	300	0.06	29.6885816230649	0.0674544559330379	33.3771186801238	0.0174700418736508	0.102625061410636	0.889489051094891	0.354816550453848	2.08431499725001	6	100	1
SPAC11D3.19	17	88	0	100	1210	300	0.17	84.1176479320171	0.0727272727272727	35.9861595431089	0.110876076708639	0.332315220184663	2.3375	1.34160052817453	4.02101416423442	7	110	1
SPAC11E3.01c	19	411	43	100	3812	300	0.19	94.0138418063721	0.107817418677859	53.3491039134298	0.028332677930837	0.0745328583566029	1.76223844282238	1.08004168272351	2.8411925605537	11	108	1
SPAC11E3.02c	5	416	39	100	3850	300	0.05	24.7404846858874	0.108051948051948	53.4651513211904	0.00439976673515408	0.0300015344088507	0.462740384615385	0.169391019303432	1.15505907474075	10	95	1
SPAC11E3.03	1	12	19	100	987	300	0.01	4.94809693717748	0.0121580547112462	6.01592332787535	0.0040448521341888	0.610617545978525	0.8225	0.0399226905644434	6.02679517880804	1	100	1
SPAC11E3.04c	7	51	32	100	714	300	0.07	34.6366785602423	0.0714285714285714	35.3435495512677	0.0570098273811183	0.31419493226721	0.98	0.407050167501184	2.24335181638788	7	100	1
SPAC11E3.05	5	373	27	100	3997	300	0.05	24.7404846858874	0.0933199899924944	46.1756356659294	0.00490375777017301	0.0334843632448957	0.535790884718499	0.196003198073815	1.33836999889848	8	97	1
SPAC11E3.06	12	43	20	100	1847	300	0.12	59.3771632461297	0.0232809962100704	11.519662604149	0.139544336204575	0.547087601100883	5.15441860465116	2.5773838896985	10.1047079923333	2	110	0.196635218267365
SPAC11E3.07	47	137	69	100	1208	300	0.47	232.560556047341	0.11341059602649	56.1166622842148	0.242889356442339	0.483404357012351	4.14423357664234	2.93410342582345	5.8395246327092	14	133	1.25320867292925e-07
SPAC11E3.08c	7	66	11	100	1531	300	0.07	34.6366785602423	0.0431090790333116	21.3307901929271	0.0445771387333487	0.239665338856775	1.62378787878788	0.682475994007569	3.66927633789722	4	103	1
SPAC11E3.09	0	55	11	100	1333	300	0	0	0.0412603150787697	20.4160038668238	0.0016592631470071	0.0885300344192424	0	0.0221179777496046	1.1801053588085	3	97	1
SPAC11E3.10	6	124	21	100	1069	300	0.06	29.6885816230649	0.11599625818522	57.3960729850334	0.0192639047804862	0.113626298580197	0.517258064516129	0.205931142103398	1.2146651318223	11	95	1
SPAC11E3.11c	4	415	29	100	3255	300	0.04	19.7923877487099	0.127496159754224	63.0863357581767	0.00307191986359961	0.0266603146086884	0.313734939759036	0.0999909915601672	0.867793240512807	11	93	1
SPAC11E3.12	0	74	0	100	2724	300	0	0	0.0271659324522761	13.4419667162677	0.00123194994651341	0.0655194206443666	0	0.0335583165430252	1.78474901835255	2	98	1
SPAC11E3.13c	38	675	133	100	2103	300	0.38	188.027683612744	0.320970042796006	158.819088568464	0.0400161037864191	0.0788697671153797	1.18391111111111	0.841538662628395	1.65863120243644	33	105	1
SPAC11E3.14	6	286	39	100	2681	300	0.06	29.6885816230649	0.106676613204028	52.7846223063319	0.0084507925850192	0.0486387552677379	0.562447552447552	0.226565749204365	1.30400502872805	10	96	1
SPAC11E3.15	63	135	109	100	406	300	0.63	311.730107042181	0.332512315270936	164.530316876591	0.342191787701071	0.635592635663639	1.89466666666667	1.38929865806635	2.58050610079437	40	123	1
SPAC11G7.01	31	481	107	100	2966	300	0.31	153.391005052502	0.162171274443695	80.2439186373016	0.0440192294622238	0.0938287902560333	1.91155925155925	1.30561034584956	2.78296191899395	18	113	1
SPAC11G7.02	46	384	60	100	2923	300	0.46	227.612459110164	0.131371878207321	65.0040788188899	0.0871337368706077	0.164195089740283	3.50151041666667	2.54691912872786	4.79942247310846	16	130	2.96736815104912e-06
