V4	Mcs6as_Cdk9as_DMSOr1_pr_counts	Mcs6as_Cdk9as_DMSOr1gb_counts	Mcs6as_Cdk9as_DMSOr1term_counts	Mcs6as_Cdk9as_DMSOr1pr_map	Mcs6as_Cdk9as_DMSOr1gb_map	Mcs6as_Cdk9as_DMSOr1term_map	Mcs6as_Cdk9as_DMSOr1pr_density	Mcs6as_Cdk9as_DMSOr1pr_densityRPKM	Mcs6as_Cdk9as_DMSOr1gb_density	Mcs6as_Cdk9as_DMSOr1gb_densityRPKM	Mcs6as_Cdk9as_DMSOr1pause_index_CI_low	Mcs6as_Cdk9as_DMSOr1pause_index_CI_high	Mcs6as_Cdk9as_DMSOr1pause_index_scaled	Mcs6as_Cdk9as_DMSOr1pause_index_CI_low_scaled	Mcs6as_Cdk9as_DMSOr1pause_index_CI_high_scaled	Mcs6as_Cdk9as_DMSOr1_ExpPR	Mcs6as_Cdk9as_DMSOr1_ExpGB	Mcs6as_Cdk9as_DMSOr1Fexact_Pval
SPAC30C2.08	78	884	111	100	2034	300	0.78	135.638893096206	0.434611602753196	75.5772265695021	0.0695011435549443	0.111864238062091	1.79470588235294	1.41365325990757	2.27531860218293	53	125	1
SPAC30D11.01c	2	287	27	100	3648	300	0.02	3.47792033580016	0.0786732456140351	13.6809640402227	0.00120101851998426	0.028285269045123	0.254216027874564	0.0438131556090257	1.03184661476609	7	95	1
SPAC30D11.02c	0	4	7	100	521	300	0	0	0.00767754318618042	1.33509417881004	0.0240893601812892	1.52670069174082	0	0.125505566544517	7.95411060396967	0	100	1
SPAC30D11.03	28	742	53	100	2242	300	0.28	48.6908847012023	0.330954504906334	57.5516701419207	0.0253700731119109	0.0557545965136416	0.846037735849057	0.568797039169042	1.25001805383585	31	97	1
SPAC30D11.04c	129	1453	94	100	3497	300	1.29	224.325861659111	0.415498999142122	72.25362093105	0.0738337921842516	0.106686989973744	3.10470061940812	2.58196771268328	3.73084403938183	67	162	7.30294867071234e-13
SPAC30D11.05	39	353	63	100	1624	300	0.39	67.8194465481032	0.217364532019704	37.7988263096508	0.0782110714410812	0.155462202391238	1.7942209631728	1.27014780020316	2.52470616683371	24	115	1
SPAC30D11.06c	34	484	59	100	1955	300	0.34	59.1246457086028	0.247570332480818	43.0514946937923	0.048803699205274	0.100620453155537	1.37334710743802	0.954112319463106	1.96712985919075	26	108	1
SPAC30D11.07	11	173	31	100	1246	300	0.11	19.1285618469009	0.13884430176565	24.1444710310365	0.0327766161442672	0.120072655539845	0.792254335260116	0.408396637157569	1.49610528802647	13	98	1
SPAC30D11.08c	62	383	44	100	1641	300	0.62	107.815530409805	0.233394271785497	40.5863342051025	0.122613727065724	0.213323449355693	2.65644908616188	2.01209126114854	3.50063780392692	30	132	0.000225810064009645
SPAC30D11.09	8	330	306	100	1922	300	0.08	13.9116813432007	0.171696149843913	29.8572765560368	0.0111699971224349	0.0503305854889093	0.465939393939394	0.214687344693199	0.967353853096837	15	93	1
SPAC30D11.10	140	488	375	100	1874	300	1.4	243.454423506012	0.260405549626467	45.2834878300555	0.236655377163946	0.34760661407163	5.37622950819672	4.43492176805235	6.51414794770235	49	191	3.42619232199516e-29
SPAC30D11.11	191	1183	303	100	1871	300	1.91	332.141392068916	0.632282202030999	109.951356420406	0.138147011649433	0.188628611443811	3.02080304311074	2.5847305879609	3.5292413201137	112	179	5.45985403549238e-15
SPAC30D11.12	86	441	293	100	308	244	0.86	149.550574439407	1.43181818181818	248.987478585694	0.153703578048369	0.247146868937814	0.600634920634921	0.473407020388976	0.761212356328468	109	77	1
SPAC30D11.13	37	251	44	100	1008	300	0.37	64.341526212303	0.249007936507937	43.3014883078294	0.10273832885456	0.210641451075026	1.48589641434263	1.03560235485396	2.12326582683626	27	110	1
SPAC30D11.14c	146	540	91	100	1769	300	1.46	253.888184513412	0.305257207461843	53.0830124740556	0.224222012101268	0.325864948055901	4.78285185185185	3.96648739407143	5.76455093110889	57	189	5.5544826572353e-26
SPAC31A2.02	26	122	127	100	783	300	0.26	45.2129643654021	0.15581098339719	27.0949093849055	0.136302115967812	0.331015557149723	1.66868852459016	1.06724556802797	2.59185181248233	16	110	1
SPAC31A2.03	102	246	43	100	898	300	1.02	177.373937125808	0.273942093541203	47.637438897931	0.326951676859815	0.52547513190981	3.72341463414634	2.93602605820114	4.7187666845501	43	159	1.26328699482542e-12
SPAC31A2.04c	159	463	228	100	593	300	1.59	276.494666696113	0.780775716694772	135.773787139585	0.285602827839759	0.412767102247043	2.03643628509719	1.69362476908977	2.44770891632497	113	146	0.00183261652676402
SPAC31A2.05c	8	726	25	100	5062	300	0.08	13.9116813432007	0.143421572500988	24.9404401796811	0.00510249267815117	0.0227573382144883	0.557796143250689	0.258288179368012	1.1519764604174	13	95	1
SPAC31A2.06	58	551	3	100	4811	257	0.58	100.859689738205	0.114529203907711	19.9161723656817	0.0795283651649623	0.139027469778472	5.06421052631579	3.82610964808633	6.68861157104229	16	142	3.66352453419406e-14
SPAC31A2.07c	27	732	10	100	2587	300	0.27	46.9519245333022	0.282953227676846	49.2044392308798	0.0246126177639926	0.0548878827487127	0.95422131147541	0.636728421554489	1.4199495267092	28	99	1
SPAC31A2.08	9	169	34	100	777	300	0.09	15.6506415111007	0.217503217503217	37.8229431628203	0.0255081976683021	0.1071876395489	0.413786982248521	0.198198695882707	0.832847959294953	19	90	1
SPAC31A2.09c	45	541	54	100	2348	267	0.45	78.2532075555037	0.230408858603066	40.0671827442055	0.0606084015270103	0.113792673378902	1.95304990757856	1.4230852678542	2.67185197093662	27	118	1
SPAC31A2.10	2	155	9	100	1783	300	0.02	3.47792033580016	0.086932136848009	15.1171523289127	0.00221442829854896	0.0526561029461729	0.230064516129032	0.0394832565631279	0.938858315530264	8	94	1
SPAC31A2.11c	57	611	54	100	1949	300	0.57	99.1207295703047	0.313494099538225	54.5153751968676	0.07041368736164	0.123324092484552	1.81821603927987	1.37236276667836	2.40358656252392	37	120	1
SPAC31A2.12	21	1177	138	100	2450	300	0.21	36.5181635259017	0.480408163265306	83.5410660252407	0.0112885840664306	0.0279071091511482	0.437128292268479	0.27657030962755	0.68372417420313	39	82	1
SPAC31A2.13c	6	101	18	100	383	300	0.06	10.4337610074005	0.263707571801567	45.8576963336575	0.0235405780600398	0.140215826506602	0.227524752475248	0.0901604139699526	0.537026615520285	22	84	1
SPAC31A2.14	83	757	39	100	3306	300	0.83	144.333693935707	0.22897761645493	39.8182954355826	0.0868154079597002	0.138301694486036	3.62480845442536	2.87011738714769	4.57225401970837	34	149	5.79386555717435e-12
SPAC31A2.15c	1	281	34	100	1905	300	0.01	1.73896016790008	0.14750656167979	25.6508035265052	0.000185168975189761	0.0232325723390658	0.0677935943060498	0.00352746897736494	0.442580503059204	12	89	1
SPAC31A2.16	13	409	19	100	3850	300	0.13	22.6064821827011	0.106233766233766	18.4736287966528	0.0175133143399122	0.0564694740806929	1.22371638141809	0.674262602086619	2.17407475210668	10	103	1
SPAC31F12.01	38	1302	15	100	4530	300	0.38	66.0804863802031	0.287417218543046	49.9807094614991	0.0208390544303726	0.040702895976338	1.3221198156682	0.944009165695879	1.84384118772811	30	108	1
SPAC31G5.01	49	415	240	100	1250	300	0.49	85.209048227104	0.332	57.7334775742827	0.0867920569904451	0.160186781086119	1.47590361445783	1.08490071238056	2.00233476357648	37	112	1
SPAC31G5.02	90	479	46	100	1146	300	0.9	156.506415111007	0.417975567190227	72.6842862499249	0.149014476787403	0.236665064314889	2.15323590814196	1.70770590398364	2.71218163704863	56	134	0.00499039584763373
SPAC31G5.03	185	344	455	100	392	300	1.85	321.707631061515	0.877551020408163	152.602626978987	0.447976855301175	0.64546422667888	2.10813953488372	1.75606927278061	2.53021976858121	133	152	0.000751758313874965
SPAC31G5.04	68	648	62	100	1288	300	0.68	118.249291417206	0.503105590062112	87.488058136588	0.0810612645753119	0.135619642665684	1.3516049382716	1.04406908773002	1.74678099753401	56	112	1
SPAC31G5.05c	72	361	81	100	834	300	0.72	125.205132088806	0.432853717026379	75.2715372436367	0.153574657219205	0.258645514387347	1.66337950138504	1.28081264120817	2.15710358999047	51	121	1
SPAC31G5.06	34	72	17	100	697	300	0.34	59.1246457086028	0.103299856527977	17.9634335851945	0.307681024993522	0.722390232763135	3.29138888888889	2.14453674420485	5.03505992235905	12	122	0.00757108491774503
SPAC31G5.07	9	91	32	100	504	300	0.09	15.6506415111007	0.180555555555556	31.3978919204182	0.0466373974495474	0.202406692971365	0.498461538461538	0.235052483145719	1.02012973257568	16	93	1
SPAC31G5.08	16	550	41	100	1905	300	0.16	27.8233626864013	0.288713910761155	50.2061990732307	0.017084789540833	0.0487664092087914	0.554181818181818	0.325465240752869	0.929000095427476	25	91	1
SPAC31G5.09c	6	200	32	100	1772	300	0.06	10.4337610074005	0.112866817155756	19.6270899311522	0.0120377981913337	0.0698476070078659	0.5316	0.213309783950434	1.23769959617938	10	96	1
SPAC31G5.10	7	85	23	100	1358	300	0.07	12.1727211753006	0.0625920471281296	10.8845076783142	0.0349298097269893	0.184255731122761	1.11835294117647	0.474346816092515	2.5021928286471	6	101	1
SPAC31G5.11	166	769	465	100	291	300	1.66	288.667387871414	2.6426116838488	459.539645744042	0.181861175947214	0.256122827853229	0.62816644993498	0.529216022006392	0.745317429052897	192	74	1
SPAC31G5.12c	8	260	12	100	1594	300	0.08	13.9116813432007	0.163111668757842	28.3644694889599	0.0141428551966507	0.0640468422251845	0.490461538461538	0.225437111834613	1.02090666506944	15	93	1
SPAC31G5.13	171	1090	182	100	1462	300	1.71	297.362188710914	0.745554035567715	129.648877086942	0.133068446873534	0.184879378244142	2.29359633027523	1.94546069329107	2.70293650992936	115	156	7.31906052451534e-07
SPAC31G5.14	89	903	51	100	1565	300	0.89	154.767454943107	0.576996805111821	100.337446109506	0.0787757840016661	0.123174862152957	1.54246954595792	1.23284101962607	1.92768659269378	69	120	1
SPAC31G5.15	8	438	24	100	3413	300	0.08	13.9116813432007	0.128332845004395	22.3165705695938	0.00843458670478432	0.0378302291846239	0.62337899543379	0.287872444234289	1.29114572207121	12	96	1
SPAC31G5.16c	28	408	5	100	4211	300	0.28	48.6908847012023	0.0968890999762527	16.8486285562392	0.0458641049076389	0.10201594649163	2.88990196078431	1.93133745766067	4.29589150676253	11	117	0.0585941976985816
SPAC31G5.17c	251	1096	402	100	789	300	2.51	436.479002142921	1.38910012674271	241.558978963053	0.199176138612715	0.263266820985037	1.80692518248175	1.57149973365432	2.07717521757194	204	147	0.00788955439850685
SPAC31G5.18c	122	508	107	100	931	300	1.22	212.15314048381	0.545649838882922	94.8863335438498	0.196096755847837	0.293933435971071	2.23586614173228	1.82566079694336	2.73652028889067	78	144	0.000154625967660796
SPAC31G5.19	28	1596	29	100	5144	300	0.28	48.6908847012023	0.310264385692068	53.9537408236495	0.0118415374147224	0.0258169424648106	0.902456140350877	0.609128684613322	1.32802352038986	30	98	1
SPAC31G5.21	31	200	277	100	414	300	0.31	53.9077652049025	0.483091787439614	84.0077375797141	0.104167744051437	0.229413630923043	0.6417	0.43125446037295	0.9497724320214	42	89	1
SPAC323.01c	21	180	20	100	1219	300	0.21	36.5181635259017	0.14766201804758	25.6778367696485	0.0722062031966819	0.186658608586351	1.42216666666667	0.880193616967552	2.27536843866762	15	106	1
SPAC323.02c	82	837	65	100	950	300	0.82	142.594733767807	0.881052631578947	153.211543213934	0.077556071920014	0.12359664426045	0.930704898446834	0.736782683240133	1.17416812047427	85	97	1
SPAC323.03c	5	261	186	100	1911	300	0.05	8.69480083950041	0.136577708006279	23.7503194046008	0.00698901650856052	0.0479968520578173	0.366091954022988	0.133560105478591	0.917219842824889	12	93	1
SPAC323.04	0	263	84	100	1926	300	0	0	0.136552440290758	23.7459254495183	0.000345882766651793	0.0182729761692144	0	0.00666170208571354	0.351937521019069	12	88	1
SPAC323.05c	26	201	64	100	1825	300	0.26	45.2129643654021	0.11013698630137	19.1523832190639	0.084061167261295	0.197647030951636	2.36069651741294	1.53411630251863	3.60705831486736	12	114	1
SPAC323.06c	51	208	70	100	1822	300	0.51	88.6869685629042	0.114160263446762	19.8520150890899	0.178321915381256	0.336354124994251	4.46740384615385	3.24902529824649	6.12837215739525	15	136	7.86180770006245e-10
SPAC323.07c	29	1192	153	100	2222	300	0.29	50.4298448691024	0.536453645364536	93.2871521213725	0.016518149648003	0.0356045892976124	0.540587248322148	0.367033285178626	0.791133974192947	45	84	1
SPAC323.08	4	59	46	100	505	300	0.04	6.95584067160033	0.116831683168317	20.3165643378425	0.0209656828835433	0.194074178992957	0.342372881355932	0.105876698561894	0.98007460391443	10	94	1
SPAC328.01c	67	1700	118	100	4294	300	0.67	116.510331249306	0.395901257568701	68.8456517333521	0.0306271734909884	0.0506251418964617	1.69234117647059	1.31513082970304	2.17384359303407	47	120	1
SPAC328.02	11	577	205	100	3781	300	0.11	19.1285618469009	0.152605130917747	26.5374244083139	0.00996607518760344	0.0354754587964744	0.720814558058925	0.376817302843286	1.3413270970947	14	97	1
SPAC328.03	20	1286	268	100	1957	300	0.2	34.7792033580016	0.657128257537047	114.271986505851	0.00972732041164047	0.0245868013410214	0.304354587869362	0.190363660455804	0.481163702243789	47	73	1
SPAC328.04	54	602	187	100	2897	300	0.54	93.9038490666044	0.207801173627891	36.1357963781791	0.0671982608059995	0.119451077126965	2.59863787375415	1.9467336155498	3.46049770436818	26	128	0.00107556206235078
SPAC328.05	43	437	104	100	2090	300	0.43	74.7752872197035	0.209090909090909	36.3600762379108	0.0709915205001137	0.135925272772484	2.05652173913043	1.48372277845238	2.84083820094492	24	119	1
SPAC328.06	43	1326	23	100	3718	300	0.43	74.7752872197035	0.356643356643357	62.018859134898	0.0236346066807284	0.0443379477814851	1.2056862745098	0.878734676389481	1.64848489851562	37	106	1
SPAC328.07c	67	552	65	100	1338	300	0.67	116.510331249306	0.412556053811659	71.7418544604518	0.0933900914107127	0.15748183764573	1.62402173913043	1.24955942307534	2.10710698769987	48	119	1
SPAC328.08c	1	138	235	100	2000	300	0.01	1.73896016790008	0.069	11.9988251585106	0.000375796222576147	0.0475584849587778	0.144927536231884	0.00751592445152293	0.951169699175556	6	95	1
SPAC328.09	19	1052	18	100	1645	70	0.19	33.0402431901016	0.63951367781155	111.208881254157	0.0111438343228289	0.0289183088247251	0.297100760456274	0.183316074610536	0.475706180166727	46	73	1
SPAC328.10c	122	468	176	100	474	300	1.22	212.15314048381	0.987341772151899	171.694801387603	0.212495850148017	0.319602239181311	1.23564102564103	1.0072303297016	1.51491461371941	110	112	1
SPAC32A11.01	168	3042	105	100	2207	300	1.68	292.145308207214	1.37834164023561	239.68812101278	0.0471298887620834	0.0646860712850314	1.21885601577909	1.04015664497918	1.42762159326064	155	113	1
SPAC32A11.02c	33	560	15	100	3039	300	0.33	57.3856855407027	0.184271141822968	32.0440175723608	0.0407866908628925	0.08470173080139	1.79083928571429	1.2395075353233	2.57408559905424	20	113	1
SPAC32A11.03c	81	1200	44	100	4525	300	0.81	140.855773599907	0.265193370165746	46.1160707509414	0.0535352747347273	0.0849947436592923	3.054375	2.42247118174641	3.84601215058298	37	144	1.12784545403611e-08
SPAC32A11.04c	147	716	169	100	945	300	1.47	255.627144681312	0.757671957671958	131.756135472641	0.171214897769864	0.246067770416664	1.94015363128492	1.61798078392522	2.32534043043748	106	141	0.00647385204314075
SPAC343.01c	5	670	11	100	2452	300	0.05	8.69480083950041	0.273246329526917	47.5164483072208	0.00273771049799852	0.0185835270673888	0.182985074626866	0.0671286614109237	0.455668083692374	22	83	1
SPAC343.02	23	105	40	100	1045	300	0.23	39.9960838617019	0.100478468899522	17.4728055147855	0.135811637466732	0.350508222090352	2.28904761904762	1.41923161152735	3.66281092084418	11	112	1
SPAC343.03	13	43	5	100	1178	300	0.13	22.6064821827011	0.0365025466893039	6.34764747196125	0.154727780021246	0.580610690121038	3.56139534883721	1.82269324865028	6.83959392962582	3	110	1
SPAC343.04c	23	378	103	100	1870	300	0.23	39.9960838617019	0.202139037433155	35.151173447392	0.0389740357558986	0.0941540097465089	1.13783068783069	0.728814468635304	1.76067998225972	20	103	1
SPAC343.05	25	1078	83	100	1993	300	0.25	43.4740041975021	0.540893125940793	94.0591601102001	0.0152607701340232	0.0349616251273696	0.462198515769944	0.304147148771082	0.696785188788476	43	82	1
SPAC343.06c	162	484	96	100	1156	300	1.62	281.711547199813	0.418685121107266	72.8076748497958	0.279022076636753	0.401364576964829	3.86925619834711	3.22549520592086	4.63977450971343	77	185	1.36761421868518e-19
SPAC343.07	4	21	7	100	1786	300	0.04	6.95584067160033	0.0117581187010078	2.04469000704937	0.0554542706831016	0.585207244627966	3.40190476190476	0.990413274400195	10.4518013890555	1	103	1
SPAC343.08c	16	832	240	100	2737	300	0.16	27.8233626864013	0.303982462550237	52.8613394115041	0.0113232489550114	0.0321515841793434	0.526346153846154	0.309917323898661	0.87998885898863	27	89	1
SPAC343.09	17	526	89	100	1564	300	0.17	29.5623228543014	0.336317135549872	58.484210250348	0.0192907693113924	0.0533820412811182	0.505475285171103	0.301707632030177	0.834895125636688	29	88	1
SPAC343.10	43	755	48	100	2034	300	0.43	74.7752872197035	0.371189773844641	64.5484231447671	0.0413515698266847	0.0781710471522492	1.15843708609272	0.841090930274766	1.58999909907675	38	105	1
SPAC343.11c	151	1548	68	100	4799	300	1.51	262.582985352912	0.322567201500313	56.0931514880043	0.0822302200021285	0.115653746917179	4.68119509043928	3.94622825790215	5.55022331455541	61	190	4.88057626251582e-28
SPAC343.12	71	776	172	100	1728	300	0.71	123.466171920906	0.449074074074074	78.0921927251426	0.0711917017114061	0.11740110883534	1.58103092783505	1.2301926055731	2.02869116067467	52	119	1
SPAC343.13	3	60	16	100	1727	300	0.03	5.21688050370025	0.0347423277359583	6.04155240729617	0.0125342590362304	0.165041493362126	0.8635	0.216466653555699	2.85026659036391	3	100	1
SPAC343.14c	117	688	38	100	1279	300	1.17	203.45833964431	0.537920250195465	93.542188859676	0.13908638322956	0.207779194504033	2.17504360465116	1.77891484150608	2.65749589770658	75	142	0.000343105009856326
SPAC343.15	194	486	209	100	1621	300	1.94	337.358272572616	0.299814929056138	52.1366219370413	0.336772874110773	0.473020364675332	6.47065843621399	5.45908828933563	7.66766011138712	67	227	1.82426046009181e-43
SPAC343.16	148	944	185	100	2117	300	1.48	257.366104849212	0.445914029286727	77.5426735237448	0.131317702396753	0.187084476974997	3.31902542372881	2.77999575973926	3.96057837756068	76	172	1.83049577009992e-15
SPAC343.17c	16	606	343	100	6225	300	0.16	27.8233626864013	0.0973493975903614	16.9286724778707	0.0155169038555738	0.0442278325084632	1.64356435643564	0.965927265009467	2.75318257365183	10	106	1
SPAC343.18	3	221	56	100	1097	300	0.03	5.21688050370025	0.201458523245214	35.03283474074	0.00347727629466796	0.0436753917885814	0.148914027149321	0.0381457209525076	0.479119047920738	17	86	1
SPAC343.19	182	609	100	100	2499	300	1.82	316.490750557815	0.243697478991597	42.3780208984054	0.252352583805459	0.353801288251611	7.46827586206897	6.30629106929843	8.84149419340776	55	227	1.59727129892877e-50
SPAC343.20	60	788	317	100	1654	300	0.6	104.337610074005	0.476420798065296	82.8476790994719	0.0580237233867153	0.0997112754577541	1.25939086294416	0.959712384816271	1.64922449607125	51	109	1
SPAC343.21	0	141	194	100	2391	300	0	0	0.0589711417816813	10.2548466613932	0.000645629926128715	0.0341856195956341	0	0.0154370115337376	0.81737816453161	5	95	1
SPAC3A11.02	34	667	154	100	2060	300	0.34	59.1246457086028	0.32378640776699	56.305166601425	0.0355327846002125	0.0727653579369597	1.05007496251874	0.731975362764378	1.49896637350137	32	102	1
SPAC3A11.03	6	130	5	100	3509	300	0.06	10.4337610074005	0.0370475919065261	6.44242866420663	0.0183922596923605	0.108269642925195	1.61953846153846	0.64538439260493	3.79918177024509	3	103	1
SPAC3A11.04	8	160	1	100	3476	300	0.08	13.9116813432007	0.046029919447641	8.0044196451097	0.0228191108219378	0.104869885683553	1.738	0.793192292170558	3.64527722636029	4	104	1
SPAC3A11.05c	1	311	32	100	2945	300	0.01	1.73896016790008	0.105602716468591	18.3638917560925	0.000167358869150065	0.0209811293891805	0.0946945337620579	0.0049287186964694	0.617894260511367	9	92	1
SPAC3A11.06	19	242	26	100	2642	300	0.19	33.0402431901016	0.0915972747918244	15.9284012351181	0.0477545675921238	0.127576718043682	2.07429752066116	1.26167567578391	3.37057689071409	9	110	1
SPAC3A11.07	96	2708	410	100	2299	300	0.96	166.940176118408	1.17790343627664	204.832715731771	0.0287609206593199	0.0436504541377912	0.815007385524372	0.661213565957764	1.00352394062782	106	90	1
SPAC3A11.08	62	776	150	100	2619	300	0.62	107.815530409805	0.296296296296296	51.524745715558	0.0611350550227771	0.104211307186542	2.0925	1.60112709104653	2.72929413521552	37	125	0.0844105660350376
SPAC3A11.09	164	1089	59	100	2714	300	1.64	285.189467535613	0.401252763448784	69.776257289727	0.127344729124806	0.178017624290034	4.08719926538108	3.45613594844722	4.83139832323151	75	189	1.06746468964853e-23
SPAC3A11.10c	144	530	54	100	1327	300	1.44	250.410264177612	0.39939713639789	69.4535711369287	0.22500218721837	0.32792929998592	3.60543396226415	2.98577902438778	4.35162181081315	69	175	1.45553766295724e-16
SPAC3A11.11c	31	132	85	100	1568	300	0.31	53.9077652049025	0.0841836734693878	14.6392054950772	0.155675076951715	0.352526435682323	3.68242424242424	2.4409852066029	5.52761451149882	10	121	0.000641154860747417
SPAC3A11.12c	182	1325	261	100	1887	300	1.82	316.490750557815	0.70217276099629	122.105046235697	0.117272219772321	0.16082503886575	2.59195471698113	2.2129267871037	3.0347684833967	116	166	2.46076076789332e-10
SPAC3A11.13	36	147	89	100	506	300	0.36	62.602566044403	0.290513833992095	50.519198553619	0.167180214359473	0.357333157760593	1.23918367346939	0.845931884658934	1.8081057782686	30	106	1
SPAC3A11.14c	8	234	12	100	3037	300	0.08	13.9116813432007	0.077049720118538	13.3986394233987	0.0156943243908715	0.071259620605239	1.0382905982906	0.476636631750768	2.16415467778111	7	101	1
SPAC3A12.02	5	54	3	100	889	300	0.05	8.69480083950041	0.0607424071991001	10.5628626621602	0.0326529323201884	0.240925317365232	0.823148148148148	0.290284568326475	2.14182607137691	6	99	1
SPAC3A12.03c	17	78	38	100	940	300	0.17	29.5623228543014	0.0829787234042553	14.4296694783198	0.124369402863135	0.377194184522562	2.04871794871795	1.16907238691347	3.54562533451208	8	109	1
SPAC3A12.04c	33	78	38	100	738	300	0.33	57.3856855407027	0.105691056910569	18.379253807074	0.275853693093809	0.64649270334765	3.12230769230769	2.03580025503231	4.77111615070566	12	121	0.0211386610515279
SPAC3A12.05c	51	704	40	100	3706	300	0.51	88.6869685629042	0.189962223421479	33.0336739935687	0.0539297397823577	0.097054082869321	2.68474431818182	1.99863615633418	3.59682431113704	24	127	0.000727548467214223
SPAC3A12.06c	42	894	159	100	2545	300	0.42	73.0363270518035	0.351277013752456	61.085673481441	0.0340286655504119	0.064626442310026	1.19563758389262	0.866029538257982	1.64474295679016	36	106	1
SPAC3A12.07	8	132	47	100	717	300	0.08	13.9116813432007	0.184100418410042	32.0143294508802	0.0275519936643022	0.12764593555962	0.434545454545455	0.197547794573047	0.915221357962479	16	92	1
SPAC3A12.08	17	154	44	100	884	300	0.17	29.5623228543014	0.17420814479638	30.2941024724675	0.0646247919870822	0.18602077226348	0.975844155844156	0.571283161165806	1.64442362680916	17	100	1
SPAC3A12.09c	7	165	52	100	1769	300	0.07	12.1727211753006	0.0932730356133409	16.2198093670726	0.0182772947137903	0.0933298877917029	0.750484848484849	0.323325343486951	1.65100571503522	9	98	1
SPAC3A12.10	146	399	184	100	415	300	1.46	253.888184513412	0.96144578313253	167.191592046297	0.301333805149549	0.444149996890561	1.51854636591479	1.25053529137063	1.84322248709583	120	126	1
SPAC3A12.11c	34	217	50	100	1113	300	0.34	59.1246457086028	0.19496855345912	33.9042548458507	0.107265098195817	0.22780959049275	1.74387096774194	1.19386054291944	2.5355207421843	21	113	1
SPAC3A12.12	13	129	60	100	964	300	0.13	22.6064821827011	0.133817427385892	23.2703175994928	0.0544432690122786	0.182759899376032	0.971472868217054	0.524833113278366	1.76180542998494	13	100	1
SPAC3A12.13c	9	222	71	100	1014	300	0.09	15.6506415111007	0.218934911242604	38.0719090013627	0.0195044361766646	0.0812160862645008	0.411081081081081	0.197774982831379	0.823531114722038	19	90	1
SPAC3A12.14	8	642	175	100	1284	300	0.08	13.9116813432007	0.5	86.9480083950041	0.00576698190748386	0.0257497522888617	0.16	0.0740480476920928	0.330626819388985	36	72	1
SPAC3A12.15	16	510	60	100	2566	257	0.16	27.8233626864013	0.198752922837101	34.5623416067436	0.0184137942835966	0.0526235972220921	0.805019607843137	0.47249796131709	1.35032150471888	19	97	1
SPAC3A12.16c	79	939	61	100	1237	300	0.79	137.377853264107	0.75909458367017	132.003524467112	0.0664029234280417	0.106449657991615	1.04071352502662	0.821404162804876	1.31678226935628	77	102	1
SPAC3A12.17c	30	327	29	100	1313	300	0.3	52.1688050370025	0.249047981721249	43.308452010916	0.0619353032918806	0.135105330195231	1.2045871559633	0.813210532222393	1.77393298546339	25	105	1
SPAC3A12.18	120	2615	599	100	1840	300	1.2	208.67522014801	1.42119565217391	247.140262992321	0.0380451437312011	0.0553092470828091	0.844359464627151	0.700030644654101	1.01769014632369	129	91	1
SPAC3A12.19	31	244	127	100	429	300	0.31	53.9077652049025	0.568764568764569	98.9058929994452	0.0858047894229915	0.187100241206113	0.545040983606557	0.368102546624633	0.802660034774227	47	84	1
SPAC3C7.01c	9	340	51	100	2021	300	0.09	15.6506415111007	0.168233547748639	29.25514384394	0.0127981461902572	0.0527535068579236	0.534970588235294	0.258650534505099	1.06614837359864	15	94	1
SPAC3C7.02c	29	120	25	100	951	300	0.29	50.4298448691024	0.126182965299685	21.942715052367	0.157676218286605	0.368373452734083	2.29825	1.49950083590561	3.50323153550113	14	115	1
SPAC3C7.03c	41	212	96	100	1275	300	0.41	71.2973668839034	0.166274509803922	28.9144749486131	0.136405038629394	0.273271485198468	2.46580188679245	1.73916424252477	3.48421143628046	20	121	0.0891757458792912
SPAC3C7.04	18	716	85	100	2875	300	0.18	31.3012830222015	0.24904347826087	43.3076688770942	0.015267161207346	0.0408570340126881	0.722765363128492	0.438930884711198	1.17463972786478	23	95	1
SPAC3C7.05c	6	134	15	100	1688	300	0.06	10.4337610074005	0.0793838862559242	13.8045416172163	0.0178537042664719	0.10497047907005	0.755820895522388	0.301370528018046	1.77190168670244	7	99	1
SPAC3C7.06c	71	615	50	100	2827	300	0.71	123.466171920906	0.217545100813583	37.8302265036629	0.0895787271814185	0.148552737359024	3.26369105691057	2.5323906174187	4.1995858851396	30	141	1.56832236770059e-08
SPAC3C7.07c	97	131	130	100	1699	300	0.97	168.679136286308	0.0771041789287816	13.4081095935792	0.564716411448969	0.970541271546761	12.5803816793893	9.59453183051798	16.4894962035795	14	183	1.79522910620327e-43
SPAC3C7.08c	598	3175	141	100	3247	300	5.98	1039.89818040425	0.977825685247921	170.039991779574	0.172417000236759	0.20573529546962	6.1156094488189	5.59837999768757	6.68022504389857	345	353	2.18495448258003e-78
SPAC3C7.09	13	159	43	100	1309	300	0.13	22.6064821827011	0.121466768525592	21.1225872189544	0.0444085555506881	0.147446591716134	1.07025157232704	0.581307992158508	1.9300758855642	12	101	1
SPAC3C7.10	7	175	25	100	1124	300	0.07	12.1727211753006	0.155693950177936	27.0745577742451	0.0172494079539555	0.0879059036130983	0.4496	0.19388334540246	0.988062356611225	14	93	1
SPAC3C7.11c	1	1267	162	100	2231	300	0.01	1.73896016790008	0.567906768265352	98.756724909431	4.11703765861505e-05	0.00513213303915696	0.0176085240726125	0.000918511101637018	0.114497888103592	36	65	1
