V4	ePRO_Cdk9as_20min_r1_pr_counts	ePRO_Cdk9as_20min_r1gb_counts	ePRO_Cdk9as_20min_r1term_counts	ePRO_Cdk9as_20min_r1pr_map	ePRO_Cdk9as_20min_r1gb_map	ePRO_Cdk9as_20min_r1term_map	ePRO_Cdk9as_20min_r1pr_density	ePRO_Cdk9as_20min_r1pr_densityRPKM	ePRO_Cdk9as_20min_r1gb_density	ePRO_Cdk9as_20min_r1gb_densityRPKM	ePRO_Cdk9as_20min_r1pause_index_CI_low	ePRO_Cdk9as_20min_r1pause_index_CI_high	ePRO_Cdk9as_20min_r1pause_index_scaled	ePRO_Cdk9as_20min_r1pause_index_CI_low_scaled	ePRO_Cdk9as_20min_r1pause_index_CI_high_scaled	ePRO_Cdk9as_20min_r1_ExpPR	ePRO_Cdk9as_20min_r1_ExpGB	ePRO_Cdk9as_20min_r1Fexact_Pval
SPAC1002.01	5	16	74	100	481	300	0.05	27.7340811920774	0.0332640332640333	18.4509479864132	0.100317443392901	0.906568351282525	1.503125	0.482526902719852	4.36059376966895	3	102	1
SPAC1002.02	12	123	28	100	837	300	0.12	66.5617948609857	0.146953405017921	81.5123533243851	0.0513376444923284	0.181166583484567	0.816585365853658	0.429696084400789	1.51636430376583	14	98	1
SPAC1002.03c	2	240	27	100	2955	300	0.02	11.0936324768309	0.0812182741116751	45.0502841698719	0.0014348183231963	0.0338663839489328	0.24625	0.0423988814504508	1.00075164569096	7	95	1
SPAC1002.04c	10	80	7	100	641	300	0.1	55.4681623841547	0.124804992199688	69.2270357368546	0.0609759414131493	0.248717614343034	0.80125	0.390855784458287	1.59427990793885	12	98	1
SPAC1002.05c	4	123	42	100	2086	300	0.04	22.1872649536619	0.0589645254074784	32.7065387020663	0.0102410519040309	0.0911805741987516	0.678373983739837	0.213628342718085	1.90202677778596	5	99	1
SPAC1002.06c	8	7	7	100	311	300	0.08	44.3745299073238	0.022508038585209	12.4847953919319	0.377852306059638	3.48910169561683	3.55428571428571	1.17512067184548	10.8511062733683	2	106	1
SPAC1002.07c	12	134	13	100	1084	300	0.12	66.5617948609857	0.123616236162362	68.567654607719	0.0472342862714751	0.165884296205618	0.970746268656716	0.51201966318279	1.7981857708689	12	100	1
SPAC1002.08c	13	92	31	100	1783	300	0.13	72.1086110994012	0.0515984296130118	28.6207007254192	0.0754830402657366	0.259313231451382	2.51945652173913	1.34586260793808	4.62355491677815	5	108	1
SPAC1002.09c	2	615	13	100	2132	300	0.02	11.0936324768309	0.288461538461538	160.004314569677	0.00056196839991551	0.0131553301088891	0.0693333333333333	0.0119811662861987	0.280471637921515	22	80	1
SPAC1002.10c	5	116	28	100	1806	300	0.05	27.7340811920774	0.0642303433001107	35.6273911216055	0.0155497545291082	0.109343110304399	0.778448275862069	0.280828566795694	1.97473657209744	6	99	1
SPAC1002.11	10	100	19	100	1871	300	0.1	55.4681623841547	0.0534473543559594	29.6462653041982	0.0491713810915733	0.197292562206396	1.871	0.919996540223336	3.69134383888167	5	105	1
SPAC1002.12c	11	107	14	100	1692	300	0.11	61.0149786225702	0.0632387706855792	35.0773840136203	0.0523567928720422	0.196627790789889	1.73943925233645	0.885876935394954	3.32694222016493	6	105	1
SPAC1002.13c	49	977	308	100	1829	300	0.49	271.793995682358	0.534171678512849	296.295214047672	0.0372249243268502	0.0673796082712777	0.917308085977482	0.68084386593809	1.23237303528167	51	98	1
SPAC1002.14	3	131	30	100	1485	300	0.03	16.6404487152464	0.0882154882154882	48.9315102513419	0.00583360109219697	0.0741673467624246	0.340076335877863	0.0866289762191251	1.10138509942201	8	95	1
SPAC1002.15c	1	88	4	100	2754	300	0.01	5.54681623841547	0.0319535221496006	17.7240315533973	0.000587142256131819	0.075023577202824	0.312954545454545	0.0161698977338703	2.06614931616577	3	98	1
SPAC1002.16c	2	144	1	100	1906	300	0.02	11.0936324768309	0.0755508919202518	41.9066914130025	0.00238191522295311	0.0567291238672566	0.264722222222222	0.0453993041494863	1.08125710090991	7	95	1
SPAC1002.17c	0	28	6	100	990	300	0	0	0.0282828282828283	15.6879651187508	0.00327211992868732	0.176722244865318	0	0.0323939872940045	1.74955022416665	2	98	1
SPAC1002.18	1	35	1	100	1505	300	0.01	5.54681623841547	0.0232558139534884	12.8995726474778	0.00145382362789627	0.193368363637487	0.43	0.0218800455998389	2.91019387274417	2	99	1
SPAC1002.19	0	15	1	100	1563	300	0	0	0.00959692898272553	5.32324015203021	0.00615095181701504	0.339527058120729	0	0.0961393768999451	5.306807918427	0	100	1
SPAC1002.20	0	4	12	100	548	300	0	0	0.0072992700729927	4.0487709769456	0.0240893601812892	1.52670069174082	0	0.132009693793465	8.36631979073969	0	100	1
SPAC1006.01	13	504	61	100	1664	300	0.13	72.1086110994012	0.302884615384615	168.004530298161	0.014236990474495	0.0457424423110333	0.429206349206349	0.236903521495596	0.761154240055595	26	87	1
SPAC1006.02	47	71	15	100	1217	300	0.47	260.700363205527	0.0583401807723911	32.3602262060393	0.450489809021689	0.971404917281331	8.05619718309859	5.48246097579396	11.8219978433138	8	139	1.15099995866449e-15
SPAC1006.03c	46	470	17	100	2770	300	0.46	255.153546967112	0.169675090252708	94.1156545868329	0.0714175553685123	0.133717765612716	2.71106382978723	1.97826628370779	3.70398210747224	21	125	0.00211939664475472
SPAC1006.04c	2	45	45	100	3993	300	0.02	11.0936324768309	0.0112697220135237	6.25110770670414	0.00746010635017271	0.186622106896886	1.77466666666667	0.297882046562396	7.45182072839268	1	101	1
SPAC1006.05c	13	559	15	100	2032	300	0.13	72.1086110994012	0.27509842519685	152.592041204441	0.0128457159006537	0.0412101380632709	0.472558139534884	0.261024947101284	0.837390005445664	24	89	1
SPAC1006.06	11	821	10	100	4139	300	0.11	61.0149786225702	0.198357091084803	110.025033383404	0.00701684487437528	0.024885133498076	0.554555420219245	0.290427209350393	1.02999567548537	18	93	1
SPAC1006.07	24	574	157	100	1302	300	0.24	133.123589721971	0.440860215053763	244.537059973155	0.0271568544594857	0.0638353772218712	0.544390243902439	0.353582245062503	0.831136611428763	37	87	1
SPAC1006.08	1	125	15	100	1457	300	0.01	5.54681623841547	0.0857927247769389	47.5876478930634	0.000414597968080589	0.0525615288383548	0.11656	0.00604069239493419	0.76582147517483	7	94	1
SPAC1006.09	8	657	11	100	4844	300	0.08	44.3745299073238	0.135631709331131	75.2324167761967	0.00563591821165016	0.0251590010650152	0.589832572298326	0.273003878172334	1.21870201158934	12	96	1
SPAC1039.01	1	75	3	100	2977	300	0.01	5.54681623841547	0.0251931474638898	13.97417594495	0.000687699619117278	0.0882776649076593	0.396933333333333	0.0204728176611214	2.62802608430102	2	99	1
SPAC1039.02	0	154	68	100	2733	300	0	0	0.0563483351628247	31.2553860488834	0.000591049873411664	0.0312827953697115	0	0.0161533930403408	0.854958797454215	5	95	1
SPAC1039.03	3	85	3	100	1499	300	0.03	16.6404487152464	0.056704469646431	31.4529273025561	0.00892465873441193	0.11530530193966	0.529058823529412	0.133780634428835	1.72842647607551	5	98	1
SPAC1039.04	0	140	19	100	1844	300	0	0	0.0759219088937093	42.1124877103127	0.000650248906709307	0.0344313879887212	0	0.0119905898397196	0.634914794512019	7	93	1
SPAC1039.05c	0	75	8	100	3153	300	0	0	0.0237868696479543	13.1941394824345	0.00121547503949483	0.0646352056966976	0	0.038323927995272	2.03794803561687	2	98	1
SPAC1039.06	2	59	6	100	1966	300	0.02	11.0936324768309	0.0300101729399797	16.6460914581136	0.00573195183624123	0.14098889810648	0.666440677966102	0.112690173100502	2.7718417367734	2	100	1
SPAC1039.07c	4	70	16	100	1430	300	0.04	22.1872649536619	0.048951048951049	27.1522473209149	0.017767560850758	0.162558307793553	0.817142857142857	0.25407612016584	2.3245838014478	4	100	1
