V4	Isk1as_DMSOr1_pr_counts	Isk1as_DMSOr1gb_counts	Isk1as_DMSOr1term_counts	Isk1as_DMSOr1pr_map	Isk1as_DMSOr1gb_map	Isk1as_DMSOr1term_map	Isk1as_DMSOr1pr_density	Isk1as_DMSOr1pr_densityRPKM	Isk1as_DMSOr1gb_density	Isk1as_DMSOr1gb_densityRPKM	Isk1as_DMSOr1pause_index_CI_low	Isk1as_DMSOr1pause_index_CI_high	Isk1as_DMSOr1pause_index_scaled	Isk1as_DMSOr1pause_index_CI_low_scaled	Isk1as_DMSOr1pause_index_CI_high_scaled	Isk1as_DMSOr1_ExpPR	Isk1as_DMSOr1_ExpGB	Isk1as_DMSOr1Fexact_Pval
SPAC1006.01	229	1557	270	100	1664	300	2.29	334.605222822239	0.935697115384615	136.720149252138	0.127704635706579	0.169345292946948	2.44737315350032	2.12500513815747	2.81790567463721	159	170	5.21151091906281e-10
SPAC1006.02	129	358	44	100	1217	300	1.29	188.489404995934	0.294165981922761	42.9823030253223	0.293118147982161	0.442740602123208	4.38527932960894	3.56724786094289	5.38815312783944	52	177	3.49745332837347e-20
SPAC1006.03c	146	1203	151	100	2770	300	1.46	213.329094026405	0.434296028880866	63.4575194386444	0.101811735442151	0.14459322721994	3.36176226101413	2.82018507174757	4.00523239399233	74	172	4.95622279707203e-16
SPAC1006.04c	39	215	156	100	3993	300	0.39	56.985168952259	0.0538442273979464	7.86749332147648	0.126998703311612	0.258137512090131	7.24311627906977	5.07105822323268	10.3074308577589	7	132	9.36965410113414e-14
SPAC1006.05c	270	902	58	100	2032	300	2.7	394.512708131024	0.443897637795276	64.8604663776216	0.260657282170663	0.343689918779281	6.08248337028825	5.29655597370787	6.98377914959499	113	257	2.83842487338416e-51
SPAC1006.06	54	1410	53	100	4139	300	0.54	78.9025416262048	0.340661995651123	49.7761060969051	0.0288925212696577	0.0506390047727702	1.58514893617021	1.19586145535113	2.09594840754496	39	115	1
SPAC1006.07	1200	3441	1491	100	1302	300	12	1753.38981391566	2.64285714285714	386.163232826663	0.326375042331233	0.372621920521091	4.54054054054054	4.24940305115265	4.85153740518461	943	357	4.1849841291307e-56
SPAC1006.08	16	190	389	100	1457	300	0.16	23.3785308522088	0.130404941660947	19.0542246993809	0.0487579385845328	0.143257668523254	1.22694736842105	0.710403165176643	2.08726423038381	13	103	1
SPAC1006.09	341	2887	128	100	4844	300	3.41	498.2549387877	0.595995045417011	87.0843034815324	0.105401720930275	0.132343811983767	5.72152407343263	5.10565936186253	6.41073425249369	164	277	2.68104684484728e-58
SPAC1039.01	3	1274	98	100	2977	300	0.03	4.38347453478915	0.427947598253275	62.5299133055804	0.000607292100921434	0.00751651310618135	0.0701020408163265	0.0180790858444311	0.223766595171019	30	73	1
SPAC1039.02	10	1148	271	100	2733	300	0.1	14.6115817826305	0.420051225759239	61.3761283807531	0.00441360601347758	0.0166503222067735	0.238066202090592	0.120623852348342	0.455053305911119	32	78	1
SPAC1039.03	28	389	58	100	1499	300	0.28	40.9124289913654	0.259506337558372	37.9179807434508	0.048073354324797	0.107068922727765	1.07897172236504	0.720619581328707	1.6049631516892	26	102	1
SPAC1039.04	24	526	24	100	1844	300	0.24	35.0677962783132	0.285249457700651	41.6794577964406	0.029611275823376	0.0697178329062063	0.841368821292776	0.546031926183054	1.28559683879044	27	97	1
SPAC1039.05c	6	559	68	100	3153	300	0.06	8.76694906957831	0.177291468442753	25.9050879051394	0.0043428768031635	0.0247655471112176	0.338425760286225	0.136930905603745	0.780857700416689	15	91	1
SPAC1039.06	34	287	43	100	1966	300	0.34	49.6793780609437	0.145981688708037	21.3302338332399	0.0816256945507424	0.171121170518335	2.32905923344948	1.60476115486759	3.36424221239047	17	117	0.652033525062081
SPAC1039.07c	24	249	50	100	1430	300	0.24	35.0677962783132	0.174125874125874	25.4425445026224	0.0618965811238633	0.148873444681466	1.37831325301205	0.885121110071245	2.12889025894496	18	106	1
SPAC1039.08	7	71	6	100	995	300	0.07	10.2281072478414	0.071356783919598	10.426354839867	0.0415565802209914	0.222093986179129	0.980985915492958	0.413487973198865	2.20983516248233	7	100	1
SPAC1039.09	1	351	17	100	3060	300	0.01	1.46115817826305	0.114705882352941	16.7603438094879	0.000148335706488344	0.0185803258334921	0.0871794871794872	0.00453907261854331	0.568557970504859	10	91	1
SPAC1039.10	2	57	27	100	888	300	0.02	2.9223163565261	0.0641891891891892	9.3790558739858	0.00592813233664939	0.146092904423384	0.311578947368421	0.0526418151494466	1.29730499127965	6	96	1
SPAC1039.11c	2	469	40	100	3471	300	0.02	2.9223163565261	0.135119562085854	19.7431053185068	0.00073637515867935	0.0172664575073684	0.148017057569296	0.0255595817577602	0.599318740080758	12	90	1
SPAC105.01c	69	618	37	100	3151	300	0.69	100.819914300151	0.19612821326563	28.6574342801195	0.0863452868913087	0.144135138267328	3.51810679611651	2.72073998994514	4.5416982068035	27	142	1.32590285682765e-09
SPAC105.02c	18	462	117	100	1418	300	0.18	26.3008472087349	0.325811001410437	47.6061409278935	0.0235806251122309	0.0635410707150242	0.552467532467532	0.334373264091434	0.901012382739043	28	90	1
SPAC105.03c	19	758	46	100	2487	294	0.19	27.762005386998	0.304784881383193	44.5338922043986	0.0154401311302536	0.0402039790307142	0.623390501319261	0.383996061209408	0.999872958493862	27	92	1
SPAC1071.01c	409	1013	57	100	2319	300	4.09	597.613694909588	0.436826218197499	63.8272201198996	0.359343833118332	0.45360799114921	9.36299111549852	8.33318349001412	10.5191693147502	154	355	3.29829596637868e-99
SPAC1071.02	28	835	83	100	3405	300	0.28	40.9124289913654	0.245227606461087	35.831632271649	0.022562894892549	0.0495034821039537	1.14179640718563	0.768266571091293	1.68559356563962	25	103	1
SPAC1071.03c	36	827	66	100	1677	300	0.36	52.6016944174698	0.49314251639833	72.0559220884641	0.0307074018209614	0.0614282469482702	0.730012091898428	0.514963128537523	1.03015170132249	44	92	1
SPAC1071.04c	7	76	96	100	331	300	0.07	10.2281072478414	0.229607250755287	33.5492512229583	0.0389194832722647	0.206920264705202	0.304868421052632	0.128823489631196	0.68490607617422	19	88	1
SPAC1071.05	29	415	118	100	1458	300	0.29	42.3735871696285	0.284636488340192	41.5898932770347	0.0470354184953475	0.103173743525292	1.01884337349398	0.685776401662167	1.50427318059876	28	101	1
SPAC1071.06	207	327	34	100	1678	300	2.07	302.459742900452	0.194874851013111	28.4742982295601	0.529866532106491	0.756154279214708	10.6222018348624	8.89116040874692	12.6882688052228	50	257	2.56145222383214e-69
SPAC1071.07c	313	473	713	100	468	300	3.13	457.342509796335	1.01068376068376	147.676884256073	0.572195631878074	0.765222627671078	3.0969133192389	2.67787555718939	3.58124189750064	207	206	2.11509877673018e-15
SPAC1071.08	65	353	637	100	320	300	0.65	94.9752815870983	1.103125	161.184011539643	0.140040771460321	0.241703618015583	0.589235127478754	0.448130468673026	0.773451577649864	86	79	1
SPAC1071.09c	252	163	441	100	2232	300	2.52	368.211860922289	0.0730286738351254	10.6706444021898	1.26370432265846	1.89179913802544	34.5069938650307	28.2058804817369	42.2249567607277	23	329	9.33791939291864e-155
SPAC1071.10c	1169	19690	1107	100	4273	300	11.69	1708.09391038951	4.60800374444184	673.302235665796	0.0559430846798004	0.0630058386478417	2.53689029964449	2.39044800836787	2.69223948542228	1042	227	1.0692887710017e-19
SPAC1071.11	39	857	83	100	2136	300	0.39	56.985168952259	0.401217228464419	58.6241834630821	0.032553625598599	0.0633596646186828	0.972042007001167	0.695345442786074	1.35336243625506	39	100	1
SPAC1071.12c	9	88	53	100	736	300	0.09	13.1504236043675	0.119565217391304	17.4703695227104	0.0481723248497596	0.209562411401051	0.752727272727273	0.354548310894231	1.54237934791173	11	98	1
SPAC1071.13	2	736	72	100	3378	300	0.02	2.9223163565261	0.217880402605092	31.8357732149676	0.000469759606426248	0.010987229447677	0.0917934782608696	0.0158684795050787	0.37114861074253	18	84	1
SPAC1093.01	235	4739	234	100	5223	300	2.35	343.372171891817	0.907332950411641	132.575696090151	0.043401733857737	0.0566419868956844	2.59000844059928	2.2668725593896	2.9584109755616	159	176	1.04010403857634e-12
SPAC1093.02	222	480	132	100	992	300	2.22	324.377115574397	0.483870967741935	70.7012021740186	0.393208575364003	0.543895402140469	4.588	3.90062906761091	5.39544238923346	105	217	2.75824054350179e-29
SPAC1093.03	29	588	41	100	3353	300	0.29	42.3735871696285	0.175365344467641	25.6236507252811	0.0333261311668908	0.0725300773037046	1.65369047619048	1.11742517802585	2.43193349199321	19	110	1
SPAC1093.04c	31	573	5	100	4949	300	0.31	45.2959035261546	0.115780965851687	16.9174305141388	0.0370215126328372	0.0786122873430445	2.67746945898778	1.83219466019911	3.89052210060727	13	118	0.0843876157189636
SPAC1093.05	90	723	107	100	2479	300	0.9	131.504236043675	0.291649858814038	42.6146576395396	0.099356762201635	0.15578934579367	3.08589211618257	2.46305413497853	3.86201788222508	42	148	2.35006420604588e-09
SPAC1093.06c	23	3201	58	100	12942	300	0.23	33.6066381000502	0.247334260547056	36.1394477562975	0.00465603472030123	0.0109874187670532	0.92991565135895	0.602584013501385	1.42199173683202	24	99	1
SPAC1093.07	0	238	27	100	1791	300	0	0	0.132886655499721	19.4168423465442	0.000382248958645921	0.0201997259845137	0	0.00684607884934845	0.36177709238264	11	89	1
SPAC10F6.01c	564	8815	584	100	4905	300	5.64	824.093212540361	1.79714576962283	262.591423881525	0.058704567732158	0.0697285588726507	3.13830969937606	2.87945904726235	3.42018581270352	426	238	1.09017287629896e-27
SPAC10F6.02c	33	597	30	100	3591	300	0.33	48.2182198826807	0.16624895572264	24.2916021281827	0.0382836232441093	0.0793999742670504	1.98497487437186	1.37476491069596	2.85125307592978	18	115	1
SPAC10F6.03c	293	2947	466	100	2113	300	2.93	428.119346231074	1.39469947941316	203.787655056375	0.0880079841351252	0.112297905344981	2.10081099423142	1.8596087047752	2.37285473993946	228	165	3.45260720138936e-07
SPAC10F6.04	1	469	6	100	2665	300	0.01	1.46115817826305	0.175984990619137	25.7141908294698	0.000111086483264999	0.0138912089247091	0.0568230277185501	0.00296045477901222	0.370200717843497	15	86	1
SPAC10F6.05c	8	323	131	100	2025	300	0.08	11.6892654261044	0.159506172839506	23.3063748927884	0.0114098331436908	0.0514320777083688	0.501547987616099	0.231049121159739	1.04149957359447	14	94	1
SPAC10F6.06	411	1311	763	100	890	300	4.11	600.536011266114	1.47303370786517	215.233524910434	0.280174908524955	0.350758590013892	2.79016018306636	2.4935566858721	3.12175145112364	304	207	2.67089118703687e-16
SPAC10F6.07c	38	100	36	100	366	300	0.38	55.5240107739959	0.273224043715847	39.9223545973511	0.256993996744253	0.560117170085115	1.3908	0.940598028083966	2.05002884251152	29	109	1
SPAC10F6.08c	65	236	30	100	983	300	0.65	94.9752815870983	0.240081383519837	35.0796876978718	0.207268631808845	0.36541548632346	2.70741525423729	2.03745065068095	3.59203423055961	31	134	0.000188512462424868
SPAC10F6.09c	179	1084	112	100	3689	300	1.79	261.547313909086	0.293846570886419	42.9356320205245	0.140516042702953	0.193980751489853	6.09161439114391	5.18363681531195	7.15594992246068	63	216	2.89433344194655e-42
SPAC10F6.10	21	413	62	100	1670	300	0.21	30.6843217435241	0.247305389221557	36.1352291989605	0.0319315490160912	0.0801434659833497	0.849152542372881	0.533256868568723	1.33839588192194	23	98	1
SPAC10F6.11c	21	464	21	100	2545	300	0.21	30.6843217435241	0.182318271119843	26.6395832893539	0.0284575848839983	0.0712426508550378	1.15183189655172	0.724245535297755	1.81312546426071	18	103	1
SPAC10F6.12c	76	177	35	100	987	300	0.76	111.048021547992	0.179331306990881	26.2031405828328	0.325194974469475	0.566352929987182	4.23796610169491	3.20967439801371	5.58990341897348	26	150	3.88418751110109e-12
SPAC10F6.13c	515	866	181	100	1199	300	5.15	752.496461805471	0.722268557130942	105.534860915413	0.532432966967009	0.664193865534743	7.13031177829099	6.38387127393444	7.96368444776157	257	358	7.28799875394046e-76
SPAC10F6.14c	35	481	547	100	1579	300	0.35	51.1405362392068	0.304623179227359	44.5102649616547	0.0508087730081983	0.103722566220621	1.1489604989605	0.802270525799452	1.63777932062361	31	104	1
SPAC10F6.15	7	43	3	100	1234	300	0.07	10.2281072478414	0.0348460291734198	5.09155605067352	0.0669740570853941	0.376583309002923	2.00883720930233	0.826459864433763	4.64703803309607	3	104	1
SPAC10F6.16	39	454	247	100	1061	300	0.39	56.985168952259	0.427898209236569	62.5226967890127	0.0610502817201658	0.120397115666985	0.911431718061674	0.647743489050959	1.27741339722671	41	98	1
SPAC10F6.17c	43	262	33	100	1801	300	0.43	62.8298016653112	0.145474736257635	21.2561600613503	0.117253683669748	0.228984804942746	2.95583969465649	2.11173884289216	4.12401633701886	18	125	0.000899578513088498
SPAC110.01	6	4914	304	100	5792	300	0.06	8.76694906957831	0.848411602209945	123.966355110232	0.000496080695822539	0.00280464980217597	0.0707203907203907	0.0287329939020414	0.162445316542032	48	58	1
SPAC110.02	85	818	795	100	3853	300	0.85	124.198445152359	0.212302102257981	31.0206952976687	0.0825618038019708	0.130625821435151	4.00372860635697	3.18110630048993	5.03301289989638	32	153	2.09475868435152e-14
SPAC110.03	412	1514	282	100	1448	300	4.12	601.997169444377	1.04558011049724	152.775792948222	0.243671280880833	0.303875736292095	3.9403963011889	3.52836014715446	4.40012066150953	261	251	8.62027695480606e-34
SPAC110.04c	350	4137	434	100	2755	300	3.5	511.405362392068	1.5016333938294	219.412391414673	0.0757386330841847	0.0944897785607943	2.33079526226734	2.08659934146929	2.60319339934988	270	180	4.29007692724064e-11
SPAC110.05	13	240	105	100	1707	300	0.13	18.9950563174197	0.140597539543058	20.5435244747002	0.0296532436745303	0.096883553546212	0.924625	0.506180869524233	1.65380225903384	13	100	1
SPAC1142.01	168	397	36	100	1904	300	1.68	245.474573948193	0.208508403361345	30.4663758808	0.351861809411222	0.508777979286588	8.05722921914358	6.69944885118967	9.68713272561663	46	222	2.09241533221146e-49
SPAC1142.02c	234	607	135	100	1080	300	2.34	341.911013713554	0.562037037037037	82.12250131534	0.330568544829332	0.449474813448881	4.16342668863262	3.57014028415678	4.85432798524792	120	214	7.49605934243844e-27
SPAC1142.03c	3	384	390	100	2243	300	0.03	4.38347453478915	0.171199286669639	25.0149237830143	0.00200819147119432	0.025034026285223	0.175234375	0.0450437346988887	0.561513209577553	15	88	1
SPAC1142.04	52	716	192	100	2169	300	0.52	75.9802252696787	0.330106039649608	48.2337139528052	0.0542245133683053	0.0970209419693443	1.57525139664805	1.17612969495854	2.10438423131508	37	115	1
SPAC1142.05	60	296	81	100	969	300	0.6	87.6694906957831	0.30546955624355	44.6339340315648	0.152041685279956	0.269733155126979	1.96418918918919	1.47328393036277	2.61371427318042	37	123	0.849557884873581
SPAC1142.06	27	665	110	100	1508	300	0.27	39.4512708131024	0.440981432360743	64.4343626356054	0.0270724289707702	0.0604633528038463	0.612270676691729	0.408252228879215	0.911787360282002	38	89	1
SPAC1142.07c	30	256	85	100	1016	300	0.3	43.8347453478915	0.251968503937008	36.8165840192265	0.0787469964783945	0.17339412706539	1.190625	0.800069484220488	1.76168433098436	26	104	1
SPAC1142.08	81	557	91	100	2324	300	0.81	118.353812439307	0.239672977624785	35.0200131365112	0.114364370073877	0.184681044193495	3.37960502692998	2.65782796051689	4.29198746705682	34	147	4.21627601891865e-10
SPAC1142.09	20	0	68	100	3	300	0.2	29.223163565261	0	0	3.98869200677454	217.591209749994	NA	0.119660760203236	6.52773629249982	0	120	1
SPAC11D3.01c	120	49	52	100	130	300	1.2	175.338981391566	0.376923076923077	55.0744236422227	1.73594665149007	3.46203276359642	3.18367346938776	2.25673064693709	4.50064259267535	60	160	0.000203148572035927
SPAC11D3.02c	92	335	214	100	450	300	0.92	134.426552400201	0.744444444444444	108.775108826249	0.216551380107286	0.347953203166295	1.23582089552239	0.974481210482787	1.56578941424833	81	111	1
SPAC11D3.03c	19	89	33	100	1284	300	0.19	27.762005386998	0.0693146417445483	10.127965565842	0.125939797442313	0.358057793801585	2.74112359550562	1.6170669991593	4.59746207241236	7	112	1
SPAC11D3.04c	0	270	43	100	1836	300	0	0	0.147058823529412	21.4876202685743	0.000336908046477956	0.0177976404561691	0	0.00618563173333528	0.326764678775265	12	88	1
SPAC11D3.05	184	2502	99	100	1753	300	1.84	268.853104800401	1.42726754135767	208.546364062416	0.063128122913675	0.0856390300418471	1.28917665867306	1.10663599467672	1.50125219663358	166	118	1
SPAC11D3.06	20	568	55	100	1521	300	0.2	29.223163565261	0.373438527284681	54.5652758220521	0.0219227085630597	0.0559290150633424	0.53556338028169	0.333444397244138	0.850680319113438	32	88	1
SPAC11D3.07c	103	983	18	100	4030	300	1.03	150.499292361094	0.243920595533499	35.6406573010566	0.0850653779452174	0.128950581998962	4.22268565615463	3.42813473119226	5.19670845455818	39	164	3.03456702425116e-18
SPAC11D3.08c	14	463	196	100	3214	300	0.14	20.4562144956827	0.144057249533292	21.049042829365	0.0170625439943167	0.0525728655319455	0.971835853131749	0.548390163977338	1.68969189819673	14	100	1
SPAC11D3.09	1	85	13	100	1729	300	0.01	1.46115817826305	0.0491613649508386	7.18325304524924	0.000607646510904272	0.0777163283726937	0.203411764705882	0.0105062081735349	1.34371531756387	4	97	1
SPAC11D3.10	2	227	0	100	4126	300	0.02	2.9223163565261	0.0550169655841008	8.03884892064257	0.00151647173426116	0.0358213772209839	0.36352422907489	0.0625696237556156	1.4779900241378	5	97	1
SPAC11D3.11c	9	281	31	100	2151	300	0.09	13.1504236043675	0.130636913063691	19.0881193906052	0.0154551273074513	0.0639616976311863	0.688932384341637	0.332439788383277	1.37581611604682	12	97	1
SPAC11D3.13	2	135	102	100	920	300	0.02	2.9223163565261	0.146739130434783	21.4409080505991	0.00253903773066691	0.0605618847516051	0.136296296296296	0.0233591471221355	0.557169339714766	13	89	1
SPAC11D3.14c	18	737	10	100	4308	300	0.18	26.3008472087349	0.171077065923863	24.9970653987899	0.0148347589904408	0.0396856528863352	1.05215739484396	0.639081417308192	1.70965792634332	17	101	1
SPAC11D3.15	58	423	17	100	3921	300	0.58	84.747174339257	0.107880642693191	15.7630683347429	0.103171158124007	0.181847313567786	5.37631205673759	4.0453411100423	7.13023316499289	15	143	5.1087418353232e-15
SPAC11D3.16c	67	754	198	100	945	300	0.67	97.8975979436244	0.797883597883598	116.583414434957	0.0686375401621984	0.114838902338789	0.839721485411141	0.648624754532775	1.08522762710155	74	93	1
SPAC11D3.17	21	902	58	100	3291	300	0.21	30.6843217435241	0.274080826496506	40.0475441140466	0.0147119701627176	0.0364616449758549	0.76619733924612	0.484170938055036	1.19995273615538	26	95	1
SPAC11D3.18c	15	510	53	100	2031	300	0.15	21.9173726739458	0.251107828655835	36.690825746635	0.0169504407044431	0.0501633264212757	0.597352941176471	0.34426345070724	1.01881715961611	23	92	1
SPAC11D3.19	42	101	11	100	1210	300	0.42	61.3686434870481	0.0834710743801653	12.1964442978982	0.285487353364986	0.604154838461543	5.03168316831683	3.45439697571633	7.31027354538467	10	132	8.54454921109659e-09
SPAC11E3.01c	45	785	54	100	3812	300	0.45	65.7521180218373	0.205928646379853	30.0894325796562	0.041931671006815	0.078115736368669	2.18522292993631	1.59843529877979	2.97777187037366	24	121	0.248029606085881
SPAC11E3.02c	24	1177	59	100	3850	300	0.24	35.0677962783132	0.305714285714286	44.6696928783276	0.0133040341860353	0.03098744756411	0.785046728971963	0.512205316162358	1.19301673121823	29	95	1
SPAC11E3.03	3	80	60	100	987	300	0.03	4.38347453478915	0.0810536980749747	11.8432273820713	0.00947009121977216	0.122701708188926	0.370125	0.0934698003391513	1.2110658598247	7	96	1
SPAC11E3.04c	59	206	72	100	714	300	0.59	86.20833251752	0.288515406162465	42.1566645269172	0.212130294292304	0.385998806849005	2.04495145631068	1.51461030124705	2.75603148090189	35	124	0.581258902904597
SPAC11E3.05	10	602	30	100	3997	300	0.1	14.6115817826305	0.15061295971979	22.0069357846974	0.00839435855401514	0.0318402510553093	0.663953488372093	0.335522511403985	1.27265483468071	14	96	1
SPAC11E3.06	14	37	129	100	1847	300	0.14	20.4562144956827	0.0200324851109908	2.9270629450857	0.195124049672104	0.723425077382621	6.98864864864865	3.60394119744377	13.361661179257	2	112	0.0025104804065514
SPAC11E3.07	343	629	246	100	1208	300	3.43	501.177255144227	0.520695364238411	76.0818289840612	0.477038268457097	0.623297368492574	6.58734499205088	5.76262228296173	7.5294322113903	151	292	3.05735555703278e-58
SPAC11E3.08c	26	219	30	100	1531	300	0.26	37.9901126348393	0.143043762246897	20.900956305657	0.0773116609357681	0.181018089237666	1.81762557077626	1.18364152892661	2.77138694622866	15	111	1
SPAC11E3.09	8	378	70	100	1333	300	0.08	11.6892654261044	0.283570892723181	41.434192901983	0.00976280967652801	0.0438856468405743	0.282116402116402	0.130138252988118	0.584995672384856	23	85	1
SPAC11E3.10	30	467	98	100	1069	300	0.3	43.8347453478915	0.436856875584659	63.8316996490968	0.0435883433541504	0.0941150242669309	0.686723768736617	0.465959390455867	1.00608960941349	39	91	1
SPAC11E3.11c	58	1032	58	100	3255	300	0.58	84.747174339257	0.31705069124424	46.3261210435474	0.0427343969119385	0.0737497052529047	1.82936046511628	1.3910046194836	2.40055290598205	38	120	1
SPAC11E3.12	5	234	0	100	2724	300	0.05	7.30579089131526	0.0859030837004405	12.5517993286914	0.00778731694512645	0.0535965991036518	0.582051282051282	0.212126513585244	1.45997135958348	8	97	1
SPAC11E3.13c	192	4686	559	100	2103	300	1.92	280.542370226506	2.22824536376605	325.581893644349	0.0353687868455183	0.0474480817030414	0.861664532650448	0.74380558736125	0.997833158214961	201	91	1
SPAC11E3.14	59	800	90	100	2681	300	0.59	86.20833251752	0.298396120850429	43.6003932342574	0.0560849059177595	0.0967728193118216	1.9772375	1.50363632765513	2.59447928574994	36	123	0.424778261683646
SPAC11E3.15	281	1832	1624	100	406	300	2.81	410.585448091917	4.51231527093596	659.320636102933	0.135004961625174	0.174232287431469	0.622740174672489	0.548120144198206	0.707383086971764	311	70	1
SPAC11G7.01	150	2374	754	100	2966	300	1.5	219.173726739458	0.800404585300067	116.951770573044	0.0533796738085394	0.0747510576507189	1.87405223251896	1.58324112516128	2.21711636992032	111	139	0.00664608855726787
SPAC11G7.02	488	1654	171	100	2923	300	4.88	713.045190992369	0.565856996236743	82.6806577778682	0.266355175064076	0.326795032425823	8.62408706166868	7.78556176712295	9.55221879780681	212	376	2.34702417776494e-103
SPAC11G7.03	28	331	87	100	1164	300	0.28	40.9124289913654	0.284364261168385	41.5501165811916	0.0563611537682696	0.126140105856243	0.984652567975831	0.656043829862658	1.46827083216667	28	100	1
SPAC11G7.04	158	634	2087	93	363	300	1.6989247311828	248.23977652211	1.7465564738292	255.199527553381	0.20852948396861	0.297704200263099	0.972728197822326	0.813937663232318	1.16200671715597	159	92	1
SPAC11G7.05c	17	397	8	100	1975	296	0.17	24.8396890304719	0.201012658227848	29.3711289504016	0.0254914347351726	0.0709213005104549	0.845717884130982	0.503455836019659	1.40069568508148	19	98	1
