V4	ePRO_Cdk9as_5min_r2_pr_counts	ePRO_Cdk9as_5min_r2gb_counts	ePRO_Cdk9as_5min_r2term_counts	ePRO_Cdk9as_5min_r2pr_map	ePRO_Cdk9as_5min_r2gb_map	ePRO_Cdk9as_5min_r2term_map	ePRO_Cdk9as_5min_r2pr_density	ePRO_Cdk9as_5min_r2pr_densityRPKM	ePRO_Cdk9as_5min_r2gb_density	ePRO_Cdk9as_5min_r2gb_densityRPKM	ePRO_Cdk9as_5min_r2pause_index_CI_low	ePRO_Cdk9as_5min_r2pause_index_CI_high	ePRO_Cdk9as_5min_r2pause_index_scaled	ePRO_Cdk9as_5min_r2pause_index_CI_low_scaled	ePRO_Cdk9as_5min_r2pause_index_CI_high_scaled	ePRO_Cdk9as_5min_r2_ExpPR	ePRO_Cdk9as_5min_r2_ExpGB	ePRO_Cdk9as_5min_r2Fexact_Pval
SPAC1006.06	12	1349	11	100	4139	300	0.12	32.0643510148634	0.325924136264798	87.0878825784223	0.0048068732852158	0.0160659705911485	0.368183839881394	0.198956485275082	0.664970522767638	27	85	1
SPAC1006.07	133	1736	713	100	1302	300	1.33	355.379890414736	1.33333333333333	356.270566831816	0.0639622111700147	0.0917084689918739	0.9975	0.832787989433591	1.1940442662742	133	100	1
SPAC1006.08	4	270	64	100	1457	300	0.04	10.6881170049545	0.185312285518188	49.5159847518481	0.00470879252852347	0.0411042166333699	0.215851851851852	0.068607107140587	0.598888436348199	16	88	1
SPAC1006.09	36	1371	12	100	4844	300	0.36	96.1930530445903	0.283030553261767	75.6265917309692	0.0185777882055511	0.0369432023071623	1.27194748358862	0.899908060676897	1.78952871975894	30	106	1
SPAC1039.01	0	173	28	100	2977	300	0	0	0.0581121934833725	15.527748084121	0.000526053330832881	0.0278290767896377	0	0.0156606076588949	0.828471616027516	5	95	1
SPAC1039.02	5	329	63	100	2733	300	0.05	13.3601462561931	0.120380534211489	32.166030869283	0.00555486311112915	0.0379980349502635	0.415349544072948	0.15181440882716	1.0384862951907	11	94	1
SPAC1039.03	10	154	16	100	1499	300	0.1	26.7202925123862	0.102735156771181	27.451134402318	0.0322940539604945	0.126579937880226	0.973376623376623	0.484087868867812	1.89743326882459	10	100	1
SPAC1039.04	0	277	9	100	1844	300	0	0	0.150216919739696	40.1384003575432	0.000328387286690686	0.017346407558707	0	0.00605546156657625	0.319867755382558	13	87	1
SPAC1039.05c	1	174	10	100	3153	300	0.01	2.67202925123862	0.055185537583254	14.7457370667783	0.000298447778780593	0.037637537017946	0.181206896551724	0.0094100584649521	1.18671154217584	5	96	1
SPAC1039.06	2	130	13	100	1966	300	0.02	5.34405850247724	0.0661241098677518	17.6685555778749	0.00263562579466695	0.0629236828588989	0.302461538461539	0.0518164031231521	1.23707960500595	6	96	1
SPAC1039.07c	3	140	41	100	1430	300	0.03	8.01608775371586	0.0979020979020979	26.1597269352033	0.00546338180326896	0.0693275337518815	0.306428571428571	0.0781263597867462	0.991383732651906	9	94	1
SPAC1039.08	6	58	3	100	995	300	0.06	16.0321755074317	0.0582914572864322	15.5756478966673	0.0402463933488263	0.249159375457532	1.02931034482759	0.400451613820822	2.47913578580245	5	101	1
SPAC1039.09	0	58	1	100	3060	300	0	0	0.0189542483660131	5.06463060692287	0.00157310823633282	0.0838787505311741	0	0.0481371120317844	2.56668976625393	1	99	1
SPAC1039.10	0	44	12	100	888	300	0	0	0.0495495495495495	13.2397845782094	0.00207619104953031	0.11112403209408	0	0.0184365765198291	0.986781404995432	4	96	1
SPAC1039.11c	1	235	35	100	3471	300	0.01	2.67202925123862	0.0677038317487756	18.0906618853666	0.000221275697986664	0.02780806608805	0.147702127659574	0.00768047947711712	0.965217973916217	6	95	1
SPAC105.01c	27	430	7	100	3151	300	0.27	72.1447897834427	0.136464614408124	36.4637441457508	0.0416851475796312	0.0939254203230128	1.97853488372093	1.31349900023418	2.95958999437813	15	112	1
SPAC105.02c	12	782	145	100	1418	300	0.12	32.0643510148634	0.55148095909732	147.357325420917	0.00827582574276233	0.027771790014885	0.217595907928389	0.11735120903237	0.393803982411069	39	73	1
SPAC105.03c	4	355	14	100	2487	294	0.04	10.6881170049545	0.142742259750704	38.1411493441781	0.0035880326310362	0.0311965046154989	0.280225352112676	0.0892343715338704	0.775857069787457	12	92	1
SPAC1071.01c	19	865	29	100	2319	300	0.19	50.7685557735338	0.373005605864597	99.6681889746186	0.0135402590578057	0.0352038864164425	0.509375722543353	0.313998607550515	0.816378125997302	32	87	1
SPAC1071.02	5	337	24	100	3405	300	0.05	13.3601462561931	0.0989720998531571	26.4456345864145	0.00542392281373299	0.037089025111656	0.505192878338279	0.184684571807608	1.26288130505189	9	96	1
SPAC1071.03c	26	407	11	100	1677	300	0.26	69.4727605322041	0.242695289206917	64.8488911898699	0.0420527138564836	0.0963302354572547	1.07130221130221	0.70522401137323	1.61545804861816	24	102	1
SPAC1071.04c	10	38	45	100	331	300	0.1	26.7202925123862	0.114803625377644	30.6758645157304	0.12303716857667	0.548075918076991	0.871052631578947	0.407253027988779	1.81413128883484	11	99	1
SPAC1071.05	15	269	53	100	1458	300	0.15	40.0804387685793	0.184499314128944	49.2987564186	0.0319100044460486	0.0958045288409758	0.813011152416357	0.465247864823389	1.39683003050143	17	98	1
SPAC1071.06	37	268	21	100	1678	300	0.37	98.8650822958289	0.159713945172825	42.6760333332509	0.0963659099205362	0.196978447209421	2.31664179104478	1.6170199684666	3.30529834417408	18	119	0.453010832185976
SPAC1071.07c	152	262	230	100	468	300	1.52	406.14844618827	0.55982905982906	149.587962355666	0.472692850777949	0.711841286506563	2.71511450381679	2.2122025416408	3.33141722085072	90	162	8.38156793836353e-08
SPAC1071.08	11	78	290	100	320	300	0.11	29.3923217636248	0.24375	65.1307129989413	0.0709966145459233	0.27305939063618	0.451282051282051	0.227189166546954	0.873790050035775	21	90	1
SPAC1071.09c	216	167	202	100	2232	300	2.16	577.158318267542	0.0748207885304659	19.9923335554144	1.05172125860626	1.59087019268179	28.8689820359281	23.4744184920917	35.5082227006575	21	295	5.96541617613371e-129
SPAC1071.10c	156	9159	661	100	4273	300	1.56	416.836563193225	2.14345892815352	572.738495485479	0.0144908330530358	0.0200096460630864	0.72779561087455	0.619193296356219	0.855012176275681	174	82	1
SPAC1071.11	20	479	17	100	2136	300	0.2	53.4405850247724	0.224250936329588	59.9205061490308	0.0259566398486989	0.0664241494250329	0.891858037578288	0.554433827168209	1.4188198317187	21	99	1
SPAC1071.12c	0	65	19	100	736	300	0	0	0.0883152173913044	23.5980844199063	0.00140311402199916	0.074718813971507	0	0.0103269192019139	0.549930470830291	8	92	1
SPAC1071.13	3	656	34	100	3378	300	0.03	8.01608775371586	0.194197750148017	51.8902068920229	0.00117782576120997	0.014620544647718	0.154481707317073	0.0397869542136726	0.493881998199915	16	87	1
SPAC1093.01	62	1556	23	100	5223	300	0.62	165.665813576794	0.297913076775799	79.6032455471432	0.0306449144364235	0.051704788362238	2.08114395886889	1.6005838810144	2.70054109615969	37	125	0.0748909972118614
SPAC1093.02	20	350	90	100	992	300	0.2	53.4405850247724	0.352822580645161	94.2752255981368	0.0353976994217932	0.0912381405177603	0.566857142857143	0.351145178264188	0.905082353936182	31	89	1
SPAC1093.03	13	326	12	100	3353	300	0.13	34.736380266102	0.0972263644497465	25.9791689801309	0.0219207329662991	0.0710198459394964	1.33708588957055	0.73500217636001	2.38129543435131	10	103	1
SPAC1093.04c	20	231	0	100	4949	300	0.2	53.4405850247724	0.0466760961810467	12.4719894329384	0.0532739436949517	0.139198028325166	4.28484848484849	2.63652747346316	6.88891042181246	5	115	0.00416486445495336
SPAC1093.05	47	474	36	100	2479	300	0.47	125.585374808215	0.191206131504639	51.0908376396573	0.0725949541997087	0.135036175712278	2.45808016877637	1.79962891461078	3.34754679590738	23	124	0.0177341812722936
SPAC1093.06c	2	559	6	100	12942	300	0.02	5.34405850247724	0.0431927059187143	11.5412173654952	0.000618121422243229	0.0144774987777036	0.46304114490161	0.0799972744667187	1.8736778918104	4	98	1
SPAC1093.07	0	78	9	100	1791	300	0	0	0.0435510887772194	11.636978313602	0.0011685921826045	0.0621201799630321	0	0.0209294859904465	1.11257242313791	4	96	1
SPAC10F6.01c	51	3751	106	100	4905	300	0.51	136.27349181317	0.764729867482161	204.338057520817	0.010206721763766	0.0180621144394523	0.666902159424154	0.500639702512721	0.885946713255133	65	86	1
SPAC10F6.02c	7	425	17	100	3591	300	0.07	18.7042047586703	0.118351434140908	31.6238493950547	0.00716957582459781	0.0358338256129095	0.591458823529412	0.257459467861307	1.28679267775958	11	96	1
SPAC10F6.03c	57	1393	169	100	2113	300	0.57	152.305667320601	0.659252247988642	176.154129057047	0.0311002747081232	0.0537143705243487	0.864615936826992	0.657148804582642	1.13498464917949	62	95	1
SPAC10F6.04	1	258	2	100	2665	300	0.01	2.67202925123862	0.0968105065666041	25.8680505373195	0.000201618556845972	0.0253152389541794	0.103294573643411	0.00537313453994516	0.674651118128881	8	93	1
SPAC10F6.05c	0	224	80	100	2025	300	0	0	0.110617283950617	29.5572618408618	0.000406163253577162	0.0214673246967255	0	0.00822480588493752	0.43471332510869	9	91	1
SPAC10F6.06	173	904	598	100	890	300	1.73	462.261060464281	1.01573033707865	271.406117204462	0.162083410554722	0.225864898018889	1.70320796460177	1.44254235393702	2.01019759236811	137	136	0.249141172136036
SPAC10F6.07c	5	28	18	100	366	300	0.05	13.3601462561931	0.0765027322404372	20.4417538346124	0.0606239640628098	0.485184415038693	0.653571428571429	0.221883708469884	1.77577495904162	7	98	1
SPAC10F6.08c	38	185	23	100	983	300	0.38	101.537111547068	0.188199389623601	50.2874274139516	0.142578622829457	0.294805566231028	2.01913513513514	1.40154786241356	2.89793871605101	21	117	1
SPAC10F6.09c	11	870	83	100	3689	300	0.11	29.3923217636248	0.235836269991868	63.0161411921279	0.00662324034634798	0.0234776397093278	0.466425287356322	0.244331336376777	0.866090128877102	21	90	1
SPAC10F6.10	14	233	64	100	1670	300	0.14	37.4084095173407	0.139520958083832	37.2804081160837	0.0336254188432497	0.10537237887235	1.00343347639485	0.561544494682271	1.75971872716824	13	101	1
SPAC10F6.11c	8	269	4	100	2545	300	0.08	21.376234009909	0.105697445972495	28.242666741972	0.0136749127667282	0.0618787457719068	0.756877323420074	0.348026529913234	1.57481407989503	10	98	1
SPAC10F6.12c	33	66	13	100	987	300	0.33	88.1769652908744	0.0668693009118541	17.8676728046351	0.322250055190106	0.773261134502302	4.935	3.18060804472635	7.63208739753772	8	125	3.02282098253675e-06
SPAC10F6.13c	101	950	143	100	1199	300	1.01	269.874954375101	0.79232693911593	211.712075786213	0.086116469931195	0.131131404012029	1.27472631578947	1.03253647447503	1.57226553410422	88	113	1
SPAC10F6.14c	23	238	84	100	1579	300	0.23	61.4566727784882	0.150728309056365	40.2750450788342	0.0614331486688413	0.150704160663828	1.5259243697479	0.970029417481004	2.37961869688185	16	107	1
SPAC10F6.15	1	9	0	100	1234	300	0.01	2.67202925123862	0.00729335494327391	1.94880577480937	0.00526992812214453	0.847902870266008	1.37111111111111	0.0650309130272635	10.4631214190825	0	101	1
SPAC10F6.16	47	404	207	100	1061	300	0.47	125.585374808215	0.380772855796418	101.743620876569	0.0849628720008002	0.158831205892419	1.23433168316832	0.90145607192849	1.68519909451856	40	107	1
SPAC10F6.17c	8	251	17	100	1801	300	0.08	21.376234009909	0.139367018323154	37.2392749617376	0.0146439584576549	0.0663723624637782	0.57402390438247	0.263737691822366	1.19536624797265	13	95	1
SPAC110.01	4	2043	108	100	5792	300	0.04	10.6881170049545	0.352727900552486	94.249926800423	0.000626548199463875	0.00539085562054876	0.11340186000979	0.0362896717129476	0.312238357542184	27	77	1
SPAC110.02	54	629	141	100	3853	300	0.54	144.289579566885	0.16324941603945	43.6207214905033	0.0643472325758769	0.114263463698716	3.30782193958665	2.47929887114854	4.40257125631151	21	133	8.40411984761747e-07
SPAC110.03	39	930	66	100	1448	300	0.39	104.209140798306	0.642265193370166	171.615138373751	0.0300158504625064	0.0583517413603681	0.607225806451613	0.434629514697093	0.84493321489813	54	85	1
SPAC110.04c	7	2599	205	100	2755	300	0.07	18.7042047586703	0.943375680580762	252.072741341894	0.00117891907528611	0.00582502183174795	0.0742016160061562	0.0324792205241324	0.160479351464656	51	56	1
SPAC110.05	1	75	69	100	1707	300	0.01	2.67202925123862	0.0439367311072056	11.7400230722259	0.000687699619117278	0.0882776649076593	0.2276	0.0117390324983319	1.50689973997374	4	97	1
SPAC1142.01	103	387	17	100	1904	300	1.03	275.219012877578	0.203256302521008	54.310678583474	0.212860042972654	0.332517592049633	5.06749354005168	4.05285521819933	6.33113495262501	34	169	1.07318864805224e-21
SPAC1142.02c	112	496	148	100	1080	300	1.12	299.267276138725	0.459259259259259	122.715417464292	0.182939341722492	0.278516667359339	2.43870967741936	1.97574489060291	3.00798000748087	66	146	9.54778226497568e-06
SPAC1142.03c	4	259	246	100	2243	300	0.04	10.6881170049545	0.115470352206866	30.8540158747571	0.00490715542403601	0.0428659772617679	0.346409266409266	0.110067496161128	0.961483869981453	10	94	1
SPAC1142.04	2	769	75	100	2169	300	0.02	5.34405850247724	0.354541263254956	94.7344626188335	0.000449638471779298	0.01051462227991	0.0564109232769831	0.00975265845289298	0.228062157251248	26	76	1
SPAC1142.05	42	418	297	100	969	300	0.42	112.225228552022	0.431372549019608	115.264006916176	0.0721779684100953	0.139387248895567	0.973636363636364	0.699404513893824	1.35066244179805	42	100	1
SPAC1142.06	106	340	88	100	1508	300	1.06	283.235100631294	0.225464190981432	60.2446913409238	0.249159635889443	0.38981799833182	4.70141176470588	3.7573273092128	5.87845541484384	37	169	1.12959470385903e-19
SPAC1142.07c	4	183	53	100	1016	300	0.04	10.6881170049545	0.18011811023622	48.1280859229003	0.00692175788221612	0.0608996358287758	0.22207650273224	0.0703250600833157	0.618740300020363	15	89	1
SPAC1142.08	35	608	90	100	2324	300	0.35	93.5210237933517	0.261617900172117	69.9050681907522	0.0403004222580212	0.0818402507086329	1.33782894736842	0.936581813276412	1.90196742646863	27	108	1
SPAC1142.09	37	0	100	100	3	300	0.37	98.8650822958289	0	0	7.53749931207674	404.634469925375	NA	0.226124979362302	12.1390340977612	0	137	1
SPAC11D3.01c	6	2	8	100	130	300	0.06	16.0321755074317	0.0153846153846154	4.1108142326748	0.552204904888375	21.4497560879096	3.9	0.717866376354888	27.8846829142825	1	105	1
SPAC11D3.02c	46	150	77	100	450	300	0.46	122.913345556976	0.333333333333333	89.067641707954	0.217329489613678	0.43161963558078	1.38	0.977982703261549	1.94228836011351	36	110	1
SPAC11D3.03c	3	26	5	100	1284	300	0.03	8.01608775371586	0.0202492211838006	5.4106511317916	0.0278597747971146	0.39856526485022	1.48153846153846	0.357719508394951	5.11757800067682	2	101	1
SPAC11D3.04c	0	106	10	100	1836	300	0	0	0.0577342047930283	15.4267484003973	0.000859257958166075	0.0455702794857351	0	0.0157759761119291	0.836670331358097	5	95	1
SPAC11D3.05	10	858	5	100	1753	300	0.1	26.7202925123862	0.489446662863662	130.781580009283	0.00589954477792346	0.0223011890059689	0.204312354312354	0.103419019956998	0.390939843274635	36	74	1
SPAC11D3.06	10	183	14	100	1521	300	0.1	26.7202925123862	0.120315581854043	32.1486754093798	0.0272681563829144	0.106142284654228	0.831147540983607	0.414748658584127	1.61442414959081	11	99	1
SPAC11D3.07c	24	539	1	100	4030	300	0.24	64.1287020297269	0.133746898263027	35.7375624421245	0.0289037735292083	0.0680202387708	1.79443413729128	1.16482207322709	2.74121562246324	14	110	1
SPAC11D3.08c	9	369	88	100	3214	300	0.09	24.0482632611476	0.114810205351587	30.6776227040153	0.0118009596038233	0.0485699893901612	0.78390243902439	0.37928284166688	1.56103945899978	11	98	1
SPAC11D3.09	0	24	9	100	1729	300	0	0	0.0138808559861191	3.7090053227141	0.0038226010111885	0.207313917589234	0	0.0660927714834492	3.58445763511786	1	99	1
SPAC11D3.10	0	47	0	100	4126	300	0	0	0.0113911778962676	3.04375605448897	0.00194303656715677	0.1038928146097	0	0.0801696887608883	4.28661753079624	1	99	1
SPAC11D3.11c	4	151	9	100	2151	300	0.04	10.6881170049545	0.0701999070199907	18.7576204991646	0.00836831875130987	0.0740083876407178	0.569801324503311	0.180002536340675	1.59192041815184	6	98	1
SPAC11D3.13	1	158	183	100	920	300	0.01	2.67202925123862	0.171739130434783	45.8891980104024	0.000328498129788214	0.0414836467508937	0.0582278481012658	0.00302218279405157	0.381649550108222	14	87	1
SPAC11D3.14c	5	485	0	100	4308	300	0.05	13.3601462561931	0.112581244196843	30.0820377634803	0.00377688235285213	0.0257103069591909	0.444123711340206	0.16270809176087	1.10760002380194	10	95	1
SPAC11D3.15	31	521	6	100	3921	300	0.31	82.8329067883972	0.132874266768681	35.50439275428	0.0406763528264619	0.0865454224591592	2.33303262955854	1.59491979432557	3.39344601462363	15	116	0.867957718820359
SPAC11D3.16c	19	260	122	100	945	300	0.19	50.7685557735338	0.275132275132275	73.5161487113271	0.0445050056202845	0.11858903885592	0.690576923076923	0.420572303111689	1.12066641718844	25	94	1
SPAC11D3.17	6	330	32	100	3291	300	0.06	16.0321755074317	0.100273473108478	26.7933653269141	0.00733287375221692	0.0420983441074134	0.598363636363636	0.241324875185459	1.38545650457497	9	97	1
SPAC11D3.18c	8	221	10	100	2031	300	0.08	21.376234009909	0.108813392417528	29.0752567466142	0.0166051191833944	0.0755114487786377	0.735203619909502	0.337249970614741	1.53363752469413	10	98	1
SPAC11D3.19	7	107	2	100	1210	300	0.07	18.7042047586703	0.0884297520661157	23.628688420044	0.0279311760939468	0.14533080093866	0.791588785046729	0.337967230736756	1.75850269135779	8	99	1
SPAC11E3.01c	12	702	12	100	3812	300	0.12	32.0643510148634	0.184155299055614	49.2068345847196	0.00921402182484214	0.0309538652628091	0.651623931623932	0.351238511962982	1.17996134381828	17	95	1
SPAC11E3.02c	6	540	11	100	3850	300	0.06	16.0321755074317	0.14025974025974	37.4778128745157	0.00449494487603667	0.0256414805932162	0.427777777777778	0.173055377727412	0.987197002838825	13	93	1
SPAC11E3.03	2	40	10	100	987	300	0.02	5.34405850247724	0.0405268490374873	10.8288926088698	0.00836032650796309	0.211005400062266	0.4935	0.0825164226335957	2.08262329861456	3	99	1
SPAC11E3.04c	12	293	121	100	714	300	0.12	32.0643510148634	0.410364145658263	109.650500085842	0.0219168071199091	0.0747241979708577	0.292423208191126	0.156486002836151	0.533530773511924	32	80	1
SPAC11E3.05	14	207	8	100	3997	300	0.14	37.4084095173407	0.0517888416312234	13.8381299726393	0.0377703578021914	0.118864207292985	2.70328502415459	1.50968120135359	4.75100236550059	5	109	1
SPAC11E3.06	1	20	26	100	1847	300	0.01	2.67202925123862	0.0108283703302653	2.89337222657133	0.00249697159993946	0.349045314408539	0.9235	0.0461190654508818	6.44686695712572	1	100	1
SPAC11E3.07	110	599	205	100	1208	300	1.1	293.923217636248	0.495860927152318	132.49549018973	0.149044425232828	0.226089996708434	2.21836393989983	1.80045665681257	2.73116716023789	69	141	0.000316944402290482
SPAC11E3.08c	10	89	4	100	1531	300	0.1	26.7202925123862	0.0581319399085565	15.5330243866909	0.0550306503324189	0.222611155742588	1.72022471910112	0.842519256589333	3.40817679441903	6	104	1
SPAC11E3.09	1	175	4	100	1333	300	0.01	2.67202925123862	0.131282820705176	35.0791537109346	0.000296751141286199	0.0374206976906264	0.0761714285714286	0.00395569271334504	0.49881790021605	11	90	1
SPAC11E3.10	7	369	84	100	1069	300	0.07	18.7042047586703	0.345182413470533	92.2337505806408	0.00824937672559426	0.041316368384979	0.202791327913279	0.0881858371966027	0.441671978035425	27	80	1
SPAC11E3.11c	5	698	21	100	3255	300	0.05	13.3601462561931	0.214439324116743	57.2988146655778	0.0026282622941524	0.0178352642109535	0.233166189111748	0.0855499376746605	0.580537850066537	18	87	1
SPAC11E3.12	9	102	1	100	2724	300	0.09	24.0482632611476	0.0374449339207048	10.0053958746821	0.0417588227032149	0.179881308117115	2.40352941176471	1.13751033043557	4.89996683311022	3	106	1
SPAC11E3.13c	256	2170	136	100	2103	300	2.56	684.039488317086	1.03185924869234	275.715809566705	0.103412069925594	0.134552229017931	2.48095852534562	2.17475583053524	2.82963337624709	180	176	2.97630042529087e-11
SPAC11E3.14	5	632	35	100	2681	300	0.05	13.3601462561931	0.235732935471839	62.9885299061099	0.00290170081268591	0.0197055130073667	0.212104430379747	0.0777945987881093	0.5283048037275	20	85	1
SPAC11E3.15	53	439	1766	100	406	300	0.53	141.617550315647	1.08128078817734	288.92138948122	0.0898100933534645	0.16189853820984	0.490159453302961	0.364628979015066	0.657308065131951	79	74	1
SPAC11G7.01	67	2274	166	100	2966	300	0.67	179.025959832987	0.766689143627782	204.861581838052	0.0229245257205349	0.0377994524004427	0.873887423043096	0.679941432871064	1.12113175819713	72	95	1
SPAC11G7.02	76	1428	68	100	2923	300	0.76	203.074223094135	0.488539172083476	130.539095818294	0.0419538658691954	0.0674155346600211	1.55565826330532	1.22631149935658	1.97055607811242	57	119	1
SPAC11G7.03	5	262	115	100	1164	300	0.05	13.3601462561931	0.225085910652921	60.1436137306287	0.00696258119292007	0.0478118370469505	0.222137404580153	0.0810444450855896	0.556529783226504	19	86	1
SPAC11G7.04	44	201	802	93	363	300	0.473118279569892	126.418588230644	0.553719008264463	147.955338704948	0.155788003581489	0.306679400701292	0.854437489969507	0.608075755914843	1.1970389511244	48	89	1
SPAC11G7.05c	7	296	3	100	1975	296	0.07	18.7042047586703	0.149873417721519	40.0466156135003	0.0102646330969982	0.0516093786131397	0.467060810810811	0.202726503665714	1.01928522760951	13	94	1
SPAC11G7.06c	4	111	21	100	2860	300	0.04	10.6881170049545	0.0388111888111888	10.3704631778842	0.0113274701756477	0.101248041200791	1.03063063063063	0.323965647023524	2.89569397834263	3	101	1
