V4	WT_DMSOr1_pr_counts	WT_DMSOr1gb_counts	WT_DMSOr1term_counts	WT_DMSOr1pr_map	WT_DMSOr1gb_map	WT_DMSOr1term_map	WT_DMSOr1pr_density	WT_DMSOr1pr_densityRPKM	WT_DMSOr1gb_density	WT_DMSOr1gb_densityRPKM	WT_DMSOr1pause_index_CI_low	WT_DMSOr1pause_index_CI_high	WT_DMSOr1pause_index_scaled	WT_DMSOr1pause_index_CI_low_scaled	WT_DMSOr1pause_index_CI_high_scaled	WT_DMSOr1_ExpPR	WT_DMSOr1_ExpGB	WT_DMSOr1Fexact_Pval
SPBC2G2.14	25	562	3	100	2311	300	0.25	40.5997723164768	0.243184768498485	39.4929849274946	0.0291437782746367	0.0673638891641297	1.02802491103203	0.673512715926854	1.55677947858304	24	101	1
SPBC2G2.15c	21	200	23	100	1427	300	0.21	34.1038087458406	0.140154169586545	22.7609094976745	0.0651514069096086	0.167552252675292	1.49835	0.929710576600115	2.39097064567641	14	107	1
SPBC2G2.16	38	614	33	100	1352	300	0.38	61.7116539210448	0.45414201183432	73.7522491192804	0.043951216828754	0.0867862982591335	0.836742671009772	0.594220451524754	1.17335075246348	43	95	1
SPBC2G2.17c	5	129	22	100	1347	300	0.05	8.11995446329537	0.0957683741648107	15.5526967448419	0.0140110633785884	0.0981033614543481	0.522093023255814	0.188729023709586	1.32145227879007	9	96	1
SPBC2G5.01	318	542	141	100	1107	300	3.18	516.429103865585	0.489611562782295	79.5124718899023	0.5096188879841	0.675414637911278	6.4949446494465	5.64148108998398	7.47684004167784	137	281	3.01394005159513e-54
SPBC2G5.02c	169	771	73	100	2145	300	1.69	274.454460859383	0.359440559440559	58.3728194983751	0.184912320479891	0.259733965895758	4.70175097276265	3.96636927429367	5.57129356846401	71	198	1.13357006525659e-28
SPBC2G5.03	18	99	64	100	970	300	0.18	29.2318360678633	0.102061855670103	16.5747524096132	0.106383992904453	0.307088782695209	1.76363636363636	1.0319247311732	2.97876119214353	10	108	1
SPBC2G5.04c	29	296	83	100	1089	300	0.29	47.0957358871131	0.271808999081726	44.1415339051502	0.0655992982716157	0.145430251504425	1.06692567567568	0.714376358177895	1.58373543888319	27	102	1
SPBC2G5.05	201	4848	480	100	2255	300	2.01	326.422169424474	2.14988913525499	349.140037588079	0.0359098475918582	0.0478525309602796	0.934931930693069	0.809767063196402	1.07907457315431	205	96	1
SPBC2G5.06c	139	1959	135	100	1729	300	1.39	225.734734079611	1.13302486986698	184.00220698202	0.0595053672254654	0.0845571279395184	1.2268044920878	1.0288477993283	1.46199274207427	126	113	1
SPBC2G5.07c	10	443	243	100	2284	300	0.1	16.2399089265907	0.193957968476357	31.498597436426	0.0113845145802817	0.0433589486608739	0.515575620767494	0.260022313013635	0.990318387414361	17	93	1
SPBC30B4.01c	386	2905	27	100	3403	300	3.86	626.860484566403	0.853658536585366	138.633368885531	0.119312401215116	0.147959995998282	4.52171428571429	4.06020101335039	5.03507866382152	223	263	2.93067471498938e-44
SPBC30B4.02c	33	756	133	100	2341	300	0.33	53.5916994577494	0.322938914993593	52.4449856834797	0.0302944332117177	0.0625692221268128	1.02186507936508	0.709192681486311	1.46474548998869	32	101	1
SPBC30B4.03c	27	296	109	100	1602	300	0.27	43.847754101795	0.184769038701623	30.0063236096808	0.0602218222681336	0.13721965307765	1.46128378378378	0.9647535927355	2.19825884230395	19	108	1
SPBC30B4.04c	28	707	55	100	2537	300	0.28	45.4717449944541	0.278675601103666	45.2566638198646	0.0266163409442058	0.0585364014868827	1.00475247524752	0.6752565697545	1.48506850572221	27	101	1
SPBC30B4.05	61	1428	80	100	2969	300	0.61	99.0634444522035	0.480970023576962	78.1090937931006	0.0327682304834363	0.0555718619039247	1.26827030812325	0.972888763053225	1.64992857992752	52	109	1
SPBC30B4.06c	10	247	12	100	2074	300	0.1	16.2399089265907	0.119093539054966	19.3406822799803	0.0202972098131922	0.0782538161205743	0.839676113360324	0.420964131525606	1.62298414634071	11	99	1
SPBC30B4.07c	7	169	87	100	1280	300	0.07	11.3679362486135	0.13203125	21.4417547546393	0.0178517811602007	0.0910819290341333	0.530177514792899	0.228502798850568	1.16584869163691	12	95	1
SPBC30B4.08	16	224	2	100	2274	300	0.16	25.9838542825452	0.098504837291117	15.9970958643638	0.0414923351615601	0.12110288675866	1.62428571428571	0.943535701573877	2.75387964489193	10	106	1
SPBC30B4.09	7	56	97	100	681	300	0.07	11.3679362486135	0.0822320117474303	13.3544038162861	0.0521602855654792	0.284695111380505	0.85125	0.355211544700914	1.93877370850124	8	99	1
SPBC30D10.02	10	51	22	100	639	300	0.1	16.2399089265907	0.07981220657277	12.9614296597203	0.0935517944717714	0.399518365545125	1.25294117647059	0.597795966674619	2.55292235583335	8	102	1
SPBC30D10.03c	28	274	47	100	1456	300	0.28	45.4717449944541	0.188186813186813	30.5613670733919	0.06785904373933	0.152901520776784	1.48788321167883	0.988027676844646	2.22624614250997	20	108	1
SPBC30D10.04	15	113	67	100	732	300	0.15	24.3598633898861	0.154371584699454	25.0698047637261	0.0744467972049582	0.232900911041013	0.971681415929204	0.544950555540294	1.70483466882021	15	100	1
SPBC30D10.05c	90	345	165	100	788	300	0.9	146.159180339317	0.437817258883249	71.1011241075356	0.205420017642649	0.330963889398339	2.05565217391304	1.61870973902408	2.60799544845891	57	133	0.0333983158454284
SPBC30D10.06	33	927	9	100	2671	300	0.33	53.5916994577494	0.347061025833021	56.3623945149742	0.0247416836752508	0.0509528379150246	0.95084142394822	0.660850370965948	1.36095030071031	34	99	1
SPBC30D10.07c	16	630	60	100	2750	300	0.16	25.9838542825452	0.229090909090909	37.2041549954624	0.0149297145222201	0.0425314034864512	0.698412698412698	0.410567149361053	1.16961359587741	21	95	1
SPBC30D10.08	7	95	55	100	870	300	0.07	11.3679362486135	0.109195402298851	17.7332338853577	0.0313582239669949	0.164260150506791	0.641052631578947	0.272816548512856	1.42906330940908	10	97	1
SPBC30D10.09c	67	182	94	100	737	300	0.67	108.807389808158	0.246947082767978	40.1039813383923	0.275442841643442	0.491344823361604	2.71313186813187	2.03001374291217	3.62121134817502	33	134	0.000256549099360361
SPBC30D10.10c	31	2490	116	100	7291	300	0.31	50.3437176724313	0.341516938691537	55.4620398123864	0.0085853147180351	0.0179490898166266	0.907714859437751	0.625955296091939	1.30866813853025	33	98	1
SPBC30D10.11	3	378	70	100	2334	300	0.03	4.87197267797722	0.161953727506427	26.3011378502626	0.00203991511243803	0.0254336204304275	0.185238095238095	0.0476116187243035	0.593620700846177	14	89	1
SPBC30D10.12c	64	348	1	100	2309	300	0.64	103.935417130181	0.150714595062798	24.4759129772784	0.13956334204955	0.241920572536348	4.2464367816092	3.22251756792411	5.58594601986428	21	143	9.93001819245796e-12
SPBC30D10.13c	123	528	144	100	1349	300	1.23	199.750879797066	0.391401037805782	63.56317207739	0.190490014678415	0.284707503334599	3.14255681818182	2.56971029801182	3.84070421998375	62	161	1.21895126435129e-11
SPBC30D10.14	12	100	34	100	713	300	0.12	19.4878907119089	0.140252454417952	22.7768708647836	0.0627336997104986	0.22437440618637	0.8556	0.447291278935855	1.59978951610882	13	99	1
SPBC30D10.15	150	521	96	100	1449	300	1.5	243.598633898861	0.359558316080055	58.3919430693842	0.239071722320596	0.346567620691732	4.17178502879079	3.46414925642544	5.0217648238232	66	184	1.64861298907822e-21
SPBC30D10.16	17	315	11	100	1221	300	0.17	27.6078451752043	0.257985257985258	41.8965709408361	0.0320375634143419	0.08964174292556	0.658952380952381	0.391178649289115	1.09452568112109	23	94	1
SPBC30D10.17c	44	792	149	100	1634	300	0.44	71.4555992769993	0.484700122399021	78.7148584446748	0.0404991262869149	0.0759546532220017	0.907777777777778	0.661755723528189	1.24109903364751	47	97	1
SPBC30D10.18c	279	2986	358	100	845	300	2.79	453.093459051882	3.53372781065089	573.874178163313	0.0824831204318439	0.105821989504254	0.789534494306765	0.696982367649081	0.894195811310946	295	84	1
SPBC30D10.21	23	99	55	100	411	300	0.23	37.3517905311587	0.240875912408759	39.118028801277	0.143663921402698	0.372765413720287	0.954848484848485	0.590458716965089	1.53206585039038	23	100	1
SPBC317.01	187	886	115	100	6051	300	1.87	303.686296927247	0.146422078995207	23.7788122772424	0.179679313106362	0.247839583800717	12.7712979683973	10.8723952360659	14.9967732157814	36	251	8.62233553483236e-85
SPBC31A8.01c	392	2210	976	100	1089	300	3.92	636.604429922357	2.02938475665748	329.570236251291	0.159070516903207	0.197764498669289	1.93161990950226	1.73227792907593	2.15365539050855	329	163	2.28417517156514e-05
SPBC31A8.02	11	23	443	100	110	300	0.11	17.8638998192498	0.209090909090909	33.9561732101443	0.219147745592333	1.02547041380373	0.526086956521739	0.241062520151567	1.1280174551841	19	92	1
SPBC31E1.01c	57	805	67	100	4917	300	0.57	92.5674808815672	0.163717714053285	26.5876076589497	0.053602957052028	0.0933240186269916	3.48160248447205	2.63565739824821	4.58874199588918	22	135	5.00624465735744e-08
SPBC31E1.02c	102	2394	270	100	3604	300	1.02	165.647071051226	0.664261931187569	107.875532658874	0.0347641342213614	0.0521684937632867	1.53553884711779	1.25289939733787	1.88015251522885	80	122	1
SPBC31E1.03	46	115	87	100	816	300	0.46	74.7035810623174	0.14093137254902	22.8871265509551	0.280003454078784	0.570110172269494	3.264	2.28482818528288	4.65209900571907	18	128	0.000185392617088283
SPBC31E1.04	50	278	138	100	1430	300	0.5	81.1995446329537	0.194405594405594	31.5712914796659	0.131515865190663	0.245340774406395	2.57194244604317	1.88067687222648	3.50837307401144	24	126	0.00589081432832548
SPBC31E1.05	36	280	172	100	1557	300	0.36	58.4636721357267	0.179833012202954	29.2047174017046	0.089417341995232	0.184071827980551	2.00185714285714	1.39222801486576	2.86599836165719	20	116	1
SPBC31E1.06	87	1889	220	100	3433	300	0.87	141.287207661339	0.550247596854064	89.3597085998541	0.036919530531634	0.0573845940396436	1.58110640550556	1.26744748315099	1.97001311338096	66	121	1
SPBC31F10.02	49	251	227	100	601	300	0.49	79.5755537402946	0.417637271214642	67.8239124887567	0.141981704888374	0.267725417339764	1.17326693227092	0.853310046379127	1.60902975821198	43	106	1
SPBC31F10.03	134	873	20	100	2562	300	1.34	217.614779616316	0.340749414519906	55.3373945859239	0.127417049118549	0.184798837474627	3.93250859106529	3.26442479841721	4.73454621609994	59	175	2.02973776695307e-19
SPBC31F10.04c	6	130	29	100	2042	300	0.06	9.74394535595444	0.0636630754162586	10.3388254674672	0.0183922596923605	0.108269642925195	0.942461538461539	0.375569942918002	2.21086610853248	6	100	1
SPBC31F10.05	6	64	5	100	1293	300	0.06	9.74394535595444	0.0494972931167827	8.03831532329317	0.0366198682201537	0.22480233952159	1.2121875	0.473494896086587	2.90669425001416	4	102	1
SPBC31F10.06c	184	894	418	100	1075	300	1.84	298.81432424927	0.831627906976744	135.055614701136	0.175043658946373	0.241915062840831	2.21252796420582	1.8817193336735	2.60058692553893	128	156	4.08376656330532e-06
SPBC31F10.07	21	406	208	100	1291	300	0.21	34.1038087458406	0.314484895429899	51.0720606056998	0.0324756979574052	0.0815417229395599	0.667758620689655	0.419261260630101	1.05270364314972	28	93	1
SPBC31F10.08	1	3	7	100	689	300	0.01	1.62399089265907	0.00435413642960813	0.70710779070787	0.0133674946082822	3.55733427163736	2.29666666666667	0.0921020378510643	24.5100331315814	0	101	1
SPBC31F10.09c	66	290	34	100	1669	300	0.66	107.183398915499	0.173756740563211	28.2179364212781	0.172588306276406	0.299628784114127	3.79841379310345	2.88049883175322	5.00080440686479	24	142	7.33188173853261e-10
SPBC31F10.10c	138	1719	170	100	3178	300	1.38	224.110743186952	0.540906230333543	87.8426791844225	0.0672291736194002	0.095806054651635	2.5512739965096	2.13654313762454	3.04471641682896	83	155	1.29402762237963e-08
SPBC31F10.11c	32	398	36	100	2112	300	0.32	51.9677085650904	0.18844696969697	30.6036162537079	0.0551050218845173	0.116687723642015	1.69809045226131	1.163818062201	2.46444472331936	20	112	1
SPBC31F10.12	74	272	66	100	777	300	0.74	120.175326056771	0.35006435006435	56.8501316349122	0.208617240332855	0.354333829583038	2.11389705882353	1.62095595738628	2.75317385586021	45	129	0.0614947434177689
SPBC31F10.13c	25	502	78	100	2986	300	0.25	40.5997723164768	0.168117883456129	27.3021911625872	0.0325914597327293	0.0754996080997807	1.48705179282869	0.973180987619296	2.25441829785945	17	108	1
SPBC31F10.14c	20	1334	106	100	5421	295	0.2	32.4798178531815	0.246080059029699	39.9631774729239	0.00937854217404387	0.0236989324346778	0.812743628185907	0.508410771254918	1.28471912728388	23	97	1
SPBC31F10.15c	38	142	83	100	446	300	0.38	61.7116539210448	0.318385650224215	51.7055396317463	0.18400237668951	0.387812971243211	1.19352112676056	0.820650600035213	1.72964585174472	33	105	1
SPBC31F10.16	32	1049	120	100	2330	300	0.32	51.9677085650904	0.450214592274678	73.1144397596295	0.0210960535620016	0.0438694839582291	0.710772163965682	0.491538047994638	1.02215897622674	40	92	1
SPBC31F10.17c	22	73	17	100	855	300	0.22	35.7277996384996	0.0853801169590643	13.8656532355687	0.181720803443459	0.495897832633628	2.57671232876712	1.55371286944158	4.23992646901752	9	113	1
SPBC32C12.02	15	2065	66	100	3832	300	0.15	24.3598633898861	0.538883089770355	87.5141229995039	0.00421157609777966	0.0123121996690576	0.278353510895884	0.161387596066917	0.471803491318286	40	75	1
SPBC32C12.03c	36	821	117	100	1820	300	0.36	58.4636721357267	0.451098901098901	73.2580507073132	0.0309301406299147	0.0618805772276531	0.798051157125457	0.562928559464447	1.12622650554329	42	94	1
SPBC32F12.01c	53	616	107	100	1888	300	0.53	86.0715173109309	0.326271186440678	52.9861435316732	0.0643058777493151	0.114831437257473	1.62441558441558	1.21409497190707	2.1680175354211	37	116	1
SPBC32F12.02	51	252	41	100	1378	300	0.51	82.8235355256128	0.182873730043541	29.6985272097305	0.148016747276992	0.27604358502476	2.78880952380952	2.03967077747695	3.80388060164119	23	128	0.000733120672324395
SPBC32F12.03c	114	260	144	100	524	300	1.14	185.134961763134	0.49618320610687	80.5797007807937	0.349660735117225	0.549509634873576	2.29753846153846	1.83222225201426	2.87943048673754	70	144	0.000523605519592694
SPBC32F12.04	12	493	44	100	2654	300	0.12	19.4878907119089	0.185757347400151	30.1668240422352	0.0130912561616184	0.0441777440348396	0.646004056795132	0.347441938529351	1.17247732668464	17	95	1
SPBC32F12.05c	5	155	26	100	936	300	0.05	8.11995446329537	0.165598290598291	26.8930115771535	0.0116963225121859	0.0813727218078185	0.301935483870968	0.10947757871406	0.761648676121181	14	91	1
SPBC32F12.06	1	551	2	100	2811	300	0.01	1.62399089265907	0.1960156527926	31.8327634953806	9.45816789813283e-05	0.0118185223028428	0.051016333938294	0.00265869099616514	0.332218661932911	16	85	1
SPBC32F12.07c	56	1723	46	100	2273	300	0.56	90.9434899889081	0.758029036515618	123.10322516725	0.0246684356990521	0.0427208170548522	0.738757980266976	0.560713543439454	0.97104417165679	67	89	1
SPBC32F12.08c	2	24	84	100	914	300	0.02	3.24798178531815	0.0262582056892779	4.2643086896956	0.0136196282081625	0.36239285157422	0.761666666666667	0.124483401822606	3.31227066338837	2	100	1
SPBC32F12.09	15	562	213	100	2041	300	0.15	24.3598633898861	0.275355218030377	44.7174366327486	0.0153933951893686	0.045487246968627	0.544750889679715	0.314179195815013	0.928394710629678	24	91	1
SPBC32F12.10	498	2367	480	100	1944	300	4.98	808.747464544219	1.21759259259259	197.735928133952	0.190782434528629	0.23200114865356	4.09003802281369	3.70881052723655	4.5101023298252	328	270	5.81500172657493e-40
SPBC32F12.11	932	5276	807	100	956	300	9.32	1513.55951195826	5.51882845188284	896.252714400552	0.164661376729947	0.189503413094542	1.68876421531463	1.57416276153829	1.81165262918382	873	159	0.00273903087654315
SPBC32F12.12c	81	495	48	100	1127	300	0.81	131.543262305385	0.43921916592724	71.3287925347153	0.1284397269637	0.208219320477096	1.84418181818182	1.4475157228809	2.34663174177687	55	126	0.638364213090432
SPBC32F12.15	27	78	86	100	467	300	0.27	43.847754101795	0.167023554603854	27.1244731536205	0.218098468459192	0.546393918799561	1.61653846153846	1.01851984770443	2.55165960079395	18	109	1
SPBC32F12.16	86	38	24	100	361	300	0.86	139.66321676868	0.105263157894737	17.0946409753587	1.52152152540648	3.37604616634205	8.17	5.4926927067174	12.1875266604948	17	169	7.78895965276305e-19
SPBC32F12.17	1	130	21	100	2964	300	0.01	1.62399089265907	0.043859649122807	7.12276707306611	0.000398762187448416	0.0505175616797515	0.228	0.0118193112359711	1.49734052818783	4	97	1
SPBC32H8.01c	20	130	28	100	437	300	0.2	32.4798178531815	0.297482837528604	48.3109418868832	0.0932537449129963	0.251206159722021	0.672307692307692	0.407518865269794	1.09777091798523	27	93	1
SPBC32H8.02c	72	1107	110	100	3085	300	0.72	116.927344271453	0.358833063209076	58.2741626636497	0.0508562577481713	0.0830495012649325	2.00650406504065	1.56891555153109	2.56207711402317	45	127	0.0823273512661283
SPBC32H8.03	96	436	133	100	1164	300	0.96	155.903125695271	0.374570446735395	60.8298994157523	0.175410055586748	0.276131770962808	2.56293577981651	2.04177304702975	3.21417381400709	53	143	7.38128707273129e-06
SPBC32H8.04c	95	276	5	100	2611	300	0.95	154.279134802612	0.105706625813864	17.1666597615436	0.270731157737103	0.437253270564518	8.98713768115942	7.06879052851577	11.4166828944396	18	177	3.65593304999398e-36
SPBC32H8.05	120	220	121	100	554	300	1.2	194.878907119089	0.397111913357401	64.4906130658838	0.433977732305629	0.685271317039944	3.02181818181818	2.40423663697318	3.79640309640129	62	158	9.22781169147262e-09
SPBC32H8.06	5	13	0	100	1258	300	0.05	8.11995446329537	0.0103338632750397	1.67820998446486	0.119978551159896	1.15490291840107	4.83846153846154	1.50933017359149	14.5286787134854	1	104	1
SPBC32H8.07	42	333	20	100	1697	300	0.42	68.2076174916811	0.196228638774308	31.8673522248363	0.0902486380841292	0.17566168945794	2.14036036036036	1.53151938828767	2.98097887010124	23	119	0.809695652936388
SPBC32H8.08c	25	273	72	100	1290	300	0.25	40.5997723164768	0.211627906976744	34.3681793562734	0.0594232831032319	0.140042269679742	1.18131868131868	0.766560352031691	1.80654527886867	21	104	1
SPBC32H8.09	3	105	144	100	1619	300	0.03	4.87197267797722	0.0648548486720198	10.5323683588143	0.00725358091087451	0.0929025376779243	0.462571428571429	0.117435474947058	1.5040920850056	6	97	1
SPBC32H8.10	58	719	257	100	2415	300	0.58	94.1914717742263	0.297722567287785	48.3498737814441	0.061140998349253	0.106199108498771	1.9481223922114	1.47655511013446	2.56470847024531	36	122	0.673289174592148
SPBC32H8.11	94	1620	22	100	2018	300	0.94	152.655143909953	0.802775024777007	130.369932909202	0.0468589532738824	0.0717746011220425	1.17093827160494	0.945613677066946	1.44841145064282	86	108	1
SPBC32H8.12c	744	3713	1539	100	1648	300	7.44	1208.24922413835	2.25303398058252	365.890666531744	0.185057519355368	0.216955512331309	3.30221384325343	3.04974791897647	3.57542684321998	584	260	2.19215142310344e-30
SPBC32H8.13c	9	1669	15	100	7893	300	0.09	14.6159180339317	0.211453186367668	34.3398048884834	0.00262666693558189	0.0106624864025328	0.425626123427202	0.207322821225479	0.841590051751912	19	90	1
SPBC32H8.15	1	2	1	100	296	300	0.01	1.62399089265907	0.00675675675675676	1.09729114368856	0.0179700152612445	6.97865092307548	1.48	0.0531912451732838	20.6568067323034	0	101	1
SPBC336.01	25	352	29	100	2681	300	0.25	40.5997723164768	0.131294293174189	21.3220736372993	0.0462788122014845	0.108151051738132	1.90411931818182	1.2407349551218	2.89952969709933	14	111	1
SPBC336.02	38	198	32	100	928	300	0.38	61.7116539210448	0.213362068965517	34.6498056838897	0.133495543767521	0.274864178614319	1.7810101010101	1.23883864616259	2.55073957754088	24	114	1
SPBC336.03	43	3215	402	100	3646	300	0.43	69.8316083843402	0.881788261108064	143.201610529318	0.00977706354766713	0.018231619184169	0.487645412130638	0.356471736947944	0.664724835454802	67	76	1
SPBC336.04	160	1238	7	100	4724	300	1.6	259.838542825452	0.262066045723963	42.5592871530892	0.109229057623323	0.152848924314187	6.10533117932149	5.15998068212577	7.22058318460222	53	207	7.23502373225126e-40
SPBC336.05c	24	193	0	100	2872	300	0.24	38.9757814238178	0.0672005571030641	10.9133092716992	0.0794021485735347	0.193197378103925	3.57139896373057	2.28042970703192	5.54862869914473	7	117	0.0109919943750487
SPBC336.06c	16	196	64	100	1359	300	0.16	25.9838542825452	0.144223693892568	23.4217965387181	0.0472963847073166	0.138777715219889	1.10938775510204	0.642757868172433	1.8859891498383	14	102	1
SPBC336.07	20	453	29	100	4050	300	0.2	32.4798178531815	0.111851851851852	18.1646388734459	0.0274312170281345	0.0702765567875305	1.78807947019868	1.11096428963945	2.84620054989499	12	108	1
SPBC336.08	14	445	59	100	3756	300	0.14	22.735872497227	0.118477103301384	19.2405736750077	0.0177466402496389	0.0547188246604432	1.18166292134831	0.666563807776439	2.05523905424625	12	102	1
SPBC336.09c	555	451	27	100	1993	300	5.55	901.314945425786	0.22629202207727	36.7496182934893	1.08472824605855	1.39612178437559	24.5258314855876	21.6186339439469	27.8247071626056	120	535	2.61663262652949e-217
SPBC336.10c	45	232	952	93	400	300	0.483870967741935	78.5802044835036	0.58	94.1914717742263	0.139075186040872	0.269725171950687	0.834260289210234	0.598172843186547	1.16010826645457	50	88	1
SPBC336.11	5	273	98	100	1513	300	0.05	8.11995446329537	0.180436219431593	29.3026777062741	0.00668446419820505	0.0458669762440604	0.277106227106227	0.101135943318842	0.693967350572634	16	89	1
SPBC336.12c	23	485	13	100	2872	300	0.23	37.3517905311587	0.168871866295265	27.4246372889851	0.0304630035290811	0.0731663890038505	1.3619793814433	0.87489746135521	2.10133869219059	17	106	1
SPBC336.13c	28	183	34	100	849	300	0.28	45.4717449944541	0.215547703180212	35.0047506898246	0.100643298706342	0.231169670508908	1.29901639344262	0.854461606016845	1.96263050262063	22	106	1
SPBC336.14c	48	308	111	100	2284	300	0.48	77.9515628476355	0.134851138353765	21.8997020551224	0.11357319980573	0.213260701290011	3.55948051948052	2.59401188356287	4.87087441746386	17	131	1.29784569225416e-06
SPBC336.15	151	816	73	100	3131	300	1.51	245.22262479152	0.260619610348132	42.3243873653722	0.154940872384966	0.220902309015918	5.79388480392157	4.85119871437329	6.91645129528839	51	200	3.31460876504617e-35
SPBC336.16	23	18	59	100	249	300	0.23	37.3517905311587	0.072289156626506	11.7396931999451	0.663601927244548	2.46990411817837	3.18166666666667	1.65236879883892	6.15006125426414	8	115	1
SPBC337.02c	1	149	206	18	612	300	0.0555555555555556	9.02217162588374	0.243464052287582	39.5383403604905	0.000348220449827887	0.0440135688747322	0.228187919463087	0.0118394952941482	1.49646134174089	3	16	1
SPBC337.03	21	228	26	100	1143	300	0.21	34.1038087458406	0.199475065616798	32.3945689874251	0.0573124690572	0.1465477253134	1.05276315789474	0.655081521323795	1.67504050033216	20	101	1
SPBC337.04	15	152	29	100	1185	300	0.15	24.3598633898861	0.128270042194093	20.8309380324202	0.0558360939148332	0.171556680604147	1.16940789473684	0.661657712890773	2.03294666515914	13	102	1
SPBC337.05c	356	858	335	100	1952	300	3.56	578.14075778663	0.439549180327869	71.382386572822	0.36597259973632	0.470361889952659	8.09920745920746	7.14378514685296	9.1814640918759	139	317	5.2979200309808e-79
SPBC337.06c	89	146	30	100	834	300	0.89	144.535189446658	0.175059952038369	28.4295767779646	0.464341862424999	0.799795437481081	5.08397260273973	3.87261113262449	6.67029394859222	28	161	8.02371079762067e-17
SPBC337.07c	141	301	151	100	1835	300	1.41	228.982715864929	0.164032697547684	26.6387606915739	0.381579597305676	0.574847830655236	8.59584717607973	7.00198561055916	10.5484576925236	33	208	1.19494895330002e-45
SPBC337.08c	44	1537	470	100	1043	300	0.44	71.4555992769993	1.47363374880153	239.316778716874	0.0209552330275041	0.0389751882852509	0.298581652569941	0.218563080476868	0.406511213815167	85	59	1
SPBC337.09	37	249	80	100	725	300	0.37	60.0876630283857	0.343448275862069	55.7756872099461	0.103543895479628	0.212374380033844	1.07730923694779	0.7506932422273	1.53971425524537	35	102	1
SPBC337.10c	12	1047	95	100	1790	300	0.12	19.4878907119089	0.584916201117318	94.9898583583268	0.00618852079941844	0.0207170183102176	0.205157593123209	0.11077452230959	0.370834627752895	41	71	1
SPBC337.11	3	44	65	100	1209	300	0.03	4.87197267797722	0.0363937138130687	5.91030597824642	0.0169120754400022	0.227932083585079	0.824318181818182	0.204466992069626	2.75569889054361	3	100	1
SPBC337.12	20	538	38	100	1810	300	0.2	32.4798178531815	0.297237569060773	48.2711105110819	0.023134621990604	0.0590753499514937	0.672862453531599	0.418736658029932	1.06926383412204	27	93	1
SPBC337.13c	5	135	12	100	1112	300	0.05	8.11995446329537	0.121402877697842	19.7157167723898	0.0133991225102603	0.0936596377214595	0.411851851851852	0.148998242314095	1.04149517146263	11	94	1
SPBC337.14	67	371	43	100	794	300	0.67	108.807389808158	0.467254408060453	75.8816903244983	0.137988552145397	0.235966384006793	1.43390835579515	1.09562910403445	1.87357308901394	53	114	1
SPBC337.15c	6	76	11	100	744	300	0.06	9.74394535595444	0.102150537634409	16.5891542798508	0.0310283857568141	0.188026321892376	0.587368421052632	0.230851190030697	1.39891583487927	9	97	1
SPBC337.16	23	237	104	100	564	300	0.23	37.3517905311587	0.420212765957447	68.2421704893973	0.0616870848107362	0.151353331869031	0.547341772151899	0.347915158332552	0.853632791741333	36	87	1
SPBC342.01c	5	412	101	100	2311	300	0.05	8.11995446329537	0.178277801817395	28.9521526514729	0.00444223718842152	0.0302946568809124	0.280461165048544	0.102660101424421	0.700109520517885	15	90	1
SPBC342.02	12	934	61	100	2319	300	0.12	19.4878907119089	0.402759810263044	65.4078263796281	0.00693429824702871	0.0232337205754757	0.297944325481799	0.160806376348596	0.538789980145281	32	80	1
SPBC342.03	21	262	23	100	1235	300	0.21	34.1038087458406	0.212145748987854	34.4522764272613	0.0500068533716156	0.127184168624214	0.989885496183206	0.617584639139453	1.57072448250904	21	100	1
SPBC342.04	11	339	53	100	1446	268	0.11	17.8638998192498	0.234439834024896	38.0728155332936	0.0168909812984392	0.0606506742896633	0.469203539823009	0.244243589575431	0.877008750228531	21	90	1
SPBC342.05	80	517	64	100	2411	300	0.8	129.919271412726	0.214433844877644	34.8238611159163	0.121382589444722	0.197010496817422	3.73075435203095	2.92653423151225	4.74992307826806	31	149	7.33271717580286e-12
SPBC342.06c	1	42	36	100	1082	300	0.01	1.62399089265907	0.0388170055452865	6.30384634858421	0.00121663271361786	0.160036851469115	0.257619047619048	0.0131639659613452	1.73159873289582	3	98	1
SPBC354.01	31	185	28	100	1297	300	0.31	50.3437176724313	0.142636854279106	23.1640952306807	0.112366938374141	0.248572050830348	2.17335135135135	1.45739919071261	3.22397949926962	16	115	1
SPBC354.02c	45	1167	126	100	2063	300	0.45	73.0795901696583	0.565681047018905	91.866086850855	0.0282861728762922	0.052394913867772	0.795501285347044	0.583543746437907	1.08090707309214	52	93	1
SPBC354.03	12	384	193	100	1663	300	0.12	19.4878907119089	0.230907997594708	37.499248513595	0.0167720767382441	0.05684189034283	0.5196875	0.278919636157	0.945280636401263	21	91	1
SPBC354.04	11	256	20	100	887	300	0.11	17.8638998192498	0.288613303269448	46.8705376009834	0.0222932288494797	0.0805947129064415	0.3811328125	0.197740939894885	0.714875103480136	24	87	1
SPBC354.05c	17	1572	28	100	3963	300	0.17	27.6078451752043	0.39666919000757	64.4187151970745	0.00649019107831825	0.0177616401481967	0.428568702290076	0.257206272433752	0.703893799073037	33	84	1
SPBC354.06	0	653	51	100	2299	300	0	0	0.284036537625054	46.1272750285505	0.000139236199248059	0.00734442105587858	0	0.00320104022071288	0.168848240074649	22	78	1
