V4	Cdk9as_DMSOr2_pr_counts	Cdk9as_DMSOr2gb_counts	Cdk9as_DMSOr2term_counts	Cdk9as_DMSOr2pr_map	Cdk9as_DMSOr2gb_map	Cdk9as_DMSOr2term_map	Cdk9as_DMSOr2pr_density	Cdk9as_DMSOr2pr_densityRPKM	Cdk9as_DMSOr2gb_density	Cdk9as_DMSOr2gb_densityRPKM	Cdk9as_DMSOr2pause_index_CI_low	Cdk9as_DMSOr2pause_index_CI_high	Cdk9as_DMSOr2pause_index_scaled	Cdk9as_DMSOr2pause_index_CI_low_scaled	Cdk9as_DMSOr2pause_index_CI_high_scaled	Cdk9as_DMSOr2_ExpPR	Cdk9as_DMSOr2_ExpGB	Cdk9as_DMSOr2Fexact_Pval
SPAC1071.03c	73	1100	76	100	1677	300	0.73	78.0064792395373	0.655933214072749	70.0918365014916	0.0519733060426912	0.084607017511551	1.11291818181818	0.871592342335931	1.41885968366871	68	105	1
SPAC1071.04c	31	66	148	100	331	300	0.31	33.1260391291186	0.199395770392749	21.3070712651966	0.299727654333439	0.73328016020082	1.55469696969697	0.992098535843682	2.42715733026471	21	110	1
SPAC1071.05	56	440	274	100	1458	300	0.56	59.8405868138916	0.301783264746228	32.2480136661183	0.0953883149176168	0.169437419191128	1.85563636363636	1.39076163149885	2.47039757180665	36	120	1
SPAC1071.06	146	389	89	100	1678	300	1.46	156.012958479075	0.231823599523242	24.7722504156775	0.308870518223785	0.455879149871522	6.29789203084833	5.18284729579512	7.64965213484414	46	200	4.63332984300184e-35
SPAC1071.07c	984	620	503	100	468	300	9.84	1051.48459687267	1.32478632478632	141.564269782558	1.43354636512137	1.75714761896537	7.42761290322581	6.70899698876803	8.22345085675792	617	467	2.08102382754072e-72
SPAC1071.08	244	413	929	100	320	300	2.44	260.733985403385	1.290625	137.913852422641	0.502731771908059	0.694199948214062	1.89055690072639	1.60874167010579	2.221439834285	193	151	0.017064577235239
SPAC1071.09c	315	364	1255	100	2232	300	3.15	336.60330082814	0.163082437275986	17.4266941886333	0.742121435473311	1.00908821182276	19.3153846153846	16.5641504397643	22.5228488878839	58	357	1.34960273883902e-139
SPAC1071.10c	2520	49060	1922	100	4273	300	25.2	2692.82640662512	11.4813948045869	1226.88107597937	0.0493395907514617	0.0534745528892894	2.1948552792499	2.10828071280996	2.28496764495934	2410	210	5.39878215939853e-14
SPAC1071.11	53	1673	60	100	2136	300	0.53	56.6348410917188	0.783239700374532	83.6955772970511	0.0238561376679318	0.0419610333218032	0.67667662881052	0.509567100587024	0.896287671753716	67	86	1
SPAC1071.12c	9	112	37	100	736	300	0.09	9.61723716651829	0.152173913043478	16.261029025514	0.0381326937118968	0.163351528882904	0.591428571428572	0.280656625719561	1.20226725257818	14	95	1
SPAC1071.13	13	1762	122	100	3378	300	0.13	13.891564796082	0.521610420367081	55.7383457910836	0.00409434528420083	0.0130110543253478	0.249228149829739	0.138306983700304	0.439513415110249	38	75	1
SPAC1093.01	254	7207	80	100	5223	300	2.54	271.419804477294	1.37985831897377	147.449163441822	0.0310338013255654	0.040014623164401	1.84076869710004	1.62089544323428	2.08996376787666	205	149	0.00053887865579238
SPAC1093.02	151	588	101	100	992	300	1.51	161.355868016029	0.592741935483871	63.3393308009941	0.213865739610382	0.308221711886216	2.54748299319728	2.12154813693499	3.05755938191126	93	158	5.03150579219762e-08
SPAC1093.03	21	766	65	100	3353	300	0.21	22.4402200552094	0.228452132418729	24.4119815407529	0.0173077381096806	0.0429766188506833	0.919229765013055	0.58032845881759	1.44100603006341	22	99	1
SPAC1093.04c	37	811	5	100	4949	300	0.37	39.5375305734641	0.163871489189735	17.5110108485358	0.0323318620956509	0.0640959716030504	2.25786683107275	1.60010385511377	3.17210963463496	19	118	0.455701152164095
SPAC1093.05	188	1196	150	100	2479	300	1.88	200.893398589493	0.482452601855587	51.5540121516556	0.134368644857801	0.183824398746658	3.89675585284281	3.33099870602488	4.55700684492966	93	195	7.33041707528643e-24
SPAC1093.06c	8	3381	34	100	12942	300	0.08	8.54865525912737	0.261242466388503	27.9158973024935	0.00109923490060345	0.00486978346697234	0.30622892635315	0.142262980836099	0.630247376295561	22	86	1
SPAC1093.07	0	437	27	100	1791	300	0	0	0.243997766610832	26.0731598844128	0.000208092769780317	0.01098214757226	0	0.00372694150676548	0.196690263019177	19	81	1
SPAC10F6.01c	172	13698	660	100	4905	300	1.72	183.796088071239	2.79266055045872	298.418653770455	0.0107708281524146	0.014631971972983	0.615900131406045	0.528309120875937	0.717698225274816	200	72	1
SPAC10F6.02c	14	781	78	100	3591	300	0.14	14.9601467034729	0.217488164856586	23.2403918037402	0.0101502064313394	0.0310553087155787	0.64371318822023	0.364493912949398	1.11519613597643	20	94	1
SPAC10F6.03c	489	2845	725	100	2113	300	4.89	522.536552714161	1.34642688121155	143.876740488745	0.155967704271253	0.189401237946673	3.63183479789104	3.29559759125158	4.0020481578132	337	252	6.57805227641274e-33
SPAC10F6.04	0	597	9	100	2665	300	0	0	0.224015009380863	23.9378386008398	0.000152301744685218	0.00803439083426183	0	0.00405884149586107	0.214116515733078	18	82	1
SPAC10F6.05c	3	441	109	100	2025	300	0.03	3.20574572217276	0.217777777777778	23.2713393165134	0.00174969386209494	0.0217827848306644	0.137755102040816	0.0354313007074226	0.441101392820955	18	85	1
SPAC10F6.06	542	1505	1380	100	890	300	5.42	579.171393805879	1.69101123595506	180.698401193633	0.326048056512056	0.397757608633837	3.20518272425249	2.9018277029573	3.54004271684115	403	239	8.02650352853321e-24
SPAC10F6.07c	47	171	67	100	366	300	0.47	50.2233496473733	0.467213114754098	49.9255481321988	0.19636426169298	0.383731871214666	1.0059649122807	0.718693197796309	1.40445864864568	46	101	1
SPAC10F6.08c	143	327	41	100	983	300	1.43	152.807212756902	0.33265513733469	35.5469261156492	0.35753532242048	0.534670505025197	4.29874617737003	3.51457221939331	5.25581106439769	60	183	2.43947758970131e-20
SPAC10F6.09c	50	1404	261	100	3689	300	0.5	53.4290953695461	0.380590946055842	40.6692599072067	0.0265701378956923	0.047599096636408	1.31374643874644	0.980172386972091	1.75593067491709	41	109	1
SPAC10F6.10	35	447	65	100	1670	300	0.35	37.4003667586823	0.267664670658683	28.6021624313618	0.0546219202827184	0.111718977095385	1.3076062639821	0.912186068721397	1.86570691749293	28	107	1
SPAC10F6.11c	24	670	15	100	2545	300	0.24	25.6459657773821	0.263261296660118	28.1316258527276	0.0232951242512357	0.0546182669842265	0.911641791044776	0.592860912193949	1.39003489474856	25	99	1
SPAC10F6.12c	44	204	61	100	987	300	0.44	47.0176039252005	0.206686930091185	22.0861913989613	0.153567306699509	0.302028579968505	2.12882352941176	1.51570931712415	2.98102208428915	24	120	1
SPAC10F6.13c	262	1015	323	100	1199	300	2.62	279.968459736421	0.846538782318599	90.4596026690396	0.224807048676402	0.296330107617208	3.09495566502463	2.69543651363006	3.55299799033032	165	197	1.23645921237525e-17
SPAC10F6.14c	62	541	337	100	1579	300	0.62	66.2520782582371	0.342621912602913	36.6119576883147	0.0873105670410701	0.150136455650127	1.80957486136784	1.3786338535785	2.37065463471551	41	121	1
SPAC10F6.15	3	16	0	100	1234	300	0.03	3.20574572217276	0.0129659643435981	1.38551949094447	0.0435109966500877	0.680481866290363	2.31375	0.536925698662083	8.39714623002308	1	102	1
SPAC10F6.16	113	698	448	100	1061	300	1.13	120.749755535174	0.657869934024505	70.2987908915046	0.132024569633748	0.198364740627357	1.71766475644699	1.40078068381407	2.10464989805626	84	129	0.885448669792799
SPAC10F6.17c	48	403	60	100	1801	300	0.48	51.2919315547642	0.22376457523598	23.9110776612183	0.0872497734450271	0.162136969382261	2.14511166253102	1.57136841974494	2.92008681857453	27	121	0.330254544188605
SPAC110.01	8	9126	466	100	5792	300	0.08	8.54865525912737	1.57562154696133	168.368067797817	0.000407473865220664	0.00180308039434541	0.0507736138505369	0.0236008862735809	0.104434416440486	66	42	1
SPAC110.02	240	1289	658	100	3853	300	2.4	256.459657773821	0.334544510770828	35.7488211426654	0.1618225325769	0.214177880851718	7.17393328161365	6.23502218018795	8.2522737492167	85	255	1.6949986588241e-60
SPAC110.03	212	2226	273	100	1448	300	2.12	226.539364366875	1.53729281767956	164.272329133439	0.0825071544975007	0.109899867205646	1.37904761904762	1.19470359712381	1.59135007713775	189	123	1
SPAC110.04c	179	5680	314	100	2755	300	1.79	191.276161422975	2.06170598911071	220.310171832321	0.0270774184688238	0.0366626982470339	0.868213028169014	0.745982878816095	1.01005733670578	187	92	1
SPAC110.05	3	296	181	100	1707	300	0.03	3.20574572217276	0.173403632103105	18.5295983941249	0.002601580964876	0.0325299073997452	0.173006756756757	0.0444089870704334	0.55528551931365	15	88	1
SPAC1142.01	484	733	28	100	1904	300	4.84	517.193643177206	0.384978991596639	41.138158514577	0.587706635353983	0.74183010159823	12.5721145975443	11.1899343371398	14.1244451344303	162	422	1.31127557098988e-132
SPAC1142.02c	336	716	195	100	1080	300	3.36	359.04352088335	0.662962962962963	70.84302274925	0.411344456718795	0.535305554280589	5.06815642458101	4.44252013256299	5.78129998623037	173	263	6.41306508461844e-42
SPAC1142.03c	27	404	660	100	2243	300	0.27	28.8517114995549	0.180115916183683	19.2468609267023	0.0443327545286424	0.100050945406826	1.49903465346535	0.994383684077449	2.24414270547511	19	108	1
SPAC1142.04	16	1194	362	100	2169	300	0.16	17.0973105182547	0.550484094052559	58.8237343211047	0.00790234814969738	0.0223683809413279	0.290653266331658	0.171401931366936	0.485170182617403	41	75	1
SPAC1142.05	74	330	187	100	969	300	0.74	79.0750611469282	0.340557275541796	36.3913343074308	0.172835709363101	0.29054530914113	2.17290909090909	1.67477802372845	2.81538404557755	44	130	0.022078803908946
SPAC1142.06	91	841	215	100	1508	300	0.91	97.2409535725739	0.557692307692308	59.5939909891091	0.0866189774616918	0.135022818299281	1.63172413793103	1.30621418012231	2.03614409995316	68	123	1
SPAC1142.07c	27	211	72	100	1016	300	0.27	28.8517114995549	0.207677165354331	22.1920061475871	0.0838882278292382	0.193891875654859	1.30009478672986	0.85230439474506	1.96994145665337	21	106	1
SPAC1142.08	200	696	153	100	2324	300	2	213.716381478184	0.299483648881239	32.0022808753908	0.244759542209102	0.337270296645991	6.67816091954023	5.68821176093953	7.83816169405283	69	231	6.02396769890301e-48
SPAC1142.09	57	0	132	100	3	300	0.57	60.9091687212825	0	0	11.7131805732556	624.681833797923	NA	0.351395417197668	18.7404550139377	0	157	1
SPAC11D3.01c	52	13	54	100	130	300	0.52	55.5662591843279	0.1	10.6858190739092	2.11325574577566	7.71015517269192	5.2	2.74723246950836	10.0232017244995	13	139	0.000660753306595498
SPAC11D3.02c	189	246	140	100	450	300	1.89	201.961980496884	0.546666666666667	58.4158109373704	0.632787658299215	0.932704139295414	3.45731707317073	2.84754446234647	4.19716862682936	102	187	2.78744923899403e-14
SPAC11D3.03c	10	69	74	100	1284	300	0.1	10.6858190739092	0.0537383177570093	5.74237940887645	0.070253516896086	0.290310500216551	1.86086956521739	0.902055156945745	3.72758682278051	5	105	1
SPAC11D3.04c	2	426	30	100	1836	300	0.02	2.13716381478184	0.23202614379085	24.7938939296586	0.000810454232304004	0.0190167463533515	0.0861971830985915	0.0148799397051015	0.349147463047533	19	83	1
SPAC11D3.05	129	2879	74	100	1753	300	1.29	137.847066053429	1.64232743867655	175.496138698144	0.037405769459365	0.0536374925160911	0.785470649531087	0.655723138622668	0.940265243807078	142	87	1
SPAC11D3.06	18	542	51	100	1521	300	0.18	19.2344743330366	0.356344510190664	38.0783296387823	0.0201284386347601	0.0540838044940537	0.505129151291513	0.306153551634701	0.822614666354557	31	87	1
SPAC11D3.07c	94	1561	28	100	4030	300	0.94	100.446699294747	0.387344913151365	41.3909766113456	0.0486190960037439	0.0745042942384626	2.42677770659833	1.95934956895088	3.00252305781004	54	140	1.45215301211131e-05
SPAC11D3.08c	21	967	190	100	3214	300	0.21	22.4402200552094	0.300871188550093	32.1505508539832	0.0137279501003673	0.0339983463747503	0.697973112719752	0.441216316225804	1.09270685248448	27	94	1
SPAC11D3.09	0	78	23	100	1729	300	0	0	0.0451127819548872	4.82067025890641	0.0011685921826045	0.0621201799630321	0	0.0202049588372317	1.07405791156083	4	96	1
SPAC11D3.10	4	387	0	100	4126	300	0.04	4.27432762956369	0.0937954435288415	10.0228113950627	0.00329296557458839	0.0286010919898062	0.426459948320413	0.135867759607517	1.1800810554994	8	96	1
SPAC11D3.11c	16	493	57	100	2151	300	0.16	17.0973105182547	0.229195722919572	24.4914402763238	0.0190433746266734	0.0544540781777513	0.698093306288032	0.409622988219746	1.17130722160343	21	95	1
SPAC11D3.13	1	238	215	100	920	300	0.01	1.06858190739092	0.258695652173913	27.6437493433738	0.000218497079566092	0.0274554263996842	0.0386554621848739	0.00201017313200804	0.252589922877094	20	81	1
SPAC11D3.14c	26	1470	14	100	4308	300	0.26	27.783129592164	0.341225626740947	36.4627531073504	0.0117523379287815	0.0264182077033826	0.761959183673469	0.506290717971908	1.13809638786172	32	94	1
SPAC11D3.15	39	1240	11	100	3921	300	0.39	41.6746943882459	0.316245855649069	33.7934599633956	0.0225506025543607	0.0436876536320229	1.23321774193548	0.884209126156485	1.71299289891162	33	106	1
SPAC11D3.16c	87	549	207	100	945	300	0.87	92.9666259430102	0.580952380952381	62.0795203341393	0.125544006669502	0.19980750611316	1.49754098360656	1.1863908630268	1.88818093276936	68	119	1
SPAC11D3.17	7	710	58	100	3291	300	0.07	7.48007335173645	0.215739896687937	23.0535750303116	0.00430305832839833	0.0213888828946167	0.324464788732394	0.141613649587589	0.703908136061834	18	89	1
SPAC11D3.18c	56	320	15	100	2031	300	0.56	59.8405868138916	0.157557853274249	16.8363471376216	0.130353894687578	0.234433280247723	3.55425	2.64748760110472	4.76133992183124	21	135	1.12372151608433e-07
SPAC11D3.19	26	136	9	100	1210	300	0.26	27.783129592164	0.112396694214876	12.0105073888566	0.122776299151426	0.295682303341878	2.31323529411765	1.48559321973225	3.57775587043672	12	114	1
SPAC11E3.01c	122	1245	69	100	3812	300	1.22	130.366992701692	0.326600209863589	34.8999075210309	0.0809930121747481	0.118475606868181	3.73545381526104	3.0874536241014	4.51629013381506	54	168	3.22824887966555e-17
SPAC11E3.02c	29	1775	70	100	3850	300	0.29	30.9888753143367	0.461038961038961	49.2657892368542	0.011109850081822	0.023872799141183	0.629014084507042	0.427729228150147	0.919102766935547	40	89	1
SPAC11E3.03	4	101	58	100	987	300	0.04	4.27432762956369	0.102330293819656	10.9348300553681	0.0124259816372091	0.111507194853795	0.390891089108911	0.122644438759254	1.10057601320696	9	95	1
SPAC11E3.04c	64	346	169	100	714	300	0.64	68.389242073019	0.484593837535014	51.7828207223052	0.140352356939653	0.243350018574066	1.3206936416185	1.00211582854912	1.73751913261883	53	111	1
SPAC11E3.05	30	883	63	100	3997	300	0.3	32.0574572217276	0.220915686765074	23.6066505935998	0.0231836402709418	0.0494897593442405	1.35798414496036	0.926650101629545	1.97810568098929	23	107	1
SPAC11E3.06	27	100	87	100	1847	300	0.27	28.8517114995549	0.0541418516513265	5.78550031072508	0.172421716543537	0.420296472553929	4.9869	3.18462910455913	7.76287584807107	6	121	1.5164393500801e-05
SPAC11E3.07	278	763	425	100	1208	300	2.78	297.065770254676	0.631622516556291	67.4940393492776	0.316836699154947	0.418924542339584	4.4013630406291	3.82738732579176	5.06060847146217	146	232	1.99640329763644e-32
SPAC11E3.08c	56	346	38	100	1531	300	0.56	59.8405868138916	0.225996080992815	24.1495323290176	0.12076170295508	0.216447386142567	2.47791907514451	1.84886167224227	3.3138094818427	28	128	0.00453313497575307
SPAC11E3.09	6	486	82	100	1333	300	0.06	6.41149144434553	0.364591147786947	38.9595504120021	0.00499170894941264	0.0285070736191585	0.164567901234568	0.0665394802956705	0.379999291343383	28	78	1
SPAC11E3.10	33	634	170	100	1069	300	0.33	35.2632029439004	0.593077642656688	63.3752038620995	0.0360700372335689	0.0747227392702223	0.556419558359621	0.385588698026852	0.798786082798676	49	84	1
SPAC11E3.11c	46	1571	47	100	3255	300	0.46	49.1547677399824	0.482642089093702	51.5742604150887	0.0215849767597026	0.0395941552428664	0.953087205601528	0.702590993528319	1.2887897531553	47	99	1
SPAC11E3.12	26	231	0	100	2724	300	0.26	27.783129592164	0.0848017621145375	9.06176287104636	0.073383733739335	0.171403040942719	3.06597402597403	1.99897290705949	4.66901883527967	9	117	0.0542414562167198
SPAC11E3.13c	437	9108	470	100	2103	300	4.37	466.970293529833	4.33095577746077	462.798098550476	0.0435358263891459	0.0528718026110233	1.00901515151515	0.915558428963738	1.11189400890982	436	101	1
SPAC11E3.14	83	1392	124	100	2681	300	0.83	88.6922983134465	0.519209250279746	55.4817610998942	0.0474685001201492	0.0748023024511143	1.59858477011494	1.2726304882212	2.00544972871437	62	121	1
SPAC11E3.15	660	2400	3196	100	406	300	6.6	705.264058878008	5.91133004926108	631.674033925668	0.252058867057945	0.300014778270145	1.1165	1.02335900025526	1.21805999977679	650	110	1
SPAC11G7.01	131	3733	497	100	2966	300	1.31	139.984229868211	1.25859743762643	134.491445053618	0.0293620947830977	0.0419136659148503	1.04084114653094	0.870879731266678	1.24315933103446	128	103	1
SPAC11G7.02	241	2072	221	100	2923	300	2.41	257.528239681212	0.708860759493671	75.7475782454324	0.101549679774824	0.133188953054769	3.39982142857143	2.9682971398181	3.89311309779091	141	200	3.55574635954838e-22
