V4	ePRO_Cdk9as_30sec_r1_pr_counts	ePRO_Cdk9as_30sec_r1gb_counts	ePRO_Cdk9as_30sec_r1term_counts	ePRO_Cdk9as_30sec_r1pr_map	ePRO_Cdk9as_30sec_r1gb_map	ePRO_Cdk9as_30sec_r1term_map	ePRO_Cdk9as_30sec_r1pr_density	ePRO_Cdk9as_30sec_r1pr_densityRPKM	ePRO_Cdk9as_30sec_r1gb_density	ePRO_Cdk9as_30sec_r1gb_densityRPKM	ePRO_Cdk9as_30sec_r1pause_index_CI_low	ePRO_Cdk9as_30sec_r1pause_index_CI_high	ePRO_Cdk9as_30sec_r1pause_index_scaled	ePRO_Cdk9as_30sec_r1pause_index_CI_low_scaled	ePRO_Cdk9as_30sec_r1pause_index_CI_high_scaled	ePRO_Cdk9as_30sec_r1_ExpPR	ePRO_Cdk9as_30sec_r1_ExpGB	ePRO_Cdk9as_30sec_r1Fexact_Pval
SPAC105.03c	7	289	14	100	2487	294	0.07	18.3870559328988	0.116204262163249	30.523632400527	0.0105108534649118	0.052872414180939	0.602387543252595	0.261404925672356	1.31493694067995	11	96	1
SPAC1071.01c	24	434	9	100	2319	300	0.24	63.0413346270816	0.187149633462699	49.1590111185738	0.035815627241814	0.0846721441248603	1.28239631336406	0.830564395737666	1.96354702225551	19	105	1
SPAC1071.02	6	360	29	100	3405	300	0.06	15.7603336567704	0.105726872246696	27.7715130515778	0.00672620644181425	0.0385627261330196	0.5675	0.229027329343775	1.31306082482932	10	96	1
SPAC1071.03c	45	256	8	100	1677	300	0.45	118.202502425778	0.152653548002385	40.0978475067901	0.126363842725122	0.243795490447987	2.9478515625	2.11912164250029	4.08845037481274	19	126	0.000617643846083908
SPAC1071.04c	5	48	105	100	331	300	0.05	13.133611380642	0.145015105740181	38.091440862285	0.0365432068674776	0.27264061976841	0.344791666666667	0.120958014731351	0.902440451433438	13	92	1
SPAC1071.05	10	285	22	100	1458	300	0.1	26.267222761284	0.195473251028807	51.3453942864605	0.0176223939709851	0.0676923931808949	0.511578947368421	0.256934504096962	0.986955092577447	17	93	1
SPAC1071.06	58	170	6	100	1678	300	0.58	152.349892015447	0.101311084624553	26.6116082802043	0.25038782048609	0.464076170060731	5.72494117647059	4.2015076277566	7.78719813361907	14	144	7.6790813526313e-15
SPAC1071.07c	298	520	794	100	468	300	2.98	782.763238286263	1.11111111111111	291.858030680933	0.495737733004792	0.662413012566015	2.682	2.32005259046242	3.10009289880895	209	189	4.22876559200415e-11
SPAC1071.08	18	147	431	100	320	300	0.18	47.2810009703112	0.459375	120.665054559648	0.0726408265820241	0.203874983209828	0.391836734693878	0.232450645062477	0.652399946271451	37	81	1
SPAC1071.09c	679	205	365	100	2232	300	6.79	1783.54442549118	0.0918458781362007	24.1253614070933	2.82507734005514	3.88435558784528	73.9281951219512	63.0557262300307	86.6988167207067	65	714	0
SPAC1071.10c	164	11867	1561	100	4273	300	1.64	430.782453285058	2.77720571027381	729.494810456722	0.0118086060232812	0.0161659977705923	0.590521614561389	0.504581735374805	0.690773084737409	194	70	1
SPAC1071.11	27	873	19	100	2136	300	0.27	70.9215014554668	0.408707865168539	107.356205386709	0.0206618331635479	0.0459673147830558	0.660618556701031	0.441336756373382	0.981861843766072	36	91	1
SPAC1071.12c	2	83	23	100	736	300	0.02	5.2534445522568	0.112771739130435	29.6220039291654	0.00410270303018353	0.0993360932693825	0.177349397590361	0.0301958943021508	0.731113646462655	10	92	1
SPAC1071.13	1	550	73	100	3378	300	0.01	2.6267222761284	0.162818235642392	42.7678286521794	9.47533630278055e-05	0.0118400666890732	0.0614181818181818	0.00320076860307927	0.399957452756892	14	87	1
SPAC1093.01	31	1792	45	100	5223	300	0.31	81.4283905599804	0.343097836492437	90.1222730006145	0.0119185781602949	0.0249633681626898	0.903532366071429	0.622507337312205	1.30383671913729	33	98	1
SPAC1093.02	63	593	112	100	992	300	0.63	165.483503396089	0.597782258064516	157.02079735324	0.0812045834649265	0.138730088650485	1.05389544688027	0.805549467972071	1.37620247941281	60	103	1
SPAC1093.03	3	289	35	100	3353	300	0.03	7.8801668283852	0.086191470325082	22.6401055115153	0.00266420159200119	0.0333236059306677	0.348062283737024	0.0893306793798	1.11734050685529	8	95	1
SPAC1093.04c	9	372	6	100	4949	300	0.09	23.6405004851556	0.0751667003435037	19.744204621535	0.0117066007486998	0.0481747715885207	1.19733870967742	0.579359671053154	2.38416944591589	7	102	1
SPAC1093.05	41	450	104	100	2479	300	0.41	107.695613321264	0.18152480839048	47.6815257869213	0.0652707404997269	0.126718529444488	2.25864444444444	1.61806165698823	3.14135234492886	21	120	0.289076272466975
SPAC1093.06c	3	1237	13	100	12942	300	0.03	7.8801668283852	0.0955802812548292	25.1062853930678	0.000625430221745156	0.00774172592721762	0.313872271624899	0.0809431792982581	1.0019341695005	8	95	1
SPAC1093.07	0	41	9	100	1791	300	0	0	0.022892238972641	6.01315540598908	0.00222893830759859	0.119437073139709	0	0.0399202850890907	2.13911797993219	2	98	1
SPAC10F6.01c	69	3349	266	100	4905	300	0.69	181.24383705286	0.682772680937819	179.345421055128	0.0161088479461598	0.0263057711743164	1.01058524932816	0.79013899175914	1.29029807610022	68	101	1
SPAC10F6.02c	13	377	31	100	3591	300	0.13	34.1473895896692	0.104984683932052	27.5765607936621	0.0189849791706995	0.0613125755613702	1.23827586206897	0.68175060201982	2.2017345884088	10	103	1
SPAC10F6.03c	90	1171	213	100	2113	300	0.9	236.405004851556	0.55418835778514	145.569890456524	0.0616468692326484	0.0957132524074803	1.62399658411614	1.30259834688586	2.02242102337006	67	123	1
SPAC10F6.04	0	332	4	100	2665	300	0	0	0.124577861163227	32.723144302988	0.000273949330465136	0.0144649064843442	0	0.00730074965689587	0.385489757807774	11	89	1
SPAC10F6.05c	3	327	23	100	2025	300	0.03	7.8801668283852	0.161481481481481	42.4167004589623	0.00235630991649296	0.0294260550625715	0.185779816513761	0.0477152758089825	0.595877615017073	14	89	1
SPAC10F6.06	81	811	524	100	890	300	0.81	212.7645043664	0.91123595505618	239.356378195521	0.0789328777245804	0.126213680373224	0.888902589395808	0.702502611748766	1.12330175532169	86	95	1
SPAC10F6.07c	3	21	16	100	366	300	0.03	7.8801668283852	0.0573770491803279	15.0713573220482	0.0339686860725813	0.502880009415215	0.522857142857143	0.124325391025647	1.84054083445969	5	98	1
SPAC10F6.08c	84	334	7	100	983	300	0.84	220.644671194786	0.339776195320448	89.2497701146374	0.196520282429477	0.321502388856086	2.47221556886228	1.93179437628176	3.16036848245532	46	138	0.000167738297699805
SPAC10F6.09c	5	643	167	100	3689	300	0.05	13.133611380642	0.174301978856059	45.784289063447	0.00285224396105927	0.019367034385465	0.286858475894246	0.105219279723477	0.714449898479803	15	90	1
SPAC10F6.10	10	207	46	100	1670	300	0.1	26.267222761284	0.123952095808383	32.5587731232682	0.024156914126304	0.0936298499092375	0.806763285024155	0.403420465909277	1.56361849348427	12	98	1
SPAC10F6.11c	7	421	7	100	2545	300	0.07	18.3870559328988	0.165422396856582	43.4518694793735	0.00723724128606954	0.0361767227766811	0.423159144893112	0.18418779073047	0.920697594666535	15	92	1
SPAC10F6.12c	17	113	15	100	987	300	0.17	44.6542786941828	0.114488348530902	30.0729095443272	0.0872251216816864	0.256075217644148	1.48486725663717	0.860911950998245	2.52746239814774	12	105	1
SPAC10F6.13c	93	780	38	100	1199	300	0.93	244.285171679941	0.650542118432027	170.879347404516	0.0955757417596196	0.148585689381488	1.42957692307692	1.14595314369784	1.78154241568404	76	117	1
SPAC10F6.14c	36	329	97	100	1579	300	0.36	94.5620019406224	0.208359721342622	54.7303121498571	0.076340036801786	0.156155147639577	1.7277811550152	1.2054091811002	2.46568978122892	23	113	1
SPAC10F6.15	0	13	0	100	1234	300	0	0	0.0105348460291734	2.76721147404126	0.00711390234765344	0.395564521747562	0	0.0877855549700435	4.88126619836492	1	99	1
SPAC10F6.16	72	622	75	100	1061	300	0.72	189.124003881245	0.586239396795476	153.988808270675	0.089978947935075	0.148688283211608	1.22816720257235	0.954676637591145	1.57758268487516	63	109	1
SPAC10F6.17c	14	309	7	100	1801	300	0.14	36.7741118657976	0.171571349250416	45.0670285021475	0.0254590078468033	0.0791184876891137	0.815987055016181	0.458516731320927	1.42492396328094	16	98	1
SPAC110.01	3	2303	375	100	5792	300	0.03	7.8801668283852	0.397617403314917	104.443049066362	0.000336162712638419	0.00415497614457314	0.0754494138080764	0.0194705443160173	0.240656218293676	29	74	1
SPAC110.02	211	742	109	100	3853	300	2.11	554.238400263092	0.19257721256164	50.5846854110375	0.243306421060126	0.332268366021177	10.9566442048518	9.37459640344664	12.8023001427959	50	261	5.15332036791205e-80
SPAC110.03	30	745	52	100	1448	300	0.3	78.801668283852	0.514502762430939	135.145586720695	0.0274455941224578	0.058727599193148	0.583087248322148	0.397412202893189	0.850375636316783	44	86	1
SPAC110.04c	29	1881	452	100	2755	300	0.29	76.1749460077236	0.682758620689655	179.341727818422	0.010485641329564	0.02252342036718	0.424747474747475	0.288879418629487	0.62052023111581	52	77	1
SPAC110.05	1	63	65	100	1707	300	0.01	2.6267222761284	0.0369068541300527	9.69440558852309	0.000816834141197491	0.105477585460253	0.270952380952381	0.0139433587902412	1.80050238380651	3	98	1
SPAC1142.01	131	271	12	100	1904	300	1.31	344.10061817282	0.142331932773109	37.3866458419536	0.39024404087815	0.598529060498299	9.20383763837638	7.43024653831997	11.3959933118876	28	203	9.04757212187156e-46
SPAC1142.02c	45	520	55	100	1080	300	0.45	118.202502425778	0.481481481481481	126.471813295071	0.0630245427525944	0.118448118680039	0.934615384615385	0.68066506172802	1.27923968174442	47	98	1
SPAC1142.03c	2	227	100	100	2243	300	0.02	5.2534445522568	0.101203744984396	26.5834131378131	0.00151647173426116	0.0358213772209839	0.197621145374449	0.0340144609994779	0.803473491066669	9	93	1
SPAC1142.04	6	563	54	100	2169	300	0.06	15.7603336567704	0.259566620562471	68.1809424370811	0.00431216429405735	0.0245887111495589	0.231154529307282	0.0935308435381039	0.533329144833932	21	85	1
SPAC1142.05	81	672	117	100	969	300	0.81	212.7645043664	0.693498452012384	182.162783236149	0.0950466541365059	0.152664620819312	1.16799107142857	0.921002078582742	1.47932017573913	74	107	1
SPAC1142.06	48	497	17	100	1508	300	0.48	126.082669254163	0.329575596816976	86.5703561827464	0.0709751172126747	0.131044601922586	1.4564185110664	1.07030476756713	1.9761525969926	36	112	1
SPAC1142.07c	11	123	16	100	1016	300	0.11	28.8939450374124	0.121062992125984	31.799885823208	0.045733200848449	0.170311520509196	0.908617886178862	0.464649320620242	1.73036504837343	11	100	1
SPAC1142.08	18	436	32	100	2324	300	0.18	47.2810009703112	0.187607573149742	49.2792991562815	0.0249726136179901	0.0673696226859113	0.959449541284404	0.580363540482089	1.56567003122058	18	100	1
SPAC1142.09	12	0	46	100	3	300	0.12	31.5206673135408	0	0	2.3194575682588	129.566235806128	NA	0.0695837270477641	3.88698707418385	0	112	1
SPAC11D3.01c	12	4	20	100	130	300	0.12	31.5206673135408	0.0307692307692308	8.08222238808739	0.901443703720177	11.000802615169	3.9	1.17187681483623	14.3010433997197	3	109	1
SPAC11D3.02c	59	147	147	100	450	300	0.59	154.976614291576	0.326666666666667	85.8062610201944	0.293319690796653	0.548332348060968	1.80612244897959	1.31993860858494	2.46749556627436	39	120	1
SPAC11D3.03c	2	37	4	100	1284	300	0.02	5.2534445522568	0.028816199376947	7.56921528167841	0.0090128876830177	0.228949768930256	0.694054054054054	0.115725477849947	2.93971503306449	2	100	1
SPAC11D3.04c	0	227	19	100	1836	300	0	0	0.12363834422658	32.4763592963588	0.000400790194887206	0.0211824812092975	0	0.0073585079781291	0.388910355002703	11	89	1
SPAC11D3.05	8	1147	4	100	1753	300	0.08	21.0137782090272	0.654306902452938	171.86825160977	0.00323457276318972	0.0143811174303068	0.122266782911944	0.0567020605387157	0.252100988553279	42	66	1
SPAC11D3.06	10	206	11	100	1521	300	0.1	26.267222761284	0.135437212360289	35.5755942723505	0.0242723056574283	0.094092029453965	0.738349514563107	0.369181769049485	1.43113976799481	13	97	1
SPAC11D3.07c	55	617	11	100	4030	300	0.55	144.469725187062	0.153101736972705	40.2155743020155	0.0669666827179721	0.118379919504057	3.59238249594814	2.69875731353428	4.77071075601349	20	135	4.18796810782965e-08
SPAC11D3.08c	8	331	82	100	3214	300	0.08	21.0137782090272	0.102986932171749	27.0518068885657	0.0111365554671942	0.0501770688118368	0.776797583081571	0.357928892715621	1.61269099161244	10	98	1
SPAC11D3.09	1	27	4	100	1729	300	0.01	2.6267222761284	0.015615962984384	4.10187978342781	0.00187061064467936	0.253746874604382	0.64037037037037	0.0323428580465061	4.38728346190977	1	100	1
SPAC11D3.10	1	121	0	100	4126	300	0.01	2.6267222761284	0.0293262239457101	7.70318457129269	0.000428201888286966	0.0543197665647442	0.34099173553719	0.0176676099107202	2.24123356846135	2	99	1
SPAC11D3.11c	2	129	30	100	2151	300	0.02	5.2534445522568	0.0599721059972106	15.7530066769207	0.00265583200912797	0.0634183191260096	0.333488372093023	0.0571269465163427	1.36412804440047	5	97	1
SPAC11D3.13	1	262	116	100	920	300	0.01	2.6267222761284	0.284782608695652	74.8044822114827	0.000198551012174181	0.0249266256157084	0.0351145038167939	0.00182666931200246	0.229324955664518	22	79	1
SPAC11D3.14c	5	679	16	100	4308	300	0.05	13.133611380642	0.15761374187558	41.4007526808538	0.00270154975042573	0.0183362580591543	0.317231222385862	0.116382763248341	0.789925997188366	14	91	1
SPAC11D3.15	8	534	6	100	3921	300	0.08	21.0137782090272	0.136189747513389	35.7732643573722	0.00692677907544279	0.0309887101889091	0.587415730337079	0.271599007548112	1.21506732650713	12	96	1
SPAC11D3.16c	27	324	88	100	945	300	0.27	70.9215014554668	0.342857142857143	90.0590494672594	0.0551015936781152	0.125165508109359	0.7875	0.520710060258188	1.18281405163344	32	95	1
SPAC11D3.17	7	291	45	100	3291	300	0.07	18.3870559328988	0.0884229717411121	23.2262589593851	0.0104393076347274	0.052505283061353	0.791649484536082	0.343557614258878	1.72794886554913	8	99	1
SPAC11D3.18c	6	254	15	100	2031	300	0.06	15.7603336567704	0.125061546036435	32.8501948860962	0.00950462024934388	0.0548343132285989	0.479763779527559	0.193038837264174	1.11368490167284	11	95	1
SPAC11D3.19	3	50	12	100	1210	300	0.03	7.8801668283852	0.0413223140495868	10.8542242815223	0.014953507709668	0.19943882178972	0.726	0.180937443286982	2.41320974365562	4	99	1
SPAC11E3.01c	4	556	21	100	3812	300	0.04	10.5068891045136	0.14585519412382	38.3121087494069	0.00229585221103257	0.0198704005729382	0.274244604316547	0.0875178862845617	0.757459669840403	13	91	1
SPAC11E3.02c	15	565	68	100	3850	300	0.15	39.400834141926	0.146753246753247	38.5480022340921	0.0153122475064299	0.045243927462595	1.02212389380531	0.58952152899755	1.74189120730991	14	101	1
SPAC11E3.03	1	53	8	100	987	300	0.01	2.6267222761284	0.0536980749746707	14.1049929721181	0.000968365163577685	0.125921257823647	0.18622641509434	0.00955776416451175	1.24284281471939	5	96	1
SPAC11E3.04c	3	382	62	100	714	300	0.03	7.8801668283852	0.535014005602241	140.533320655609	0.0020186558138205	0.0251658218782639	0.0560732984293194	0.0144132025106784	0.179683968210804	35	68	1
SPAC11E3.05	13	340	16	100	3997	300	0.13	34.1473895896692	0.0850637978483863	22.3438972700439	0.0210281068923692	0.0680618183152653	1.52826470588235	0.840493432487998	2.72043087806115	8	105	1
SPAC11E3.06	6	47	24	100	1847	300	0.06	15.7603336567704	0.0254466702761234	6.68413356675879	0.0491753658257342	0.310875657263293	2.35787234042553	0.908269006801311	5.74187338965303	2	104	1
SPAC11E3.07	80	567	88	100	1208	300	0.8	210.137782090272	0.469370860927152	123.290689616292	0.110840899568432	0.179372205333772	1.70440917107584	1.33895806678665	2.16681624043197	57	123	1
SPAC11E3.08c	7	161	3	100	1531	300	0.07	18.3870559328988	0.105160026126715	27.6226183185286	0.0187235897743223	0.0956915822760179	0.665652173913043	0.286658159444875	1.46503812464583	10	97	1
SPAC11E3.09	3	255	15	100	1333	300	0.03	7.8801668283852	0.191297824456114	50.2486256873775	0.0030169170192302	0.0378036807854717	0.156823529411765	0.0402155038663385	0.503923064870338	16	87	1
SPAC11E3.10	12	367	37	100	1069	300	0.12	31.5206673135408	0.343311506080449	90.1783980672706	0.0175412976123643	0.0595020911521444	0.349536784741144	0.187516471476174	0.636077354416423	28	84	1
SPAC11E3.11c	4	571	9	100	3255	300	0.04	10.5068891045136	0.17542242703533	46.0785996826211	0.0022357642258019	0.0193462334846128	0.228021015761821	0.0727741255498518	0.629719899924147	15	89	1
SPAC11E3.12	15	97	0	100	2724	300	0.15	39.400834141926	0.0356093979441997	9.35359988195502	0.0862421017345293	0.272911707488018	4.21237113402062	2.34923485124858	7.43411491197361	3	112	0.133131495061438
SPAC11E3.13c	333	1857	123	100	2103	300	3.33	874.698517950757	0.8830242510699	231.94594706469	0.159295983877631	0.201835042682488	3.77113085621971	3.34999454094659	4.24459094761273	203	230	3.97666852567875e-30
SPAC11E3.14	7	294	47	100	2681	300	0.07	18.3870559328988	0.109660574412533	28.8047873622436	0.010333796720058	0.0519640466605544	0.638333333333333	0.277049090064755	1.39315609096946	10	97	1
SPAC11E3.15	202	429	3731	100	406	300	2.02	530.597899777937	1.05665024630542	277.5526740047	0.396930300221679	0.558440656035517	1.91170163170163	1.61153701890002	2.2672690635042	155	147	0.0126775550084946
SPAC11G7.01	54	1444	146	100	2966	300	0.54	141.843002910934	0.486850977747808	127.882230840506	0.0282157447829933	0.0494404470800868	1.10916897506925	0.836878990263582	1.46640366039537	50	104	1
SPAC11G7.02	43	744	77	100	2923	300	0.43	112.949057873521	0.254533014026685	66.8587537953996	0.0419574997605697	0.0793372416839973	1.68936827956989	1.22641771800145	2.31902757442324	29	114	1
SPAC11G7.03	8	257	26	100	1164	300	0.08	21.0137782090272	0.220790378006873	57.9955004265463	0.0143060350217661	0.064803697531952	0.362334630350195	0.166522247653357	0.754315039271922	19	89	1
SPAC11G7.04	64	398	546	93	363	300	0.688172043010753	180.763683518514	1.09641873278237	287.998750936392	0.122367036658508	0.210939731520542	0.627654401037445	0.477626175344498	0.823345403676954	82	75	1
SPAC11G7.05c	7	291	0	100	1975	296	0.07	18.3870559328988	0.147341772151899	38.7025915115628	0.0104393076347274	0.052505283061353	0.475085910652921	0.206176325785866	1.03697934046172	13	94	1
SPAC11G7.06c	2	125	36	100	2860	300	0.02	5.2534445522568	0.0437062937062937	11.4804295285332	0.00273985314232675	0.0654771449658743	0.4576	0.078359799870545	1.872646346024	4	98	1
