V4	ePRO_Cdk9as_30sec_r2_pr_counts	ePRO_Cdk9as_30sec_r2gb_counts	ePRO_Cdk9as_30sec_r2term_counts	ePRO_Cdk9as_30sec_r2pr_map	ePRO_Cdk9as_30sec_r2gb_map	ePRO_Cdk9as_30sec_r2term_map	ePRO_Cdk9as_30sec_r2pr_density	ePRO_Cdk9as_30sec_r2pr_densityRPKM	ePRO_Cdk9as_30sec_r2gb_density	ePRO_Cdk9as_30sec_r2gb_densityRPKM	ePRO_Cdk9as_30sec_r2pause_index_CI_low	ePRO_Cdk9as_30sec_r2pause_index_CI_high	ePRO_Cdk9as_30sec_r2pause_index_scaled	ePRO_Cdk9as_30sec_r2pause_index_CI_low_scaled	ePRO_Cdk9as_30sec_r2pause_index_CI_high_scaled	ePRO_Cdk9as_30sec_r2_ExpPR	ePRO_Cdk9as_30sec_r2_ExpGB	ePRO_Cdk9as_30sec_r2Fexact_Pval
SPBC1E8.03c	1	106	17	100	2266	300	0.01	5.75178736792458	0.0467784642541924	26.9059779788175	0.000488283288308589	0.0621109685935455	0.21377358490566	0.0110644993130726	1.40743454832974	4	97	1
SPBC1E8.04	0	0	0	0	117	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBC1E8.05	279	1820	45	100	1993	300	2.79	1604.74867565096	0.913196186653287	525.251029082927	0.134865934049946	0.174212425020886	3.0552032967033	2.68787806561543	3.47205363066625	180	199	7.3123321028045e-19
SPBC20F10.01	105	388	25	100	947	300	1.05	603.937673632081	0.409714889123548	235.659292371144	0.216823709740965	0.337501645705738	2.56275773195876	2.05332053124694	3.19614058483334	59	146	4.20159730868996e-06
SPBC20F10.02c	0	63	3	100	1829	300	0	0	0.0344450519409513	19.812061464147	0.00144781535823982	0.0771252286017842	0	0.0264805429022062	1.41062043112663	3	97	1
SPBC20F10.03	44	221	2	100	1501	300	0.44	253.078644188682	0.147235176548967	84.6865428588496	0.142090721453074	0.278124111919347	2.98841628959276	2.13278172901064	4.1746429199094	18	126	0.000681768200506667
SPBC20F10.04c	1	53	1	100	1345	300	0.01	5.75178736792458	0.0394052044609665	22.6650357249073	0.000968365163577685	0.125921257823647	0.25377358490566	0.0130245114501199	1.69364091772805	3	98	1
SPBC20F10.05	0	154	19	100	3012	300	0	0	0.051128818061089	29.4082089860686	0.000591049873411664	0.0312827953697115	0	0.0178024221871593	0.94223779653571	4	96	1
SPBC20F10.06	9	141	19	100	763	300	0.09	51.7660863113212	0.184796854521625	106.291221346968	0.0304621115908101	0.128973048593345	0.487021276595745	0.232425911437881	0.98406436076722	17	92	1
SPBC20F10.07	53	223	13	100	2720	300	0.53	304.844730500003	0.0819852941176471	47.1561979061464	0.174108854331563	0.323712494424759	6.46457399103139	4.73576083781851	8.80497984835343	11	142	2.87446725437572e-16
SPBC20F10.08c	3	169	10	100	3535	300	0.03	17.2553621037737	0.0478076379066478	27.4979367801769	0.00453583805451866	0.057282478033639	0.627514792899408	0.160341875227235	2.02493559848914	4	99	1
SPBC20F10.09	2	48	24	100	646	300	0.02	11.5035747358492	0.0743034055727554	42.7377389567152	0.0070073850459693	0.174519842377689	0.269166666666667	0.0452677073969617	1.12739818175987	7	95	1
SPBC20F10.10	57	155	16	100	570	300	0.57	327.851879971701	0.271929824561404	156.408252987423	0.268286794756279	0.503193558012594	2.09612903225806	1.52923473011079	2.86820328067179	33	124	0.602382287226647
SPBC21.01	6	139	4	100	1530	300	0.06	34.5107242075475	0.0908496732026144	52.2548002706874	0.0172232987242349	0.101118803849614	0.660431654676259	0.263516470480794	1.54711769889909	8	98	1
SPBC21.02	16	93	8	100	2880	300	0.16	92.0285978867933	0.0322916666666667	18.5734800422565	0.0974548386879746	0.299428829946611	4.95483870967742	2.80669935421367	8.62355030246239	3	113	0.0116904033117702
SPBC21.03c	1	83	3	100	3192	300	0.01	5.75178736792458	0.0260025062656642	14.9560887073227	0.000622130592304054	0.0796215011770904	0.384578313253012	0.0198584085063454	2.54151831757273	2	99	1
SPBC21.04	3	75	0	100	2548	300	0.03	17.2553621037737	0.0294348508634223	16.9303003372976	0.0100865340312156	0.131111553513308	1.0192	0.257004887115373	3.34072238351909	2	101	1
SPBC21.05c	9	124	29	100	2257	300	0.09	51.7660863113212	0.0549401860877271	31.6004268330814	0.0345342814625774	0.14712525108017	1.63814516129032	0.779438732610373	3.32061691687943	5	104	1
SPBC21.06c	0	166	18	100	3959	300	0	0	0.0419297802475373	24.1171180367638	0.000548266059219055	0.0290090142798525	0	0.0217058532844824	1.14846687533936	4	96	1
SPBC21.07c	3	60	35	100	1755	300	0.03	17.2553621037737	0.0341880341880342	19.6642303176909	0.0125342590362304	0.165041493362126	0.8775	0.219976246085843	2.89647820850531	3	100	1
SPBC211.01	18	204	14	100	2453	300	0.18	103.532172622642	0.0831634732980024	47.8338615188184	0.0527705511496864	0.145681581342247	2.16441176470588	1.29446161970181	3.57356919032533	9	109	1
SPBC211.02c	56	136	80	100	2784	300	0.56	322.100092603777	0.0488505747126437	28.097811854804	0.297985039477915	0.568033030583131	11.4635294117647	8.29590349906516	15.8140395714344	7	149	5.6505329728359e-27
SPBC211.03c	116	358	19	100	4595	300	1.16	667.207334679252	0.0779107725788901	44.8126197544505	0.261328416972635	0.401506456299307	14.8888268156425	12.0080407598926	18.4492216669531	15	201	4.42481277028259e-63
SPBC211.04c	6	163	126	100	2759	300	0.06	34.5107242075475	0.0590793765857195	33.9812011950601	0.0147272633368594	0.0859753514657976	1.01558282208589	0.406325195463952	2.37205994694136	5	101	1
SPBC211.05	31	59	51	100	320	300	0.31	178.305408405662	0.184375	106.048579596109	0.332427436741285	0.827614403516335	1.68135593220339	1.06376779757211	2.64836609125227	20	111	1
SPBC211.06	5	199	70	100	1665	300	0.05	28.7589368396229	0.11951951951952	68.7450862592788	0.00914075422446366	0.0631464578452458	0.418341708542714	0.15219355783732	1.05138852312334	11	94	1
SPBC211.07c	1	54	2	100	1197	300	0.01	5.75178736792458	0.0451127819548872	25.9479129380056	0.000950728189351767	0.123527161358272	0.221666666666667	0.0113802164265407	1.47862012145851	4	97	1
SPBC211.08c	0	113	7	100	1264	300	0	0	0.0893987341772152	51.4202509948954	0.000805924577619959	0.0427246158262159	0	0.0101868866611163	0.54003914404337	8	92	1
SPBC215.01	15	162	81	100	2784	300	0.15	86.2768105188687	0.0581896551724138	33.4694523564577	0.0524729900176986	0.160699931852511	2.57777777777778	1.46084804209273	4.47388610277392	6	109	1
SPBC215.02	44	108	4	100	1566	300	0.44	253.078644188682	0.0689655172413793	39.667499089135	0.28254097012589	0.586029884763712	6.38	4.42459159217144	9.17722799539973	9	135	1.70607767271379e-12
SPBC215.03c	3	79	8	100	2184	300	0.03	17.2553621037737	0.0361721611721612	20.8054579700569	0.0095872771545093	0.124296285916983	0.829367088607595	0.209386133054483	2.7146308844269	3	100	1
SPBC215.04	11	58	15	100	876	257	0.11	63.2696610471704	0.0662100456621005	38.0826104268979	0.0941109664881291	0.372903104511455	1.66137931034483	0.824412066436011	3.26663119552035	6	105	1
SPBC215.05	61	753	98	100	1573	300	0.61	350.859029443399	0.478703115066751	275.339853022709	0.0618374481401901	0.105911409279877	1.27427622841965	0.97270305924519	1.66598646797247	52	109	1
SPBC215.06c	10	47	9	100	668	300	0.1	57.5178736792458	0.0703592814371257	40.469162618631	0.100997337895435	0.435908466987058	1.42127659574468	0.674662217141508	2.91186855947355	7	103	1
SPBC215.07c	25	72	16	100	1795	300	0.25	143.794684198115	0.0401114206128134	23.071236239029	0.214591521092369	0.558384565589737	6.23263888888889	3.85191780360803	10.0230029523358	4	121	1.32443216990772e-06
SPBC215.08c	16	619	99	100	3784	300	0.16	92.0285978867933	0.163583509513742	94.0897563621912	0.0151932289652609	0.0432924910322171	0.978093699515348	0.574911784045473	1.6381878606591	16	100	1
SPBC215.09c	0	170	44	100	1347	300	0	0	0.126206384558278	72.5912288453734	0.000535348784141332	0.0283228022488608	0	0.00721114812238375	0.381508146292155	11	89	1
SPBC215.10	19	40	3	100	1059	300	0.19	109.283959990567	0.0377714825306893	21.7253536087803	0.265319011667463	0.843767995879167	5.03025	2.80972833355844	8.93550307636037	4	115	0.00529988618313837
SPBC215.11c	13	37	8	100	881	300	0.13	74.7732357830196	0.0419977298524404	24.1562012046776	0.177589597751036	0.683858451469726	3.09540540540541	1.56456435618663	6.02479295744829	4	109	1
SPBC215.12	33	174	155	100	3240	300	0.33	189.808983141511	0.0537037037037037	30.8892284573728	0.128351732669347	0.278920463399914	6.1448275862069	4.15859613848686	9.03702301415721	6	127	1.2424666166031e-09
SPBC215.13	90	493	34	100	1976	300	0.9	517.660863113212	0.249493927125506	143.503601841438	0.144859659930118	0.229821373377756	3.60730223123732	2.86242688021913	4.54127033794446	37	153	3.47012010549449e-12
SPBC215.14c	12	141	14	100	878	300	0.12	69.021448415095	0.160592255125285	92.3692504416134	0.0449481267803293	0.157432309989609	0.747234042553191	0.394644553131291	1.38225568170877	15	97	1
SPBC215.15	50	229	11	100	1041	300	0.5	287.589368396229	0.219980787704131	126.528271590272	0.158834955455357	0.29940211632489	2.27292576419214	1.65347188629026	3.1167760309421	27	123	0.125243230434614
SPBC216.01c	6	363	43	100	2842	300	0.06	34.5107242075475	0.127726952850106	73.4658273946736	0.00667101547781324	0.0382415538098808	0.469752066115703	0.189590259879452	1.08682495927681	12	94	1
SPBC216.02	2	236	2	100	3110	300	0.02	11.5035747358492	0.0758842443729904	43.6470038209068	0.00145899012298129	0.0344448047866112	0.263559322033898	0.0453745928247183	1.07123342886361	7	95	1
SPBC216.03	3	104	8	100	1132	300	0.03	17.2553621037737	0.0918727915194346	52.8432761717453	0.00732213147732463	0.0938139513508549	0.326538461538462	0.0828865283233148	1.06197392929168	8	95	1
SPBC216.04c	1	56	28	100	698	300	0.01	5.75178736792458	0.0802292263610315	46.1461450721743	0.000917313851770373	0.11900199898102	0.124642857142857	0.00640285068535721	0.830633952887516	7	94	1
SPBC216.05	3	488	1	100	10194	300	0.03	17.2553621037737	0.0478712968412792	27.5345520457838	0.00158180312198135	0.0196757379522873	0.626680327868852	0.161249010254779	2.00574472685617	4	99	1
SPBC216.06c	33	170	3	100	7222	300	0.33	189.808983141511	0.0235391858211022	13.5392391657045	0.13127398789447	0.28570082182373	14.0191764705882	9.48060740573864	20.6333133521097	3	130	1.47274377166722e-19
SPBC216.07c	12	646	13	100	7060	300	0.12	69.021448415095	0.0915014164305949	52.6296691172703	0.0100082379797313	0.0336530075358782	1.31145510835913	0.706581601369032	2.375902332033	9	103	1
SPBC21B10.02	3	25	35	100	416	300	0.03	17.2553621037737	0.0600961538461538	34.566029855316	0.0288991736999246	0.415829500379834	0.4992	0.120220562591686	1.72985072158011	5	98	1
SPBC21B10.03c	17	407	34	100	2590	300	0.17	97.7803852547179	0.157142857142857	90.3852300673863	0.0248716944069347	0.0691598703562954	1.08181818181818	0.644176885139608	1.79124064222805	15	102	1
SPBC21B10.04c	15	131	266	100	421	300	0.15	86.2768105188687	0.311163895486936	178.974856341596	0.0645206762689769	0.199914075290607	0.48206106870229	0.271632047092393	0.841638256973456	27	88	1
SPBC21B10.05c	22	204	37	100	1220	300	0.22	126.539322094341	0.167213114754098	96.1774281193947	0.0676573344259614	0.170319545153057	1.3156862745098	0.825419479996729	2.07789845086729	17	105	1
SPBC21B10.06c	5	134	42	100	1848	300	0.05	28.7589368396229	0.0725108225108225	41.706683295557	0.0134973732314117	0.0943720976314315	0.68955223880597	0.249431457316488	1.74399636422885	7	98	1
SPBC21B10.07	15	280	15	100	1819	300	0.15	86.2768105188687	0.153930731170973	88.5376835084598	0.030674323371787	0.0919850054112411	0.974464285714286	0.557965942132805	1.67320724843048	15	100	1
SPBC21B10.08c	0	282	20	100	1163	300	0	0	0.242476354256234	139.467243143141	0.000322560223736092	0.0170378577237712	0	0.00375137540205075	0.19815028532746	19	81	1
SPBC21B10.09	13	144	35	100	2341	300	0.13	74.7732357830196	0.0615121742844938	35.3804947023127	0.0489164647434283	0.163216428340365	2.11340277777778	1.14513443964366	3.82089658744793	6	107	1
SPBC21B10.10	11	459	129	100	799	300	0.11	63.2696610471704	0.574468085106383	330.421827519072	0.0125086391042162	0.0446683172668624	0.191481481481481	0.0999440264426878	0.356899854962231	40	71	1
SPBC21B10.11	18	23	5	100	490	300	0.18	103.532172622642	0.0469387755102041	26.998185604544	0.404874016217897	1.50692751022027	3.83478260869565	1.9838826794677	7.38394480007933	5	113	0.683677285779893
SPBC21B10.12	1	7	6	100	602	300	0.01	5.75178736792458	0.0116279069767442	6.68812484642393	0.00660323359662749	1.14229470290644	0.86	0.0397514662516975	6.87661411149674	1	100	1
SPBC21B10.13c	0	46	2	100	1754	300	0	0	0.0262257696693273	15.0845050698136	0.00198548220405956	0.106196341353302	0	0.0348253578592046	1.86268382733692	2	98	1
SPBC21B10.14	11	33	69	100	308	300	0.11	63.2696610471704	0.107142857142857	61.6262932277634	0.158787272077412	0.684906045016448	1.02666666666667	0.489064797998428	2.10951061865066	10	101	1
SPBC21B10.15	10	70	5	100	1070	300	0.1	57.5178736792458	0.0654205607476635	37.6285154910954	0.0692949666438102	0.285964302954667	1.52857142857143	0.74145614308877	3.05981804161494	6	104	1
SPBC21C3.01c	7	312	31	100	9677	300	0.07	40.2625115754721	0.0322413971272088	18.544566072052	0.00974296016340375	0.0489372870959287	2.17112179487179	0.942826255012581	4.73566127227302	3	104	1
SPBC21C3.02c	1	107	8	100	1764	300	0.01	5.75178736792458	0.0606575963718821	34.8889596580459	0.000483758184563586	0.0615226852612263	0.164859813084112	0.00853349437570166	1.08526016800803	5	96	1
SPBC21C3.03	10	133	10	100	2324	300	0.1	57.5178736792458	0.0572289156626506	32.9168554188455	0.0372684156595038	0.147085080493689	1.74736842105263	0.866117979926869	3.41825727067333	5	105	1
SPBC21C3.04c	1	155	9	100	1604	300	0.01	5.75178736792458	0.0966334164588529	55.5814864107425	0.000334819232841836	0.0422940082788218	0.103483870967742	0.00537050049478305	0.678395892792301	8	93	1
SPBC21C3.05	14	59	10	100	918	300	0.14	80.5250231509442	0.0642701525054466	36.9668251315414	0.126707735952617	0.437121452202751	2.17830508474576	1.16317701604502	4.01277493122126	6	108	1
SPBC21C3.06	0	47	28	100	749	300	0	0	0.0627503337783712	36.0926577159486	0.00194303656715677	0.1038928146097	0	0.0145533438880042	0.778157181426657	5	95	1
SPBC21C3.07c	56	109	6	100	1562	300	0.56	322.100092603777	0.0697823303457106	40.1373126186799	0.367473085447243	0.717252642965888	8.02495412844037	5.73992959468594	11.2034862831272	10	146	2.35784616888107e-19
SPBC21C3.08c	135	755	182	100	1590	300	1.35	776.491294669819	0.474842767295597	273.119463068117	0.14823046540376	0.215570576128844	2.84304635761589	2.35686439991978	3.42757216044863	75	160	2.38966486770286e-10
SPBC21C3.09c	10	56	327	100	1137	300	0.1	57.5178736792458	0.0492524186455585	28.3289439405256	0.0856595376656299	0.361744350646676	2.03035714285714	0.973948943258212	4.11303326685271	5	105	1
SPBC21C3.10c	1	10	12	100	686	300	0.01	5.75178736792458	0.0145772594752187	8.38452969085216	0.00478667548335045	0.750794709134687	0.686	0.0328365938157841	5.15045170466396	1	100	1
SPBC21C3.11	12	87	9	100	1316	300	0.12	69.021448415095	0.0661094224924012	38.0247341192583	0.0717354248113673	0.259314174413681	1.8151724137931	0.944038190517594	3.41257453528405	6	106	1
SPBC21C3.12c	8	44	24	100	457	300	0.08	46.0142989433967	0.0962800875273523	55.3782591222498	0.0791724212877115	0.401200286072924	0.830909090909091	0.361817965284841	1.83348530735326	9	99	1
SPBC21C3.13	15	311	568	100	558	300	0.15	86.2768105188687	0.557347670250896	320.57452892913	0.0276562076925081	0.0826936243607068	0.269131832797428	0.154321638924195	0.461430423932744	41	74	1
SPBC21C3.14c	15	276	22	100	2816	300	0.15	86.2768105188687	0.0980113636363636	56.3740523276699	0.0311124299547668	0.0933381766928143	1.5304347826087	0.876126027526233	2.62840305566965	10	105	1
SPBC21C3.15c	34	387	18	100	1686	300	0.34	195.560770509436	0.229537366548043	132.025012537771	0.0608509547525696	0.12623021740313	1.48124031007752	1.02594709712832	2.12824146541677	25	109	1
SPBC21C3.16c	4	37	53	100	158	300	0.04	23.0071494716983	0.234177215189873	134.693754818487	0.0327600561833436	0.316819953322237	0.170810810810811	0.0517608887696829	0.500575526249134	19	85	1
SPBC21C3.17c	4	102	20	100	955	300	0.04	23.0071494716983	0.106806282722513	61.4327027778332	0.0123066344300045	0.110388695496229	0.374509803921569	0.117528358806543	1.05421204198899	10	94	1
SPBC21C3.18	0	0	0	100	1601	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC21C3.19	5	40	33	100	675	300	0.05	28.7589368396229	0.0592592592592593	34.0846658839975	0.0434451744918805	0.330636380277413	0.84375	0.293254927820193	2.23179556687254	5	100	1
SPBC21C3.20c	4	147	7	100	3108	300	0.04	23.0071494716983	0.0472972972972973	27.2043997131568	0.00859279280945962	0.0760546756416699	0.845714285714286	0.267064000518005	2.3637793189431	4	100	1
SPBC21D10.05c	4	142	10	100	3403	199	0.04	23.0071494716983	0.0417278871583897	24.0009934247808	0.00889090831746831	0.0787773267147759	0.958591549295775	0.302557610043447	2.68079242810382	4	100	1
SPBC21D10.06c	8	105	8	100	3697	300	0.08	46.0142989433967	0.028401406545848	16.3358851401699	0.0344404470454427	0.161450431509463	2.81676190476191	1.27326332727002	5.96882245290483	2	106	1
SPBC21D10.07	0	38	15	100	1321	300	0	0	0.0287660862982589	16.5456411794954	0.00240594623539958	0.129094305004205	0	0.0317825497696285	1.70533576910554	2	98	1
SPBC21D10.08c	2	6	10	100	1618	300	0.02	11.5035747358492	0.00370828182941904	2.13292485831567	0.0466205767516236	1.81092198049589	5.39333333333333	0.754320931841269	29.3007176444235	0	102	1
SPBC21D10.09c	13	502	26	100	5006	300	0.13	74.7732357830196	0.100279664402717	57.6787306971262	0.0142932835260543	0.0459261125745271	1.29637450199203	0.715521773314279	2.29906119548083	10	103	1
SPBC21D10.10	4	102	23	100	909	300	0.04	23.0071494716983	0.112211221122112	64.5415084189557	0.0123066344300045	0.110388695496229	0.356470588235294	0.111867306968741	1.00343324206072	10	94	1
SPBC21D10.11c	4	138	14	100	1661	300	0.04	23.0071494716983	0.0830824804334738	47.7872761453096	0.009144719726075	0.0810999076883964	0.481449275362319	0.151893794650106	1.34706946670426	7	97	1
SPBC21D10.12	53	81	38	100	1813	300	0.53	304.844730500003	0.0446773303916161	25.6974504579091	0.456154105272733	0.937485866812358	11.8628395061728	8.27007392859464	16.996618765308	6	147	1.12568773933757e-24
SPBC21H7.02	7	93	32	100	1045	300	0.07	40.2625115754721	0.0889952153110048	51.1881555231566	0.0320128801890806	0.167904673308899	0.786559139784946	0.334534597975892	1.75460383607799	8	99	1
SPBC21H7.03c	6	73	5	100	1583	300	0.06	34.5107242075475	0.0461149715729627	26.5243510965568	0.0322597919492208	0.196045474104771	1.30109589041096	0.510672506556165	3.10339985507853	4	102	1
SPBC21H7.04	1	104	6	100	2041	288	0.01	5.75178736792458	0.0509554140127389	29.3084706645839	0.000497592306287516	0.0633219416226079	0.19625	0.0101558589713282	1.29240082851743	4	97	1
SPBC21H7.05	0	68	5	100	2039	300	0	0	0.0333496812162825	19.1820275144125	0.00134100853295958	0.071378156983176	0	0.0273431639870459	1.45540062088696	3	97	1
SPBC21H7.06c	29	24	9	100	734	300	0.29	166.801833669813	0.0326975476839237	18.8069341730504	0.682223125284416	2.1444769801981	8.86916666666667	5.00751773958761	15.7404610346541	4	125	7.72031744195943e-09
SPBC21H7.07c	12	138	76	100	871	300	0.12	69.021448415095	0.158438576349024	91.1305002036271	0.0459002309804843	0.160946854314496	0.757391304347826	0.399791011840019	1.40184710107926	15	97	1
SPBC23E6.01c	12	47	27	100	1492	300	0.12	69.021448415095	0.0315013404825737	18.1189012260359	0.128493905092897	0.497079424670806	3.80936170212766	1.91712906398603	7.41642501608843	3	109	1
SPBC23E6.02	0	136	6	100	4337	300	0	0	0.0313580816232419	18.0365017762911	0.000669405204254395	0.0354508452543913	0	0.0290321037085131	1.53750315868295	3	97	1
SPBC23E6.03c	21	107	2	100	4220	300	0.21	120.787534726416	0.0253554502369668	14.5839158381026	0.119416255502957	0.319583049338217	8.28224299065421	5.03936598222479	13.4864046820727	2	119	8.57580881303598e-08
SPBC23E6.04c	7	774	79	100	5185	300	0.07	40.2625115754721	0.149276759884282	85.8608181827122	0.00394854516279717	0.0196134016860378	0.468927648578811	0.204732066691033	1.01695487742106	13	94	1
SPBC23E6.05	18	311	10	100	1418	300	0.18	103.532172622642	0.219322990126939	126.149920410758	0.0348686810654312	0.0948414125470623	0.820707395498392	0.494437897507815	1.34485122991734	21	97	1
SPBC23E6.06c	13	131	10	100	707	300	0.13	74.7732357830196	0.185289957567185	106.574843733822	0.0536352543406798	0.179888181250284	0.701603053435115	0.379201248188606	1.27180944143951	17	96	1
SPBC23E6.07c	8	294	38	100	3185	300	0.08	46.0142989433967	0.0923076923076923	53.0934218577654	0.0125238736429624	0.0565601632805573	0.866666666666667	0.398885375528352	1.80144120048575	9	99	1
SPBC23E6.08	7	89	2	100	3631	300	0.07	40.2625115754721	0.0245111539520793	14.0982945674825	0.0334077832418725	0.175700955432706	2.85584269662921	1.21303660951239	6.37970169176157	2	105	1
SPBC23E6.09	15	785	72	100	4554	300	0.15	86.2768105188687	0.172375933245498	99.1469715375669	0.011043169361675	0.0324962656810261	0.870191082802548	0.50290593273068	1.47987993911393	16	99	1
SPBC23E6.10c	2	70	3	100	1108	300	0.02	11.5035747358492	0.0631768953068592	36.3380068370687	0.00484931864006599	0.118262285181347	0.316571428571429	0.0537304505319312	1.31034611980932	6	96	1
SPBC23G7.04c	25	175	74	100	2372	300	0.25	143.794684198115	0.0737774030354131	42.435193481737	0.0917590253372292	0.220765152085246	3.38857142857143	2.17652408099908	5.23654940746203	8	117	0.0185788275646776
SPBC23G7.05	17	312	113	100	568	300	0.17	97.7803852547179	0.549295774647887	315.943249787407	0.0323414173583079	0.0905158168928081	0.309487179487179	0.183699250595189	0.51412983995115	41	76	1
SPBC23G7.06c	9	179	1	100	2455	300	0.09	51.7660863113212	0.0729124236252546	41.9376757172505	0.024108021806575	0.101088722832711	1.23435754189944	0.591851935351416	2.48172814554305	7	102	1
SPBC23G7.07c	13	91	12	100	942	300	0.13	74.7732357830196	0.0966029723991507	55.5639756349402	0.0762798875998568	0.262280878452649	1.34571428571429	0.718556541190651	2.47068587502395	9	104	1
SPBC23G7.08c	2	136	47	100	2659	300	0.02	11.5035747358492	0.0511470477623167	29.4186943225928	0.00252056346045231	0.0601106401390657	0.391029411764706	0.067021782413427	1.59834192129776	4	98	1
SPBC23G7.10c	0	0	0	100	1190	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC23G7.11	0	1	51	100	474	300	0	0	0.00210970464135021	1.213457250617	0.120791776113059	17.3080587281839	0	0.572553018775899	82.0401983715918	0	100	1
SPBC23G7.12c	132	269	31	100	1172	300	1.32	759.235932566045	0.229522184300341	132.016280031716	0.396264913262503	0.607406428232708	5.7510780669145	4.64422478343653	7.11880333888733	43	189	4.79907259327859e-28
SPBC23G7.13c	0	1	1	100	2151	300	0	0	0.000464900046490005	0.267400621474876	0.120791776113059	17.3080587281839	0	2.5982311041919	372.296343243236	0	100	1
SPBC23G7.14	1	75	5	100	1427	300	0.01	5.75178736792458	0.0525578135949544	30.2301368321194	0.000687699619117278	0.0882776649076593	0.190266666666667	0.00981347356480356	1.2597222782323	5	96	1
SPBC23G7.15c	2	212	453	100	277	300	0.02	11.5035747358492	0.765342960288809	440.208997111917	0.00162304701254378	0.0383776092462577	0.0261320754716981	0.00449584022474628	0.106305977612134	44	58	1
SPBC23G7.16	5	66	3	100	887	300	0.05	28.7589368396229	0.0744081172491545	42.7979668864738	0.0269213699250231	0.195433755769517	0.671969696969697	0.238792551234955	1.73349741367562	7	98	1
SPBC244.01c	2	148	8	100	3634	300	0.02	11.5035747358492	0.0407264722069345	23.4250008379978	0.00231815796058481	0.0551771209222058	0.491081081081081	0.084241860287652	2.00513657431296	3	99	1
SPBC244.02c	6	482	26	100	1511	300	0.06	34.5107242075475	0.318994043679682	183.478591087998	0.00503291029933936	0.0287450309328012	0.188091286307054	0.0760472746230177	0.434337417394627	25	81	1
SPBC24C6.02	28	144	31	100	2039	233	0.28	161.050046301888	0.0706228543403629	40.6207641481677	0.126934128032454	0.296073920832001	3.96472222222222	2.58818687058174	6.03694724576451	8	120	0.000441592118776619
SPBC24C6.03	1	82	468	100	1736	300	0.01	5.75178736792458	0.0472350230414747	27.168580885358	0.000629634692181988	0.0806095457282941	0.211707317073171	0.0109304582562793	1.39938171384319	4	97	1
SPBC24C6.04	180	761	43	100	1857	300	1.8	1035.32172622642	0.409800753904146	235.708679967184	0.200376543363151	0.279110724230048	4.39237844940867	3.72099241025372	5.183086148952	81	199	7.47901289114826e-27
SPBC24C6.05	23	269	19	100	833	300	0.23	132.291109462265	0.322929171668667	185.741993033819	0.0544809284526478	0.133016662181242	0.712230483271376	0.453826134010556	1.10802879596974	30	93	1
SPBC24C6.06	28	192	5	100	1969	300	0.28	161.050046301888	0.0975114271203657	56.0864994739218	0.0960530114254346	0.220034207594536	2.87145833333333	1.89128379496681	4.33247354753642	11	117	0.0975636558814305
SPBC24C6.07	2	86	12	100	2704	300	0.02	11.5035747358492	0.0318047337278107	18.2934065695826	0.00396193596728247	0.0957979398389724	0.628837209302326	0.107130748555318	2.59037629324581	3	99	1
SPBC24C6.08c	0	111	10	100	2520	300	0	0	0.0440476190476191	25.3352538825249	0.000820474905439703	0.0435007391588778	0	0.0206759676170805	1.09621862680372	4	96	1
SPBC24C6.09c	0	13	2	100	2411	300	0	0	0.00539195354624637	3.1013370295736	0.00711390234765344	0.395564521747562	0	0.171516185601924	9.53706061933373	0	100	1
SPBC24C6.10c	2	53	8	100	1572	300	0.02	11.5035747358492	0.0337150127226463	19.3921584287534	0.00636374095221003	0.157495336185186	0.593207547169811	0.100038007768742	2.47582668483112	3	99	1
SPBC24C6.11	1	130	1	100	3560	300	0.01	5.75178736792458	0.0365168539325843	21.0037179165785	0.000398762187448416	0.0505175616797515	0.273846153846154	0.0141959338731636	1.79842519579915	3	98	1
SPBC24C6.13	5	24	17	100	202	300	0.05	28.7589368396229	0.118811881188119	68.3380677377178	0.0698308803258869	0.574457008750159	0.420833333333333	0.141058378258292	1.16040315767532	11	94	1
SPBC25B2.01	1	118	10	100	2065	300	0.01	5.75178736792458	0.0571428571428571	32.8673563881405	0.000439005478761073	0.0557176207546742	0.175	0.00906546313641616	1.15056886858402	5	96	1
SPBC25B2.02c	10	167	23	100	4499	300	0.1	57.5178736792458	0.0371193598577462	21.3502665135231	0.0298294198320629	0.116522660229274	2.6940119760479	1.34202559824451	5.24235448371506	3	107	1
SPBC25B2.03	3	505	93	100	2667	300	0.03	17.2553621037737	0.189351331083615	108.910859422644	0.00152874513366022	0.0190106048448275	0.158435643564356	0.0407716327147181	0.507012831211549	16	87	1
SPBC25B2.04c	0	60	4	100	1100	300	0	0	0.0545454545454545	31.373385643225	0.00152047587690972	0.0810402206892091	0	0.0167252346460069	0.891442427581301	5	95	1
SPBC25B2.05	7	212	7	100	920	300	0.07	40.2625115754721	0.230434782608696	132.541187173914	0.0142783662759322	0.0723479569618439	0.30377358490566	0.131360969738577	0.665601204048964	20	87	1
SPBC25B2.06c	13	176	16	100	1054	300	0.13	74.7732357830196	0.166982922201139	96.0450262575642	0.0402091685061523	0.132892708599919	0.778522727272727	0.423804636054845	1.40068914864314	16	97	1
