V4	ePRO_Cdk9as_30sec_r2_pr_counts	ePRO_Cdk9as_30sec_r2gb_counts	ePRO_Cdk9as_30sec_r2term_counts	ePRO_Cdk9as_30sec_r2pr_map	ePRO_Cdk9as_30sec_r2gb_map	ePRO_Cdk9as_30sec_r2term_map	ePRO_Cdk9as_30sec_r2pr_density	ePRO_Cdk9as_30sec_r2pr_densityRPKM	ePRO_Cdk9as_30sec_r2gb_density	ePRO_Cdk9as_30sec_r2gb_densityRPKM	ePRO_Cdk9as_30sec_r2pause_index_CI_low	ePRO_Cdk9as_30sec_r2pause_index_CI_high	ePRO_Cdk9as_30sec_r2pause_index_scaled	ePRO_Cdk9as_30sec_r2pause_index_CI_low_scaled	ePRO_Cdk9as_30sec_r2pause_index_CI_high_scaled	ePRO_Cdk9as_30sec_r2_ExpPR	ePRO_Cdk9as_30sec_r2_ExpGB	ePRO_Cdk9as_30sec_r2Fexact_Pval
SPAC323.07c	2	252	43	100	2222	300	0.02	11.5035747358492	0.113411341134113	65.2317919314579	0.00136688097867054	0.0322420866593123	0.176349206349206	0.0303720953460594	0.71641916556992	10	92	1
SPAC323.08	0	19	24	100	505	300	0	0	0.0376237623762376	21.640388116944	0.00484054272324269	0.264551414760663	0	0.0244447407523756	1.33598464454135	3	97	1
SPAC328.01c	36	481	16	100	4294	300	0.36	207.064345245285	0.112016767582673	64.4296628777765	0.0525175183833496	0.106185140426404	3.21380457380457	2.25510223938103	4.5595899299098	13	123	0.000565729854536912
SPAC328.02	0	215	77	100	3781	300	0	0	0.0568632636868553	32.7065401773019	0.000423183036225683	0.0223697510964003	0	0.0160005505996931	0.845800288954894	5	95	1
SPAC328.03	15	449	96	100	1957	300	0.15	86.2768105188687	0.229432805314257	131.964871139404	0.0192325290937806	0.0570420110410533	0.653786191536748	0.376380594365286	1.11631215607341	21	94	1
SPAC328.04	75	208	51	100	2897	300	0.75	431.384052594344	0.0717984121505005	41.2969200044292	0.274466544011347	0.473156831921397	10.4459134615385	7.95129578000872	13.7073534207629	11	164	2.87969533194648e-33
SPAC328.05	3	93	18	100	2090	300	0.03	17.2553621037737	0.0444976076555024	25.5940777615783	0.00817162613264579	0.105162099392827	0.674193548387097	0.170786986172297	2.19788787731009	4	99	1
SPAC328.06	16	374	18	100	3718	300	0.16	92.0285978867933	0.100591715976331	57.858216127052	0.0250352504524732	0.0719799579786377	1.59058823529412	0.930810611822954	2.67621483764575	10	106	1
SPAC328.07c	13	317	8	100	1338	300	0.13	74.7732357830196	0.236920777279522	136.271793395523	0.0225357066627302	0.0730610870626044	0.548706624605678	0.30152775514733	0.977557344897647	21	92	1
SPAC328.08c	0	32	94	100	2000	300	0	0	0.016	9.20285978867933	0.00286022979559656	0.15399674612007	0	0.0572045959119313	3.07993492240139	1	99	1
SPAC328.09	5	268	1	100	1645	70	0.05	28.7589368396229	0.162917933130699	93.7069309789537	0.00680807569236003	0.046731021368824	0.306902985074627	0.111992845139322	0.768725301517155	14	91	1
SPAC328.10c	31	256	38	100	474	300	0.31	178.305408405662	0.540084388185654	310.645056157952	0.0818691613545858	0.178137579916196	0.573984375	0.388059824820737	0.844372128802771	45	86	1
SPAC32A11.01	29	628	11	100	2207	300	0.29	166.801833669813	0.284549161758043	163.666627415344	0.0312220998166524	0.067868996261945	1.01915605095541	0.689071742953519	1.49786874750113	28	101	1
SPAC32A11.02c	3	114	13	100	3039	300	0.03	17.2553621037737	0.0375123395853899	21.5763000968543	0.00668989793392414	0.085432482505964	0.799736842105263	0.203305998211955	2.59629314335625	3	100	1
SPAC32A11.03c	4	460	27	100	4525	300	0.04	23.0071494716983	0.101657458563536	58.4712086021063	0.00277278600943965	0.0240387461202872	0.393478260869565	0.125468566927144	1.087753261943	9	95	1
SPAC32A11.04c	26	400	16	100	945	300	0.26	149.546471566039	0.423280423280423	243.461899171411	0.0427790815515961	0.0980383851135914	0.61425	0.404262320662583	0.926462739323439	37	89	1
SPAC343.01c	0	184	11	100	2452	300	0	0	0.0750407830342577	43.1618627935613	0.000494566438099525	0.0261571713992749	0	0.0121267690622003	0.641373842710221	6	94	1
SPAC343.02	3	68	23	100	1045	300	0.03	17.2553621037737	0.0650717703349282	37.427898662093	0.0110979033367924	0.145026314826846	0.461029411764706	0.11597308986948	1.51552498994054	6	97	1
SPAC343.03	5	25	3	100	1178	300	0.05	28.7589368396229	0.0212224108658744	12.2066794735242	0.0672763464351095	0.549212697171498	2.356	0.792515361005589	6.46972557268025	2	103	1
SPAC343.04c	7	108	13	100	1870	300	0.07	40.2625115754721	0.0577540106951872	33.2188789163559	0.0276790996254351	0.143948291733322	1.21203703703704	0.517599162995637	2.69183305541312	5	102	1
SPAC343.05	3	276	24	100	1993	300	0.03	17.2553621037737	0.138484696437531	79.6534527620263	0.00278886918925192	0.0349052460161609	0.216630434782609	0.0555821629417908	0.695661553102086	12	91	1
SPAC343.06c	26	335	17	100	1156	300	0.26	149.546471566039	0.289792387543253	166.682419399199	0.0509513802552159	0.11736166824931	0.897194029850746	0.588997955750296	1.35670088496202	28	98	1
SPAC343.07	0	5	0	100	1786	300	0	0	0.00279955207166853	1.61024282416702	0.0190383591688732	1.16008855872718	0	0.340025094756075	20.7191816588675	0	100	1
SPAC343.08c	6	257	104	100	2737	300	0.06	34.5107242075475	0.0938984289367921	54.0083797426605	0.00939478768798738	0.0541872277920525	0.638988326848249	0.257135339020215	1.48310442466848	9	97	1
SPAC343.09	9	246	15	100	1564	300	0.09	51.7660863113212	0.157289002557545	90.4692898023943	0.0176258930636059	0.0731854043212695	0.572195121951219	0.275668967514796	1.14461972358465	14	95	1
SPAC343.10	6	120	15	100	2034	300	0.06	34.5107242075475	0.0589970501474926	33.9338487783161	0.0198924012095156	0.117501779693899	1.017	0.404611440601547	2.3899861989739	5	101	1
SPAC343.11c	109	301	44	100	4799	300	1.09	626.94482310378	0.0627214002917274	36.0760157896499	0.289093620828172	0.453311548840092	17.378438538206	13.873602863544	21.754421228836	12	197	1.52117318668331e-65
SPAC343.12	7	78	23	100	1728	300	0.07	40.2625115754721	0.0451388888888889	25.9629290913262	0.0379560584954742	0.201415220906042	1.55076923076923	0.655880690801793	3.48045501725641	4	103	1
SPAC343.13	1	28	3	100	1727	300	0.01	5.75178736792458	0.0162130862767805	9.32542248418577	0.00180589559329714	0.244217113716604	0.616785714285714	0.0311878168962416	4.21762955388575	1	100	1
SPAC343.14c	12	322	12	100	1279	300	0.12	69.021448415095	0.251759186864738	144.806531076756	0.0199651303750793	0.0679154329210306	0.476645962732919	0.255354017497265	0.868638387059981	22	90	1
SPAC343.15	39	234	16	100	1621	300	0.39	224.319707349059	0.144355336212215	83.0301199317923	0.11695208373587	0.236629664592419	2.70166666666667	1.89579327735846	3.83576686304312	17	122	0.0184067536018486
SPAC343.16	5	256	49	100	2117	300	0.05	28.7589368396229	0.120925838450638	69.5539710056067	0.00712426245108232	0.0489438273738885	0.4134765625	0.150820636089413	1.03614082550522	11	94	1
SPAC343.17c	3	186	97	100	6225	300	0.03	17.2553621037737	0.0298795180722892	17.1860634607867	0.0041252784319319	0.0519874758842294	1.00403225806452	0.256798582387761	3.23622037379328	2	101	1
SPAC343.18	1	113	19	100	1097	300	0.01	5.75178736792458	0.103008204193254	59.2481287671356	0.000458276089883442	0.0582144062280202	0.0970796460176991	0.00502728870602136	0.638612036321382	9	92	1
SPAC343.19	78	329	26	100	2499	300	0.78	448.639414698117	0.131652661064426	75.7238112864021	0.18376276259447	0.305494037639005	5.92468085106383	4.59223143723581	7.63429600059875	20	158	4.67671252570649e-21
SPAC343.20	32	462	148	100	1654	300	0.32	184.057195773587	0.279322853688029	160.660566141545	0.0475658780984182	0.10031994003914	1.14562770562771	0.786739623747837	1.65929180824737	28	104	1
SPAC343.21	0	27	16	100	2391	300	0	0	0.0112923462986198	6.49511747946314	0.00339432100419189	0.183491530730493	0	0.0811582152102281	4.38728249976608	1	99	1
SPAC3A11.02	28	211	27	100	2060	300	0.28	161.050046301888	0.102427184466019	58.9139385743732	0.0876172367197231	0.199720910628923	2.73364928909953	1.8049150764263	4.11425075895582	11	117	0.201189157664793
SPAC3A11.03	0	26	1	100	3509	300	0	0	0.00740951838130522	4.26179742279963	0.00352600391483322	0.190799932857011	0	0.123727477371498	6.69516964395251	0	100	1
SPAC3A11.04	0	54	0	100	3476	300	0	0	0.0155350978135788	8.93545793636155	0.00169011755890912	0.0901972480139864	0	0.0587484863476809	3.13525634096617	1	99	1
SPAC3A11.05c	0	98	20	100	2945	300	0	0	0.033276740237691	19.1400734144859	0.000929561094038302	0.0493248680764626	0	0.027375574219428	1.45261736485182	3	97	1
SPAC3A11.06	3	56	3	100	2642	300	0.03	17.2553621037737	0.0211960635881908	12.1915250796282	0.0134015181378043	0.177272425514119	1.41535714285714	0.35406810920079	4.68353748208304	2	101	1
SPAC3A11.07	35	415	66	100	2299	300	0.35	201.31255787736	0.180513266637669	103.827392678934	0.0587734368492098	0.12045899568514	1.9389156626506	1.35120131316333	2.76935231080137	20	115	1
SPAC3A11.08	23	222	71	100	2619	300	0.23	132.291109462265	0.0847651775486827	48.7551277464398	0.065764773861742	0.161807900387638	2.71337837837838	1.72237942743902	4.23774891115224	9	114	0.805419597367587
SPAC3A11.09	25	349	16	100	2714	300	0.25	143.794684198115	0.128592483419307	73.9636621741223	0.0466708334993116	0.109094564486201	1.94412607449857	1.26664642117132	2.9608264801555	14	111	1
SPAC3A11.10c	24	169	3	100	1327	300	0.24	138.04289683019	0.127354935945742	73.2518511815565	0.0903555870062597	0.22144341557509	1.88449704142012	1.19901863957307	2.93855412468145	14	110	1
SPAC3A11.11c	19	54	4	100	1568	300	0.19	109.283959990567	0.0344387755102041	19.8084513946382	0.201516497034396	0.608690714636177	5.51703703703704	3.15977867349933	9.54427040549525	3	116	0.000830985706600524
SPAC3A11.12c	90	364	35	100	1887	300	0.9	517.660863113212	0.192898781134075	110.951277261502	0.194954160877835	0.313271481215227	4.66565934065934	3.67878501576474	5.91143285053133	30	160	1.41732623142993e-17
SPAC3A11.13	13	27	26	100	506	300	0.13	74.7732357830196	0.0533596837944664	30.6913555205462	0.235704248969822	0.970175495636622	2.4362962962963	1.1926634997873	4.90908800792131	5	108	1
SPAC3A11.14c	2	79	15	100	3037	300	0.02	11.5035747358492	0.0260125123477116	14.961843992955	0.00430672637634489	0.104481113335973	0.768860759493671	0.130795280049594	3.17309141201349	2	100	1
SPAC3A12.02	1	27	5	100	889	300	0.01	5.75178736792458	0.0303712035995501	17.4688705212558	0.00187061064467936	0.253746874604382	0.329259259259259	0.0166297286311995	2.25580971523296	2	99	1
SPAC3A12.03c	0	25	7	100	940	300	0	0	0.0265957446808511	15.2973068295867	0.00366831680942558	0.19871450933181	0	0.0344821780086004	1.86791638771902	2	98	1
SPAC3A12.04c	10	60	3	100	738	300	0.1	57.5178736792458	0.0813008130081301	46.7624989262161	0.0802445470257155	0.336293665674071	1.23	0.592204757049781	2.48184725267465	8	102	1
SPAC3A12.05c	27	262	10	100	3706	300	0.27	155.298258933964	0.0706961683756071	40.6629328223486	0.0678816435311461	0.155389378807216	3.81916030534351	2.51569370926428	5.75873037859544	8	119	0.000781853999270363
SPAC3A12.06c	65	202	73	100	2545	300	0.65	373.866178915098	0.0793713163064833	45.6526934507177	0.24089511351746	0.42918620356592	8.18935643564356	6.13078063901937	10.9227888807527	12	153	4.32558225872754e-24
SPAC3A12.07	6	89	34	100	717	300	0.06	34.5107242075475	0.124128312412831	71.3959659337919	0.0266245543641611	0.159711288582514	0.483370786516854	0.190898054791035	1.14512993913662	11	95	1
SPAC3A12.08	25	74	16	100	884	300	0.25	143.794684198115	0.083710407239819	48.1484462925813	0.209147572289784	0.542332803699337	2.98648648648649	1.84886453904169	4.79422198470214	9	116	0.308786720312932
SPAC3A12.09c	1	59	27	100	1769	300	0.01	5.75178736792458	0.033352176370831	19.1834626742538	0.000871375735237544	0.112803364965006	0.299830508474576	0.0154146367563521	1.99549152623095	3	98	1
SPAC3A12.10	80	189	288	100	415	300	0.8	460.142989433967	0.455421686746988	261.948870491023	0.323101245910264	0.553985001430691	1.75661375661376	1.3408701705276	2.29903775593737	56	124	1
SPAC3A12.11c	10	98	4	100	1113	300	0.1	57.5178736792458	0.0880503144654088	50.6446686483925	0.0501420375681961	0.201459026393403	1.13571428571429	0.558080878134022	2.24223896375857	8	102	1
SPAC3A12.12	3	59	10	100	964	300	0.03	17.2553621037737	0.0612033195020747	35.2028479987085	0.0127403771074271	0.167938348090167	0.490169491525424	0.122817235315597	1.61892567558921	5	98	1
SPAC3A12.13c	2	89	11	100	1014	300	0.02	11.5035747358492	0.0877712031558185	50.4841297579179	0.00383050818803978	0.0925031062647578	0.227865168539326	0.0388413530267234	0.937981497524644	8	94	1
SPAC3A12.14	2	140	51	100	1284	300	0.02	11.5035747358492	0.109034267912773	62.714192485159	0.00244927876395763	0.058370953572547	0.183428571428571	0.0314487393292159	0.749483043871503	10	92	1
SPAC3A12.15	2	146	17	100	2566	257	0.02	11.5035747358492	0.0568978955572876	32.7264596927899	0.00234960415193459	0.0559423611378487	0.351506849315068	0.0602908425386416	1.4354809867972	5	97	1
SPAC3A12.16c	22	303	18	100	1237	300	0.22	126.539322094341	0.244947453516572	140.888566894191	0.0458983052964639	0.113780324476326	0.898151815181518	0.567762036517259	1.40746261377216	24	98	1
SPAC3A12.17c	3	250	5	100	1313	300	0.03	17.2553621037737	0.19040365575019	109.516134195061	0.00307682032090381	0.0385661600144611	0.15756	0.040398650813467	0.506373680989875	16	87	1
SPAC3A12.18	18	324	49	100	1840	300	0.18	103.532172622642	0.176086956521739	101.281473217802	0.0334884931734914	0.0909831818164579	1.02222222222222	0.616188274392241	1.67409054542283	17	101	1
SPAC3A12.19	13	123	115	100	429	300	0.13	74.7732357830196	0.286713286713287	164.911386073362	0.0570203495918989	0.191952257018123	0.453414634146341	0.244617299749246	0.823475182607746	25	88	1
SPAC3C7.01c	4	128	17	100	2021	300	0.04	23.0071494716983	0.0633349826818407	36.4289353337133	0.00984752156838065	0.0875530463759208	0.6315625	0.199018410896973	1.76944706725736	6	98	1
SPAC3C7.02c	6	15	3	100	951	300	0.06	34.5107242075475	0.0157728706624606	9.07221982322489	0.138886946259937	1.09706997565187	3.804	1.320814858932	10.4331354684492	1	105	1
SPAC3C7.03c	34	103	10	100	1275	300	0.34	195.560770509436	0.0807843137254902	46.4654195212731	0.219764113273967	0.493871953759273	4.20873786407767	2.80199244424308	6.29686741043073	10	124	1.9989506608184e-05
SPAC3C7.04	9	230	32	100	2875	300	0.09	51.7660863113212	0.08	46.0142989433967	0.0188352878047549	0.0783503158527252	1.125	0.541514524386704	2.25257158076585	8	101	1
SPAC3C7.05c	4	50	0	100	1688	300	0.04	23.0071494716983	0.0296208530805687	17.0372848575965	0.0245867173300684	0.230646739894439	1.3504	0.415023788531555	3.89331696941813	2	102	1
SPAC3C7.06c	9	122	24	100	2827	300	0.09	51.7660863113212	0.0431552882914751	24.822004205405	0.0350860934900686	0.149602153312921	2.08549180327869	0.99188386296424	4.22925287415629	4	105	1
SPAC3C7.07c	50	171	28	100	1699	300	0.5	287.589368396229	0.100647439670394	57.8902672110126	0.210653171731988	0.404933250931502	4.96783625730994	3.57899738772648	6.87981593332621	13	137	5.93610609236752e-11
SPAC3C7.08c	168	664	69	100	3247	300	1.68	966.30027781133	0.204496458269172	117.622014545794	0.212820835483596	0.300678110360957	8.21530120481928	6.91029252815236	9.76301824342028	45	223	2.21258282518191e-53
SPAC3C7.09	4	57	14	100	1309	300	0.04	23.0071494716983	0.0435446906035141	25.0459801353477	0.0216750537613993	0.201163656118787	0.91859649122807	0.283726453736717	2.63323225859492	4	100	1
SPAC3C7.10	9	134	11	100	1124	300	0.09	51.7660863113212	0.119217081850534	68.5711305428731	0.0320166296569558	0.135876311373237	0.754925373134328	0.359866917344184	1.52724973983518	11	98	1
SPAC3C7.11c	0	615	26	100	2231	300	0	0	0.275661138502914	158.554425426877	0.000147842521343745	0.0077988914143508	0	0.00329836665117894	0.173993267454166	21	79	1
SPAC3C7.12	0	92	4	100	1867	300	0	0	0.0492769148366363	28.343033628766	0.000990331644204421	0.0525735578030503	0	0.0184894917972965	0.98154832418295	4	96	1
SPAC3C7.13c	5	147	1	100	3757	300	0.05	28.7589368396229	0.0391269630023955	22.5049971542431	0.0123227241182982	0.0858793106888921	1.27789115646259	0.462964745124463	3.22648570258168	3	102	1
SPAC3C7.14c	10	303	71	100	962	300	0.1	57.5178736792458	0.314968814968815	181.163365122781	0.0165869885476412	0.0636247203168611	0.317491749174917	0.159566829828308	0.612069809448203	26	84	1
SPAC3F10.02c	74	388	12	100	2904	300	0.74	425.632265226419	0.133608815426997	76.848949681637	0.147537781816335	0.246202074346269	5.53855670103093	4.28449718394637	7.14970823901565	20	154	5.6791586398297e-19
SPAC3F10.03	9	167	127	100	2067	300	0.09	51.7660863113212	0.0807934204160619	46.4706574960525	0.0258079810539857	0.108496778590715	1.11395209580838	0.533450968385885	2.24262841347007	8	101	1
SPAC3F10.04	72	209	4	100	3680	300	0.72	414.12869049057	0.0567934782608696	32.6664010841369	0.261146880841817	0.45388339399191	12.6775119617225	9.61020521497886	16.7029088989023	9	163	3.041723371302e-37
SPAC3F10.05c	15	161	36	100	1154	300	0.15	86.2768105188687	0.139514731369151	80.2459069528473	0.0527909544183204	0.161723423416988	1.07515527950311	0.609207613987418	1.86628830623204	14	101	1
SPAC3F10.06c	6	97	30	100	1454	300	0.06	34.5107242075475	0.0667125171939477	38.37162136786	0.0244859902135639	0.146163411576945	0.899381443298969	0.356026297705218	2.12521600432878	6	100	1
SPAC3F10.07c	1	17	7	100	374	300	0.01	5.75178736792458	0.0454545454545455	26.1444880360208	0.0029153350293855	0.415929044001673	0.22	0.0109033530099018	1.55557462456626	4	97	1
SPAC3F10.08c	3	53	8	100	954	300	0.03	17.2553621037737	0.0555555555555556	31.9543742662477	0.0141350369061097	0.187704089695948	0.54	0.134848252084286	1.79069701569934	5	98	1
SPAC3F10.09	2	80	6	100	1839	300	0.02	11.5035747358492	0.0435019032082654	25.0213697353979	0.00425384153375414	0.103145545644734	0.45975	0.0782281458057386	1.89684658440666	4	98	1
SPAC3F10.10c	3	100	13	100	2737	300	0.03	17.2553621037737	0.0365363536719035	21.014933752008	0.00760979987896415	0.0976456842270014	0.8211	0.208280222687249	2.67256237729303	3	100	1
SPAC3F10.11c	14	340	21	100	4477	300	0.14	80.5250231509442	0.0759437123073487	43.6812085122707	0.0231643381617516	0.0718190299799939	1.84347058823529	1.03706741950162	3.21533797220433	8	106	1
SPAC3F10.12c	1	161	6	100	1359	300	0.01	5.75178736792458	0.118469462840324	68.1411159849785	0.0003224112784039	0.0407037537236245	0.0844099378881988	0.00438156927350901	0.553164013104057	10	91	1
SPAC3F10.13	29	284	14	100	2456	300	0.29	166.801833669813	0.115635179153094	66.5108962740465	0.0683185649255218	0.151694242762123	2.50788732394366	1.67790395457082	3.72561060223775	13	116	0.523117846115992
SPAC3F10.15c	29	116	7	100	3603	300	0.29	166.801833669813	0.032195392728282	18.5181053199903	0.162876283290607	0.381646543188624	9.0075	5.86843248696056	13.7507249510861	4	125	5.49283673037221e-12
SPAC3F10.16c	19	302	46	100	1951	300	0.19	109.283959990567	0.154792414146591	89.0333052338915	0.0384070587362369	0.101845992267118	1.22745033112583	0.749321715943981	1.98701530913147	15	104	1
SPAC3F10.17	18	190	23	100	1556	300	0.18	103.532172622642	0.122107969151671	70.2339074489506	0.056571057416672	0.156667112804541	1.47410526315789	0.880245653403417	2.43774027523866	12	106	1
SPAC3F10.18c	85	9	164	100	81	300	0.85	488.901926273589	0.111111111111111	63.9087485324954	4.60316300090228	20.0755808447025	7.65	3.72856203073085	16.261220484209	18	167	3.2655232742027e-06
SPAC3F10.19	84	184	23	100	1142	300	0.84	483.150138905665	0.161120840630473	92.6732815847744	0.34972909539138	0.595414428685904	5.21347826086956	3.99390626936956	6.79963277559303	25	159	1.36209442469216e-17
SPAC3G6.01	9	621	86	100	4889	300	0.09	51.7660863113212	0.127019840458171	73.0591113823106	0.00703669025486838	0.0287541922742361	0.708550724637681	0.344023786560515	1.4057924602874	12	97	1
SPAC3G6.02	17	112	39	100	545	300	0.17	97.7803852547179	0.205504587155963	118.201868845423	0.0879756466282611	0.258448017497972	0.827232142857143	0.479467274124023	1.40854169536395	19	98	1
SPAC3G6.03c	1	95	21	100	1656	300	0.01	5.75178736792458	0.0573671497584541	32.9963647314514	0.000544287583430178	0.0694118096985982	0.174315789473684	0.00901340238160375	1.14945956860879	5	96	1
SPAC3G6.04	8	104	0	100	1185	300	0.08	46.0142989433967	0.0877637130801688	50.4798216256672	0.0347623534870821	0.163049426699712	0.911538461538462	0.411933888821922	1.93213570639159	8	100	1
SPAC3G6.05	28	147	14	100	1390	300	0.28	161.050046301888	0.105755395683453	60.8282548981952	0.124433295741987	0.289816979633382	2.64761904761905	1.72962281081362	4.02845601690401	12	116	0.429496337329432
SPAC3G6.06c	8	73	12	100	1636	300	0.08	46.0142989433967	0.0446210268948655	25.6650658837711	0.0489452278447411	0.235251333153775	1.79287671232877	0.800743927539965	3.84871181039576	4	104	1
SPAC3G6.07	1	0	0	100	474	300	0.01	5.75178736792458	0	0	0.0577765545925511	8.27870929775896	NA	0.273860868768692	39.2410820713775	0	101	1
SPAC3G6.08	7	45	6	100	756	300	0.07	40.2625115754721	0.0595238095238095	34.2368295709797	0.0641699315377653	0.358780291085016	1.176	0.485124682425506	2.71237900060272	6	101	1
SPAC3G6.09c	46	225	43	100	2659	300	0.46	264.582218924531	0.0846182775479504	48.6706339895837	0.146928551948871	0.283673529778769	5.43617777777778	3.90683019632049	7.54287915681747	11	135	9.08186136935716e-12
SPAC3G6.10c	5	240	93	100	645	300	0.05	28.7589368396229	0.372093023255814	214.019995085566	0.00759454666853849	0.0522421557141685	0.134375	0.0489848260120733	0.336961904356387	28	77	1
SPAC3G6.11	11	106	6	100	3496	300	0.11	63.2696610471704	0.0303203661327231	17.4396298913045	0.0528350731508806	0.198544916207404	3.62792452830189	1.84711415735479	6.94113027061083	3	108	1
SPAC3G6.13c	47	209	123	100	197	300	0.47	270.334006292455	1.06091370558376	610.215005023471	0.161754802337295	0.311802802901809	0.443014354066986	0.318656960604471	0.614251521716563	75	72	1
SPAC3G9.01	2	92	3	100	1697	300	0.02	11.5035747358492	0.0542133176193282	31.1823475456135	0.00370752009790587	0.0894273321674564	0.368913043478261	0.0629166160614626	1.51758182688174	5	97	1
SPAC3G9.02	0	28	0	100	695	300	0	0	0.0402877697841727	23.1726685326458	0.00327211992868732	0.176722244865318	0	0.0227412335043769	1.22821960181396	3	97	1
SPAC3G9.03	7	272	179	100	456	300	0.07	40.2625115754721	0.596491228070175	343.089071069186	0.0111610380740905	0.0562133951085791	0.117352941176471	0.0508943336178529	0.25633308169512	39	68	1
SPAC3G9.04	26	102	22	100	632	300	0.26	149.546471566039	0.161392405063291	92.8294796722005	0.161768957973715	0.399099098969762	1.61098039215686	1.02237981439388	2.5223063054889	17	109	1
SPAC3G9.05	4	140	24	100	2529	300	0.04	23.0071494716983	0.055357848952155	31.8406576318482	0.00901602807011723	0.079921750272733	0.722571428571429	0.228015349893265	2.02122106439742	5	99	1
SPAC3G9.06	10	213	6	100	1633	300	0.1	57.5178736792458	0.130434782608696	75.0233134946685	0.0234869676945639	0.0909493675846292	0.766666666666666	0.383542182452229	1.485203172657	12	98	1
SPAC3G9.07c	5	241	1	100	1670	300	0.05	28.7589368396229	0.144311377245509	83.0048356688518	0.00756334235923529	0.0520230421135817	0.346473029045643	0.126307817399229	0.868784803296815	13	92	1
SPAC3G9.08	1	79	8	100	1255	300	0.01	5.75178736792458	0.0629482071713147	36.2064702841468	0.000653273939375048	0.083726477547001	0.158860759493671	0.00819858793915686	1.05076729321486	5	96	1
SPAC3G9.09c	7	197	11	100	1072	300	0.07	40.2625115754721	0.183768656716418	105.699823832196	0.0153502233361675	0.0779403348095547	0.380913705583756	0.164554394163716	0.835520389158426	16	91	1
SPAC3G9.10c	0	92	3	100	1111	300	0	0	0.0828082808280828	47.6295623626518	0.000990331644204421	0.0525735578030503	0	0.0110025845671111	0.584092227191889	7	93	1
SPAC3G9.11c	1	20	4	100	2235	300	0.01	5.75178736792458	0.00894854586129754	5.1470133046305	0.00249697159993946	0.349045314408539	1.1175	0.0558073152586469	7.80116277703085	0	101	1
SPAC3G9.12	3	156	17	100	5106	300	0.03	17.2553621037737	0.0305522914218566	17.5730283861386	0.00490947789791588	0.0621207546844782	0.981923076923077	0.250677941467585	3.17188573418946	3	100	1
SPAC3G9.13c	1	127	0	100	6574	300	0.01	5.75178736792458	0.0193185275327046	11.1116062629514	0.000408115085612269	0.0517244111829588	0.517637795275591	0.0268294857281506	3.40036279116771	1	100	1
SPAC3G9.14	7	603	38	100	3277	300	0.07	40.2625115754721	0.18400976502899	105.838504206851	0.00506305574125613	0.025203241224741	0.380414593698176	0.165916336640963	0.825910214934763	16	91	1
SPAC3G9.15c	13	69	11	100	532	300	0.13	74.7732357830196	0.129699248120301	74.6002496967662	0.0993598571337522	0.350467128617361	1.00231884057971	0.528594439951562	1.86448512424436	12	101	1
SPAC3G9.16c	7	86	39	100	406	300	0.07	40.2625115754721	0.211822660098522	121.835890059486	0.0345364454566039	0.182039953305544	0.33046511627907	0.140217968553812	0.739082210420509	18	89	1
SPAC3G9.17	10	23	26	100	335	300	0.1	57.5178736792458	0.0686567164179104	39.4898834215718	0.193500270515099	0.95591927885059	1.45652173913043	0.648225906225582	3.20232958414948	7	103	1
SPAC3H1.01c	7	120	13	100	2370	300	0.07	40.2625115754721	0.0506329113924051	29.122974014808	0.0249744299761732	0.129198666711499	1.3825	0.591893990435305	3.06200840106253	5	102	1
SPAC3H1.02c	3	219	26	100	3245	300	0.03	17.2553621037737	0.0674884437596302	38.817917829753	0.00350877116934505	0.0440781096070239	0.444520547945206	0.113859624445247	1.43033465674793	6	97	1
SPAC3H1.03	1	70	23	100	743	300	0.01	5.75178736792458	0.0942126514131898	54.1891138297067	0.000736193769851976	0.0947130282636387	0.106142857142857	0.00546991971000018	0.703717799998836	8	93	1
SPAC3H1.04c	17	205	25	100	1985	300	0.17	97.7803852547179	0.103274559193955	59.4013304999768	0.0488754473307326	0.138770720320333	1.64609756097561	0.970177629515043	2.75459879835862	10	107	1
SPAC3H1.05	1	398	15	100	2058	300	0.01	5.75178736792458	0.193391642371234	111.234760565305	0.000130858437010517	0.0163782425876011	0.0517085427135678	0.00269306663367643	0.33706423245283	16	85	1
SPAC3H1.06c	0	152	18	100	3713	300	0	0	0.040937247508753	23.5462343098448	0.000598838241017142	0.0316968718582087	0	0.0222348638889665	1.17690485209529	3	97	1
SPAC3H1.07	18	457	117	100	990	300	0.18	103.532172622642	0.461616161616162	265.511800721367	0.0238361323032889	0.0642431670075246	0.389934354485777	0.23597770980256	0.636007353374494	37	81	1
SPAC3H1.08c	13	67	21	100	836	300	0.13	74.7732357830196	0.0801435406698565	46.096860484563	0.102170887966704	0.361507911367909	1.62208955223881	0.854148623401649	3.02220613903572	8	105	1
SPAC3H1.09c	42	387	36	100	2366	300	0.42	241.575069452832	0.16356720202874	94.0803766435678	0.0778638099455186	0.150740754448634	2.5677519379845	1.84225774331097	3.56652625025469	19	123	0.0192655600517121
SPAC3H1.10	0	191	12	100	2111	300	0	0	0.0904784462340123	52.0412784118235	0.000476419840813637	0.0251939743348393	0	0.0100572228395759	0.531844798208457	8	92	1
SPAC3H1.11	19	841	283	100	3878	300	0.19	109.283959990567	0.216864363073749	124.73577040806	0.0139245692325902	0.0362141069192465	0.876123662306778	0.539994794839846	1.40438306632838	21	98	1
