V4	ePRO_Lsk1as_Cdk9as_DMSOr1_pr_counts	ePRO_Lsk1as_Cdk9as_DMSOr1gb_counts	ePRO_Lsk1as_Cdk9as_DMSOr1term_counts	ePRO_Lsk1as_Cdk9as_DMSOr1pr_map	ePRO_Lsk1as_Cdk9as_DMSOr1gb_map	ePRO_Lsk1as_Cdk9as_DMSOr1term_map	ePRO_Lsk1as_Cdk9as_DMSOr1pr_density	ePRO_Lsk1as_Cdk9as_DMSOr1pr_densityRPKM	ePRO_Lsk1as_Cdk9as_DMSOr1gb_density	ePRO_Lsk1as_Cdk9as_DMSOr1gb_densityRPKM	ePRO_Lsk1as_Cdk9as_DMSOr1pause_index_CI_low	ePRO_Lsk1as_Cdk9as_DMSOr1pause_index_CI_high	ePRO_Lsk1as_Cdk9as_DMSOr1pause_index_scaled	ePRO_Lsk1as_Cdk9as_DMSOr1pause_index_CI_low_scaled	ePRO_Lsk1as_Cdk9as_DMSOr1pause_index_CI_high_scaled	ePRO_Lsk1as_Cdk9as_DMSOr1_ExpPR	ePRO_Lsk1as_Cdk9as_DMSOr1_ExpGB	ePRO_Lsk1as_Cdk9as_DMSOr1Fexact_Pval
SPAC1006.03c	56	676	73	100	2770	300	0.56	189.609597225199	0.244043321299639	82.6302783162935	0.0624511860144533	0.109634473929395	2.29467455621302	1.72989785260036	3.03687492784423	30	126	0.0186354485925254
SPAC1006.04c	10	136	61	100	3993	300	0.1	33.858856647357	0.0340596043075382	11.5321925971464	0.0364659751056232	0.143758485739419	2.93602941176471	1.45608638596753	5.740276335575	3	107	1
SPAC1006.05c	23	460	30	100	2032	300	0.23	77.875370288921	0.226377952755905	76.6489865048435	0.0321008503630305	0.0771864927412128	1.016	0.652289279376779	1.56842953250144	22	101	1
SPAC1006.06	7	712	25	100	4139	300	0.07	23.7011996531499	0.172022227591206	58.2447594416964	0.00429101890152592	0.0213285472606324	0.406924157303371	0.177605272334158	0.882788571117574	15	92	1
SPAC1006.07	162	763	489	100	1302	300	1.62	548.513477687183	0.586021505376344	198.42018142806	0.178536539458376	0.25238963405951	2.76440366972477	2.32454574374806	3.28611303545482	96	166	1.01642166161837e-10
SPAC1006.08	11	90	79	100	1457	300	0.11	37.2447423120927	0.061770761839396	20.9148737011814	0.0618799775389998	0.235233652813269	1.78077777777778	0.901591272743228	3.42735432148932	6	105	1
SPAC1006.09	43	1378	33	100	4844	300	0.43	145.593083583635	0.284475639966969	96.3201991330675	0.0227470804388209	0.0426565676996059	1.51155297532656	1.10186857645648	2.06628413936891	31	112	1
SPAC1039.01	0	193	38	100	2977	300	0	0	0.0648303661404098	21.950820735438	0.000471477153258078	0.0249316686099192	0	0.014035874852493	0.742215774517295	6	94	1
SPAC1039.02	0	129	44	100	2733	300	0	0	0.0472008781558727	15.9816776710906	0.000705792260200765	0.0373880947411564	0	0.0192893024712869	1.0218166292758	4	96	1
SPAC1039.03	17	126	14	100	1499	300	0.17	57.5600563005068	0.0840560373582388	28.4604131925749	0.0785177818533752	0.228766276993121	2.02246031746032	1.17698154998209	3.42920649212688	9	108	1
SPAC1039.04	1	140	29	100	1844	300	0.01	3.3858856647357	0.0759219088937093	25.706290296258	0.000370462202614252	0.0468720967405914	0.131714285714286	0.00683132301620681	0.864321463896505	7	94	1
SPAC1039.05c	0	165	26	100	3153	300	0	0	0.0523311132254995	17.7187166089879	0.000551593368263645	0.0291857944544672	0	0.0173917389013527	0.920228099149352	4	96	1
SPAC1039.06	3	74	21	100	1966	300	0.03	10.1576569942071	0.0376398779247202	12.7444323087712	0.0102195802950602	0.132933710232173	0.797027027027027	0.200916948600883	2.61347674316452	3	100	1
SPAC1039.07c	1	103	36	100	1430	300	0.01	3.3858856647357	0.072027972027972	24.3878477949494	0.000502381202177598	0.0639453086296244	0.138834951456311	0.00718405119113965	0.914417913403629	6	95	1
SPAC1039.08	2	32	4	100	995	300	0.02	6.77177132947139	0.0321608040201005	10.8892805298032	0.0103607343252721	0.266746389187881	0.621875	0.103089306536457	2.65412657241941	3	99	1
SPAC1039.09	0	87	6	100	3060	300	0	0	0.0284313725490196	9.62653767424855	0.00104739323259198	0.0556266725263707	0	0.0320502329173146	1.70217617930694	2	98	1
SPAC1039.10	1	40	21	100	888	300	0.01	3.3858856647357	0.045045045045045	15.2517372285392	0.00127611792778602	0.168327520214101	0.222	0.0113319271987398	1.49474837950122	4	97	1
SPAC1039.11c	0	102	25	100	3471	300	0	0	0.0293863439930856	9.94988008651804	0.000893028017049197	0.047373298583352	0	0.0309970024717776	1.64432719382815	2	98	1
SPAC105.01c	24	365	33	100	3151	300	0.24	81.2612559536567	0.11583624246271	39.2208272811339	0.0424934715166505	0.100903638404921	2.0718904109589	1.33896928748966	3.17947364613905	12	112	1
SPAC105.02c	24	148	96	100	1418	300	0.24	81.2612559536567	0.104372355430183	35.3392862045757	0.102761029003099	0.253916014476315	2.29945945945946	1.45715139126394	3.60052908527414	11	113	1
SPAC105.03c	4	250	6	100	2487	294	0.04	13.5435426589428	0.100522718134298	34.0358430311188	0.00508232694639611	0.0444238220881105	0.39792	0.126397471156871	1.10482045533131	9	95	1
SPAC1071.01c	47	433	33	100	2319	300	0.47	159.136626242578	0.186718413109099	63.2207198288295	0.079361308126193	0.148025489002765	2.51715935334873	1.84038873544642	3.43271108997412	23	124	0.0108807664815662
SPAC1071.02	4	279	37	100	3405	300	0.04	13.5435426589428	0.0819383259911894	27.7433803366009	0.00455804208316546	0.0397669794035886	0.488172043010753	0.155201332931784	1.35406564869219	7	97	1
SPAC1071.03c	14	295	24	100	1677	300	0.14	47.4023993062997	0.175909361955874	59.5608986939195	0.0266513176208664	0.082924665548932	0.795864406779661	0.44694259650193	1.39064664125559	17	97	1
SPAC1071.04c	5	10	30	100	331	300	0.05	16.9294283236785	0.0302114803625378	10.2292618269961	0.149264175161072	1.58487800229192	1.655	0.494064419783148	5.24594618758625	3	102	1
SPAC1071.05	16	132	41	100	1458	300	0.16	54.1741706357711	0.0905349794238683	30.6541088988417	0.0695297876278253	0.208213854701799	1.76727272727273	1.01374430361369	3.03575800155222	9	107	1
SPAC1071.06	36	110	18	100	1678	300	0.36	121.891883930485	0.065554231227652	22.1959131776476	0.220604151041887	0.48376022374522	5.49163636363636	3.70173765448286	8.1174965544448	8	128	1.06242502401132e-08
SPAC1071.07c	193	94	124	100	468	300	1.93	653.475933293989	0.200854700854701	68.0071052318708	1.59349697528751	2.64732320588539	9.60893617021277	7.45756584434555	12.3894726035436	49	244	4.82764730732812e-43
SPAC1071.08	28	71	147	100	320	300	0.28	94.8047986125995	0.221875	75.1243381863233	0.248619137426768	0.622501573030092	1.26197183098592	0.795581239765657	1.99200503369629	23	105	1
SPAC1071.09c	819	168	235	100	2232	300	8.19	2773.04035941853	0.0752688172043011	25.4851609173655	4.11616572984203	5.77603796811616	108.81	91.872819090074	128.921167448353	64	855	0
SPAC1071.10c	364	10307	1893	100	4273	300	3.64	1232.46238196379	2.4121226304704	816.717143609427	0.0317647607315943	0.0392583222259959	1.50904433879887	1.35730822606102	1.6775081087168	328	136	0.817999754503281
SPAC1071.11	20	334	22	100	2136	300	0.2	67.7177132947139	0.156367041198502	52.9440923231143	0.037070096242435	0.0956706075586523	1.27904191616766	0.791817255738411	2.04352417745281	16	104	1
SPAC1071.12c	0	33	15	100	736	300	0	0	0.0448369565217391	15.1812808337334	0.0027729657495468	0.149200036234492	0	0.0204090279166644	1.09811226668586	4	96	1
SPAC1071.13	5	328	53	100	3378	300	0.05	16.9294283236785	0.0970988750740083	32.8765689175047	0.00557167652116817	0.0381148036052244	0.514939024390244	0.188211232885061	1.28751806578448	9	96	1
SPAC1093.01	19	1464	135	100	5223	300	0.19	64.3318276299782	0.280298678920161	94.9059278800126	0.00801753212934926	0.0207540219352841	0.677848360655738	0.418755703115912	1.08398256567989	26	93	1
SPAC1093.02	29	134	117	100	992	300	0.29	98.1906842773352	0.13508064516129	45.7367620034862	0.141830402540288	0.328385782043468	2.14686567164179	1.40695759319966	3.2575869578712	15	114	1
SPAC1093.03	16	266	30	100	3353	300	0.16	54.1741706357711	0.0793319415448852	26.8608883632477	0.0350422306140815	0.101676038286385	2.01684210526316	1.17496599249015	3.40919756374248	8	108	1
SPAC1093.04c	14	331	7	100	4949	300	0.14	47.4023993062997	0.066882198423924	22.6455476869573	0.023786772258581	0.0737956793356668	2.09323262839879	1.17720735907718	3.65214817032215	7	107	1
SPAC1093.05	41	309	98	100	2479	300	0.41	138.821312254164	0.124647035094796	42.2040609279278	0.0944467067573797	0.185747665615905	3.28928802588997	2.34133386051544	4.6046846306183	15	126	9.57979254350408e-05
SPAC1093.06c	2	1160	16	100	12942	300	0.02	6.77177132947139	0.0896306598670994	30.3479166364813	0.000298266821173687	0.00696492180522805	0.223137931034483	0.0386016919962986	0.901400180032614	8	94	1
SPAC1093.07	0	50	6	100	1791	300	0	0	0.0279173646007817	9.45250045989865	0.00182593230767121	0.0975451588739486	0	0.0327024476303914	1.74703379543242	2	98	1
SPAC10F6.01c	48	2844	250	100	4905	300	0.48	162.522511907313	0.579816513761468	196.319242212198	0.0125481061591562	0.0226329859029867	0.827848101265823	0.615484607106611	1.1101479585415	54	94	1
SPAC10F6.02c	4	295	8	100	3591	300	0.04	13.5435426589428	0.0821498189919243	27.8149894485389	0.00431259118892747	0.0375927484318807	0.486915254237288	0.154865149594386	1.34995559618884	7	97	1
SPAC10F6.03c	43	765	134	100	2113	300	0.43	145.593083583635	0.362044486512068	122.584123687781	0.0408157156864854	0.0771402246212998	1.18769934640523	0.862436072455437	1.62997294624807	38	105	1
SPAC10F6.04	0	154	7	100	2665	300	0	0	0.0577861163227017	19.5657182877785	0.000591049873411664	0.0312827953697115	0	0.0157514791264209	0.833686496602811	5	95	1
SPAC10F6.05c	1	90	47	100	2025	300	0.01	3.3858856647357	0.0444444444444444	15.0483807321586	0.00057422460608912	0.0733297243494172	0.225	0.0116280482733047	1.4849269180757	4	97	1
SPAC10F6.06	237	483	919	100	890	300	2.37	802.45490254236	0.542696629213483	183.750873715432	0.418753891873984	0.574870187882708	4.36708074534161	3.72690963767846	5.1163446721561	118	219	8.2906265047754e-28
SPAC10F6.07c	15	20	10	100	366	300	0.15	50.7882849710354	0.0546448087431694	18.5021074575721	0.36540443218819	1.53051292429786	2.745	1.33738022180877	5.60167730293016	5	110	1
SPAC10F6.08c	45	106	11	100	983	300	0.45	152.364854913106	0.107833163784334	36.5110763440472	0.295010106311812	0.609506535250577	4.17311320754717	2.89994934504511	5.99144924151317	14	131	4.65427949127739e-07
SPAC10F6.09c	5	599	144	100	3689	300	0.05	16.9294283236785	0.162374627270263	54.9781922791185	0.00306092683878879	0.0207958629047818	0.307929883138564	0.112917591082919	0.7671593825574	14	91	1
SPAC10F6.10	4	108	41	100	1670	300	0.04	13.5435426589428	0.0646706586826347	21.8967456162548	0.0116360735311093	0.104122013514932	0.618518518518518	0.194322427969525	1.73883762569937	6	98	1
SPAC10F6.11c	5	349	25	100	2545	300	0.05	16.9294283236785	0.13713163064833	46.4312022394011	0.0052386917134221	0.0358042288713147	0.364613180515759	0.133324704106592	0.911217624774959	12	93	1
SPAC10F6.12c	39	140	26	100	987	300	0.39	132.049540924692	0.141843971631206	48.0267470175276	0.192198707459814	0.40239549026976	2.7495	1.89700124262836	3.97164348896253	17	122	0.0243660911193138
SPAC10F6.13c	60	397	66	100	1199	300	0.6	203.153139884142	0.331109257714762	112.109808915769	0.114083098741179	0.199822424754482	1.81209068010076	1.36785635390674	2.39587087280624	39	121	1
SPAC10F6.14c	19	212	76	100	1579	300	0.19	64.3318276299782	0.134262191260291	45.4596428704223	0.0543714165370896	0.146019201183503	1.41514150943396	0.858524667120645	2.30564318668751	14	105	1
SPAC10F6.15	5	40	1	100	1234	300	0.05	16.9294283236785	0.0324149108589951	10.9753182001157	0.0434451744918805	0.330636380277413	1.5425	0.536113453229805	4.08005293262328	3	102	1
SPAC10F6.16	32	125	129	100	1061	300	0.32	108.348341271542	0.117813383600377	39.8902646646524	0.170253509337036	0.383142175626117	2.71616	1.80638973406595	4.0651384833931	13	119	0.142532024022269
SPAC10F6.17c	11	118	13	100	1801	300	0.11	37.2447423120927	0.0655191560244309	22.1840371148702	0.0476155886502217	0.177746335577671	1.67889830508475	0.857556751590494	3.20121150375385	6	105	1
SPAC110.01	4	2190	170	100	5792	300	0.04	13.5435426589428	0.37810773480663	128.022955900745	0.000584532967122501	0.00502860946973118	0.1057899543379	0.0338561494557352	0.29125706048683	28	76	1
SPAC110.02	90	708	47	100	3853	300	0.9	304.729709826213	0.183752919802751	62.2166377013463	0.101434499981754	0.159133067348248	4.8978813559322	3.90827128429699	6.13139708492798	29	161	7.8190299818212e-20
SPAC110.03	24	678	88	100	1448	300	0.24	81.2612559536567	0.468232044198895	158.538016622293	0.0230223098819459	0.0539688818654274	0.512566371681416	0.333363047090576	0.781469409411389	39	85	1
SPAC110.04c	5	1447	207	100	2755	300	0.05	16.9294283236785	0.525226860254083	177.835809686844	0.0012700534570001	0.00858665316811014	0.0951969592259848	0.0349899727403528	0.236562294781434	36	69	1
SPAC110.05	1	113	61	100	1707	300	0.01	3.3858856647357	0.0661980082015231	22.4138887003593	0.000458276089883442	0.0582144062280202	0.151061946902655	0.00782277285431036	0.993719914312305	6	95	1
SPAC1142.01	95	294	7	100	1904	300	0.95	321.659138149891	0.154411764705882	52.2820580584188	0.25464514484822	0.409685759605516	6.15238095238095	4.8484435579101	7.80041686288902	26	169	4.55116745147028e-25
SPAC1142.02c	106	226	165	100	1080	300	1.06	358.903880461984	0.209259259259259	70.8527926139136	0.369890917378692	0.594380182277918	5.06548672566372	3.99482190768987	6.41930596860151	35	171	2.2621778252063e-20
SPAC1142.03c	4	124	176	100	2243	300	0.04	13.5435426589428	0.0552831029870709	18.718226590603	0.0101598494999838	0.0904312249418767	0.723548387096774	0.227885424284636	2.0283723754463	5	99	1
SPAC1142.04	3	244	91	100	2169	300	0.03	10.1576569942071	0.112494236975565	38.0892624340945	0.00315192102760419	0.0395227400318519	0.266680327868852	0.068365167088735	0.857248231290867	10	93	1
SPAC1142.05	33	169	131	100	969	300	0.33	111.734226936278	0.174406604747162	59.052082284864	0.132025479826477	0.287447648533139	1.89213017751479	1.27932689951857	2.78536771428612	19	114	1
SPAC1142.06	42	457	58	100	1508	300	0.42	142.207197918899	0.303050397877984	102.609399786752	0.0661052723012133	0.127321977339968	1.38590809628009	0.996867506302296	1.92001541828671	33	109	1
SPAC1142.07c	9	102	35	100	1016	300	0.09	30.4729709826213	0.100393700787402	33.9921592325828	0.0417588227032149	0.179881308117115	0.896470588235294	0.424269638664663	1.82759409046989	9	100	1
SPAC1142.08	23	265	35	100	2324	300	0.23	77.875370288921	0.114027538726334	38.6084208758588	0.0552882415596587	0.135062150234724	2.01705660377358	1.28489873384647	3.13884437145499	12	111	1
SPAC1142.09	44	0	89	100	3	300	0.44	148.978969248371	0	0	8.99895352207296	481.651243139675	NA	0.269968605662189	14.4495372941902	0	144	1
SPAC11D3.01c	28	13	30	100	130	300	0.28	94.8047986125995	0.1	33.858856647357	1.07374674880718	4.38157651404532	2.8	1.39587077344934	5.69604946825891	11	117	1
SPAC11D3.02c	20	44	37	100	450	300	0.2	67.7177132947139	0.0977777777777778	33.106437610749	0.258912769462872	0.792059458429371	2.04545454545455	1.16510746258292	3.56426756293217	10	110	1
SPAC11D3.03c	2	33	3	100	1284	300	0.02	6.77177132947139	0.0257009345794393	8.70204259628333	0.0100598497413364	0.258222095273969	0.778181818181818	0.129168470678759	3.31557170331776	2	100	1
SPAC11D3.04c	0	97	20	100	1836	300	0	0	0.0528322440087146	17.8883937624925	0.00093916623375614	0.0498381451918062	0	0.0172430920517627	0.915028345721563	5	95	1
SPAC11D3.05	9	611	16	100	1753	300	0.09	30.4729709826213	0.348545350827153	118.013470687593	0.00715125708249915	0.0292273887364861	0.258216039279869	0.12536153665621	0.512356124550602	28	81	1
SPAC11D3.06	8	126	26	100	1521	300	0.08	27.0870853178856	0.0828402366863905	28.0487569859762	0.0288335226261909	0.133875701725413	0.965714285714286	0.438557879144363	2.03624942324354	8	100	1
SPAC11D3.07c	19	470	2	100	4030	300	0.19	64.3318276299782	0.116625310173697	39.4879965862476	0.0248101892429465	0.0650843154307634	1.62914893617021	0.999850626490745	2.62289791185977	12	107	1
SPAC11D3.08c	4	184	61	100	3214	300	0.04	13.5435426589428	0.0572495332918482	19.3840374085678	0.00688456805861253	0.0605643930688331	0.698695652173913	0.221270017403807	1.94653959323229	5	99	1
SPAC11D3.09	0	24	3	100	1729	300	0	0	0.0138808559861191	4.69989912976615	0.0038226010111885	0.207313917589234	0	0.0660927714834492	3.58445763511786	1	99	1
SPAC11D3.10	1	83	0	100	4126	300	0.01	3.3858856647357	0.0201163354338342	6.8111611772434	0.000622130592304054	0.0796215011770904	0.49710843373494	0.0256691082384653	3.28518313856675	1	100	1
SPAC11D3.11c	5	174	20	100	2151	300	0.05	16.9294283236785	0.0808926080892608	27.3893122112511	0.0104363621143137	0.0723548066022388	0.618103448275862	0.224486149078887	1.55635189001416	7	98	1
SPAC11D3.13	1	61	57	100	920	300	0.01	3.3858856647357	0.066304347826087	22.4498940813997	0.000843223890509038	0.109017573252971	0.150819672131148	0.00775765979268315	1.00296167392733	6	95	1
SPAC11D3.14c	4	484	2	100	4308	300	0.04	13.5435426589428	0.112349117920149	38.0401267811531	0.00263589276388823	0.0228408784692954	0.35603305785124	0.113554260268305	0.983985044457247	10	94	1
SPAC11D3.15	7	430	3	100	3921	300	0.07	23.7011996531499	0.109665901555726	37.1316203987847	0.00708675277554987	0.0354142376691245	0.638302325581395	0.27787157632931	1.38859225900637	10	97	1
SPAC11D3.16c	27	116	81	100	945	300	0.27	91.4189129478638	0.122751322751323	41.5621944031048	0.149642955634174	0.359819271816967	2.19956896551724	1.41412593074294	3.40029211867034	13	114	1
SPAC11D3.17	2	216	27	100	3291	300	0.02	6.77177132947139	0.0656335460346399	22.2227682644458	0.00159318918132925	0.0376609428450489	0.304722222222222	0.0524318559575456	1.23942162903056	6	96	1
SPAC11D3.18c	9	210	18	100	2031	300	0.09	30.4729709826213	0.103397341211226	35.0091575378875	0.0206023285071046	0.0859305311631696	0.870428571428571	0.418433291979294	1.74524908792397	10	99	1
SPAC11D3.19	7	40	6	100	1210	300	0.07	23.7011996531499	0.0330578512396694	11.1930104619362	0.0716723717868451	0.406852875278181	2.1175	0.867235698620826	4.92291979086599	3	104	1
SPAC11E3.01c	22	467	18	100	3812	300	0.22	74.4894846241853	0.122507869884575	41.4797640459488	0.0299461025423013	0.0734029213177057	1.79580299785867	1.14154542891253	2.79811936063094	13	109	1
SPAC11E3.02c	14	495	44	100	3850	300	0.14	47.4023993062997	0.128571428571429	43.5328156894589	0.0159682487348643	0.0491463139866235	1.08888888888889	0.614777576292277	1.892133088485	12	102	1
SPAC11E3.03	0	16	26	100	987	300	0	0	0.0162107396149949	5.48877108771744	0.00576104614150375	0.317064970660191	0	0.056861525416642	3.12943126041608	1	99	1
SPAC11E3.04c	8	99	97	100	714	300	0.08	27.0870853178856	0.138655462184874	46.9471541749067	0.0364665923812335	0.171543803709601	0.576969696969697	0.260371469602007	1.22482275848655	13	95	1
SPAC11E3.05	13	304	16	100	3997	300	0.13	44.016513641564	0.0760570427820866	25.7520450858056	0.0234874955190339	0.0762256311271611	1.70924342105263	0.938795195895786	3.04673847615263	7	106	1
SPAC11E3.06	5	34	31	100	1847	300	0.05	16.9294283236785	0.018408229561451	6.23281605852808	0.0506159886425307	0.393324464431894	2.71617647058824	0.934877310227542	7.26470285805707	1	104	1
SPAC11E3.07	108	173	156	100	1208	300	1.08	365.675651791455	0.143211920529801	48.4899188741122	0.487393448894352	0.79926289431652	7.54127167630058	5.88771286264377	9.65509576334356	26	182	3.75170013139989e-31
SPAC11E3.08c	9	119	10	100	1531	300	0.09	30.4729709826213	0.077726975832789	26.3174653235498	0.0359476938640388	0.153477816135871	1.15789915966387	0.550359193058434	2.34974536504018	7	102	1
SPAC11E3.09	0	211	19	100	1333	300	0	0	0.158289572393098	53.5950394042935	0.00043121392571436	0.0227956467164366	0	0.00574808162977242	0.3038659707301	13	87	1
SPAC11E3.10	3	203	48	100	1069	300	0.03	10.1576569942071	0.189897100093545	64.2969868981615	0.00378287343497672	0.0475884847496097	0.157980295566502	0.0404389170199011	0.508720901973328	16	87	1
SPAC11E3.11c	10	582	22	100	3255	300	0.1	33.858856647357	0.178801843317972	60.5402598118641	0.00868116503803129	0.032941028895013	0.559278350515464	0.282571921987918	1.07223049053267	16	94	1
SPAC11E3.12	14	52	0	100	2724	300	0.14	47.4023993062997	0.0190895741556534	6.4635115479536	0.142608936775508	0.500227023059085	7.33384615384615	3.88466743776483	13.6261841081295	2	112	0.000904038208214615
SPAC11E3.13c	301	1471	292	100	2103	300	3.01	1019.15158508544	0.699476937708036	236.834893619886	0.180399137519132	0.2320603969114	4.3032154996601	3.79379386202735	4.88023014704675	165	236	3.1194906078664e-35
SPAC11E3.14	5	277	36	100	2681	300	0.05	16.9294283236785	0.103319656844461	34.9828544995072	0.00658876064441853	0.0451984086365599	0.483935018050542	0.176644672876861	1.21176933554617	9	96	1
SPAC11E3.15	77	193	1196	100	406	300	0.77	260.713196184649	0.475369458128079	160.954663372904	0.303636824574256	0.523664397776735	1.61979274611399	1.23276550777148	2.12607745497354	57	120	1
SPAC11G7.01	60	1030	245	100	2966	300	0.6	203.153139884142	0.347269049224545	117.581329557578	0.0444936452468502	0.0761062319935589	1.72776699029126	1.31968151802158	2.25731084092896	41	119	1
SPAC11G7.02	159	648	42	100	2923	300	1.59	538.355820692976	0.221690044474855	75.0617143602029	0.205490375456773	0.292867118614093	7.17217592592593	6.00648367460148	8.56050587708993	46	213	5.08971743954167e-45
SPAC11G7.03	3	170	53	100	1164	300	0.03	10.1576569942071	0.146048109965636	49.4502201894389	0.00450943849098885	0.0569413304924588	0.205411764705882	0.0524898640351102	0.662797086932221	13	90	1
SPAC11G7.04	37	136	383	93	363	300	0.397849462365591	134.707279134646	0.37465564738292	126.85411856861	0.185957784481369	0.396561060708458	1.06190702087287	0.725835223298245	1.54786736599108	35	95	1
