V4	ePRO_Cdk9as_1min_r2_pr_counts	ePRO_Cdk9as_1min_r2gb_counts	ePRO_Cdk9as_1min_r2term_counts	ePRO_Cdk9as_1min_r2pr_map	ePRO_Cdk9as_1min_r2gb_map	ePRO_Cdk9as_1min_r2term_map	ePRO_Cdk9as_1min_r2pr_density	ePRO_Cdk9as_1min_r2pr_densityRPKM	ePRO_Cdk9as_1min_r2gb_density	ePRO_Cdk9as_1min_r2gb_densityRPKM	ePRO_Cdk9as_1min_r2pause_index_CI_low	ePRO_Cdk9as_1min_r2pause_index_CI_high	ePRO_Cdk9as_1min_r2pause_index_scaled	ePRO_Cdk9as_1min_r2pause_index_CI_low_scaled	ePRO_Cdk9as_1min_r2pause_index_CI_high_scaled	ePRO_Cdk9as_1min_r2_ExpPR	ePRO_Cdk9as_1min_r2_ExpGB	ePRO_Cdk9as_1min_r2Fexact_Pval
SPAC1002.01	32	67	191	100	481	300	0.32	93.7470704040499	0.139293139293139	40.8072616753595	0.306673907275146	0.741191501313646	2.29731343283582	1.47510149399345	3.56513112131864	16	116	1
SPAC1002.02	60	194	77	100	837	300	0.6	175.775757007594	0.231780167264038	67.9022239336383	0.229050690935621	0.416892256216462	2.58865979381443	1.91715428313115	3.48938818453179	30	130	0.00203296484081685
SPAC1002.03c	26	449	40	100	2955	300	0.26	76.1694947032905	0.151945854483926	44.5139959934628	0.0381646594108306	0.0872127840937495	1.71113585746102	1.12776568559004	2.5771377699703	16	110	1
SPAC1002.04c	58	100	20	100	641	300	0.58	169.91656510734	0.15600624024961	45.7035249629728	0.414344907443776	0.810905750415167	3.7178	2.6559508567146	5.19790586016122	21	137	6.28035711780434e-07
SPAC1002.05c	11	182	180	100	2086	300	0.11	32.2255554513921	0.087248322147651	25.5602331219096	0.0311863414262815	0.114017451690299	1.26076923076923	0.650547082152231	2.37840404225964	8	103	1
SPAC1002.06c	9	12	14	100	311	300	0.09	26.366363551139	0.0385852090032154	11.3039072030607	0.291834978562513	1.90368724186098	2.3325	0.907606783329416	5.92046732218764	4	105	1
SPAC1002.07c	18	288	22	100	1084	300	0.18	52.7327271022781	0.265682656826568	77.8342835457979	0.0376111983391739	0.102533865932201	0.6775	0.407705389996645	1.11146710670506	24	94	1
SPAC1002.08c	4	210	28	100	1783	300	0.04	11.7183838005062	0.117779024116657	34.5044952062018	0.00604071170962882	0.0529812825026418	0.339619047619048	0.107705889782682	0.944656267022103	10	94	1
SPAC1002.09c	13	714	8	100	2132	300	0.13	38.0847473516453	0.334896810506567	98.1112339770339	0.010071925112346	0.0322145603191727	0.388179271708683	0.214733443395216	0.686814426004761	28	85	1
SPAC1002.10c	19	131	68	100	1806	300	0.19	55.6623230524046	0.0725359911406423	21.2501145884042	0.0868790544764405	0.239431848258221	2.6193893129771	1.56903572384452	4.32413917954346	8	111	1
SPAC1002.11	14	230	14	100	1871	300	0.14	41.0143433017718	0.122928915018707	36.0132051592255	0.0340566514838398	0.106770796408605	1.13886956521739	0.637199949262643	1.99768160080501	12	102	1
SPAC1002.12c	65	259	9	100	1692	300	0.65	190.423736758226	0.153073286052009	44.8442878890531	0.189390291792496	0.332025299035772	4.24633204633205	3.20448373712903	5.61786805968527	21	144	1.67804313318803e-11
SPAC1002.13c	190	2973	382	100	1829	300	1.9	556.623230524046	1.62547840349918	476.199494790938	0.0550331621007695	0.0741879607255641	1.16888664648503	1.00655653482307	1.35689780167057	179	111	1
SPAC1002.14	11	303	33	100	1485	300	0.11	32.2255554513921	0.204040404040404	59.7755941338954	0.0188748171238016	0.0679433877448287	0.539108910891089	0.280291034288454	1.00895930801071	18	93	1
SPAC1002.15c	3	114	10	100	2754	300	0.03	8.78878785037968	0.0413943355119826	12.1268677674084	0.00668989793392414	0.085432482505964	0.724736842105263	0.184239789100271	2.35281056821425	4	99	1
SPAC1002.16c	14	175	6	100	1906	300	0.14	41.0143433017718	0.0918153200419727	26.8981789754537	0.0445258421297407	0.141096354023748	1.5248	0.848662550992857	2.68929650769264	9	105	1
SPAC1002.17c	0	25	14	100	990	300	0	0	0.0252525252525253	7.39796957102666	0.00366831680942558	0.19871450933181	0	0.0363163364133132	1.96727364238492	2	98	1
SPAC1002.18	2	87	9	100	1505	300	0.02	5.85919190025312	0.0578073089700997	16.9352058246519	0.00391713594548977	0.0946738947225559	0.345977011494253	0.058952895979621	1.42484211557447	5	97	1
SPAC1002.19	0	11	3	100	1563	300	0	0	0.00703774792066539	2.06177578063929	0.00843437698064696	0.473726222726494	0	0.131829312207512	7.4043408612151	0	100	1
SPAC1002.20	0	12	50	100	548	300	0	0	0.0218978102189781	6.41517361341582	0.00771806013949717	0.431135285113533	0	0.0422949695644445	2.36262136242216	2	98	1
SPAC1006.01	42	952	56	100	1664	300	0.42	123.043029905315	0.572115384615385	167.606691377433	0.0319698568195451	0.0606614928769244	0.734117647058824	0.53197841747723	1.00940724147202	51	91	1
SPAC1006.02	44	133	8	100	1217	300	0.44	128.902221805569	0.109285127362366	32.0161266529854	0.231802682225162	0.470894761284746	4.02616541353383	2.82103864268022	5.73078924483536	14	130	8.52013787184176e-07
