V4	ePRO_Cdk9as_1min_r1_pr_counts	ePRO_Cdk9as_1min_r1gb_counts	ePRO_Cdk9as_1min_r1term_counts	ePRO_Cdk9as_1min_r1pr_map	ePRO_Cdk9as_1min_r1gb_map	ePRO_Cdk9as_1min_r1term_map	ePRO_Cdk9as_1min_r1pr_density	ePRO_Cdk9as_1min_r1pr_densityRPKM	ePRO_Cdk9as_1min_r1gb_density	ePRO_Cdk9as_1min_r1gb_densityRPKM	ePRO_Cdk9as_1min_r1pause_index_CI_low	ePRO_Cdk9as_1min_r1pause_index_CI_high	ePRO_Cdk9as_1min_r1pause_index_scaled	ePRO_Cdk9as_1min_r1pause_index_CI_low_scaled	ePRO_Cdk9as_1min_r1pause_index_CI_high_scaled	ePRO_Cdk9as_1min_r1_ExpPR	ePRO_Cdk9as_1min_r1_ExpGB	ePRO_Cdk9as_1min_r1Fexact_Pval
SPAC1002.01	18	47	107	100	481	300	0.18	84.5618685166298	0.0977130977130977	45.9044562287087	0.214388659186092	0.67757369011925	1.84212765957447	1.0312094506851	3.25912944947359	10	108	1
SPAC1002.02	32	132	20	100	837	300	0.32	150.332210696231	0.157706093189964	74.0884550922284	0.161587851111157	0.361987766839362	2.02909090909091	1.35249031380038	3.02983760844546	17	115	1
SPAC1002.03c	2	248	64	100	2955	300	0.02	9.39576316851442	0.0839255499153976	39.4272295396206	0.00138880045824035	0.0327659262583535	0.238306451612903	0.0410390535410023	0.968233120934347	7	95	1
SPAC1002.04c	39	135	12	100	641	300	0.39	183.217381786031	0.210608424336973	98.9413438182096	0.199014075709314	0.417949104811836	1.85177777777778	1.27568022529671	2.67905376184387	24	115	1
SPAC1002.05c	3	89	115	100	2086	300	0.03	14.0936447527716	0.0426653883029722	20.0436941993716	0.00853155781705106	0.11000045090975	0.70314606741573	0.177968296063685	2.29460940597739	4	99	1
SPAC1002.06c	14	8	2	100	311	300	0.14	65.7703421796009	0.0257234726688103	12.0845828533948	0.689906119480336	4.54708822310317	5.4425	2.14560803158384	14.1414443738508	2	112	1
SPAC1002.07c	8	261	19	100	1084	300	0.08	37.5830526740577	0.240774907749077	113.113200506562	0.0140892860516696	0.0637984699969792	0.332260536398467	0.152727860800098	0.691575414767254	20	88	1
SPAC1002.08c	6	118	17	100	1783	300	0.06	28.1872895055433	0.0661805945036455	31.090859615387	0.0202222844137787	0.119540330802538	0.906610169491525	0.360563331097675	2.13140409820925	6	100	1
SPAC1002.09c	6	680	16	100	2132	300	0.06	28.1872895055433	0.318949343339587	149.838624638598	0.00357306285239193	0.0203404534456841	0.188117647058824	0.0761777000129959	0.433658467461985	25	81	1
SPAC1002.10c	7	99	55	100	1806	300	0.07	32.8851710898005	0.0548172757475083	25.7525070233369	0.030126091916352	0.157425662298524	1.2769696969697	0.544077220009317	2.84310746111135	5	102	1
