V4	ePRO_Cdk9as_10min_r1_pr_counts	ePRO_Cdk9as_10min_r1gb_counts	ePRO_Cdk9as_10min_r1term_counts	ePRO_Cdk9as_10min_r1pr_map	ePRO_Cdk9as_10min_r1gb_map	ePRO_Cdk9as_10min_r1term_map	ePRO_Cdk9as_10min_r1pr_density	ePRO_Cdk9as_10min_r1pr_densityRPKM	ePRO_Cdk9as_10min_r1gb_density	ePRO_Cdk9as_10min_r1gb_densityRPKM	ePRO_Cdk9as_10min_r1pause_index_CI_low	ePRO_Cdk9as_10min_r1pause_index_CI_high	ePRO_Cdk9as_10min_r1pause_index_scaled	ePRO_Cdk9as_10min_r1pause_index_CI_low_scaled	ePRO_Cdk9as_10min_r1pause_index_CI_high_scaled	ePRO_Cdk9as_10min_r1_ExpPR	ePRO_Cdk9as_10min_r1_ExpGB	ePRO_Cdk9as_10min_r1Fexact_Pval
SPAC1002.01	16	60	117	100	481	300	0.16	52.1018369479525	0.124740124740125	40.6199352504828	0.147669550228921	0.475288829844449	1.28266666666667	0.710290536601109	2.2861392715518	12	104	1
SPAC1002.02	57	133	59	100	837	300	0.57	185.612794127081	0.158900836320191	51.7439091552993	0.310462717093131	0.590666270109869	3.58714285714286	2.59857294206951	4.9438766808196	21	136	7.1878873094821e-07
SPAC1002.03c	9	398	37	100	2955	300	0.09	29.3072832832233	0.134686971235195	43.8589913394355	0.0109479373301982	0.0450012071140434	0.66821608040201	0.323511548107358	1.32978567021998	12	97	1
SPAC1002.04c	10	99	21	100	641	300	0.1	32.5636480924703	0.154446177847114	50.2933098464051	0.0496519644842354	0.199354051627823	0.647474747474747	0.318269092343949	1.27785947093434	14	96	1
SPAC1002.05c	0	150	86	100	2086	300	0	0	0.0719079578139981	23.4158543330324	0.000606834606982162	0.0321220572027316	0	0.0126585699016479	0.670066113248982	6	94	1
SPAC1002.06c	8	9	12	100	311	300	0.08	26.0509184739763	0.0289389067524116	9.42356375666344	0.313322581487005	2.50460869860418	2.76444444444444	0.974433228424587	7.78933305265898	3	105	1
SPAC1002.07c	12	143	29	100	1084	300	0.12	39.0763777109644	0.131918819188192	42.957580048185	0.044335039656252	0.155173271077697	0.90965034965035	0.480591829873772	1.68207825848223	13	99	1
SPAC1002.08c	23	199	22	100	1783	300	0.23	74.8963906126818	0.111609646662928	36.3441725765653	0.0731827805058488	0.180973012930583	2.06075376884422	1.30484897641928	3.22674882055229	12	111	1
SPAC1002.09c	4	947	14	100	2132	300	0.04	13.0254592369881	0.444183864915572	144.642470654641	0.001350054550121	0.0116456264689753	0.0900527983104541	0.0287831630085797	0.248284756318552	31	73	1
SPAC1002.10c	2	98	28	100	1806	300	0.02	6.51272961849407	0.0542635658914729	17.670196639325	0.00348380743353746	0.0838510391091277	0.368571428571428	0.0629175622496866	1.51434976631085	5	97	1
SPAC1002.11	3	206	39	100	1871	300	0.03	9.7690944277411	0.110101549973276	35.8530812776531	0.0037282642557828	0.0468883288355383	0.27247572815534	0.0697558242256961	0.877280632512921	10	93	1
SPAC1002.12c	30	190	9	100	1692	300	0.3	97.690944277411	0.112293144208038	36.5667443118757	0.105329042494817	0.235377192385605	2.67157894736842	1.7821673990123	3.98258209516444	13	117	0.194020257386468
SPAC1002.13c	99	2220	425	100	1829	300	0.99	322.380116115456	1.21377802077638	395.250403309372	0.0362648655420112	0.0547832162970818	0.815635135135135	0.663284390763385	1.00198502607363	109	90	1
SPAC1002.14	0	200	44	100	1485	300	0	0	0.134680134680135	43.8567651077042	0.000454957086890741	0.0240550990817154	0	0.0067561127403275	0.357218221363474	11	89	1
SPAC1002.15c	4	116	1	100	2754	300	0.04	13.0254592369881	0.0421205519244735	13.7159883032918	0.0108479682130521	0.096795048198957	0.949655172413793	0.298753044587456	2.66573562739928	4	100	1
SPAC1002.16c	1	158	5	100	1906	300	0.01	3.25636480924703	0.0828961175236096	26.9939999927089	0.000328498129788214	0.0414836467508937	0.120632911392405	0.00626117435376336	0.790678307072035	7	94	1
SPAC1002.17c	0	69	7	100	990	300	0	0	0.0696969696969697	22.6958759432369	0.00132151069990568	0.0703300097572749	0	0.0130829559290662	0.696267096597022	6	94	1
SPAC1002.18	0	94	5	100	1505	300	0	0	0.0624584717607973	20.338756948121	0.000969210753182856	0.0514441349397628	0	0.014586621835402	0.77423423084343	5	95	1
SPAC1002.19	0	46	2	100	1563	300	0	0	0.0294305822136916	9.58367122363171	0.00198548220405956	0.106196341353302	0	0.0310330868494509	1.65984881535211	2	98	1
SPAC1002.20	0	1	18	100	548	300	0	0	0.00182481751824818	0.594227154972087	0.120791776113059	17.3080587281839	0	0.661938933099563	94.8481618304479	0	100	1
SPAC1006.01	10	951	124	100	1664	300	0.1	32.5636480924703	0.571514423076923	186.105945528481	0.00532465561428494	0.0201122355235446	0.174973711882229	0.0886022694217014	0.334667599111782	40	70	1
SPAC1006.02	88	81	18	100	1217	300	0.88	286.560103213739	0.066557107641742	21.6734223129835	0.794887701051064	1.48509999500844	13.2217283950617	9.67378332179145	18.0736669392528	11	177	1.67569445042245e-38
SPAC1006.03c	56	830	14	100	2770	300	0.56	182.356429317834	0.299638989169675	97.5733859810483	0.0509682372484793	0.0891078726840951	1.8689156626506	1.41182017178288	2.46828807334943	35	121	1
SPAC1006.04c	1	80	59	100	3993	300	0.01	3.25636480924703	0.0200350613573754	6.52414687552624	0.000645199401115408	0.0826610619985175	0.499125	0.0257628120865383	3.3006562056008	1	100	1
SPAC1006.05c	59	809	2	100	2032	300	0.59	192.125523745575	0.398129921259843	129.645626509884	0.0554668818635844	0.0956859357877753	1.4819283065513	1.12708703946804	1.94433821520759	45	114	1
SPAC1006.06	9	1368	12	100	4139	300	0.09	29.3072832832233	0.33051461705726	107.627616792702	0.00320325973893678	0.0130143270690499	0.272302631578947	0.132582920594593	0.538662997387977	27	82	1
SPAC1006.07	30	1697	393	100	1302	300	0.3	97.690944277411	1.30337941628264	424.427886427974	0.0121003310778269	0.0256705167473289	0.230170889805539	0.157546310633307	0.334230128050222	73	57	1
